price_id,product_id,store_id,price,price_type,effective_date,created_by
PH0030708,P02146,S0035,1888.94,Regular,2024-12-06,E00236
PH0030709,P01657,S0063,1047.32,Promotional,2023-07-09,E02111
PH0030710,P03936,S0027,2072.07,Clearance,2024-07-18,E01263
PH0030711,P01276,S0034,2338.23,Clearance,2023-01-29,E00821
PH0030712,P03588,S0150,1680.63,Sale,2023-08-01,E00313
PH0030713,P04880,S0016,4219.65,Regular,2023-07-01,E01295
PH0030714,P04997,S0037,4899.7,Regular,2024-03-25,E02438
PH0030715,P03533,S0102,2195.11,Regular,2022-06-21,E02092
PH0030716,P03318,S0051,247.12,Regular,2024-06-16,E00952
PH0030717,P02279,S0116,3568.67,Sale,2024-08-24,E01405
PH0030718,P04319,S0044,266.18,Regular,2022-12-30,E00456
PH0030719,P03446,S0126,12426.71,Promotional,2023-01-21,E00677
PH0030720,P00155,S0025,4320.79,Regular,2023-06-01,E01443
PH0030721,P01483,S0096,1738.72,Clearance,2023-07-23,E00292
PH0030722,P00056,S0140,3805.32,Flash Sale,2024-10-07,E02032
PH0030723,P04168,S0067,1173.13,Clearance,2023-01-22,E01182
PH0030724,P00199,S0062,3567.38,Regular,2023-10-26,E00772
PH0030725,P04803,S0150,2531.31,Promotional,2024-04-14,E00172
PH0030726,P01115,S0050,2879.58,Clearance,2022-07-18,E01596
PH0030727,P00400,S0003,197.97,Sale,2023-02-04,E02161
PH0030728,P02333,S0124,4762.96,Regular,2022-12-17,E01912
PH0030729,P00377,S0103,3331.54,Clearance,2023-12-12,E02243
PH0030730,P04352,S0066,776.89,Flash Sale,2023-12-05,E01809
PH0030731,P01037,S0045,12157.92,Regular,2023-06-17,E00239
PH0030732,P00476,S0139,3940.46,Regular,2024-05-12,E01509
PH0030733,P03760,S0074,522.22,Sale,2022-08-03,E00089
PH0030734,P00326,S0141,3847.26,Sale,2022-09-25,E00722
PH0030735,P04912,S0127,7338.19,Sale,2023-10-02,E00427
PH0030736,P03734,S0046,590.64,Sale,2024-10-12,E01730
PH0030737,P00517,S0135,4515.27,Regular,2024-03-19,E00668
PH0030738,P04976,S0084,2463.38,Clearance,2023-05-05,E00015
PH0030739,P00017,S0108,4021.82,Clearance,2024-05-02,E01000
PH0030740,P03941,S0125,9655.62,Regular,2022-04-08,E01868
PH0030741,P00345,S0082,2325.59,Regular,2024-02-24,E02309
PH0030742,P02237,S0150,1214.55,Clearance,2024-02-24,E00595
PH0030743,P01261,S0110,525.79,Regular,2022-02-16,E01506
PH0030744,P04933,S0080,3734.08,Regular,2022-04-17,E00186
PH0030745,P02587,S0081,7260.08,Regular,2024-11-12,E00057
PH0030746,P03392,S0072,3311.33,Sale,2024-08-20,E01662
PH0030747,P04109,S0120,14228.24,Regular,2024-03-12,E01927
PH0030748,P01031,S0053,2533.61,Flash Sale,2023-09-09,E02055
PH0030749,P04358,S0046,1154.23,Promotional,2024-12-25,E00011
PH0030750,P02654,S0138,3860.71,Regular,2024-02-29,E01903
PH0030751,P00204,S0107,400.54,Flash Sale,2023-12-20,E02442
PH0030752,P00858,S0144,7054.22,Clearance,2022-12-03,E02060
PH0030753,P00093,S0144,4826.92,Regular,2023-03-30,E00502
PH0030754,P04289,S0127,1755.28,Regular,2024-06-30,E02439
PH0030755,P03198,S0009,2537.25,Clearance,2022-11-26,E00143
PH0030756,P02224,S0071,1940.44,Regular,2024-02-29,E00304
PH0030757,P03690,S0101,246.32,Sale,2024-01-17,E00467
PH0030758,P02859,S0033,5017.49,Regular,2022-01-06,E02022
PH0030759,P04994,S0024,441.4,Regular,2023-02-15,E02278
PH0030760,P04903,S0130,2632.88,Clearance,2022-02-15,E02198
PH0030761,P03270,S0113,828.0,Regular,2023-12-27,E00876
PH0030762,P00501,S0013,2395.17,Regular,2024-10-13,E02176
PH0030763,P00723,S0063,3139.32,Promotional,2024-10-02,E02426
PH0030764,P01140,S0087,2964.33,Promotional,2023-01-22,E01295
PH0030765,P00220,S0074,1864.48,Regular,2023-04-11,E01032
PH0030766,P00213,S0111,560.15,Sale,2024-12-13,E01275
PH0030767,P00152,S0016,5863.74,Sale,2023-09-01,E01755
PH0030768,P00702,S0046,1215.48,Flash Sale,2024-03-06,E00639
PH0030769,P00756,S0130,435.21,Clearance,2024-09-25,E01217
PH0030770,P00923,S0117,1324.82,Regular,2022-09-19,E00114
PH0030771,P01222,S0121,770.78,Regular,2022-11-11,E02436
PH0030772,P04006,S0098,1285.26,Sale,2024-03-17,E01902
PH0030773,P00099,S0087,6456.53,Clearance,2024-06-15,E00095
PH0030774,P04203,S0028,3643.31,Regular,2023-09-03,E02394
PH0030775,P04965,S0019,4787.06,Sale,2024-02-25,E00045
PH0030776,P02481,S0067,7702.14,Regular,2022-08-10,E02128
PH0030777,P03651,S0102,7547.99,Sale,2023-09-26,E01753
PH0030778,P02104,S0062,1110.25,Promotional,2022-05-14,E01195
PH0030779,P02402,S0145,2618.42,Regular,2024-02-16,E01451
PH0030780,P03740,S0042,470.98,Regular,2024-07-23,E01766
PH0030781,P03434,S0110,3063.57,Regular,2022-01-17,E00941
PH0030782,P00317,S0024,435.47,Sale,2023-07-20,E01742
PH0030783,P03699,S0105,2171.34,Promotional,2023-08-15,E02104
PH0030784,P04546,S0140,1182.65,Sale,2024-07-28,E02074
PH0030785,P03293,S0059,2640.24,Regular,2023-07-25,E00457
PH0030786,P02382,S0137,3271.77,Regular,2024-09-16,E02422
PH0030787,P04658,S0016,2529.43,Promotional,2023-07-03,E00053
PH0030788,P01287,S0053,6072.54,Sale,2024-09-01,E00708
PH0030789,P01746,S0128,2084.13,Sale,2022-12-16,E01023
PH0030790,P04062,S0030,2380.74,Sale,2023-08-21,E01948
PH0030791,P01041,S0109,1099.13,Regular,2024-08-09,E01508
PH0030792,P02058,S0029,172.68,Sale,2022-09-28,E02271
PH0030793,P03918,S0075,3452.74,Regular,2024-04-30,E00310
PH0030794,P00979,S0092,5065.27,Clearance,2022-09-18,E01724
PH0030795,P03971,S0145,1854.89,Regular,2024-01-28,E02404
PH0030796,P02207,S0043,2583.18,Promotional,2022-10-16,E00187
PH0030797,P00759,S0138,275.05,Regular,2022-01-30,E00272
PH0030798,P04290,S0060,1940.15,Regular,2022-09-16,E01142
PH0030799,P01396,S0080,3510.79,Regular,2024-08-19,E01460
PH0030800,P03561,S0037,6971.05,Regular,2024-10-29,E02079
PH0030801,P03323,S0008,1801.4,Regular,2024-03-27,E02067
PH0030802,P01532,S0055,788.11,Sale,2022-12-04,E00011
PH0030803,P01061,S0082,2457.64,Promotional,2022-10-04,E00385
PH0030804,P01324,S0009,2364.15,Regular,2022-06-01,E00649
PH0030805,P03539,S0051,92.04,Clearance,2024-01-31,E01999
PH0030806,P00002,S0064,2565.5,Promotional,2024-10-22,E01425
PH0030807,P04846,S0144,4378.28,Regular,2023-09-07,E00898
PH0030808,P00517,S0013,4662.25,Regular,2023-03-30,E01947
PH0030809,P01887,S0039,3220.35,Regular,2024-09-02,E01957
PH0030810,P02947,S0078,2691.0,Regular,2023-07-17,E02233
PH0030811,P02595,S0147,806.42,Clearance,2024-05-25,E02269
PH0030812,P02460,S0068,9556.14,Promotional,2022-06-15,E01329
PH0030813,P04969,S0037,9977.94,Promotional,2023-12-17,E02039
PH0030814,P00654,S0026,800.26,Regular,2022-03-28,E01620
PH0030815,P02049,S0099,9910.62,Promotional,2022-03-07,E00845
PH0030816,P04599,S0091,443.32,Regular,2022-03-17,E00307
PH0030817,P00055,S0009,5470.7,Regular,2024-03-18,E02178
PH0030818,P03382,S0130,4765.82,Clearance,2022-06-24,E00244
PH0030819,P01720,S0007,2333.22,Clearance,2022-07-10,E02229
PH0030820,P01460,S0087,2136.33,Regular,2022-12-06,E01679
PH0030821,P03620,S0111,1772.11,Promotional,2023-08-25,E00392
PH0030822,P00944,S0103,3405.73,Promotional,2024-03-19,E02267
PH0030823,P02368,S0120,935.78,Regular,2022-10-13,E00713
PH0030824,P01123,S0058,306.36,Sale,2023-09-30,E01232
PH0030825,P00849,S0148,3230.34,Flash Sale,2024-11-21,E00940
PH0030826,P02977,S0130,8133.24,Regular,2022-03-03,E01771
PH0030827,P03657,S0065,2766.78,Regular,2024-07-11,E01250
PH0030828,P01360,S0137,575.11,Regular,2024-03-27,E00430
PH0030829,P00917,S0143,324.84,Promotional,2023-05-16,E01850
PH0030830,P04016,S0144,618.15,Sale,2024-11-10,E01544
PH0030831,P04706,S0119,1562.33,Promotional,2023-11-12,E01356
PH0030832,P01477,S0128,371.42,Regular,2022-12-19,E02122
PH0030833,P03857,S0055,2961.92,Sale,2024-11-10,E00240
PH0030834,P04392,S0053,2606.86,Clearance,2023-06-13,E01088
PH0030835,P00429,S0009,3280.53,Flash Sale,2023-04-26,E01406
PH0030836,P01856,S0128,2227.99,Sale,2024-08-02,E00684
PH0030837,P03891,S0149,7080.47,Promotional,2024-11-15,E01896
PH0030838,P02919,S0129,5464.95,Sale,2023-10-22,E02128
PH0030839,P03885,S0142,13179.44,Regular,2023-04-27,E02321
PH0030840,P04845,S0130,783.86,Clearance,2022-06-05,E00874
PH0030841,P02725,S0072,2748.89,Clearance,2022-10-03,E00347
PH0030842,P00110,S0078,1366.5,Promotional,2022-12-29,E01211
PH0030843,P04186,S0107,5193.93,Sale,2024-01-03,E01446
PH0030844,P01161,S0081,2282.94,Sale,2024-11-29,E00048
PH0030845,P01826,S0106,691.99,Regular,2024-03-06,E01232
PH0030846,P00897,S0094,1765.92,Sale,2023-08-12,E01178
PH0030847,P03670,S0125,596.68,Sale,2024-09-22,E00449
PH0030848,P03535,S0123,4226.05,Promotional,2023-08-07,E00640
PH0030849,P02335,S0046,1330.49,Clearance,2022-05-09,E00674
PH0030850,P00677,S0089,2755.62,Regular,2022-12-15,E00607
PH0030851,P04339,S0143,4105.27,Regular,2022-05-02,E01463
PH0030852,P02054,S0122,3493.2,Promotional,2024-02-22,E01565
PH0030853,P00055,S0069,3318.05,Clearance,2022-12-20,E01670
PH0030854,P04994,S0135,272.56,Clearance,2022-07-02,E01305
PH0030855,P00984,S0088,1878.49,Clearance,2022-05-10,E01743
PH0030856,P04013,S0104,3435.69,Sale,2022-02-09,E00834
PH0030857,P00158,S0044,637.97,Promotional,2023-08-26,E01411
PH0030858,P03162,S0035,1269.6,Flash Sale,2024-06-20,E01356
PH0030859,P01261,S0121,404.07,Sale,2024-04-23,E00150
PH0030860,P03972,S0136,1539.64,Sale,2023-06-25,E01278
PH0030861,P00011,S0096,4823.47,Promotional,2024-05-29,E02477
PH0030862,P02085,S0078,1727.46,Clearance,2024-05-04,E01001
PH0030863,P03199,S0085,202.88,Sale,2023-10-31,E00317
PH0030864,P00285,S0099,827.57,Sale,2023-12-18,E00229
PH0030865,P03164,S0036,5256.35,Regular,2023-01-21,E01941
PH0030866,P04633,S0102,751.66,Regular,2022-07-17,E01139
PH0030867,P00357,S0016,2564.5,Sale,2023-07-25,E00566
PH0030868,P00920,S0020,1164.59,Sale,2023-09-01,E00876
PH0030869,P01627,S0023,320.54,Clearance,2023-07-29,E02107
PH0030870,P01207,S0003,525.02,Regular,2024-08-03,E02280
PH0030871,P04974,S0122,9118.13,Regular,2023-09-06,E00125
PH0030872,P03085,S0128,1498.56,Promotional,2023-09-29,E01055
PH0030873,P00415,S0047,2419.65,Promotional,2023-04-03,E01089
PH0030874,P03796,S0127,912.65,Promotional,2023-06-23,E00037
PH0030875,P01672,S0119,370.34,Regular,2023-08-28,E01231
PH0030876,P01061,S0108,2782.45,Regular,2023-08-15,E01740
PH0030877,P00042,S0085,1542.83,Regular,2024-12-21,E02428
PH0030878,P01930,S0078,2864.36,Flash Sale,2022-07-21,E00859
PH0030879,P03253,S0064,11622.91,Regular,2023-11-15,E01716
PH0030880,P02346,S0007,9905.55,Regular,2022-06-25,E02012
PH0030881,P01157,S0099,653.62,Promotional,2023-05-04,E00805
PH0030882,P01754,S0035,6462.63,Sale,2022-11-05,E02098
PH0030883,P02469,S0113,3125.76,Flash Sale,2023-08-23,E00712
PH0030884,P02896,S0125,1659.84,Regular,2024-07-16,E01585
PH0030885,P01152,S0023,2437.24,Regular,2024-03-29,E02291
PH0030886,P03595,S0036,6474.3,Flash Sale,2024-08-15,E00513
PH0030887,P04001,S0121,3070.14,Sale,2023-10-07,E02366
PH0030888,P04229,S0016,2758.52,Regular,2024-02-16,E01439
PH0030889,P04734,S0072,1232.38,Promotional,2023-04-06,E00537
PH0030890,P03664,S0062,2800.92,Sale,2024-03-11,E01692
PH0030891,P01802,S0060,8885.33,Promotional,2024-06-18,E00399
PH0030892,P03847,S0144,2781.5,Promotional,2022-11-02,E00962
PH0030893,P04898,S0106,969.19,Flash Sale,2022-08-05,E01122
PH0030894,P04904,S0012,1065.79,Promotional,2022-05-02,E00216
PH0030895,P03470,S0080,107.51,Sale,2024-07-01,E02383
PH0030896,P00447,S0043,2189.79,Regular,2023-01-26,E01262
PH0030897,P04960,S0040,2313.39,Regular,2023-07-01,E01811
PH0030898,P00979,S0126,6958.4,Promotional,2022-12-19,E00108
PH0030899,P01391,S0041,7337.37,Sale,2022-06-28,E01133
PH0030900,P00424,S0150,1789.38,Sale,2023-10-17,E00940
PH0030901,P01883,S0053,7639.47,Regular,2023-12-07,E00650
PH0030902,P04706,S0001,1744.15,Regular,2022-07-31,E00428
PH0030903,P01614,S0114,2406.81,Sale,2023-12-09,E02414
PH0030904,P04112,S0124,3052.45,Sale,2023-01-28,E02110
PH0030905,P01281,S0019,7804.18,Sale,2022-12-03,E00311
PH0030906,P02737,S0064,9895.21,Regular,2024-11-10,E01083
PH0030907,P00311,S0020,448.39,Regular,2022-06-28,E00251
PH0030908,P03758,S0062,4781.02,Sale,2023-05-23,E00487
PH0030909,P01922,S0091,2728.53,Sale,2024-02-13,E01044
PH0030910,P04661,S0095,4142.88,Regular,2022-11-23,E01696
PH0030911,P04473,S0064,1898.59,Clearance,2024-07-14,E01010
PH0030912,P02618,S0105,2718.02,Flash Sale,2023-05-07,E01020
PH0030913,P00997,S0044,2001.69,Regular,2023-12-11,E02091
PH0030914,P01298,S0107,8387.93,Regular,2022-03-15,E01021
PH0030915,P02945,S0049,823.92,Flash Sale,2022-11-10,E01926
PH0030916,P02595,S0067,1240.74,Regular,2023-11-21,E01648
PH0030917,P00539,S0081,5844.85,Regular,2024-03-12,E02092
PH0030918,P01053,S0025,5477.1,Sale,2024-07-17,E01837
PH0030919,P04978,S0139,3423.53,Sale,2023-10-09,E02466
PH0030920,P02034,S0131,2944.17,Sale,2024-06-14,E00443
PH0030921,P01968,S0059,1360.45,Regular,2023-11-24,E00239
PH0030922,P04738,S0148,679.5,Promotional,2022-05-10,E02070
PH0030923,P00027,S0017,2353.41,Regular,2022-10-31,E00537
PH0030924,P02723,S0144,11966.43,Regular,2023-05-14,E01214
PH0030925,P02334,S0136,642.08,Sale,2023-05-12,E01299
PH0030926,P00625,S0065,830.45,Clearance,2022-05-19,E02308
PH0030927,P04102,S0058,3968.04,Promotional,2023-02-01,E02317
PH0030928,P01857,S0100,3047.03,Sale,2024-02-07,E02377
PH0030929,P02028,S0102,459.51,Promotional,2023-06-30,E00034
PH0030930,P01070,S0090,4830.82,Regular,2023-05-25,E00846
PH0030931,P03922,S0062,915.26,Regular,2023-05-03,E01657
PH0030932,P04242,S0086,3942.54,Sale,2022-02-15,E00955
PH0030933,P00710,S0038,1427.21,Flash Sale,2022-10-17,E02361
PH0030934,P01306,S0059,2023.32,Regular,2024-01-12,E00146
PH0030935,P04866,S0034,2782.59,Regular,2022-12-29,E01051
PH0030936,P00892,S0115,1760.86,Promotional,2022-12-04,E01170
PH0030937,P02832,S0037,1996.91,Sale,2022-01-22,E00505
PH0030938,P03282,S0015,6825.75,Sale,2024-12-31,E00748
PH0030939,P03129,S0011,427.87,Regular,2024-05-08,E01390
PH0030940,P03143,S0014,2629.67,Regular,2023-07-26,E01962
PH0030941,P03285,S0104,7112.63,Sale,2023-05-03,E02313
PH0030942,P03198,S0039,4196.23,Regular,2023-04-02,E00170
PH0030943,P04411,S0110,3983.17,Regular,2023-10-30,E00621
PH0030944,P03095,S0104,7156.28,Regular,2024-07-21,E01483
PH0030945,P00993,S0045,384.41,Regular,2024-01-18,E00247
PH0030946,P01618,S0082,9520.86,Regular,2023-04-11,E00876
PH0030947,P02019,S0012,10999.35,Regular,2022-11-11,E02289
PH0030948,P01009,S0030,5456.03,Regular,2024-12-24,E00533
PH0030949,P03931,S0111,3587.31,Regular,2023-11-22,E02365
PH0030950,P02128,S0024,728.17,Clearance,2024-12-04,E01455
PH0030951,P01677,S0115,2069.45,Regular,2022-12-07,E02262
PH0030952,P04672,S0117,4558.46,Regular,2022-07-30,E01484
PH0030953,P04800,S0147,3948.18,Promotional,2023-08-03,E00425
PH0030954,P01225,S0012,4794.02,Clearance,2022-03-31,E01683
PH0030955,P02059,S0008,2305.67,Promotional,2022-04-18,E00354
PH0030956,P02374,S0051,676.96,Promotional,2023-06-11,E00122
PH0030957,P00776,S0039,1334.18,Flash Sale,2022-02-23,E02072
PH0030958,P01031,S0111,2963.73,Sale,2023-12-18,E01380
PH0030959,P00868,S0121,6541.15,Regular,2024-01-25,E01699
PH0030960,P02611,S0081,4968.8,Regular,2023-10-21,E00735
PH0030961,P02967,S0063,781.85,Sale,2023-08-13,E00509
PH0030962,P00211,S0097,5100.99,Sale,2022-07-20,E02120
PH0030963,P04602,S0011,5627.9,Regular,2024-09-01,E00570
PH0030964,P02709,S0111,4331.63,Regular,2024-05-16,E00014
PH0030965,P00469,S0075,1397.05,Regular,2023-06-09,E02032
PH0030966,P01771,S0059,13095.89,Regular,2024-01-10,E01820
PH0030967,P01751,S0025,325.88,Sale,2022-08-25,E02459
PH0030968,P03711,S0015,2422.1,Flash Sale,2024-09-02,E01959
PH0030969,P00136,S0134,1742.95,Regular,2024-04-08,E01826
PH0030970,P02582,S0102,3476.12,Sale,2022-05-08,E01359
PH0030971,P03812,S0087,209.37,Sale,2022-01-03,E00422
PH0030972,P00748,S0092,4627.3,Regular,2023-03-02,E01554
PH0030973,P02542,S0055,4621.92,Flash Sale,2022-06-30,E01565
PH0030974,P00991,S0066,2987.25,Regular,2024-10-02,E01570
PH0030975,P00120,S0135,749.92,Promotional,2024-08-08,E00972
PH0030976,P02336,S0078,940.38,Sale,2023-09-22,E01980
PH0030977,P00131,S0127,3674.68,Regular,2024-07-15,E00083
PH0030978,P01560,S0112,6314.97,Flash Sale,2023-03-26,E02035
PH0030979,P04427,S0085,116.45,Clearance,2023-04-06,E01501
PH0030980,P04537,S0128,4668.78,Promotional,2024-08-25,E00213
PH0030981,P03227,S0062,889.48,Regular,2022-11-04,E01565
PH0030982,P02244,S0059,1923.27,Promotional,2022-03-26,E01927
PH0030983,P01590,S0096,1895.63,Regular,2022-12-21,E02014
PH0030984,P04597,S0047,3456.95,Regular,2022-11-06,E00846
PH0030985,P00627,S0065,1643.97,Clearance,2024-04-09,E00236
PH0030986,P00512,S0073,3490.76,Sale,2022-04-26,E01058
PH0030987,P00831,S0051,2332.79,Regular,2023-10-14,E02168
PH0030988,P04268,S0135,2659.32,Clearance,2024-07-08,E00465
PH0030989,P03858,S0137,6625.83,Promotional,2024-10-28,E00879
PH0030990,P03651,S0039,7565.93,Sale,2023-08-13,E00935
PH0030991,P00221,S0029,1607.97,Sale,2024-01-17,E00943
PH0030992,P01708,S0054,6050.57,Sale,2022-10-19,E01669
PH0030993,P01485,S0131,2329.24,Promotional,2023-06-13,E01427
PH0030994,P01741,S0041,2914.8,Sale,2023-01-05,E01290
PH0030995,P04503,S0103,1552.31,Clearance,2024-10-19,E02380
PH0030996,P04303,S0147,5239.97,Flash Sale,2023-03-26,E00159
PH0030997,P01935,S0125,687.12,Regular,2022-01-17,E00089
PH0030998,P02526,S0131,5901.97,Regular,2023-04-06,E01197
PH0030999,P00081,S0025,3210.17,Promotional,2023-08-20,E01813
PH0031000,P00086,S0019,4133.42,Regular,2022-02-03,E01845
PH0031001,P03420,S0009,3588.08,Clearance,2022-05-05,E02197
PH0031002,P03258,S0011,3232.93,Clearance,2024-01-25,E01388
PH0031003,P01499,S0138,2918.1,Regular,2022-11-15,E01806
PH0031004,P03889,S0105,358.77,Clearance,2024-11-29,E01574
PH0031005,P02123,S0145,1474.96,Sale,2024-09-05,E00423
PH0031006,P04620,S0028,1245.01,Sale,2022-05-28,E00347
PH0031007,P00180,S0048,3230.41,Regular,2022-09-30,E01599
PH0031008,P00802,S0004,2378.15,Clearance,2023-08-03,E01040
PH0031009,P04235,S0138,4452.08,Sale,2024-10-02,E00968
PH0031010,P02482,S0094,2837.6,Promotional,2022-03-26,E02480
PH0031011,P04695,S0066,8726.86,Regular,2024-08-15,E01405
PH0031012,P03631,S0095,295.77,Regular,2022-02-06,E02236
PH0031013,P04624,S0087,459.63,Regular,2024-09-12,E01138
PH0031014,P00755,S0137,2911.28,Regular,2022-08-28,E00405
PH0031015,P01697,S0041,240.13,Promotional,2022-11-11,E00741
PH0031016,P03506,S0100,1098.82,Sale,2023-09-02,E01497
PH0031017,P02268,S0149,1337.41,Promotional,2024-02-18,E01400
PH0031018,P02458,S0121,302.63,Sale,2022-03-20,E02236
PH0031019,P00777,S0126,393.2,Sale,2024-04-14,E02144
PH0031020,P00296,S0100,2746.38,Clearance,2024-01-10,E01553
PH0031021,P00179,S0110,2241.21,Sale,2022-03-31,E00089
PH0031022,P03917,S0065,396.04,Sale,2024-06-12,E01732
PH0031023,P02404,S0091,3995.53,Sale,2024-06-13,E01370
PH0031024,P03890,S0007,942.61,Regular,2022-10-09,E00245
PH0031025,P01420,S0089,3897.12,Clearance,2023-09-06,E02377
PH0031026,P02376,S0138,3829.03,Sale,2022-05-21,E01312
PH0031027,P02899,S0090,585.86,Clearance,2022-09-22,E00736
PH0031028,P03220,S0057,5944.99,Regular,2022-05-22,E00079
PH0031029,P00863,S0084,1030.93,Regular,2024-04-29,E01415
PH0031030,P01072,S0010,3453.98,Promotional,2022-01-10,E01136
PH0031031,P02817,S0145,2936.39,Regular,2023-09-06,E01839
PH0031032,P04618,S0005,4200.02,Promotional,2023-03-29,E01375
PH0031033,P01585,S0067,4203.07,Regular,2022-10-07,E01914
PH0031034,P00625,S0056,998.99,Flash Sale,2023-12-09,E01660
PH0031035,P00977,S0105,480.04,Promotional,2024-11-19,E00991
PH0031036,P02683,S0123,3642.29,Promotional,2022-10-29,E02304
PH0031037,P00156,S0107,1585.1,Regular,2024-02-04,E01764
PH0031038,P01316,S0110,4411.27,Regular,2024-07-01,E01956
PH0031039,P02981,S0002,3133.53,Regular,2024-01-23,E01865
PH0031040,P02951,S0078,9132.78,Promotional,2023-12-12,E02112
PH0031041,P03206,S0019,5126.1,Regular,2024-04-06,E00332
PH0031042,P04539,S0121,386.73,Clearance,2024-09-19,E00071
PH0031043,P02840,S0013,845.32,Clearance,2024-12-01,E01525
PH0031044,P04304,S0035,3501.81,Regular,2023-09-13,E00734
PH0031045,P00940,S0149,680.68,Regular,2022-04-04,E02168
PH0031046,P03100,S0042,2004.87,Promotional,2024-03-04,E00722
PH0031047,P02013,S0053,2754.95,Regular,2022-03-09,E02477
PH0031048,P01871,S0111,1030.85,Regular,2023-02-04,E01000
PH0031049,P00884,S0020,4724.38,Regular,2023-06-09,E01317
PH0031050,P04481,S0054,1888.5,Promotional,2022-11-19,E00928
PH0031051,P01350,S0112,2274.37,Promotional,2023-06-01,E01320
PH0031052,P04387,S0066,7273.05,Regular,2024-04-13,E02089
PH0031053,P02667,S0035,4675.46,Regular,2022-02-28,E00828
PH0031054,P01365,S0135,1618.13,Flash Sale,2024-09-18,E00394
PH0031055,P02528,S0064,1489.03,Sale,2023-05-13,E01734
PH0031056,P01448,S0008,550.54,Sale,2024-06-13,E01236
PH0031057,P00162,S0018,1223.12,Sale,2023-08-30,E01664
PH0031058,P00816,S0127,7853.18,Sale,2024-11-02,E00297
PH0031059,P00948,S0099,6110.5,Sale,2022-04-17,E01799
PH0031060,P02447,S0067,790.68,Regular,2023-07-11,E00585
PH0031061,P04651,S0114,2720.04,Regular,2024-10-02,E00253
PH0031062,P02504,S0039,1278.18,Sale,2023-06-18,E01282
PH0031063,P01523,S0075,3264.03,Regular,2024-09-12,E01320
PH0031064,P04669,S0009,1197.13,Regular,2022-01-23,E01835
PH0031065,P02413,S0013,2785.75,Clearance,2022-04-22,E01814
PH0031066,P02991,S0125,2565.3,Regular,2022-10-27,E02210
PH0031067,P02164,S0113,1384.3,Regular,2024-07-20,E02121
PH0031068,P04001,S0062,3611.3,Regular,2022-04-24,E01306
PH0031069,P04178,S0136,4007.04,Regular,2023-04-10,E00192
PH0031070,P04121,S0097,3202.64,Clearance,2023-10-26,E01681
PH0031071,P03491,S0028,503.2,Regular,2022-05-02,E00618
PH0031072,P00611,S0082,2830.36,Sale,2024-02-05,E00655
PH0031073,P03128,S0029,3256.82,Flash Sale,2024-01-03,E00340
PH0031074,P04515,S0109,4428.28,Regular,2022-03-26,E02052
PH0031075,P02727,S0043,1328.71,Regular,2024-03-30,E00039
PH0031076,P00384,S0090,3537.49,Sale,2023-08-01,E01697
PH0031077,P03100,S0116,2279.71,Regular,2022-12-12,E00602
PH0031078,P00632,S0014,757.38,Sale,2023-02-18,E00017
PH0031079,P00062,S0066,1335.35,Sale,2022-11-12,E00889
PH0031080,P01521,S0090,652.29,Clearance,2022-08-09,E01392
PH0031081,P01277,S0125,1640.26,Regular,2024-03-19,E00743
PH0031082,P02424,S0001,3480.69,Promotional,2022-02-19,E00172
PH0031083,P03674,S0044,463.2,Regular,2022-11-27,E00633
PH0031084,P02601,S0096,956.5,Sale,2023-09-03,E00268
PH0031085,P00048,S0129,3737.99,Sale,2024-10-01,E00096
PH0031086,P00192,S0045,282.01,Clearance,2024-05-07,E01481
PH0031087,P04102,S0059,4265.55,Promotional,2022-04-08,E02290
PH0031088,P00067,S0010,542.62,Regular,2022-02-21,E01901
PH0031089,P03403,S0005,1553.59,Regular,2022-12-24,E02283
PH0031090,P03677,S0056,1006.96,Regular,2024-07-21,E00817
PH0031091,P01247,S0079,8770.68,Regular,2024-10-12,E01969
PH0031092,P04301,S0069,2735.23,Regular,2024-05-06,E02126
PH0031093,P00222,S0012,3137.62,Promotional,2024-04-09,E00426
PH0031094,P03637,S0150,4375.13,Regular,2024-12-23,E01616
PH0031095,P00711,S0024,2678.59,Promotional,2024-02-20,E00703
PH0031096,P03430,S0148,5295.87,Regular,2023-03-29,E02086
PH0031097,P04784,S0041,2170.83,Clearance,2022-02-21,E01776
PH0031098,P03993,S0122,375.14,Clearance,2024-08-11,E02389
PH0031099,P01681,S0136,1912.52,Regular,2024-09-10,E00015
PH0031100,P03593,S0042,892.68,Clearance,2022-07-20,E00669
PH0031101,P01257,S0035,4191.05,Regular,2023-09-02,E02065
PH0031102,P03568,S0147,575.68,Regular,2024-12-13,E01690
PH0031103,P02876,S0007,3865.34,Regular,2023-10-22,E01838
PH0031104,P01152,S0031,1857.55,Sale,2023-11-22,E00366
PH0031105,P02920,S0075,1273.77,Promotional,2023-02-05,E00797
PH0031106,P04396,S0090,1448.7,Regular,2024-05-31,E00798
PH0031107,P03639,S0060,215.11,Sale,2024-02-28,E01399
PH0031108,P00787,S0028,572.3,Regular,2024-09-08,E02052
PH0031109,P01592,S0065,4797.91,Regular,2023-02-21,E00753
PH0031110,P02799,S0023,4502.62,Regular,2024-03-26,E00314
PH0031111,P00385,S0108,1214.47,Sale,2024-07-03,E02202
PH0031112,P04179,S0121,3910.38,Flash Sale,2022-07-15,E01772
PH0031113,P00586,S0078,1045.12,Sale,2022-11-28,E02398
PH0031114,P01115,S0014,3854.8,Sale,2024-12-29,E00571
PH0031115,P03049,S0124,10613.49,Regular,2022-05-02,E02088
