session_id,customer_id,login_time,logout_time,duration_mins,device,channel,pages_visited,date
SES0041919,C01320,2024-07-02 20:30:00,2024-07-02 21:35:00,65,Mobile,App,23,2024-07-02
SES0041920,C02770,2024-11-12 18:26:00,2024-11-12 18:50:00,24,Mobile,Web,25,2024-11-12
SES0041921,C03255,2024-02-20 20:46:00,2024-02-20 22:13:00,87,Desktop,Web,8,2024-02-20
SES0041922,C03576,2022-07-04 08:17:00,2022-07-04 09:30:00,73,Mobile,Web,16,2022-07-04
SES0041923,C08253,2023-01-09 23:43:00,2023-01-10 01:09:00,86,Desktop,Web,12,2023-01-09
SES0041924,C09249,2024-12-13 13:57:00,2024-12-13 14:14:00,17,Tablet,Web,12,2024-12-13
SES0041925,C07351,2023-10-23 16:46:00,2023-10-23 16:49:00,3,Mobile,App,15,2023-10-23
SES0041926,C05890,2022-01-21 18:23:00,2022-01-21 18:56:00,33,Desktop,App,11,2022-01-21
SES0041927,C04438,2022-10-04 12:13:00,2022-10-04 13:27:00,74,Mobile,App,11,2022-10-04
SES0041928,C01511,2023-03-26 01:13:00,2023-03-26 02:43:00,90,Desktop,Web,27,2023-03-26
SES0041929,C03416,2023-09-17 05:32:00,2023-09-17 06:52:00,80,Mobile,Web,21,2023-09-17
SES0041930,C00080,2024-07-20 08:58:00,2024-07-20 10:13:00,75,Desktop,Web,30,2024-07-20
SES0041931,C02437,2023-08-13 07:52:00,2023-08-13 09:15:00,83,Mobile,App,30,2023-08-13
SES0041932,C04240,2023-05-31 16:25:00,2023-05-31 16:57:00,32,Mobile,Web,28,2023-05-31
SES0041933,C05729,2023-09-25 10:49:00,2023-09-25 11:26:00,37,Desktop,App,30,2023-09-25
SES0041934,C06754,2024-03-06 17:32:00,2024-03-06 18:09:00,37,Mobile,Web,22,2024-03-06
SES0041935,C03537,2024-03-06 01:20:00,2024-03-06 01:36:00,16,Mobile,App,8,2024-03-06
SES0041936,C04366,2024-03-10 05:17:00,2024-03-10 06:44:00,87,Desktop,App,12,2024-03-10
SES0041937,C05888,2023-04-11 00:14:00,2023-04-11 01:29:00,75,Desktop,App,6,2023-04-11
SES0041938,C07294,2024-04-02 18:02:00,2024-04-02 18:19:00,17,Mobile,App,17,2024-04-02
SES0041939,C08910,2022-08-20 03:32:00,2022-08-20 05:01:00,89,Mobile,App,17,2022-08-20
SES0041940,C06749,2024-10-13 15:09:00,2024-10-13 15:28:00,19,Desktop,Web,1,2024-10-13
SES0041941,C06033,2022-12-13 21:55:00,2022-12-13 22:48:00,53,Mobile,Web,16,2022-12-13
SES0041942,C00608,2023-04-08 09:29:00,2023-04-08 09:34:00,5,Mobile,Web,6,2023-04-08
SES0041943,C09207,2022-04-07 08:00:00,2022-04-07 09:01:00,61,Desktop,App,15,2022-04-07
SES0041944,C04515,2024-06-14 22:26:00,2024-06-14 22:30:00,4,Mobile,Web,22,2024-06-14
SES0041945,C06239,2024-08-20 14:18:00,2024-08-20 15:22:00,64,Desktop,App,10,2024-08-20
SES0041946,C09074,2023-10-31 19:34:00,2023-10-31 20:04:00,30,Mobile,App,25,2023-10-31
SES0041947,C08754,2024-08-14 21:37:00,2024-08-14 22:14:00,37,Mobile,Web,30,2024-08-14
SES0041948,C09517,2023-08-18 06:19:00,2023-08-18 07:37:00,78,Mobile,App,5,2023-08-18
SES0041949,C07124,2022-12-15 12:50:00,2022-12-15 13:19:00,29,Tablet,App,4,2022-12-15
SES0041950,C00130,2024-09-07 11:22:00,2024-09-07 11:55:00,33,Mobile,App,13,2024-09-07
SES0041951,C03485,2023-10-07 08:33:00,2023-10-07 08:39:00,6,Desktop,Web,11,2023-10-07
SES0041952,C08823,2022-01-05 08:38:00,2022-01-05 09:14:00,36,Mobile,App,20,2022-01-05
SES0041953,C05480,2022-07-26 08:37:00,2022-07-26 09:22:00,45,Mobile,App,25,2022-07-26
SES0041954,C02881,2023-10-30 21:20:00,2023-10-30 22:50:00,90,Mobile,Web,30,2023-10-30
SES0041955,C01183,2024-06-04 14:37:00,2024-06-04 15:19:00,42,Desktop,Web,9,2024-06-04
SES0041956,C00024,2022-03-21 23:23:00,2022-03-21 23:28:00,5,Mobile,App,26,2022-03-21
SES0041957,C06342,2024-02-10 16:34:00,2024-02-10 16:59:00,25,Mobile,App,30,2024-02-10
SES0041958,C00402,2022-10-25 06:06:00,2022-10-25 07:07:00,61,Desktop,App,29,2022-10-25
SES0041959,C01119,2022-10-10 04:36:00,2022-10-10 06:04:00,88,Mobile,App,13,2022-10-10
SES0041960,C04494,2023-09-30 04:12:00,2023-09-30 05:04:00,52,Mobile,App,9,2023-09-30
SES0041961,C03880,2024-08-01 01:13:00,2024-08-01 01:28:00,15,Mobile,Web,2,2024-08-01
SES0041962,C02787,2022-11-08 06:28:00,2022-11-08 07:48:00,80,Mobile,Web,23,2022-11-08
SES0041963,C05550,2022-12-30 23:42:00,2022-12-31 00:08:00,26,Mobile,Web,29,2022-12-30
SES0041964,C01870,2023-05-17 16:48:00,2023-05-17 17:45:00,57,Mobile,App,25,2023-05-17
SES0041965,C05593,2022-11-19 05:18:00,2022-11-19 05:52:00,34,Mobile,App,22,2022-11-19
SES0041966,C06018,2022-02-13 10:21:00,2022-02-13 10:38:00,17,Desktop,Web,7,2022-02-13
SES0041967,C04591,2024-07-20 08:59:00,2024-07-20 09:06:00,7,Tablet,App,23,2024-07-20
SES0041968,C06511,2024-07-31 05:16:00,2024-07-31 05:34:00,18,Mobile,Web,9,2024-07-31
SES0041969,C02902,2023-11-02 20:56:00,2023-11-02 22:14:00,78,Mobile,App,28,2023-11-02
SES0041970,C00307,2024-09-08 23:28:00,2024-09-08 23:39:00,11,Mobile,Web,5,2024-09-08
SES0041971,C08870,2023-04-04 04:48:00,2023-04-04 05:45:00,57,Mobile,App,22,2023-04-04
SES0041972,C04329,2022-09-16 11:29:00,2022-09-16 12:06:00,37,Mobile,App,11,2022-09-16
SES0041973,C07420,2024-07-17 23:46:00,2024-07-18 00:43:00,57,Tablet,Web,5,2024-07-17
SES0041974,C07168,2023-01-22 19:36:00,2023-01-22 19:50:00,14,Desktop,Web,7,2023-01-22
SES0041975,C06045,2023-06-26 02:46:00,2023-06-26 03:54:00,68,Tablet,App,4,2023-06-26
SES0041976,C00135,2022-12-03 19:20:00,2022-12-03 20:16:00,56,Desktop,Web,28,2022-12-03
SES0041977,C07869,2022-08-06 06:04:00,2022-08-06 06:52:00,48,Mobile,App,28,2022-08-06
SES0041978,C00921,2023-08-08 09:58:00,2023-08-08 11:20:00,82,Desktop,App,5,2023-08-08
SES0041979,C09275,2024-07-03 02:53:00,2024-07-03 03:56:00,63,Tablet,Web,27,2024-07-03
SES0041980,C00901,2024-12-15 16:52:00,2024-12-15 18:17:00,85,Desktop,App,5,2024-12-15
SES0041981,C08633,2023-05-15 21:45:00,2023-05-15 22:00:00,15,Desktop,App,7,2023-05-15
SES0041982,C05403,2022-11-08 18:18:00,2022-11-08 19:27:00,69,Mobile,App,21,2022-11-08
SES0041983,C04724,2024-05-26 06:27:00,2024-05-26 06:45:00,18,Mobile,App,16,2024-05-26
SES0041984,C09510,2024-01-18 22:02:00,2024-01-18 23:28:00,86,Mobile,App,18,2024-01-18
SES0041985,C01127,2022-04-11 16:22:00,2022-04-11 16:57:00,35,Mobile,App,5,2022-04-11
SES0041986,C05822,2024-10-22 14:56:00,2024-10-22 15:12:00,16,Desktop,App,27,2024-10-22
SES0041987,C06371,2024-04-02 20:31:00,2024-04-02 21:45:00,74,Mobile,Web,4,2024-04-02
SES0041988,C03137,2024-07-24 17:21:00,2024-07-24 17:58:00,37,Mobile,Web,22,2024-07-24
SES0041989,C03688,2024-08-29 07:24:00,2024-08-29 07:54:00,30,Desktop,App,1,2024-08-29
SES0041990,C08450,2024-12-10 07:17:00,2024-12-10 07:46:00,29,Desktop,Web,2,2024-12-10
SES0041991,C06568,2022-01-27 22:33:00,2022-01-27 22:36:00,3,Desktop,Web,28,2022-01-27
SES0041992,C04555,2022-06-10 01:23:00,2022-06-10 02:10:00,47,Mobile,App,15,2022-06-10
SES0041993,C05863,2024-07-22 19:27:00,2024-07-22 20:43:00,76,Mobile,App,28,2024-07-22
SES0041994,C01558,2022-06-18 11:13:00,2022-06-18 11:53:00,40,Desktop,App,26,2022-06-18
SES0041995,C07803,2023-11-14 08:11:00,2023-11-14 09:07:00,56,Mobile,App,22,2023-11-14
SES0041996,C05260,2023-07-06 20:40:00,2023-07-06 21:35:00,55,Mobile,App,26,2023-07-06
SES0041997,C01719,2022-03-08 19:33:00,2022-03-08 20:31:00,58,Mobile,Web,17,2022-03-08
SES0041998,C02830,2024-11-13 02:07:00,2024-11-13 03:27:00,80,Mobile,App,3,2024-11-13
SES0041999,C05196,2022-01-12 10:14:00,2022-01-12 11:20:00,66,Desktop,App,28,2022-01-12
SES0042000,C08417,2024-06-22 03:15:00,2024-06-22 03:47:00,32,Desktop,App,10,2024-06-22
SES0042001,C02507,2022-08-18 13:44:00,2022-08-18 13:52:00,8,Mobile,Web,18,2022-08-18
SES0042002,C07276,2024-02-19 16:16:00,2024-02-19 17:25:00,69,Mobile,Web,14,2024-02-19
SES0042003,C00164,2024-07-26 10:00:00,2024-07-26 10:34:00,34,Mobile,App,4,2024-07-26
SES0042004,C01821,2023-04-16 09:10:00,2023-04-16 10:14:00,64,Mobile,App,5,2023-04-16
SES0042005,C04994,2024-04-01 05:27:00,2024-04-01 06:45:00,78,Mobile,Web,29,2024-04-01
SES0042006,C03159,2024-03-22 14:37:00,2024-03-22 14:40:00,3,Desktop,App,20,2024-03-22
SES0042007,C04224,2024-07-13 07:09:00,2024-07-13 07:17:00,8,Mobile,Web,29,2024-07-13
SES0042008,C02514,2023-04-01 12:09:00,2023-04-01 13:00:00,51,Mobile,App,2,2023-04-01
SES0042009,C05417,2024-02-07 09:30:00,2024-02-07 10:12:00,42,Desktop,App,5,2024-02-07
SES0042010,C04221,2022-11-07 18:18:00,2022-11-07 18:24:00,6,Mobile,App,2,2022-11-07
SES0042011,C07218,2024-03-19 17:23:00,2024-03-19 18:37:00,74,Mobile,App,25,2024-03-19
SES0042012,C01455,2022-12-26 17:42:00,2022-12-26 18:10:00,28,Desktop,Web,30,2022-12-26
SES0042013,C06804,2024-05-24 22:10:00,2024-05-24 23:00:00,50,Tablet,App,5,2024-05-24
SES0042014,C08509,2022-04-23 11:50:00,2022-04-23 12:26:00,36,Desktop,App,17,2022-04-23
SES0042015,C09375,2022-11-18 22:15:00,2022-11-18 23:21:00,66,Mobile,Web,11,2022-11-18
SES0042016,C01818,2023-08-20 21:50:00,2023-08-20 21:59:00,9,Mobile,App,25,2023-08-20
SES0042017,C04967,2022-09-25 16:59:00,2022-09-25 17:14:00,15,Mobile,App,19,2022-09-25
SES0042018,C02439,2023-05-24 09:32:00,2023-05-24 09:56:00,24,Desktop,App,5,2023-05-24
SES0042019,C06604,2023-12-14 06:23:00,2023-12-14 07:14:00,51,Desktop,App,3,2023-12-14
SES0042020,C08157,2024-03-08 00:59:00,2024-03-08 01:44:00,45,Desktop,Web,3,2024-03-08
SES0042021,C00266,2024-04-17 05:09:00,2024-04-17 05:16:00,7,Mobile,Web,9,2024-04-17
SES0042022,C07993,2022-04-19 20:16:00,2022-04-19 20:28:00,12,Desktop,App,4,2022-04-19
SES0042023,C03699,2023-01-10 20:50:00,2023-01-10 21:01:00,11,Mobile,App,28,2023-01-10
SES0042024,C05880,2023-06-26 18:17:00,2023-06-26 19:35:00,78,Mobile,App,4,2023-06-26
SES0042025,C06659,2024-06-12 13:29:00,2024-06-12 13:39:00,10,Mobile,App,10,2024-06-12
SES0042026,C01464,2023-07-22 10:48:00,2023-07-22 12:07:00,79,Mobile,Web,6,2023-07-22
SES0042027,C07251,2022-09-29 04:11:00,2022-09-29 04:34:00,23,Desktop,Web,21,2022-09-29
SES0042028,C08018,2023-06-17 00:17:00,2023-06-17 01:16:00,59,Mobile,Web,17,2023-06-17
SES0042029,C00328,2022-08-16 01:25:00,2022-08-16 02:08:00,43,Mobile,Web,13,2022-08-16
SES0042030,C05780,2024-11-06 20:32:00,2024-11-06 20:43:00,11,Mobile,App,14,2024-11-06
SES0042031,C05726,2024-03-06 09:13:00,2024-03-06 10:35:00,82,Mobile,Web,29,2024-03-06
SES0042032,C07986,2022-11-22 09:06:00,2022-11-22 09:57:00,51,Mobile,App,22,2022-11-22
SES0042033,C03796,2022-03-29 20:26:00,2022-03-29 21:24:00,58,Mobile,App,28,2022-03-29
SES0042034,C01424,2023-07-20 18:48:00,2023-07-20 19:37:00,49,Mobile,App,19,2023-07-20
SES0042035,C01803,2024-02-11 04:47:00,2024-02-11 05:07:00,20,Desktop,App,22,2024-02-11
SES0042036,C07479,2022-08-31 20:47:00,2022-08-31 21:27:00,40,Mobile,App,8,2022-08-31
SES0042037,C09418,2023-04-03 18:19:00,2023-04-03 19:32:00,73,Mobile,App,2,2023-04-03
SES0042038,C00168,2024-06-28 10:19:00,2024-06-28 11:05:00,46,Desktop,Web,6,2024-06-28
SES0042039,C04762,2023-01-04 10:10:00,2023-01-04 11:20:00,70,Mobile,Web,19,2023-01-04
SES0042040,C06526,2022-04-09 02:03:00,2022-04-09 02:59:00,56,Desktop,App,27,2022-04-09
SES0042041,C00215,2022-09-23 02:48:00,2022-09-23 03:56:00,68,Tablet,App,20,2022-09-23
SES0042042,C04684,2024-02-28 16:16:00,2024-02-28 17:01:00,45,Mobile,Web,23,2024-02-28
SES0042043,C05739,2024-08-17 08:03:00,2024-08-17 09:17:00,74,Mobile,Web,3,2024-08-17
SES0042044,C06486,2024-12-29 18:42:00,2024-12-29 20:08:00,86,Mobile,Web,19,2024-12-29
SES0042045,C04396,2024-03-13 05:58:00,2024-03-13 06:26:00,28,Tablet,App,26,2024-03-13
SES0042046,C09985,2023-07-02 09:05:00,2023-07-02 10:18:00,73,Tablet,Web,22,2023-07-02
SES0042047,C01220,2023-11-05 16:42:00,2023-11-05 18:10:00,88,Mobile,App,19,2023-11-05
SES0042048,C05245,2023-05-04 21:06:00,2023-05-04 21:34:00,28,Mobile,App,13,2023-05-04
SES0042049,C02610,2022-02-15 17:51:00,2022-02-15 19:21:00,90,Desktop,App,3,2022-02-15
SES0042050,C07576,2023-08-19 10:14:00,2023-08-19 10:40:00,26,Mobile,App,4,2023-08-19
SES0042051,C07254,2024-02-22 04:09:00,2024-02-22 04:35:00,26,Mobile,App,14,2024-02-22
SES0042052,C01894,2024-11-14 17:18:00,2024-11-14 17:34:00,16,Desktop,App,23,2024-11-14
SES0042053,C03505,2022-04-11 18:49:00,2022-04-11 20:08:00,79,Mobile,App,25,2022-04-11
SES0042054,C03887,2023-07-05 22:15:00,2023-07-05 23:42:00,87,Mobile,App,15,2023-07-05
SES0042055,C08903,2022-08-07 21:51:00,2022-08-07 22:09:00,18,Desktop,App,8,2022-08-07
SES0042056,C04606,2022-03-13 14:35:00,2022-03-13 14:51:00,16,Mobile,App,4,2022-03-13
SES0042057,C05152,2024-12-26 06:12:00,2024-12-26 07:42:00,90,Mobile,App,6,2024-12-26
SES0042058,C01569,2022-12-13 04:47:00,2022-12-13 04:58:00,11,Mobile,Web,26,2022-12-13
SES0042059,C01131,2022-03-05 23:04:00,2022-03-05 23:11:00,7,Mobile,App,15,2022-03-05
SES0042060,C07264,2024-07-25 14:21:00,2024-07-25 15:49:00,88,Mobile,Web,13,2024-07-25
SES0042061,C05211,2022-11-01 04:30:00,2022-11-01 05:56:00,86,Mobile,App,7,2022-11-01
SES0042062,C06877,2023-08-04 07:28:00,2023-08-04 08:45:00,77,Desktop,App,16,2023-08-04
SES0042063,C03173,2023-06-26 18:04:00,2023-06-26 18:23:00,19,Mobile,App,20,2023-06-26
SES0042064,C09686,2022-12-25 05:14:00,2022-12-25 05:54:00,40,Mobile,App,29,2022-12-25
SES0042065,C04308,2022-01-31 18:43:00,2022-01-31 18:58:00,15,Mobile,App,9,2022-01-31
SES0042066,C00245,2023-08-09 13:39:00,2023-08-09 14:07:00,28,Desktop,App,13,2023-08-09
SES0042067,C09084,2023-09-08 21:24:00,2023-09-08 22:11:00,47,Desktop,App,30,2023-09-08
SES0042068,C00961,2024-06-28 06:17:00,2024-06-28 07:25:00,68,Mobile,App,16,2024-06-28
SES0042069,C08483,2022-01-17 13:53:00,2022-01-17 14:54:00,61,Mobile,App,4,2022-01-17
SES0042070,C00902,2023-11-18 04:43:00,2023-11-18 05:40:00,57,Mobile,App,20,2023-11-18
SES0042071,C02920,2022-07-31 21:24:00,2022-07-31 22:45:00,81,Desktop,App,8,2022-07-31
SES0042072,C00030,2024-11-23 01:30:00,2024-11-23 02:46:00,76,Mobile,Web,17,2024-11-23
SES0042073,C04570,2024-08-19 05:01:00,2024-08-19 05:50:00,49,Mobile,App,21,2024-08-19
SES0042074,C03562,2022-01-11 21:51:00,2022-01-11 22:05:00,14,Mobile,App,20,2022-01-11
SES0042075,C09305,2023-07-10 05:20:00,2023-07-10 05:25:00,5,Desktop,App,17,2023-07-10
SES0042076,C07919,2024-12-19 13:10:00,2024-12-19 14:24:00,74,Desktop,Web,12,2024-12-19
SES0042077,C05037,2022-07-05 20:38:00,2022-07-05 20:42:00,4,Desktop,App,9,2022-07-05
SES0042078,C02449,2022-03-13 07:54:00,2022-03-13 08:32:00,38,Mobile,Web,9,2022-03-13
SES0042079,C02286,2022-08-31 18:33:00,2022-08-31 18:35:00,2,Tablet,Web,12,2022-08-31
SES0042080,C02050,2022-11-01 04:32:00,2022-11-01 05:33:00,61,Mobile,Web,7,2022-11-01
SES0042081,C02702,2024-01-22 11:42:00,2024-01-22 12:28:00,46,Mobile,App,26,2024-01-22
SES0042082,C00797,2024-08-06 11:29:00,2024-08-06 12:23:00,54,Desktop,App,10,2024-08-06
SES0042083,C06523,2022-04-15 12:11:00,2022-04-15 13:22:00,71,Mobile,App,15,2022-04-15
SES0042084,C09073,2023-07-28 10:22:00,2023-07-28 10:24:00,2,Mobile,App,8,2023-07-28
SES0042085,C06076,2023-03-26 08:53:00,2023-03-26 09:47:00,54,Desktop,App,4,2023-03-26
SES0042086,C02061,2023-03-27 12:21:00,2023-03-27 13:38:00,77,Mobile,Web,8,2023-03-27
SES0042087,C04200,2023-07-21 01:36:00,2023-07-21 02:28:00,52,Mobile,Web,21,2023-07-21
SES0042088,C07850,2022-04-20 07:26:00,2022-04-20 08:53:00,87,Desktop,App,15,2022-04-20
SES0042089,C08474,2022-06-20 10:25:00,2022-06-20 10:54:00,29,Mobile,Web,11,2022-06-20
SES0042090,C01702,2022-10-07 21:44:00,2022-10-07 21:50:00,6,Desktop,Web,4,2022-10-07
SES0042091,C01101,2024-09-15 03:22:00,2024-09-15 03:34:00,12,Mobile,App,26,2024-09-15
SES0042092,C01192,2023-03-07 20:12:00,2023-03-07 21:11:00,59,Desktop,App,8,2023-03-07
SES0042093,C06174,2024-01-20 17:44:00,2024-01-20 18:53:00,69,Mobile,App,3,2024-01-20
SES0042094,C02732,2023-03-18 18:59:00,2023-03-18 19:37:00,38,Mobile,App,27,2023-03-18
SES0042095,C06697,2022-01-30 10:18:00,2022-01-30 10:22:00,4,Mobile,App,28,2022-01-30
SES0042096,C02804,2022-11-27 02:32:00,2022-11-27 03:46:00,74,Mobile,Web,8,2022-11-27
SES0042097,C05080,2023-10-01 08:48:00,2023-10-01 08:56:00,8,Tablet,App,1,2023-10-01
SES0042098,C03676,2022-08-28 23:10:00,2022-08-29 00:29:00,79,Mobile,App,6,2022-08-28
SES0042099,C02748,2022-09-09 09:13:00,2022-09-09 09:35:00,22,Desktop,App,27,2022-09-09
SES0042100,C06639,2024-03-22 20:38:00,2024-03-22 21:07:00,29,Desktop,Web,25,2024-03-22
SES0042101,C00130,2022-11-08 04:40:00,2022-11-08 05:47:00,67,Mobile,Web,27,2022-11-08
SES0042102,C02297,2022-08-12 21:19:00,2022-08-12 22:43:00,84,Tablet,App,15,2022-08-12
SES0042103,C07432,2023-10-06 00:47:00,2023-10-06 01:48:00,61,Mobile,App,16,2023-10-06
SES0042104,C04141,2022-02-26 04:47:00,2022-02-26 05:23:00,36,Mobile,Web,24,2022-02-26
SES0042105,C08741,2023-09-14 21:38:00,2023-09-14 22:28:00,50,Mobile,App,10,2023-09-14
SES0042106,C04196,2023-01-03 11:17:00,2023-01-03 12:28:00,71,Mobile,App,3,2023-01-03
SES0042107,C04847,2024-03-22 01:46:00,2024-03-22 02:12:00,26,Desktop,Web,11,2024-03-22
SES0042108,C00268,2023-01-23 17:43:00,2023-01-23 18:16:00,33,Mobile,App,14,2023-01-23
SES0042109,C09832,2024-04-11 03:00:00,2024-04-11 03:14:00,14,Mobile,App,20,2024-04-11
SES0042110,C04944,2024-05-27 00:50:00,2024-05-27 01:20:00,30,Mobile,Web,28,2024-05-27
SES0042111,C00063,2024-05-17 20:01:00,2024-05-17 20:12:00,11,Tablet,Web,3,2024-05-17
SES0042112,C07905,2024-04-06 17:02:00,2024-04-06 17:18:00,16,Desktop,App,29,2024-04-06
SES0042113,C02844,2022-07-03 11:29:00,2022-07-03 12:06:00,37,Mobile,Web,22,2022-07-03
SES0042114,C08440,2022-02-06 22:51:00,2022-02-06 23:49:00,58,Mobile,App,26,2022-02-06
SES0042115,C09694,2024-11-26 17:02:00,2024-11-26 17:22:00,20,Mobile,App,24,2024-11-26
SES0042116,C09585,2022-04-15 12:16:00,2022-04-15 12:20:00,4,Mobile,App,28,2022-04-15
SES0042117,C03721,2024-09-29 02:18:00,2024-09-29 02:37:00,19,Mobile,Web,9,2024-09-29
SES0042118,C01318,2024-05-02 00:59:00,2024-05-02 02:29:00,90,Mobile,App,15,2024-05-02
SES0042119,C04813,2023-10-10 21:01:00,2023-10-10 22:10:00,69,Mobile,Web,3,2023-10-10
SES0042120,C02450,2022-10-22 07:30:00,2022-10-22 08:31:00,61,Mobile,Web,17,2022-10-22
SES0042121,C01516,2022-12-03 10:34:00,2022-12-03 10:59:00,25,Desktop,App,22,2022-12-03
SES0042122,C01294,2023-03-22 20:18:00,2023-03-22 21:28:00,70,Mobile,Web,1,2023-03-22
SES0042123,C09288,2024-11-29 09:26:00,2024-11-29 10:02:00,36,Mobile,App,1,2024-11-29
SES0042124,C04256,2022-01-15 10:01:00,2022-01-15 10:05:00,4,Mobile,App,4,2022-01-15
SES0042125,C09328,2022-06-16 12:20:00,2022-06-16 13:21:00,61,Desktop,App,23,2022-06-16
SES0042126,C09807,2023-11-05 06:38:00,2023-11-05 07:31:00,53,Mobile,App,18,2023-11-05
SES0042127,C02192,2023-09-26 09:25:00,2023-09-26 10:15:00,50,Mobile,App,7,2023-09-26
SES0042128,C04580,2024-08-12 06:57:00,2024-08-12 07:29:00,32,Mobile,App,17,2024-08-12
SES0042129,C08063,2023-01-08 22:05:00,2023-01-08 22:57:00,52,Mobile,Web,19,2023-01-08
SES0042130,C09475,2023-04-30 02:18:00,2023-04-30 03:38:00,80,Desktop,App,12,2023-04-30
SES0042131,C02315,2022-11-24 22:32:00,2022-11-24 22:56:00,24,Mobile,App,11,2022-11-24
SES0042132,C09242,2023-01-02 21:50:00,2023-01-02 22:35:00,45,Mobile,App,4,2023-01-02
SES0042133,C07668,2024-02-22 09:06:00,2024-02-22 10:11:00,65,Mobile,App,25,2024-02-22
SES0042134,C09353,2024-01-19 09:53:00,2024-01-19 10:14:00,21,Mobile,App,28,2024-01-19
SES0042135,C08262,2023-01-23 19:51:00,2023-01-23 20:14:00,23,Mobile,App,25,2023-01-23
SES0042136,C09025,2024-06-05 21:14:00,2024-06-05 22:34:00,80,Desktop,Web,3,2024-06-05
SES0042137,C08551,2023-10-23 02:13:00,2023-10-23 02:24:00,11,Mobile,App,14,2023-10-23
SES0042138,C07212,2023-08-25 09:40:00,2023-08-25 10:54:00,74,Mobile,Web,25,2023-08-25
SES0042139,C08962,2022-01-24 06:26:00,2022-01-24 07:48:00,82,Tablet,App,27,2022-01-24
SES0042140,C07488,2022-10-18 08:27:00,2022-10-18 09:24:00,57,Mobile,App,4,2022-10-18
SES0042141,C08363,2024-05-09 22:35:00,2024-05-09 23:23:00,48,Mobile,Web,18,2024-05-09
SES0042142,C01795,2023-03-27 13:22:00,2023-03-27 14:47:00,85,Mobile,App,3,2023-03-27
SES0042143,C08641,2023-12-28 12:30:00,2023-12-28 13:08:00,38,Mobile,App,2,2023-12-28
SES0042144,C05208,2023-04-01 14:00:00,2023-04-01 14:52:00,52,Mobile,Web,25,2023-04-01
SES0042145,C08895,2023-11-01 17:06:00,2023-11-01 18:33:00,87,Mobile,App,2,2023-11-01
SES0042146,C04709,2023-05-14 11:17:00,2023-05-14 12:24:00,67,Mobile,Web,18,2023-05-14
SES0042147,C05275,2022-07-26 03:36:00,2022-07-26 04:26:00,50,Mobile,Web,2,2022-07-26
SES0042148,C09659,2023-06-23 17:46:00,2023-06-23 18:54:00,68,Mobile,Web,21,2023-06-23
SES0042149,C01262,2023-09-13 09:23:00,2023-09-13 09:55:00,32,Mobile,App,5,2023-09-13
SES0042150,C00094,2022-10-27 04:23:00,2022-10-27 05:39:00,76,Mobile,Web,8,2022-10-27
SES0042151,C01390,2023-01-20 09:26:00,2023-01-20 10:23:00,57,Desktop,Web,14,2023-01-20
SES0042152,C03122,2024-11-07 08:48:00,2024-11-07 09:34:00,46,Mobile,App,29,2024-11-07
SES0042153,C06642,2023-02-26 19:07:00,2023-02-26 19:15:00,8,Mobile,Web,29,2023-02-26
SES0042154,C06453,2024-09-28 17:45:00,2024-09-28 18:20:00,35,Mobile,App,18,2024-09-28
SES0042155,C09131,2022-10-27 12:30:00,2022-10-27 13:27:00,57,Desktop,App,24,2022-10-27
SES0042156,C05442,2022-10-13 21:22:00,2022-10-13 21:25:00,3,Desktop,App,24,2022-10-13
SES0042157,C08458,2023-06-03 09:40:00,2023-06-03 10:19:00,39,Mobile,Web,13,2023-06-03
SES0042158,C05282,2023-04-23 03:30:00,2023-04-23 03:58:00,28,Desktop,Web,14,2023-04-23
SES0042159,C01643,2024-07-08 06:42:00,2024-07-08 07:45:00,63,Mobile,App,21,2024-07-08
SES0042160,C09894,2022-08-19 14:03:00,2022-08-19 14:34:00,31,Desktop,Web,10,2022-08-19
SES0042161,C00103,2023-10-26 19:07:00,2023-10-26 19:17:00,10,Mobile,Web,21,2023-10-26
SES0042162,C06829,2024-06-06 09:06:00,2024-06-06 10:32:00,86,Tablet,App,12,2024-06-06
SES0042163,C08559,2024-04-05 21:38:00,2024-04-05 22:31:00,53,Mobile,App,1,2024-04-05
SES0042164,C03148,2024-04-11 15:30:00,2024-04-11 15:34:00,4,Desktop,Web,3,2024-04-11
SES0042165,C00123,2022-09-17 08:18:00,2022-09-17 09:46:00,88,Mobile,Web,13,2022-09-17
SES0042166,C06767,2022-08-18 07:31:00,2022-08-18 07:58:00,27,Desktop,Web,21,2022-08-18
SES0042167,C09548,2023-12-04 17:53:00,2023-12-04 18:17:00,24,Mobile,App,1,2023-12-04
SES0042168,C06042,2022-11-24 19:10:00,2022-11-24 19:18:00,8,Mobile,App,22,2022-11-24
SES0042169,C09158,2024-09-12 22:42:00,2024-09-12 23:22:00,40,Tablet,App,15,2024-09-12
SES0042170,C08436,2024-01-19 14:26:00,2024-01-19 15:14:00,48,Desktop,App,17,2024-01-19
SES0042171,C08850,2024-01-10 00:08:00,2024-01-10 01:33:00,85,Mobile,App,11,2024-01-10
SES0042172,C03748,2022-08-06 08:19:00,2022-08-06 08:21:00,2,Mobile,App,16,2022-08-06
SES0042173,C06479,2023-08-27 03:45:00,2023-08-27 05:01:00,76,Mobile,App,4,2023-08-27
SES0042174,C05937,2022-04-21 21:38:00,2022-04-21 23:02:00,84,Mobile,App,16,2022-04-21
