supplier_id,name,category,country,city,lead_time_days,reliability_score,min_order_qty,payment_terms,is_active
SUP0299,Bassi-Nadkarni,Activewear,Bangladesh,Bengaluru,40,0.81,466,Net30,True
SUP0300,"Solanki, Raj and Raju",Bottoms,China,Indore,11,0.59,483,Advance,True
SUP0301,"Doshi, Tandon and Bansal",Innerwear,India,Kolkata,39,0.74,420,COD,True
SUP0302,Thakkar PLC,Activewear,Vietnam,Kolkata,25,0.64,145,Advance,True
SUP0303,Chaudhry-Sarraf,Dresses,India,Agra,42,0.82,381,Advance,True
SUP0304,Vora Group,Ethnic Wear,Vietnam,Delhi,8,0.67,120,COD,True
SUP0305,Dhawan Group,Ethnic Wear,China,Vadodara,4,0.99,450,Advance,True
SUP0306,"Dubey, Borde and Singh",Innerwear,Bangladesh,Ludhiana,35,0.69,188,Net60,True
SUP0307,Nigam-Rao,Outerwear,India,Jaipur,6,0.91,291,Advance,True
SUP0308,"Buch, Narasimhan and Walla",Outerwear,China,Hyderabad,18,0.84,186,Net30,True
SUP0309,Nadig-Sura,Outerwear,Turkey,Chandigarh,25,0.96,482,Net60,True
SUP0310,"Banik, Biswas and Keer",Accessories,Bangladesh,Ludhiana,4,0.86,230,Net60,True
SUP0311,"Mani, Karan and Chana",Outerwear,Vietnam,Vadodara,22,0.63,69,Net30,True
SUP0312,Chaudhari-Chaudhry,Outerwear,India,Patna,33,0.55,364,Net60,True
SUP0313,Ganesan-Mistry,Accessories,China,Surat,6,0.56,350,Net60,True
SUP0314,Batra LLC,Ethnic Wear,Bangladesh,Bengaluru,26,0.86,389,COD,True
SUP0315,Memon LLC,Accessories,Bangladesh,Surat,11,0.98,424,COD,True
SUP0316,Sankar-Dhingra,Innerwear,Bangladesh,Kolkata,38,0.86,364,Advance,True
SUP0317,Wali Group,Dresses,Vietnam,Lucknow,21,0.61,423,Net30,False
SUP0318,"Gole, Garde and Gill",Activewear,Turkey,Delhi,14,0.82,464,Net60,True
SUP0319,Raja PLC,Bottoms,Vietnam,Chennai,24,0.88,171,Advance,False
SUP0320,"Khosla, Tank and Dhar",Dresses,India,Surat,31,0.56,157,Net60,True
SUP0321,Shenoy Ltd,Accessories,Bangladesh,Hyderabad,3,0.57,274,COD,False
SUP0322,Sharaf-Kumer,Activewear,Vietnam,Chandigarh,25,0.79,101,COD,True
SUP0323,"Andra, Shroff and Mani",Outerwear,China,Indore,7,0.9,67,Advance,True
SUP0324,"Dugar, Borah and Sathe",Footwear,India,Bengaluru,24,0.62,242,Net60,True
SUP0325,Mistry-Samra,Ethnic Wear,India,Surat,41,0.98,297,Net30,True
SUP0326,"Krishna, Shan and Mittal",Dresses,Turkey,Bhopal,13,0.57,219,Net60,False
SUP0327,Rajagopalan Group,Activewear,Turkey,Vadodara,19,0.84,202,Net60,True
SUP0328,Khalsa Group,Activewear,Turkey,Vadodara,34,0.62,234,Net30,True
SUP0329,"Parmer, Merchant and Merchant",Footwear,Turkey,Nagpur,15,0.59,155,Net60,True
SUP0330,Randhawa LLC,Bottoms,Vietnam,Hyderabad,22,0.9,291,COD,False
SUP0331,Bawa PLC,Footwear,India,Vadodara,27,0.63,245,Advance,True
SUP0332,"Taneja, Mangat and Karpe",Tops,Bangladesh,Indore,32,0.67,478,Advance,True
SUP0333,"Pandey, Kanda and Gupta",Dresses,India,Bengaluru,45,0.7,327,COD,False
SUP0334,"Krishna, Devan and Chatterjee",Outerwear,Turkey,Delhi,27,0.91,264,COD,True
SUP0335,"Baral, More and Sastry",Outerwear,Vietnam,Lucknow,8,0.72,487,Net30,True
SUP0336,Patla Ltd,Ethnic Wear,Turkey,Agra,12,0.6,437,COD,True
SUP0337,Chana LLC,Dresses,China,Pune,11,0.57,90,COD,True
SUP0338,Sagar-Gill,Dresses,Turkey,Jaipur,23,0.95,463,Net30,True
SUP0339,Deo PLC,Ethnic Wear,Vietnam,Vadodara,23,0.93,316,COD,False
SUP0340,Wali-Thaker,Tops,Turkey,Ludhiana,36,0.89,107,COD,True
SUP0341,Gala-Kurian,Bottoms,India,Ludhiana,9,0.9,494,Advance,True
SUP0342,Merchant-Nigam,Footwear,Vietnam,Nagpur,39,0.82,69,Net60,True
SUP0343,Sidhu Inc,Dresses,Turkey,Agra,28,0.57,500,Advance,True
SUP0344,Kara Ltd,Tops,Vietnam,Jaipur,26,0.56,468,Advance,True
SUP0345,"Ranganathan, Pau and Chana",Innerwear,India,Ahmedabad,11,0.68,430,COD,True
SUP0346,Atwal-Lalla,Accessories,Bangladesh,Bhopal,41,0.83,146,COD,True
SUP0347,"Dasgupta, Sha and Pillay",Activewear,Vietnam,Patna,26,0.91,313,Net60,True
SUP0348,"Lala, Raj and Prabhu",Ethnic Wear,Vietnam,Chennai,36,0.94,64,Net60,True
SUP0349,Kaur Group,Outerwear,India,Ahmedabad,5,0.75,234,Net60,True
SUP0350,Narang PLC,Innerwear,Turkey,Chandigarh,43,0.96,398,Net30,True
SUP0351,Bhatnagar Ltd,Innerwear,Turkey,Indore,14,0.97,292,Advance,True
SUP0352,Mittal-Rege,Footwear,India,Lucknow,4,0.72,133,Net60,True
SUP0353,Dey Inc,Outerwear,China,Jaipur,44,0.73,60,Net30,True
SUP0354,Modi Group,Dresses,China,Agra,3,0.65,361,Advance,True
SUP0355,Chatterjee and Sons,Footwear,Vietnam,Chandigarh,25,0.75,161,COD,True
SUP0356,"Deshmukh, Rama and Setty",Ethnic Wear,Turkey,Chandigarh,40,0.6,311,Advance,True
SUP0357,Zachariah-Saini,Footwear,Bangladesh,Hyderabad,33,0.58,191,Advance,True
SUP0358,"Dubey, Sachdeva and Chaudhary",Footwear,Bangladesh,Pune,12,0.78,173,Net30,True
SUP0359,Reddy-Mammen,Activewear,Bangladesh,Chennai,4,0.84,201,Advance,False
SUP0360,Prabhakar and Sons,Activewear,Vietnam,Delhi,40,0.86,342,Net60,True
SUP0361,Saxena-Keer,Outerwear,Turkey,Nagpur,45,0.71,203,Net60,True
SUP0362,Chaudhary-Pillai,Ethnic Wear,China,Lucknow,9,0.76,429,Advance,True
SUP0363,"Parmer, Bhat and Rao",Ethnic Wear,China,Surat,44,0.59,231,Net60,True
SUP0364,Gupta-Das,Footwear,Vietnam,Surat,26,0.66,200,COD,True
SUP0365,Chand-Kala,Innerwear,India,Ludhiana,40,0.97,86,COD,False
SUP0366,"Bail, Bedi and Nath",Ethnic Wear,India,Chandigarh,36,0.68,77,Net60,True
SUP0367,Dass PLC,Outerwear,Bangladesh,Bhopal,39,0.94,284,Net60,True
SUP0368,Biswas PLC,Dresses,India,Nagpur,24,0.83,140,Advance,True
SUP0369,Kalita and Sons,Tops,Vietnam,Jaipur,16,0.88,136,Net60,True
SUP0370,Divan-Agate,Bottoms,China,Agra,30,0.83,256,COD,False
SUP0371,Dhillon-De,Activewear,India,Delhi,37,0.64,241,Net30,False
SUP0372,"Krishna, Ghosh and Choudhary",Ethnic Wear,China,Mumbai,3,0.83,177,Net60,True
SUP0373,"Bal, Deep and Aurora",Accessories,Bangladesh,Chennai,9,0.72,351,Advance,True
SUP0374,Khanna-Naik,Tops,Bangladesh,Lucknow,32,0.87,355,Advance,True
SUP0375,Ghosh LLC,Dresses,Bangladesh,Nagpur,25,0.88,134,COD,True
SUP0376,Date Ltd,Outerwear,China,Pune,4,0.81,136,Net30,True
SUP0377,Vora-Comar,Tops,Vietnam,Jaipur,37,0.82,354,Net30,True
SUP0378,"Bhatt, Soni and Sen",Tops,India,Hyderabad,29,0.75,113,Advance,True
SUP0379,Varghese-Chopra,Dresses,China,Mumbai,22,0.74,101,Advance,True
SUP0380,Thakur-Kant,Dresses,Vietnam,Hyderabad,35,0.87,110,Advance,True
SUP0381,"Bassi, Verma and Mitra",Bottoms,Vietnam,Pune,41,0.64,184,Net60,True
SUP0382,Balasubramanian-Bhat,Activewear,Bangladesh,Kolkata,5,0.79,156,COD,True
SUP0383,Ratti-Sandhu,Tops,India,Bengaluru,10,0.92,392,COD,True
SUP0384,"Chokshi, Swaminathan and Sawhney",Bottoms,Turkey,Bengaluru,9,0.95,379,Net60,True
SUP0385,Buch LLC,Footwear,Bangladesh,Indore,6,0.59,139,Net30,True
SUP0386,"Divan, Bhatti and Date",Accessories,Bangladesh,Bhopal,10,0.59,438,Net30,True
SUP0387,Nair-Raj,Dresses,China,Surat,25,0.94,368,Advance,True
SUP0388,"Wali, Menon and Setty",Bottoms,Bangladesh,Surat,14,0.6,254,COD,True
SUP0389,"Sani, Chaudhary and Contractor",Activewear,Vietnam,Bhopal,44,0.94,135,Net30,True
SUP0390,"Kale, Sani and Seth",Tops,China,Hyderabad,29,0.95,297,COD,True
SUP0391,Sachdev LLC,Activewear,Bangladesh,Agra,4,0.93,500,Net60,True
SUP0392,Rastogi-Sagar,Innerwear,India,Bhopal,31,0.57,183,Advance,True
SUP0393,"Chandran, Munshi and Sane",Ethnic Wear,Turkey,Ludhiana,17,0.98,392,Advance,True
SUP0394,Kumer-Prasad,Bottoms,Vietnam,Ahmedabad,33,0.7,396,COD,True
SUP0395,Som Inc,Ethnic Wear,Turkey,Delhi,3,0.83,130,COD,True
SUP0396,Chada Inc,Dresses,India,Nagpur,23,0.66,192,Net30,True
SUP0397,Char-Pradhan,Ethnic Wear,Vietnam,Chandigarh,18,0.58,277,COD,True
SUP0398,Bhasin PLC,Innerwear,Vietnam,Surat,10,0.98,431,Net30,True
SUP0399,"Narayan, Das and Roy",Activewear,India,Vadodara,38,0.55,96,Advance,False
SUP0400,Sampath-Behl,Ethnic Wear,China,Indore,24,0.71,77,Net60,True
