review_id,customer_id,product_id,order_id,rating,review_text,review_date,sentiment_label,is_verified,helpful_votes
REV0022166,C05024,P00659,ORD0198917,4,Fast delivery and great fit. Highly recommend.,2024-04-19,Positive,False,1
REV0022167,C03949,P00275,ORD0158101,4,Fast delivery and great fit. Highly recommend.,2023-09-10,Positive,True,72
REV0022168,C03694,P03177,ORD0159630,5,Perfect for the occasion. Great value for money.,2024-03-06,Positive,False,2
REV0022169,C00057,P04611,ORD0097126,5,Perfect for the occasion. Great value for money.,2024-06-30,Positive,False,47
REV0022170,C04428,P02168,ORD0069815,4,"Excellent product, very happy with the quality!",2022-04-03,Positive,True,45
REV0022171,C06635,P03089,ORD0199739,5,"Excellent product, very happy with the quality!",2022-02-03,Positive,False,20
REV0022172,C02734,P03993,ORD0047207,3,Decent product. Meets basic expectations.,2023-01-16,Neutral,True,95
REV0022173,C09332,P00547,ORD0016723,5,"Amazing product, exactly as described.",2022-04-09,Positive,True,125
REV0022174,C01498,P03968,ORD0004910,5,Loved the color and fabric. Will buy again.,2022-04-02,Positive,True,89
REV0022175,C01804,P01780,ORD0169958,4,Perfect for the occasion. Great value for money.,2023-02-28,Positive,True,91
REV0022176,C01052,P02873,ORD0008092,5,Fast delivery and great fit. Highly recommend.,2022-08-28,Positive,True,57
REV0022177,C04680,P02046,ORD0185680,2,Color faded after first wash. Not as shown in picture.,2022-11-04,Negative,True,1
REV0022178,C08511,P00441,ORD0070853,5,"Excellent product, very happy with the quality!",2022-03-13,Positive,True,84
REV0022179,C00792,P00831,ORD0193862,1,Product quality is very poor. Not worth the price.,2022-10-23,Negative,True,20
REV0022180,C02047,P04335,ORD0101976,1,The stitching came off after one wash.,2024-04-15,Negative,True,50
REV0022181,C03237,P03573,ORD0080062,5,"Excellent product, very happy with the quality!",2022-08-19,Positive,True,145
REV0022182,C05897,P03738,ORD0123428,5,Loved the color and fabric. Will buy again.,2024-12-13,Positive,True,107
REV0022183,C09838,P02041,ORD0054657,5,Loved the color and fabric. Will buy again.,2023-07-04,Positive,True,150
REV0022184,C00635,P00822,ORD0168715,4,Fast delivery and great fit. Highly recommend.,2023-03-16,Positive,False,11
REV0022185,C08855,P01034,ORD0041305,5,Loved the color and fabric. Will buy again.,2022-06-30,Positive,True,110
REV0022186,C03222,P03949,ORD0188189,2,The stitching came off after one wash.,2024-03-16,Negative,True,65
REV0022187,C02081,P03944,ORD0120877,4,Loved the color and fabric. Will buy again.,2023-11-23,Positive,False,131
REV0022188,C01768,P00583,ORD0196616,5,"Excellent product, very happy with the quality!",2022-01-19,Positive,True,40
REV0022189,C07016,P00352,ORD0085577,2,The stitching came off after one wash.,2023-01-05,Negative,True,130
REV0022190,C03678,P04037,ORD0000750,2,Wrong size delivered. Very disappointed.,2023-08-27,Negative,True,49
REV0022191,C08595,P00006,ORD0039883,2,Received a damaged product. Requesting refund.,2024-04-30,Negative,True,50
REV0022192,C01333,P00019,ORD0046149,5,Loved the color and fabric. Will buy again.,2023-07-12,Positive,False,55
REV0022193,C09963,P00638,ORD0123102,4,Perfect for the occasion. Great value for money.,2022-06-10,Positive,True,83
REV0022194,C01983,P00991,ORD0010029,1,Color faded after first wash. Not as shown in picture.,2023-01-07,Negative,True,89
REV0022195,C04064,P02480,ORD0194534,4,Perfect for the occasion. Great value for money.,2024-04-03,Positive,True,60
REV0022196,C03743,P03892,ORD0157449,4,Fast delivery and great fit. Highly recommend.,2022-02-02,Positive,True,49
REV0022197,C07002,P04261,ORD0071612,3,Material is fine but delivery was slow.,2023-07-11,Neutral,True,47
REV0022198,C00028,P01665,ORD0064927,4,Perfect for the occasion. Great value for money.,2023-05-01,Positive,True,119
REV0022199,C09559,P03672,ORD0005699,3,Decent product. Meets basic expectations.,2022-08-07,Neutral,True,116
REV0022200,C06935,P00280,ORD0032897,4,"Excellent product, very happy with the quality!",2023-10-01,Positive,True,42
REV0022201,C01335,P01092,ORD0117850,4,Perfect for the occasion. Great value for money.,2023-10-21,Positive,False,47
REV0022202,C02563,P01817,ORD0112818,4,"Amazing product, exactly as described.",2024-02-04,Positive,True,120
REV0022203,C00201,P01260,ORD0096737,1,Received a damaged product. Requesting refund.,2022-01-12,Negative,True,47
REV0022204,C02500,P03280,ORD0123023,5,Fast delivery and great fit. Highly recommend.,2024-02-15,Positive,False,73
REV0022205,C08490,P01261,ORD0130070,4,Loved the color and fabric. Will buy again.,2023-03-15,Positive,True,135
REV0022206,C02719,P03794,ORD0014121,2,Wrong size delivered. Very disappointed.,2023-03-15,Negative,True,139
REV0022207,C02812,P00213,ORD0087407,2,Received a damaged product. Requesting refund.,2022-01-11,Negative,True,123
REV0022208,C05140,P01688,ORD0188794,4,"Excellent product, very happy with the quality!",2024-07-14,Positive,True,36
REV0022209,C07191,P04131,ORD0181766,5,Perfect for the occasion. Great value for money.,2022-01-27,Positive,True,0
REV0022210,C09538,P03366,ORD0093040,4,Loved the color and fabric. Will buy again.,2023-04-13,Positive,True,27
REV0022211,C05770,P00813,ORD0151603,2,Received a damaged product. Requesting refund.,2022-09-23,Negative,False,56
REV0022212,C06294,P04324,ORD0135787,5,Loved the color and fabric. Will buy again.,2023-03-21,Positive,True,53
REV0022213,C09411,P00913,ORD0088320,5,Fast delivery and great fit. Highly recommend.,2024-02-08,Positive,False,28
REV0022214,C07542,P00654,ORD0141924,2,Product quality is very poor. Not worth the price.,2024-11-14,Negative,False,87
REV0022215,C08157,P02684,ORD0006417,4,"Amazing product, exactly as described.",2024-05-23,Positive,True,6
REV0022216,C02613,P03215,ORD0031145,4,"Excellent product, very happy with the quality!",2023-08-23,Positive,True,15
REV0022217,C04128,P02859,ORD0003350,4,"Excellent product, very happy with the quality!",2023-02-14,Positive,False,11
REV0022218,C07355,P02673,ORD0008062,3,Okay for the price. Could be better.,2022-06-26,Neutral,True,150
REV0022219,C05081,P04713,ORD0044141,4,Loved the color and fabric. Will buy again.,2024-02-16,Positive,True,8
REV0022220,C06385,P03565,ORD0020265,5,"Excellent product, very happy with the quality!",2024-04-14,Positive,True,1
REV0022221,C04471,P02179,ORD0012186,5,"Amazing product, exactly as described.",2024-05-30,Positive,False,65
REV0022222,C09061,P00591,ORD0171455,2,Wrong size delivered. Very disappointed.,2024-09-18,Negative,True,59
REV0022223,C01676,P03379,ORD0179255,4,Perfect for the occasion. Great value for money.,2023-08-12,Positive,False,99
REV0022224,C06166,P00189,ORD0061790,4,Perfect for the occasion. Great value for money.,2024-05-31,Positive,True,53
REV0022225,C04183,P01345,ORD0144109,5,"Excellent product, very happy with the quality!",2023-07-02,Positive,True,57
REV0022226,C06606,P01882,ORD0161402,2,Product quality is very poor. Not worth the price.,2024-11-14,Negative,True,53
REV0022227,C07427,P01022,ORD0072815,5,Perfect for the occasion. Great value for money.,2024-12-22,Positive,True,54
REV0022228,C06309,P04776,ORD0067486,3,Okay for the price. Could be better.,2023-09-01,Neutral,True,16
REV0022229,C03114,P02313,ORD0097872,4,Perfect for the occasion. Great value for money.,2022-11-07,Positive,True,78
REV0022230,C05481,P03957,ORD0189773,3,Material is fine but delivery was slow.,2023-06-26,Neutral,True,114
REV0022231,C00546,P04025,ORD0078929,5,"Amazing product, exactly as described.",2022-11-02,Positive,True,60
REV0022232,C09743,P02715,ORD0139356,5,Fast delivery and great fit. Highly recommend.,2023-07-28,Positive,True,110
REV0022233,C08516,P04309,ORD0184440,4,"Excellent product, very happy with the quality!",2022-04-11,Positive,True,51
REV0022234,C00534,P03525,ORD0019533,4,"Amazing product, exactly as described.",2023-08-18,Positive,True,89
REV0022235,C02973,P02339,ORD0035858,4,Fast delivery and great fit. Highly recommend.,2022-07-23,Positive,True,73
REV0022236,C04505,P03678,ORD0017093,4,Fast delivery and great fit. Highly recommend.,2023-06-29,Positive,True,133
REV0022237,C07895,P02794,ORD0025219,1,Received a damaged product. Requesting refund.,2024-10-09,Negative,True,105
REV0022238,C07019,P01381,ORD0175550,4,"Excellent product, very happy with the quality!",2024-07-13,Positive,False,120
REV0022239,C00911,P01465,ORD0079014,1,Wrong size delivered. Very disappointed.,2022-10-17,Negative,True,104
REV0022240,C05991,P03063,ORD0174348,4,"Amazing product, exactly as described.",2022-07-29,Positive,True,136
REV0022241,C08920,P01972,ORD0031846,5,"Amazing product, exactly as described.",2022-04-25,Positive,True,39
REV0022242,C02824,P01582,ORD0086306,5,"Excellent product, very happy with the quality!",2024-01-02,Positive,True,59
REV0022243,C00085,P01210,ORD0028858,4,"Amazing product, exactly as described.",2022-05-18,Positive,True,95
REV0022244,C06509,P01189,ORD0036985,3,Okay for the price. Could be better.,2023-04-23,Neutral,False,113
REV0022245,C02703,P04670,ORD0089881,5,"Excellent product, very happy with the quality!",2023-08-25,Positive,True,37
REV0022246,C09535,P00489,ORD0168831,4,Fast delivery and great fit. Highly recommend.,2023-07-01,Positive,True,65
REV0022247,C03444,P04044,ORD0018276,4,Loved the color and fabric. Will buy again.,2023-10-31,Positive,True,28
REV0022248,C06061,P02420,ORD0057628,5,Perfect for the occasion. Great value for money.,2023-09-07,Positive,True,95
REV0022249,C04932,P01659,ORD0098335,4,Perfect for the occasion. Great value for money.,2023-10-25,Positive,False,25
REV0022250,C04151,P04849,ORD0189085,4,"Amazing product, exactly as described.",2024-06-09,Positive,True,143
REV0022251,C00265,P00648,ORD0171544,3,Okay for the price. Could be better.,2023-09-25,Neutral,True,112
REV0022252,C08358,P00524,ORD0113311,4,Fast delivery and great fit. Highly recommend.,2023-06-17,Positive,True,105
REV0022253,C05441,P04095,ORD0052933,3,Material is fine but delivery was slow.,2024-05-05,Neutral,True,26
REV0022254,C02936,P03298,ORD0106147,2,Wrong size delivered. Very disappointed.,2022-09-20,Negative,False,93
REV0022255,C04167,P03082,ORD0148235,4,Fast delivery and great fit. Highly recommend.,2022-05-28,Positive,True,0
REV0022256,C09667,P04930,ORD0029235,4,Fast delivery and great fit. Highly recommend.,2024-05-20,Positive,True,18
REV0022257,C08800,P03606,ORD0153667,4,"Amazing product, exactly as described.",2023-07-22,Positive,True,113
REV0022258,C05080,P03093,ORD0083353,5,"Amazing product, exactly as described.",2024-03-02,Positive,False,103
REV0022259,C02819,P00182,ORD0096819,5,Loved the color and fabric. Will buy again.,2024-10-02,Positive,True,8
REV0022260,C05445,P04606,ORD0057204,4,Fast delivery and great fit. Highly recommend.,2022-10-05,Positive,True,90
REV0022261,C03939,P04260,ORD0143382,4,"Excellent product, very happy with the quality!",2024-02-22,Positive,True,106
REV0022262,C08721,P02953,ORD0088331,2,Color faded after first wash. Not as shown in picture.,2024-06-10,Negative,True,99
REV0022263,C09691,P02323,ORD0139237,1,Received a damaged product. Requesting refund.,2023-02-04,Negative,True,66
REV0022264,C00594,P00385,ORD0180211,5,Perfect for the occasion. Great value for money.,2023-03-18,Positive,True,24
REV0022265,C01075,P04195,ORD0149382,4,Perfect for the occasion. Great value for money.,2022-04-26,Positive,True,60
REV0022266,C05597,P00248,ORD0079870,3,Decent product. Meets basic expectations.,2022-07-29,Neutral,True,23
REV0022267,C01293,P03061,ORD0012735,5,"Excellent product, very happy with the quality!",2022-05-07,Positive,True,65
REV0022268,C03355,P03832,ORD0009911,4,Perfect for the occasion. Great value for money.,2022-04-05,Positive,True,124
REV0022269,C02410,P03723,ORD0057073,3,Decent product. Meets basic expectations.,2023-01-26,Neutral,True,25
REV0022270,C01746,P01328,ORD0171032,4,Fast delivery and great fit. Highly recommend.,2022-01-29,Positive,False,148
REV0022271,C05599,P03563,ORD0076222,5,"Amazing product, exactly as described.",2024-11-29,Positive,True,55
REV0022272,C03058,P04902,ORD0135310,5,Perfect for the occasion. Great value for money.,2023-11-21,Positive,True,123
REV0022273,C07296,P00969,ORD0108543,5,"Excellent product, very happy with the quality!",2023-12-09,Positive,False,135
REV0022274,C03029,P03065,ORD0044964,2,Received a damaged product. Requesting refund.,2022-07-15,Negative,True,15
REV0022275,C04554,P00937,ORD0135949,5,Perfect for the occasion. Great value for money.,2023-12-25,Positive,True,134
REV0022276,C02137,P02461,ORD0092056,2,The stitching came off after one wash.,2024-04-14,Negative,True,123
REV0022277,C07571,P04137,ORD0013417,5,Fast delivery and great fit. Highly recommend.,2023-02-21,Positive,False,38
REV0022278,C01988,P02541,ORD0127840,3,Material is fine but delivery was slow.,2023-09-13,Neutral,True,143
REV0022279,C01645,P04005,ORD0147004,5,Loved the color and fabric. Will buy again.,2022-11-24,Positive,True,61
REV0022280,C00355,P04795,ORD0101107,5,"Excellent product, very happy with the quality!",2024-02-27,Positive,True,104
REV0022281,C05939,P04663,ORD0039484,5,"Excellent product, very happy with the quality!",2022-04-13,Positive,False,0
REV0022282,C08833,P01990,ORD0035097,4,Loved the color and fabric. Will buy again.,2023-10-24,Positive,True,69
REV0022283,C03612,P00019,ORD0022652,5,Fast delivery and great fit. Highly recommend.,2024-02-14,Positive,True,37
REV0022284,C09683,P01800,ORD0003804,5,"Excellent product, very happy with the quality!",2023-07-14,Positive,True,97
REV0022285,C08902,P03987,ORD0090281,5,"Excellent product, very happy with the quality!",2023-05-09,Positive,True,1
REV0022286,C07297,P02035,ORD0125032,1,Color faded after first wash. Not as shown in picture.,2022-10-11,Negative,True,11
REV0022287,C06819,P02989,ORD0165845,5,Loved the color and fabric. Will buy again.,2024-09-01,Positive,True,41
REV0022288,C08104,P04902,ORD0077958,3,Okay for the price. Could be better.,2023-01-02,Neutral,True,83
REV0022289,C05146,P00260,ORD0124862,5,Fast delivery and great fit. Highly recommend.,2022-08-23,Positive,True,60
REV0022290,C01943,P03815,ORD0154690,4,"Excellent product, very happy with the quality!",2023-02-16,Positive,True,104
REV0022291,C05479,P04410,ORD0164906,2,Product quality is very poor. Not worth the price.,2022-04-05,Negative,False,130
REV0022292,C01806,P03637,ORD0047176,5,Loved the color and fabric. Will buy again.,2022-09-07,Positive,False,124
REV0022293,C07021,P02921,ORD0087000,4,"Amazing product, exactly as described.",2023-04-05,Positive,True,100
REV0022294,C07983,P02520,ORD0184576,2,The stitching came off after one wash.,2022-01-24,Negative,False,45
REV0022295,C07832,P03971,ORD0041551,5,Fast delivery and great fit. Highly recommend.,2022-12-01,Positive,True,44
REV0022296,C08342,P01877,ORD0177932,5,"Excellent product, very happy with the quality!",2024-08-17,Positive,True,120
REV0022297,C00246,P00420,ORD0131648,5,Perfect for the occasion. Great value for money.,2023-01-15,Positive,False,54
REV0022298,C09239,P02960,ORD0174531,5,"Excellent product, very happy with the quality!",2022-02-11,Positive,True,39
REV0022299,C07269,P00628,ORD0039564,4,"Amazing product, exactly as described.",2023-06-20,Positive,False,125
REV0022300,C00005,P00937,ORD0033261,5,"Excellent product, very happy with the quality!",2022-09-09,Positive,True,57
REV0022301,C05449,P04514,ORD0107195,3,Material is fine but delivery was slow.,2023-11-10,Neutral,True,77
REV0022302,C00320,P04033,ORD0143035,4,"Amazing product, exactly as described.",2022-12-26,Positive,True,86
REV0022303,C00514,P02048,ORD0100283,3,Material is fine but delivery was slow.,2023-04-07,Neutral,True,105
REV0022304,C04906,P01322,ORD0075234,3,Average quality. Nothing exceptional.,2022-12-26,Neutral,True,55
REV0022305,C08383,P04737,ORD0032130,5,Loved the color and fabric. Will buy again.,2024-12-08,Positive,True,18
REV0022306,C04857,P02935,ORD0145122,5,Perfect for the occasion. Great value for money.,2022-05-26,Positive,True,69
REV0022307,C08132,P04791,ORD0061866,5,"Amazing product, exactly as described.",2024-06-12,Positive,True,138
REV0022308,C09765,P01180,ORD0143804,2,Product quality is very poor. Not worth the price.,2023-09-07,Negative,True,137
REV0022309,C04330,P04205,ORD0118944,1,Color faded after first wash. Not as shown in picture.,2024-02-10,Negative,False,51
REV0022310,C09891,P01428,ORD0098036,4,Fast delivery and great fit. Highly recommend.,2023-04-12,Positive,False,33
REV0022311,C02680,P04940,ORD0158394,5,Loved the color and fabric. Will buy again.,2024-10-08,Positive,True,119
REV0022312,C09213,P01468,ORD0152938,3,Average quality. Nothing exceptional.,2023-09-01,Neutral,True,75
REV0022313,C02337,P02013,ORD0042402,5,"Amazing product, exactly as described.",2023-06-19,Positive,True,134
REV0022314,C00823,P04252,ORD0105057,3,Okay for the price. Could be better.,2023-05-08,Neutral,False,20
REV0022315,C08463,P01728,ORD0021735,3,Average quality. Nothing exceptional.,2022-09-17,Neutral,True,4
REV0022316,C05355,P01157,ORD0184821,4,Loved the color and fabric. Will buy again.,2023-11-29,Positive,False,50
REV0022317,C09307,P02344,ORD0172773,5,"Excellent product, very happy with the quality!",2023-03-12,Positive,False,112
REV0022318,C03821,P02263,ORD0116627,4,"Amazing product, exactly as described.",2022-11-12,Positive,True,22
REV0022319,C01815,P03043,ORD0169428,4,Perfect for the occasion. Great value for money.,2024-05-19,Positive,True,122
REV0022320,C01707,P03468,ORD0018082,5,"Amazing product, exactly as described.",2023-05-21,Positive,True,0
REV0022321,C01226,P03100,ORD0185830,2,Wrong size delivered. Very disappointed.,2022-09-30,Negative,True,110
REV0022322,C00307,P03855,ORD0129612,5,Perfect for the occasion. Great value for money.,2024-07-04,Positive,True,87
REV0022323,C08550,P04554,ORD0014168,5,"Amazing product, exactly as described.",2022-10-19,Positive,False,121
REV0022324,C06851,P01612,ORD0098001,4,"Excellent product, very happy with the quality!",2024-05-14,Positive,True,118
REV0022325,C08840,P03107,ORD0058419,4,"Excellent product, very happy with the quality!",2022-08-26,Positive,True,59
REV0022326,C08568,P03626,ORD0157668,4,"Amazing product, exactly as described.",2023-05-18,Positive,True,53
REV0022327,C09878,P04502,ORD0097179,3,Average quality. Nothing exceptional.,2024-05-07,Neutral,True,78
REV0022328,C09483,P00208,ORD0034421,3,Average quality. Nothing exceptional.,2023-02-22,Neutral,True,127
REV0022329,C00270,P00222,ORD0011270,4,Loved the color and fabric. Will buy again.,2022-11-20,Positive,True,53
REV0022330,C07647,P04947,ORD0159994,4,Perfect for the occasion. Great value for money.,2022-06-04,Positive,True,71
REV0022331,C02576,P02132,ORD0008424,4,"Excellent product, very happy with the quality!",2022-01-14,Positive,True,137
REV0022332,C06618,P02021,ORD0050891,4,"Amazing product, exactly as described.",2024-07-09,Positive,True,19
REV0022333,C03974,P03536,ORD0020114,4,Loved the color and fabric. Will buy again.,2022-08-12,Positive,True,145
REV0022334,C05957,P00011,ORD0072587,4,"Excellent product, very happy with the quality!",2024-11-14,Positive,True,107
REV0022335,C02374,P01433,ORD0165116,4,Perfect for the occasion. Great value for money.,2023-01-16,Positive,True,71
REV0022336,C03592,P03433,ORD0090146,4,"Excellent product, very happy with the quality!",2024-07-13,Positive,True,77
REV0022337,C00733,P03941,ORD0191532,4,"Excellent product, very happy with the quality!",2022-11-14,Positive,True,147
REV0022338,C06615,P00768,ORD0052289,4,Perfect for the occasion. Great value for money.,2022-03-10,Positive,False,139
REV0022339,C07843,P00796,ORD0142518,3,Average quality. Nothing exceptional.,2022-01-10,Neutral,False,132
REV0022340,C02002,P00299,ORD0102959,5,Perfect for the occasion. Great value for money.,2022-11-29,Positive,True,132
REV0022341,C08114,P04158,ORD0015009,5,Fast delivery and great fit. Highly recommend.,2022-06-07,Positive,True,100
REV0022342,C01480,P04689,ORD0101377,2,Product quality is very poor. Not worth the price.,2022-12-13,Negative,True,53
REV0022343,C07582,P03495,ORD0117823,2,Wrong size delivered. Very disappointed.,2024-12-11,Negative,True,46
REV0022344,C05979,P02941,ORD0013527,3,Average quality. Nothing exceptional.,2023-10-28,Neutral,True,68
REV0022345,C02409,P01042,ORD0101158,5,"Amazing product, exactly as described.",2024-10-23,Positive,True,14
REV0022346,C03012,P04286,ORD0186139,3,Average quality. Nothing exceptional.,2023-02-14,Neutral,False,146
REV0022347,C06442,P01949,ORD0194639,4,"Excellent product, very happy with the quality!",2022-12-29,Positive,True,84
REV0022348,C08658,P02150,ORD0056784,3,Okay for the price. Could be better.,2024-05-14,Neutral,True,65
REV0022349,C00430,P02774,ORD0147963,4,"Excellent product, very happy with the quality!",2024-01-11,Positive,True,10
REV0022350,C06550,P04504,ORD0072128,4,Loved the color and fabric. Will buy again.,2024-08-14,Positive,True,42
REV0022351,C06159,P00503,ORD0037697,4,"Excellent product, very happy with the quality!",2022-11-11,Positive,False,114
REV0022352,C02141,P00151,ORD0069124,3,Decent product. Meets basic expectations.,2022-04-05,Neutral,True,92
REV0022353,C07239,P04064,ORD0082479,4,"Excellent product, very happy with the quality!",2022-10-29,Positive,True,82
REV0022354,C07889,P00972,ORD0092529,5,Perfect for the occasion. Great value for money.,2022-09-01,Positive,True,61
REV0022355,C01615,P00933,ORD0095765,5,Fast delivery and great fit. Highly recommend.,2024-03-16,Positive,True,17
REV0022356,C09397,P04607,ORD0092833,5,Loved the color and fabric. Will buy again.,2023-12-15,Positive,False,115
REV0022357,C07290,P01430,ORD0093608,4,Perfect for the occasion. Great value for money.,2022-09-15,Positive,True,94
REV0022358,C08677,P03963,ORD0041246,5,"Excellent product, very happy with the quality!",2022-12-22,Positive,True,30
REV0022359,C08730,P03083,ORD0007804,5,"Excellent product, very happy with the quality!",2023-02-25,Positive,True,98
REV0022360,C00770,P03871,ORD0090811,4,Loved the color and fabric. Will buy again.,2024-04-06,Positive,True,53
REV0022361,C09210,P04742,ORD0039592,3,Material is fine but delivery was slow.,2022-09-20,Neutral,False,78
REV0022362,C08528,P01476,ORD0018672,5,"Amazing product, exactly as described.",2024-05-12,Positive,True,44
REV0022363,C03370,P01417,ORD0031998,1,Product quality is very poor. Not worth the price.,2024-05-05,Negative,True,104
REV0022364,C07652,P02572,ORD0138292,5,"Amazing product, exactly as described.",2024-07-06,Positive,True,49
REV0022365,C00223,P02829,ORD0149199,2,Color faded after first wash. Not as shown in picture.,2022-03-01,Negative,True,11
REV0022366,C05771,P01707,ORD0049682,3,Okay for the price. Could be better.,2024-01-19,Neutral,True,77
REV0022367,C02966,P01986,ORD0155846,5,"Excellent product, very happy with the quality!",2024-10-22,Positive,False,103
REV0022368,C09341,P02172,ORD0007437,5,Perfect for the occasion. Great value for money.,2022-04-06,Positive,True,16
REV0022369,C07327,P00035,ORD0140113,5,"Excellent product, very happy with the quality!",2023-01-13,Positive,False,36
REV0022370,C06923,P02953,ORD0005764,5,"Amazing product, exactly as described.",2022-11-19,Positive,False,49
REV0022371,C06368,P01055,ORD0024111,3,Decent product. Meets basic expectations.,2023-01-22,Neutral,False,42
REV0022372,C04079,P01303,ORD0126517,5,Perfect for the occasion. Great value for money.,2024-05-02,Positive,True,39
REV0022373,C04209,P04776,ORD0181338,4,Perfect for the occasion. Great value for money.,2022-10-21,Positive,True,126
REV0022374,C02973,P00530,ORD0122135,5,"Excellent product, very happy with the quality!",2024-01-10,Positive,True,5
REV0022375,C07897,P03898,ORD0000518,5,"Excellent product, very happy with the quality!",2024-12-21,Positive,True,41
REV0022376,C05604,P00108,ORD0096319,5,Loved the color and fabric. Will buy again.,2022-06-09,Positive,False,24
REV0022377,C04796,P04168,ORD0001276,5,"Amazing product, exactly as described.",2024-02-25,Positive,True,83
REV0022378,C02076,P00639,ORD0046630,2,The stitching came off after one wash.,2024-12-06,Negative,True,144
REV0022379,C09914,P02310,ORD0009381,4,Perfect for the occasion. Great value for money.,2022-10-17,Positive,False,145
REV0022380,C04540,P04321,ORD0078726,5,Fast delivery and great fit. Highly recommend.,2023-04-01,Positive,True,54
REV0022381,C04659,P00165,ORD0003154,2,The stitching came off after one wash.,2024-11-17,Negative,True,22
REV0022382,C00276,P01883,ORD0037429,4,Fast delivery and great fit. Highly recommend.,2024-06-26,Positive,True,16
REV0022383,C09477,P02298,ORD0133739,4,Fast delivery and great fit. Highly recommend.,2023-02-07,Positive,True,46
REV0022384,C08431,P04486,ORD0064098,5,Fast delivery and great fit. Highly recommend.,2022-05-28,Positive,True,68
REV0022385,C01510,P03043,ORD0199635,5,Fast delivery and great fit. Highly recommend.,2024-03-11,Positive,True,100
REV0022386,C02429,P01895,ORD0051786,2,Product quality is very poor. Not worth the price.,2023-11-05,Negative,True,77
REV0022387,C08938,P04741,ORD0136361,4,Fast delivery and great fit. Highly recommend.,2024-04-07,Positive,True,52
REV0022388,C01894,P01714,ORD0041500,3,Decent product. Meets basic expectations.,2023-10-11,Neutral,False,125
REV0022389,C06549,P03047,ORD0135218,5,Loved the color and fabric. Will buy again.,2023-01-04,Positive,True,67
REV0022390,C00184,P03103,ORD0047967,4,"Excellent product, very happy with the quality!",2022-09-12,Positive,False,130
REV0022391,C09006,P03224,ORD0013683,3,Decent product. Meets basic expectations.,2022-06-26,Neutral,False,34
REV0022392,C08461,P01231,ORD0035934,4,"Excellent product, very happy with the quality!",2023-09-19,Positive,True,66
REV0022393,C02783,P02896,ORD0100919,4,"Amazing product, exactly as described.",2022-08-21,Positive,True,55
REV0022394,C03249,P01636,ORD0065144,5,Loved the color and fabric. Will buy again.,2023-10-13,Positive,True,6
REV0022395,C05335,P02596,ORD0098647,4,"Amazing product, exactly as described.",2024-08-11,Positive,True,31
REV0022396,C07577,P00778,ORD0098657,4,Fast delivery and great fit. Highly recommend.,2024-08-30,Positive,False,36
REV0022397,C00681,P02168,ORD0136358,3,Decent product. Meets basic expectations.,2023-06-15,Neutral,True,117
REV0022398,C08770,P02879,ORD0188763,5,"Amazing product, exactly as described.",2023-06-06,Positive,True,82
REV0022399,C08638,P00338,ORD0063180,5,"Excellent product, very happy with the quality!",2022-09-13,Positive,False,100
REV0022400,C09861,P01946,ORD0151495,5,Loved the color and fabric. Will buy again.,2023-07-26,Positive,True,92
REV0022401,C00072,P00267,ORD0098537,5,"Excellent product, very happy with the quality!",2023-01-07,Positive,True,0
REV0022402,C03103,P02478,ORD0036824,2,Product quality is very poor. Not worth the price.,2023-08-21,Negative,True,78
REV0022403,C01022,P04506,ORD0015728,3,Okay for the price. Could be better.,2023-03-20,Neutral,True,114
REV0022404,C07037,P02576,ORD0068651,5,Loved the color and fabric. Will buy again.,2024-01-07,Positive,False,136
REV0022405,C08222,P03266,ORD0028400,1,The stitching came off after one wash.,2022-12-27,Negative,True,69
REV0022406,C06911,P02365,ORD0180555,4,Loved the color and fabric. Will buy again.,2023-10-14,Positive,True,57
REV0022407,C03005,P00983,ORD0088528,5,Fast delivery and great fit. Highly recommend.,2024-03-18,Positive,True,150
REV0022408,C00293,P01641,ORD0157442,4,"Excellent product, very happy with the quality!",2024-09-06,Positive,True,135
REV0022409,C06200,P02849,ORD0058250,5,Perfect for the occasion. Great value for money.,2022-01-26,Positive,True,139
REV0022410,C06710,P00849,ORD0098733,1,Product quality is very poor. Not worth the price.,2023-07-08,Negative,True,90
REV0022411,C06454,P03235,ORD0084821,3,Material is fine but delivery was slow.,2023-01-03,Neutral,True,100
REV0022412,C09267,P00335,ORD0095545,2,The stitching came off after one wash.,2022-12-23,Negative,True,3
REV0022413,C03990,P01579,ORD0130946,3,Okay for the price. Could be better.,2022-04-30,Neutral,False,67
REV0022414,C09248,P02767,ORD0067183,5,Fast delivery and great fit. Highly recommend.,2023-11-15,Positive,True,76
REV0022415,C00116,P02503,ORD0058872,4,"Excellent product, very happy with the quality!",2024-02-06,Positive,False,137
REV0022416,C06498,P00050,ORD0103497,5,"Amazing product, exactly as described.",2024-01-06,Positive,True,85
REV0022417,C09100,P01355,ORD0112968,4,Loved the color and fabric. Will buy again.,2022-06-30,Positive,True,89
REV0022418,C05256,P00037,ORD0048326,5,Perfect for the occasion. Great value for money.,2022-02-28,Positive,False,143
REV0022419,C02323,P04787,ORD0036446,3,Average quality. Nothing exceptional.,2023-03-07,Neutral,True,23
REV0022420,C07593,P02856,ORD0023933,5,Loved the color and fabric. Will buy again.,2024-09-05,Positive,True,63
REV0022421,C03539,P02654,ORD0050519,5,"Amazing product, exactly as described.",2024-04-20,Positive,True,35
REV0022422,C03874,P03776,ORD0142747,4,"Amazing product, exactly as described.",2022-11-29,Positive,True,105
