promo_id,product_id,promo_type,discount_pct,channel,target_segment,start_date,end_date,budget,is_active
PR003786,P04444,Flat Discount,0.14,Online,Budget Shopper,2024-09-17,2024-10-01,460880,True
PR003787,P00160,Cashback,0.32,Both,Student,2023-08-25,2023-09-03,128077,True
PR003788,P03130,Flat Discount,0.59,Both,Brand Loyalist,2022-12-30,2023-01-12,228259,True
PR003789,P01843,Percentage Off,0.47,Online,Fashion Enthusiast,2022-10-29,2022-11-19,307092,False
PR003790,P03457,Bundle,0.18,Offline,Student,2022-01-15,2022-01-21,483172,True
PR003791,P04530,Flat Discount,0.33,Offline,Seasonal Buyer,2023-10-18,2023-11-12,448807,False
PR003792,P04133,BOGO,0.49,Offline,Impulse Buyer,2022-11-19,2022-12-16,449600,False
PR003793,P04736,Free Shipping,0.3,Offline,Luxury Shopper,2024-09-15,2024-10-14,279063,True
PR003794,P03568,BOGO,0.27,Both,Seasonal Buyer,2022-06-21,2022-07-13,221076,False
PR003795,P00279,BOGO,0.28,Online,Family Shopper,2022-08-18,2022-09-08,153580,True
PR003796,P01831,Bundle,0.12,Online,Budget Shopper,2024-04-27,2024-05-26,261344,False
PR003797,P02069,Bundle,0.09,Both,Student,2022-05-03,2022-05-26,337584,True
PR003798,P03944,BOGO,0.18,Offline,Budget Shopper,2023-10-02,2023-10-09,175385,False
PR003799,P03686,Free Shipping,0.4,Offline,Frequent Buyer,2022-05-05,2022-05-13,262776,True
PR003800,P01904,Bundle,0.1,Both,Luxury Shopper,2023-07-29,2023-08-12,412575,False
PR003801,P01504,BOGO,0.21,Online,Fashion Enthusiast,2023-07-01,2023-07-23,49705,False
PR003802,P01022,Percentage Off,0.25,Online,Impulse Buyer,2023-05-17,2023-06-10,386676,False
PR003803,P02999,Flat Discount,0.27,Offline,Luxury Shopper,2022-05-09,2022-05-23,195682,True
PR003804,P00945,Flat Discount,0.08,Online,Student,2023-04-21,2023-04-26,103630,False
PR003805,P00037,Flat Discount,0.56,Online,Luxury Shopper,2022-04-09,2022-04-26,167780,False
PR003806,P01211,Percentage Off,0.12,Online,Impulse Buyer,2024-01-02,2024-01-10,466690,False
PR003807,P02183,BOGO,0.09,Online,Frequent Buyer,2023-08-12,2023-09-09,157162,False
PR003808,P00106,Percentage Off,0.22,Offline,Family Shopper,2024-04-18,2024-05-14,65814,False
PR003809,P00808,Bundle,0.52,Offline,Fashion Enthusiast,2023-06-30,2023-07-28,381239,False
PR003810,P00792,Bundle,0.05,Online,Working Professional,2023-01-23,2023-02-22,309558,False
PR003811,P03733,Free Shipping,0.21,Offline,Fashion Enthusiast,2024-02-18,2024-02-24,82724,False
PR003812,P04649,Free Shipping,0.54,Online,Budget Shopper,2023-04-01,2023-04-16,367049,True
PR003813,P04695,Cashback,0.38,Online,Budget Shopper,2023-03-01,2023-03-16,17801,False
PR003814,P02624,Cashback,0.44,Online,Fashion Enthusiast,2022-07-19,2022-08-16,361210,True
PR003815,P03724,Percentage Off,0.1,Offline,Family Shopper,2022-08-05,2022-08-12,216268,True
PR003816,P04320,Bundle,0.36,Both,Frequent Buyer,2023-12-06,2023-12-21,160129,False
PR003817,P01270,Bundle,0.06,Both,Luxury Shopper,2023-01-27,2023-02-19,306375,True
PR003818,P03659,BOGO,0.43,Offline,Luxury Shopper,2024-09-16,2024-09-24,147493,False
PR003819,P03023,Bundle,0.2,Both,Budget Shopper,2023-04-17,2023-04-30,250664,False
PR003820,P03677,Percentage Off,0.38,Online,Budget Shopper,2022-10-03,2022-10-13,26254,False
PR003821,P03116,Cashback,0.25,Both,Family Shopper,2024-05-03,2024-05-08,235395,True
PR003822,P04816,Free Shipping,0.46,Online,Frequent Buyer,2023-07-22,2023-08-21,81472,True
PR003823,P04857,BOGO,0.23,Offline,Seasonal Buyer,2024-01-07,2024-01-31,345101,False
PR003824,P03438,Bundle,0.3,Both,Fashion Enthusiast,2024-12-26,2025-01-14,129550,True
PR003825,P01077,BOGO,0.55,Online,Working Professional,2024-01-15,2024-02-07,415604,True
PR003826,P04202,BOGO,0.3,Online,Seasonal Buyer,2022-10-07,2022-10-20,68540,False
PR003827,P02034,BOGO,0.36,Online,Student,2024-12-10,2025-01-04,51060,True
PR003828,P02148,Cashback,0.42,Both,Student,2022-03-10,2022-03-29,265366,True
PR003829,P00532,Bundle,0.41,Online,Seasonal Buyer,2022-03-04,2022-03-29,425282,False
PR003830,P00636,Cashback,0.24,Both,Working Professional,2024-10-18,2024-10-29,129968,False
PR003831,P04102,Free Shipping,0.57,Online,Impulse Buyer,2022-08-06,2022-09-05,116917,True
PR003832,P00943,BOGO,0.37,Offline,Fashion Enthusiast,2022-06-23,2022-07-11,27272,True
PR003833,P02505,Flat Discount,0.33,Both,Seasonal Buyer,2024-03-01,2024-03-05,480356,True
PR003834,P04544,Bundle,0.21,Both,Luxury Shopper,2022-09-02,2022-09-06,131056,False
PR003835,P04793,Flat Discount,0.07,Offline,Family Shopper,2023-12-01,2023-12-14,158036,False
PR003836,P02661,Cashback,0.56,Offline,Budget Shopper,2023-06-20,2023-07-10,88957,True
PR003837,P02961,Flat Discount,0.46,Offline,Working Professional,2024-04-27,2024-05-10,94563,False
PR003838,P02033,Percentage Off,0.15,Online,Family Shopper,2023-11-08,2023-12-05,152723,True
PR003839,P03386,BOGO,0.58,Both,Family Shopper,2024-05-10,2024-05-23,168222,True
PR003840,P04996,Flat Discount,0.27,Offline,Budget Shopper,2024-05-11,2024-05-13,431131,True
PR003841,P01963,BOGO,0.55,Both,Working Professional,2022-12-14,2023-01-12,346849,True
PR003842,P02006,Percentage Off,0.35,Online,Frequent Buyer,2024-04-02,2024-04-11,354236,True
PR003843,P02883,BOGO,0.19,Both,Seasonal Buyer,2024-03-24,2024-04-01,362076,False
PR003844,P03112,Bundle,0.09,Online,Family Shopper,2022-12-22,2023-01-21,153267,True
PR003845,P02425,BOGO,0.55,Offline,Student,2024-07-17,2024-08-11,336489,False
PR003846,P04098,Flat Discount,0.39,Online,Working Professional,2022-07-28,2022-08-05,181611,False
PR003847,P01772,Free Shipping,0.32,Both,Fashion Enthusiast,2022-09-02,2022-09-20,187170,False
PR003848,P04791,Cashback,0.18,Online,Brand Loyalist,2023-01-28,2023-02-11,259169,False
PR003849,P03331,Percentage Off,0.34,Both,Fashion Enthusiast,2022-06-05,2022-06-06,37261,False
PR003850,P04587,Free Shipping,0.53,Online,Brand Loyalist,2023-12-04,2023-12-30,225464,False
PR003851,P04447,Flat Discount,0.33,Offline,Family Shopper,2022-03-08,2022-03-13,207195,False
PR003852,P04508,Cashback,0.07,Both,Working Professional,2024-02-27,2024-03-19,277329,False
PR003853,P00283,Free Shipping,0.37,Both,Brand Loyalist,2024-11-09,2024-11-11,470858,False
PR003854,P02316,Free Shipping,0.09,Both,Family Shopper,2024-08-01,2024-08-17,159288,True
PR003855,P04600,Bundle,0.29,Offline,Impulse Buyer,2023-03-27,2023-04-04,205374,False
PR003856,P02107,Free Shipping,0.19,Both,Fashion Enthusiast,2022-11-11,2022-12-09,217206,False
PR003857,P03245,BOGO,0.44,Both,Frequent Buyer,2022-03-13,2022-04-05,198636,True
PR003858,P00549,BOGO,0.14,Online,Seasonal Buyer,2024-08-11,2024-08-24,473101,False
PR003859,P03172,Bundle,0.47,Offline,Student,2024-01-31,2024-02-12,192294,False
PR003860,P01613,Percentage Off,0.34,Online,Family Shopper,2024-02-27,2024-03-16,161136,False
PR003861,P04794,Flat Discount,0.26,Both,Seasonal Buyer,2022-08-29,2022-09-02,309336,True
PR003862,P03021,Bundle,0.39,Offline,Brand Loyalist,2023-07-24,2023-07-31,54903,True
PR003863,P03944,Flat Discount,0.39,Online,Brand Loyalist,2022-06-01,2022-06-29,433128,False
PR003864,P00984,Percentage Off,0.59,Online,Brand Loyalist,2022-09-10,2022-10-10,354397,True
PR003865,P01315,Bundle,0.32,Offline,Luxury Shopper,2022-09-05,2022-10-05,399352,False
PR003866,P01731,Flat Discount,0.46,Online,Fashion Enthusiast,2023-10-04,2023-11-03,88587,False
PR003867,P01774,Free Shipping,0.45,Offline,Frequent Buyer,2024-11-15,2024-11-26,184405,False
PR003868,P01209,Cashback,0.51,Online,Student,2024-05-10,2024-05-20,389482,True
PR003869,P03500,Percentage Off,0.49,Both,Working Professional,2023-06-24,2023-06-25,53704,True
PR003870,P01286,BOGO,0.34,Both,Fashion Enthusiast,2022-07-03,2022-07-22,369863,False
PR003871,P02269,Percentage Off,0.5,Both,Working Professional,2023-10-17,2023-10-23,497300,False
PR003872,P00716,Percentage Off,0.52,Both,Budget Shopper,2023-04-13,2023-04-28,94558,True
PR003873,P03538,Bundle,0.1,Offline,Seasonal Buyer,2022-02-16,2022-03-16,454129,True
PR003874,P01587,Bundle,0.31,Offline,Seasonal Buyer,2024-12-11,2024-12-27,464891,True
PR003875,P00453,Percentage Off,0.51,Both,Frequent Buyer,2023-12-28,2024-01-11,57471,True
PR003876,P00984,Bundle,0.14,Online,Seasonal Buyer,2022-10-28,2022-11-02,436501,True
PR003877,P03127,BOGO,0.36,Online,Fashion Enthusiast,2022-10-15,2022-10-24,381010,False
PR003878,P01397,Free Shipping,0.46,Offline,Student,2022-08-27,2022-09-26,240727,True
PR003879,P04142,Percentage Off,0.45,Offline,Luxury Shopper,2024-12-16,2024-12-18,465262,False
PR003880,P04014,BOGO,0.08,Both,Frequent Buyer,2023-06-08,2023-06-24,352766,True
PR003881,P01706,Bundle,0.57,Offline,Fashion Enthusiast,2022-07-15,2022-07-30,465493,False
PR003882,P01531,BOGO,0.57,Offline,Seasonal Buyer,2023-04-04,2023-04-11,471149,True
PR003883,P02531,Percentage Off,0.07,Online,Working Professional,2022-01-29,2022-02-19,223609,False
PR003884,P03403,Cashback,0.43,Both,Luxury Shopper,2024-02-16,2024-03-06,465486,False
PR003885,P00559,Free Shipping,0.34,Online,Seasonal Buyer,2023-10-01,2023-10-22,365604,True
PR003886,P04267,Free Shipping,0.54,Offline,Working Professional,2023-11-12,2023-12-09,271635,True
PR003887,P04626,BOGO,0.09,Both,Seasonal Buyer,2024-01-13,2024-02-11,92673,True
PR003888,P04278,Flat Discount,0.38,Online,Frequent Buyer,2024-07-21,2024-07-28,189045,False
PR003889,P00783,Flat Discount,0.14,Both,Family Shopper,2022-11-14,2022-12-05,127782,True
PR003890,P01394,Cashback,0.25,Offline,Budget Shopper,2024-10-22,2024-11-02,173686,False
PR003891,P00753,Bundle,0.05,Both,Luxury Shopper,2024-09-10,2024-09-19,391855,True
PR003892,P02889,Percentage Off,0.47,Online,Student,2022-05-08,2022-05-30,218024,True
PR003893,P03167,Percentage Off,0.09,Online,Family Shopper,2024-08-29,2024-08-30,348618,False
PR003894,P01481,Bundle,0.35,Online,Budget Shopper,2024-04-08,2024-04-18,352155,True
PR003895,P04544,BOGO,0.38,Both,Frequent Buyer,2022-10-27,2022-11-02,124595,False
PR003896,P02891,Bundle,0.36,Online,Frequent Buyer,2022-09-30,2022-10-15,90014,False
PR003897,P02349,BOGO,0.34,Both,Frequent Buyer,2023-09-25,2023-10-04,314553,True
PR003898,P03904,Free Shipping,0.33,Online,Frequent Buyer,2023-05-15,2023-06-10,50852,True
PR003899,P01600,Free Shipping,0.29,Offline,Brand Loyalist,2024-01-25,2024-02-24,422548,False
PR003900,P01450,Free Shipping,0.18,Both,Seasonal Buyer,2024-03-18,2024-03-31,136586,False
PR003901,P02383,Free Shipping,0.19,Both,Student,2024-02-21,2024-03-08,421708,False
PR003902,P03052,Flat Discount,0.48,Offline,Luxury Shopper,2024-11-21,2024-12-15,242039,True
PR003903,P02501,Percentage Off,0.44,Online,Frequent Buyer,2022-12-03,2022-12-15,356873,False
PR003904,P03568,Bundle,0.34,Online,Family Shopper,2022-06-21,2022-07-13,314374,True
PR003905,P04388,Percentage Off,0.16,Both,Luxury Shopper,2022-12-12,2023-01-05,269915,False
PR003906,P02018,BOGO,0.17,Online,Family Shopper,2024-09-03,2024-09-08,35717,True
PR003907,P01529,BOGO,0.46,Online,Seasonal Buyer,2023-01-05,2023-01-10,105879,False
PR003908,P01515,Free Shipping,0.49,Both,Working Professional,2022-07-06,2022-07-16,86188,True
PR003909,P04088,Bundle,0.1,Both,Budget Shopper,2024-10-17,2024-10-19,129085,True
PR003910,P00614,Percentage Off,0.28,Both,Luxury Shopper,2022-01-18,2022-01-19,306713,False
PR003911,P02596,BOGO,0.06,Offline,Budget Shopper,2024-07-18,2024-07-24,462582,True
PR003912,P04261,Percentage Off,0.48,Both,Luxury Shopper,2022-05-04,2022-05-22,213288,True
PR003913,P00167,BOGO,0.2,Offline,Family Shopper,2022-06-21,2022-07-06,429364,True
PR003914,P02486,Flat Discount,0.38,Online,Brand Loyalist,2022-08-12,2022-08-13,84629,False
PR003915,P00873,Percentage Off,0.08,Offline,Brand Loyalist,2023-03-29,2023-04-06,40079,False
PR003916,P03853,Percentage Off,0.13,Online,Fashion Enthusiast,2024-06-11,2024-07-02,204218,False
PR003917,P01225,Flat Discount,0.36,Offline,Budget Shopper,2022-06-03,2022-06-12,485411,True
PR003918,P02242,BOGO,0.2,Online,Family Shopper,2024-08-08,2024-08-26,148056,False
PR003919,P00203,Percentage Off,0.09,Both,Budget Shopper,2023-03-03,2023-03-15,354774,False
PR003920,P03459,Flat Discount,0.43,Both,Luxury Shopper,2024-10-28,2024-11-21,144138,False
PR003921,P02505,Cashback,0.54,Both,Budget Shopper,2023-10-21,2023-11-14,477694,False
PR003922,P02641,Percentage Off,0.3,Both,Family Shopper,2024-03-16,2024-04-14,207459,True
PR003923,P02570,Flat Discount,0.6,Both,Luxury Shopper,2023-10-11,2023-10-15,212928,False
PR003924,P03780,Bundle,0.38,Online,Brand Loyalist,2023-03-05,2023-03-27,105390,False
PR003925,P02399,Flat Discount,0.41,Both,Impulse Buyer,2022-12-19,2023-01-15,307779,True
PR003926,P00727,Flat Discount,0.39,Online,Family Shopper,2023-04-28,2023-05-17,11833,True
PR003927,P02960,Percentage Off,0.12,Offline,Working Professional,2023-07-15,2023-08-11,320843,False
PR003928,P03797,BOGO,0.25,Both,Fashion Enthusiast,2024-04-10,2024-04-23,185101,True
PR003929,P00481,Bundle,0.24,Both,Brand Loyalist,2023-01-17,2023-01-18,380347,False
PR003930,P01375,Percentage Off,0.57,Offline,Frequent Buyer,2024-11-30,2024-12-08,114156,True
PR003931,P02828,Bundle,0.17,Online,Seasonal Buyer,2024-12-24,2025-01-03,394422,False
PR003932,P02213,Flat Discount,0.2,Both,Impulse Buyer,2024-10-15,2024-10-17,88213,False
PR003933,P00892,BOGO,0.31,Both,Student,2024-04-04,2024-05-04,494160,False
PR003934,P02249,Free Shipping,0.28,Both,Luxury Shopper,2024-01-20,2024-01-28,358137,False
PR003935,P02178,Percentage Off,0.24,Both,Seasonal Buyer,2024-02-20,2024-03-18,196280,False
PR003936,P00293,Free Shipping,0.05,Both,Budget Shopper,2024-02-06,2024-03-04,379397,False
PR003937,P03588,Cashback,0.36,Offline,Fashion Enthusiast,2022-03-15,2022-03-21,132106,True
PR003938,P00189,BOGO,0.27,Both,Frequent Buyer,2023-08-12,2023-08-30,387653,False
PR003939,P02967,Cashback,0.2,Online,Fashion Enthusiast,2023-02-26,2023-03-13,432727,False
PR003940,P01992,Bundle,0.27,Online,Frequent Buyer,2024-07-07,2024-07-26,451048,False
PR003941,P04558,Flat Discount,0.44,Offline,Budget Shopper,2023-02-11,2023-02-23,377662,False
PR003942,P02053,Cashback,0.19,Offline,Frequent Buyer,2023-06-21,2023-06-25,88704,True
PR003943,P03265,Percentage Off,0.18,Online,Seasonal Buyer,2024-05-22,2024-05-28,135171,False
PR003944,P03204,Bundle,0.43,Offline,Brand Loyalist,2023-04-29,2023-05-23,287325,True
PR003945,P00905,Percentage Off,0.08,Online,Brand Loyalist,2024-02-07,2024-03-04,43340,False
PR003946,P04373,Flat Discount,0.44,Offline,Working Professional,2023-06-11,2023-06-22,332456,True
PR003947,P03457,BOGO,0.19,Offline,Fashion Enthusiast,2022-08-05,2022-08-20,290773,True
PR003948,P00155,Percentage Off,0.35,Offline,Family Shopper,2023-04-21,2023-04-25,32204,False
PR003949,P00005,Flat Discount,0.09,Both,Family Shopper,2022-07-02,2022-07-13,266791,False
PR003950,P03480,BOGO,0.11,Online,Brand Loyalist,2024-07-27,2024-08-02,245171,False
PR003951,P03744,Bundle,0.45,Online,Luxury Shopper,2022-06-03,2022-06-25,179065,False
PR003952,P00412,BOGO,0.58,Both,Student,2022-11-11,2022-11-28,159068,True
PR003953,P02247,Percentage Off,0.53,Offline,Family Shopper,2023-06-25,2023-07-17,111382,False
PR003954,P04308,Flat Discount,0.45,Offline,Seasonal Buyer,2023-12-15,2023-12-23,203568,False
PR003955,P00060,Percentage Off,0.07,Online,Brand Loyalist,2023-12-10,2023-12-11,456158,False
PR003956,P00442,Free Shipping,0.05,Both,Brand Loyalist,2023-06-26,2023-07-17,89774,False
PR003957,P04673,Flat Discount,0.45,Offline,Seasonal Buyer,2024-07-05,2024-07-18,20419,False
PR003958,P01756,Flat Discount,0.2,Offline,Fashion Enthusiast,2023-01-02,2023-01-19,42693,True
PR003959,P01901,Cashback,0.13,Offline,Seasonal Buyer,2023-01-11,2023-01-31,287720,True
PR003960,P00424,Percentage Off,0.13,Offline,Working Professional,2022-04-11,2022-04-28,451035,False
PR003961,P03337,BOGO,0.17,Offline,Budget Shopper,2023-05-05,2023-05-11,471826,False
PR003962,P00637,Bundle,0.28,Offline,Frequent Buyer,2024-01-31,2024-02-11,390081,False
PR003963,P02171,Cashback,0.48,Offline,Student,2024-08-12,2024-08-21,35004,True
PR003964,P04258,Cashback,0.24,Online,Family Shopper,2024-09-30,2024-10-23,481322,False
PR003965,P00471,Flat Discount,0.47,Both,Impulse Buyer,2022-10-25,2022-11-06,337041,False
PR003966,P04533,Bundle,0.28,Both,Student,2023-05-03,2023-05-22,236440,True
PR003967,P01570,Free Shipping,0.57,Offline,Family Shopper,2024-04-09,2024-05-01,195825,False
PR003968,P00713,Cashback,0.37,Both,Working Professional,2022-11-05,2022-11-14,56778,False
PR003969,P01843,Bundle,0.32,Both,Fashion Enthusiast,2024-08-30,2024-09-14,395581,True
PR003970,P00136,Flat Discount,0.1,Offline,Working Professional,2022-10-26,2022-11-21,59107,False
PR003971,P03931,BOGO,0.34,Offline,Family Shopper,2022-10-03,2022-11-02,499628,True
PR003972,P02399,BOGO,0.07,Both,Seasonal Buyer,2024-07-01,2024-07-11,354947,True
PR003973,P01444,Free Shipping,0.57,Both,Brand Loyalist,2022-02-16,2022-03-07,205505,True
PR003974,P01425,Flat Discount,0.57,Both,Impulse Buyer,2023-04-24,2023-05-15,176060,True
PR003975,P01026,Bundle,0.2,Both,Family Shopper,2022-12-23,2023-01-18,280874,True
PR003976,P04109,Bundle,0.18,Online,Fashion Enthusiast,2023-03-12,2023-03-14,319016,False
PR003977,P04269,BOGO,0.15,Online,Luxury Shopper,2022-07-03,2022-07-13,174711,False
PR003978,P03393,Percentage Off,0.42,Offline,Family Shopper,2024-09-19,2024-10-04,87041,True
PR003979,P02157,Free Shipping,0.31,Offline,Seasonal Buyer,2023-10-27,2023-11-18,43035,False
PR003980,P02723,BOGO,0.59,Both,Budget Shopper,2024-04-04,2024-04-21,159925,False
PR003981,P04597,Flat Discount,0.13,Online,Impulse Buyer,2022-03-26,2022-04-15,282934,False
PR003982,P01043,Bundle,0.43,Offline,Student,2024-09-18,2024-09-30,122017,True
PR003983,P00369,Cashback,0.09,Online,Frequent Buyer,2023-06-03,2023-06-09,53356,False
PR003984,P00087,BOGO,0.22,Online,Budget Shopper,2023-10-05,2023-10-27,361846,True
PR003985,P03229,Bundle,0.16,Online,Budget Shopper,2024-09-28,2024-10-09,209683,False
PR003986,P01341,Flat Discount,0.08,Both,Working Professional,2023-03-07,2023-04-01,18338,False
PR003987,P00541,Flat Discount,0.43,Online,Seasonal Buyer,2024-02-22,2024-03-12,418938,True
PR003988,P02642,Cashback,0.45,Offline,Budget Shopper,2022-09-30,2022-10-26,65295,True
PR003989,P04745,Bundle,0.55,Online,Brand Loyalist,2022-10-15,2022-10-24,481468,True
PR003990,P00127,BOGO,0.39,Both,Family Shopper,2022-04-01,2022-04-23,411225,False
PR003991,P04819,BOGO,0.43,Both,Family Shopper,2023-06-10,2023-06-27,95072,False
PR003992,P00820,Flat Discount,0.05,Both,Student,2023-08-13,2023-08-21,336846,False
PR003993,P02684,BOGO,0.4,Offline,Seasonal Buyer,2022-01-16,2022-01-18,231321,False
PR003994,P04150,Free Shipping,0.59,Both,Fashion Enthusiast,2022-06-30,2022-07-12,272367,True
PR003995,P03760,Percentage Off,0.36,Online,Family Shopper,2023-09-01,2023-09-05,402393,True
PR003996,P01590,BOGO,0.07,Offline,Seasonal Buyer,2022-03-27,2022-04-21,154097,True
PR003997,P04834,BOGO,0.07,Offline,Seasonal Buyer,2022-09-16,2022-10-16,189187,False
PR003998,P00106,BOGO,0.16,Online,Brand Loyalist,2023-01-07,2023-01-17,322215,True
PR003999,P04586,Free Shipping,0.51,Both,Working Professional,2024-08-15,2024-09-04,111489,False
PR004000,P04261,Percentage Off,0.07,Online,Frequent Buyer,2023-03-13,2023-04-08,209204,True
PR004001,P00529,Percentage Off,0.47,Online,Budget Shopper,2024-06-04,2024-06-07,391559,False
PR004002,P00467,BOGO,0.12,Online,Family Shopper,2023-04-01,2023-04-16,355200,False
PR004003,P00236,Free Shipping,0.19,Online,Brand Loyalist,2024-08-30,2024-09-24,84052,False
PR004004,P01318,Free Shipping,0.52,Offline,Budget Shopper,2023-10-24,2023-11-14,464557,True
PR004005,P03250,Flat Discount,0.19,Offline,Frequent Buyer,2022-07-01,2022-07-18,106764,False
PR004006,P03058,Cashback,0.23,Online,Luxury Shopper,2022-08-10,2022-08-11,13298,False
PR004007,P04026,BOGO,0.19,Online,Working Professional,2023-08-03,2023-08-21,32621,False
PR004008,P04754,Free Shipping,0.4,Both,Frequent Buyer,2023-12-26,2024-01-17,147368,True
PR004009,P02381,Cashback,0.21,Offline,Brand Loyalist,2024-07-31,2024-08-07,171129,False
PR004010,P02461,Cashback,0.05,Offline,Family Shopper,2024-05-25,2024-05-30,70916,False
PR004011,P02142,Cashback,0.51,Online,Seasonal Buyer,2022-03-27,2022-04-13,215677,True
PR004012,P00297,Percentage Off,0.12,Offline,Family Shopper,2023-07-22,2023-08-21,170584,False
PR004013,P04783,BOGO,0.44,Offline,Impulse Buyer,2024-08-04,2024-08-15,435767,False
PR004014,P02820,Flat Discount,0.14,Offline,Brand Loyalist,2022-06-05,2022-06-26,339681,True
PR004015,P00721,Percentage Off,0.56,Online,Luxury Shopper,2023-07-28,2023-08-06,395902,False
PR004016,P03602,Flat Discount,0.06,Online,Luxury Shopper,2024-01-30,2024-02-09,300049,True
PR004017,P03340,Bundle,0.32,Both,Seasonal Buyer,2023-10-06,2023-10-18,44394,False
PR004018,P01544,BOGO,0.4,Online,Seasonal Buyer,2024-11-28,2024-12-03,348513,False
PR004019,P00404,BOGO,0.36,Online,Seasonal Buyer,2022-05-27,2022-06-08,196161,False
PR004020,P04357,Percentage Off,0.4,Offline,Budget Shopper,2024-10-24,2024-11-02,118419,True
PR004021,P02391,Bundle,0.08,Offline,Luxury Shopper,2023-07-22,2023-08-19,148607,True
PR004022,P01664,Percentage Off,0.31,Online,Luxury Shopper,2023-02-19,2023-03-06,443478,False
PR004023,P02340,BOGO,0.21,Online,Impulse Buyer,2023-12-05,2024-01-03,347501,False
PR004024,P04009,Free Shipping,0.51,Offline,Budget Shopper,2024-08-11,2024-08-24,411218,False
PR004025,P02269,Bundle,0.33,Both,Student,2024-12-01,2024-12-12,379236,False
PR004026,P00220,Free Shipping,0.54,Online,Luxury Shopper,2023-02-08,2023-02-14,459141,True
PR004027,P04789,Bundle,0.43,Offline,Working Professional,2024-08-14,2024-08-22,466879,False
PR004028,P02923,Cashback,0.57,Online,Fashion Enthusiast,2022-01-22,2022-01-23,352228,False
PR004029,P04614,Free Shipping,0.32,Offline,Student,2022-02-18,2022-03-07,176632,False
PR004030,P01040,Bundle,0.32,Both,Fashion Enthusiast,2024-11-20,2024-11-24,195849,False
PR004031,P01350,Free Shipping,0.1,Offline,Seasonal Buyer,2024-01-23,2024-01-27,497952,True
PR004032,P00754,Bundle,0.27,Offline,Brand Loyalist,2023-12-17,2024-01-09,23250,False
PR004033,P01272,Bundle,0.15,Online,Frequent Buyer,2022-01-11,2022-02-08,486239,True
PR004034,P04138,Bundle,0.6,Both,Frequent Buyer,2024-09-07,2024-10-03,299103,False
PR004035,P00510,Free Shipping,0.4,Online,Brand Loyalist,2024-10-30,2024-11-19,34270,True
PR004036,P02454,Bundle,0.52,Offline,Brand Loyalist,2022-04-30,2022-05-12,470195,False
PR004037,P02691,Cashback,0.26,Offline,Brand Loyalist,2022-09-06,2022-09-09,449304,False
PR004038,P02577,Cashback,0.33,Online,Brand Loyalist,2022-01-09,2022-01-16,460412,False
PR004039,P01674,Percentage Off,0.48,Both,Working Professional,2023-01-14,2023-01-15,137318,True
PR004040,P04875,Cashback,0.44,Online,Frequent Buyer,2023-02-06,2023-03-01,363783,False
PR004041,P00230,Free Shipping,0.07,Both,Luxury Shopper,2022-01-22,2022-02-17,16983,False
PR004042,P04936,BOGO,0.16,Offline,Family Shopper,2022-12-10,2022-12-13,321796,False
PR004043,P02677,Free Shipping,0.31,Offline,Family Shopper,2023-02-20,2023-03-14,231567,True
PR004044,P01439,Free Shipping,0.46,Online,Family Shopper,2024-04-18,2024-04-22,216081,True
PR004045,P01092,Free Shipping,0.19,Online,Student,2024-04-30,2024-05-21,236824,False
PR004046,P01350,BOGO,0.3,Online,Student,2024-02-04,2024-02-28,449109,False
PR004047,P01992,Flat Discount,0.48,Online,Impulse Buyer,2022-03-27,2022-04-07,113138,False
PR004048,P00316,Bundle,0.57,Online,Luxury Shopper,2023-05-26,2023-06-10,423021,True
PR004049,P03931,Percentage Off,0.39,Both,Family Shopper,2023-08-12,2023-08-26,208659,True
PR004050,P04012,Bundle,0.07,Both,Family Shopper,2022-10-29,2022-11-23,78300,True
PR004051,P02630,BOGO,0.48,Online,Frequent Buyer,2023-12-19,2023-12-28,62729,False
PR004052,P04561,Percentage Off,0.06,Online,Budget Shopper,2022-08-09,2022-08-17,394980,True
PR004053,P04645,Cashback,0.48,Online,Impulse Buyer,2024-10-16,2024-11-01,12464,False
PR004054,P04072,Flat Discount,0.34,Offline,Luxury Shopper,2022-12-05,2022-12-21,58962,False
PR004055,P04065,BOGO,0.41,Online,Frequent Buyer,2023-12-07,2023-12-22,26043,True
PR004056,P03901,Bundle,0.41,Online,Luxury Shopper,2023-12-07,2023-12-23,135813,True
PR004057,P02865,Free Shipping,0.36,Offline,Brand Loyalist,2023-04-27,2023-05-18,328898,False
PR004058,P01881,BOGO,0.44,Both,Fashion Enthusiast,2024-08-18,2024-09-08,254372,False
PR004059,P00452,Flat Discount,0.13,Online,Student,2024-04-07,2024-04-21,195144,True
PR004060,P02477,BOGO,0.56,Both,Fashion Enthusiast,2022-04-25,2022-05-13,383772,False
PR004061,P02728,Free Shipping,0.46,Both,Family Shopper,2024-10-25,2024-11-15,57809,False
PR004062,P00117,Bundle,0.13,Offline,Brand Loyalist,2022-04-06,2022-05-04,194786,False
PR004063,P00648,Flat Discount,0.48,Online,Family Shopper,2023-03-20,2023-04-05,371004,True
PR004064,P03542,Percentage Off,0.4,Online,Budget Shopper,2024-03-24,2024-04-18,133926,False
PR004065,P03022,BOGO,0.24,Offline,Family Shopper,2022-12-10,2023-01-03,64459,False
PR004066,P00152,Bundle,0.55,Both,Working Professional,2023-06-14,2023-06-20,183332,False
PR004067,P03873,Bundle,0.4,Both,Impulse Buyer,2023-05-14,2023-05-15,160225,False
