search_id,customer_id,query_text,timestamp,results_count,clicked_product_id,converted
SR0012770,C01159,summer kurta,2024-02-11 08:16:00,339,P00868,False
SR0012771,C08688,running shoes,2022-08-20 02:31:00,23,,False
SR0012772,C03722,anarkali suit,2024-09-29 03:08:00,287,P00710,False
SR0012773,C01536,ethnic wear women,2024-02-04 13:19:00,237,P00668,True
SR0012774,C00433,formal shirt men,2024-08-22 06:32:00,269,P00690,True
SR0012775,C01419,gym wear,2022-08-24 23:21:00,361,P04595,False
SR0012776,C04316,winter jacket,2022-01-28 01:06:00,370,,False
SR0012777,C07531,party wear dress,2023-12-30 08:05:00,182,,False
SR0012778,C01021,maxi dress,2023-12-01 22:31:00,391,,False
SR0012779,C09274,printed kurti,2023-03-27 16:33:00,3,P02236,False
SR0012780,C04036,ethnic wear women,2024-04-16 20:00:00,440,,False
SR0012781,C06395,black dress,2024-12-20 13:13:00,22,P03409,False
SR0012782,C03609,gym wear,2024-09-21 00:36:00,292,P01929,False
SR0012783,C00814,party wear dress,2023-12-19 18:13:00,163,,False
SR0012784,C07565,sneakers white,2022-01-01 02:39:00,461,P01149,False
SR0012785,C01548,sneakers white,2023-12-18 00:14:00,236,P03251,False
SR0012786,C05311,office wear,2022-11-05 12:14:00,71,,False
SR0012787,C08067,crop top,2023-07-03 08:19:00,323,P00807,True
SR0012788,C09717,silk saree,2024-03-21 16:38:00,268,,False
SR0012789,C03505,black dress,2023-05-06 17:21:00,452,P02852,False
SR0012790,C07426,printed kurti,2024-05-18 21:08:00,100,P04402,False
SR0012791,C00480,winter jacket,2023-07-05 01:23:00,6,P00991,False
SR0012792,C03749,printed kurti,2024-05-23 23:33:00,439,,True
SR0012793,C08769,palazzo pants,2022-04-20 16:36:00,340,P00132,False
SR0012794,C05369,crop top,2022-01-31 20:07:00,396,P00680,True
SR0012795,C08544,sneakers white,2024-09-27 08:31:00,176,P01786,True
SR0012796,C05472,summer kurta,2022-11-29 11:41:00,224,P04461,False
SR0012797,C02177,handbag red,2024-05-19 15:42:00,359,P03809,False
SR0012798,C01587,running shoes,2022-11-14 09:38:00,304,,False
SR0012799,C01521,printed kurti,2022-08-02 17:53:00,156,P00023,True
SR0012800,C03073,gym wear,2024-11-03 05:09:00,80,P01617,False
SR0012801,C02578,sneakers white,2022-01-06 22:47:00,332,P04680,False
SR0012802,C05885,sneakers white,2023-01-31 12:41:00,230,,False
SR0012803,C01292,joggers mens,2024-06-28 07:46:00,278,P03136,False
SR0012804,C09793,palazzo pants,2023-02-23 03:33:00,265,,True
SR0012805,C04641,casual jeans,2024-07-06 01:34:00,147,,False
SR0012806,C08747,running shoes,2023-10-17 08:11:00,211,,True
SR0012807,C00793,winter jacket,2023-07-08 03:08:00,341,,False
SR0012808,C05698,silk saree,2024-06-09 01:09:00,119,P03881,False
SR0012809,C07917,black dress,2022-05-26 04:45:00,486,,False
SR0012810,C06817,black dress,2022-10-10 14:17:00,222,P04881,False
SR0012811,C08717,office wear,2022-05-24 02:07:00,338,,False
SR0012812,C04247,silk saree,2022-10-30 12:48:00,146,,False
SR0012813,C04461,gym wear,2024-09-26 03:48:00,298,P00705,False
SR0012814,C05268,silk saree,2022-07-03 01:46:00,259,P00122,False
SR0012815,C03098,handbag red,2024-04-27 05:51:00,450,P04256,False
SR0012816,C05898,casual jeans,2022-07-11 02:35:00,13,P03208,True
SR0012817,C03000,casual jeans,2022-05-18 11:45:00,294,,True
SR0012818,C07020,printed kurti,2023-10-14 02:48:00,392,P01733,False
SR0012819,C09502,maxi dress,2024-05-30 04:56:00,323,P00973,False
SR0012820,C01164,party wear dress,2023-12-28 04:37:00,57,P00827,False
SR0012821,C00725,palazzo pants,2022-05-17 01:07:00,63,P00016,False
SR0012822,C00553,anarkali suit,2022-08-09 08:55:00,356,P00463,False
SR0012823,C07319,formal shirt men,2024-06-10 15:15:00,154,,True
SR0012824,C00854,black dress,2024-01-25 05:02:00,445,P02593,False
SR0012825,C00711,printed kurti,2023-06-27 17:41:00,301,P03474,False
SR0012826,C00913,ethnic wear women,2024-04-23 06:37:00,222,,False
SR0012827,C03382,running shoes,2024-04-19 14:08:00,139,P03700,False
SR0012828,C01350,palazzo pants,2024-11-20 21:35:00,0,,False
SR0012829,C03201,ethnic wear women,2023-11-28 23:27:00,198,,False
SR0012830,C08876,running shoes,2023-10-14 17:11:00,436,,False
SR0012831,C02255,handbag red,2022-03-02 09:37:00,301,P01208,True
SR0012832,C09540,casual jeans,2022-05-13 06:06:00,435,P01464,False
SR0012833,C04573,gym wear,2024-11-22 20:12:00,46,P03681,False
SR0012834,C02163,party wear dress,2022-08-07 09:36:00,331,,False
SR0012835,C03239,summer kurta,2022-07-16 01:38:00,194,P01071,True
SR0012836,C00934,formal shirt men,2022-12-08 14:16:00,314,,False
SR0012837,C07003,party wear dress,2024-03-16 03:50:00,338,P03441,False
SR0012838,C00599,palazzo pants,2024-04-26 22:46:00,269,,False
SR0012839,C09318,running shoes,2024-03-17 16:15:00,450,P01194,False
SR0012840,C02135,summer kurta,2023-11-04 02:38:00,38,,False
SR0012841,C04344,gym wear,2024-10-21 23:34:00,241,,False
SR0012842,C08852,ethnic wear women,2023-10-22 13:09:00,472,P04106,False
SR0012843,C08183,joggers mens,2022-11-07 11:05:00,94,P02730,True
SR0012844,C03918,joggers mens,2023-02-06 05:37:00,304,,False
SR0012845,C00215,ethnic wear women,2024-04-26 07:50:00,185,P02676,True
SR0012846,C06839,maxi dress,2022-03-07 11:36:00,499,P03432,False
SR0012847,C09675,winter jacket,2022-09-15 21:58:00,40,,False
SR0012848,C04498,joggers mens,2022-06-13 12:00:00,367,,False
SR0012849,C06944,handbag red,2023-07-27 11:56:00,101,P02169,False
SR0012850,C00369,silk saree,2024-12-02 13:22:00,399,,True
SR0012851,C02039,palazzo pants,2022-01-28 09:25:00,65,P04574,False
SR0012852,C00730,sneakers white,2024-07-13 00:45:00,151,P00741,False
SR0012853,C09172,ethnic wear women,2024-07-02 23:31:00,260,,False
SR0012854,C06807,casual jeans,2022-09-06 05:17:00,492,P04089,False
SR0012855,C00960,winter jacket,2022-07-20 02:01:00,266,P04728,False
SR0012856,C04527,formal shirt men,2023-03-21 07:11:00,440,P00749,False
SR0012857,C04311,office wear,2023-05-10 02:06:00,151,,False
SR0012858,C09608,anarkali suit,2024-10-01 08:21:00,488,P03756,False
SR0012859,C05486,running shoes,2023-06-15 11:52:00,256,P04511,False
SR0012860,C08016,handbag red,2022-08-04 17:16:00,219,P04973,False
SR0012861,C02225,palazzo pants,2024-03-06 11:10:00,456,P02527,False
SR0012862,C09150,casual jeans,2022-12-18 04:45:00,456,,False
SR0012863,C09644,gym wear,2023-10-08 03:07:00,270,P04646,False
SR0012864,C02649,casual jeans,2024-11-18 00:34:00,71,P04571,False
SR0012865,C07148,winter jacket,2024-11-05 12:09:00,6,P02934,False
SR0012866,C03580,party wear dress,2022-05-13 02:28:00,50,P02256,False
SR0012867,C09719,gym wear,2022-01-01 20:40:00,108,P04200,True
SR0012868,C00046,winter jacket,2022-06-21 01:32:00,298,P04402,False
SR0012869,C00682,formal shirt men,2022-06-16 23:39:00,160,,False
SR0012870,C01045,printed kurti,2023-02-25 14:20:00,288,,False
SR0012871,C05022,maxi dress,2023-04-12 00:33:00,124,P04144,False
SR0012872,C06857,sneakers white,2022-03-09 09:29:00,291,P01701,False
SR0012873,C03007,summer kurta,2024-06-10 15:51:00,212,P02088,False
SR0012874,C00884,anarkali suit,2024-07-17 01:55:00,241,,False
SR0012875,C05440,casual jeans,2023-07-28 04:34:00,82,P02963,True
SR0012876,C08727,joggers mens,2024-12-13 04:44:00,113,P03199,False
SR0012877,C00693,crop top,2024-10-29 23:02:00,271,P02518,True
SR0012878,C01989,palazzo pants,2024-06-07 04:01:00,78,P04105,False
SR0012879,C06349,joggers mens,2024-01-22 04:31:00,156,,False
SR0012880,C08637,palazzo pants,2024-10-30 18:36:00,35,P03688,True
SR0012881,C09429,handbag red,2023-10-18 22:40:00,101,,False
SR0012882,C06747,denim jacket,2022-02-08 22:44:00,15,P03665,False
SR0012883,C03568,ethnic wear women,2023-04-29 10:09:00,166,P00138,True
SR0012884,C02658,ethnic wear women,2024-09-23 23:51:00,262,P02964,True
SR0012885,C03163,gym wear,2022-11-06 12:19:00,363,P04883,False
SR0012886,C00824,anarkali suit,2024-01-23 03:35:00,355,P03846,False
SR0012887,C06434,joggers mens,2023-01-13 21:01:00,363,P03382,True
SR0012888,C00653,summer kurta,2022-03-10 08:19:00,335,P04399,False
SR0012889,C06730,maxi dress,2022-06-11 14:44:00,403,P04629,False
SR0012890,C08472,maxi dress,2024-08-22 23:31:00,322,P03066,False
SR0012891,C00461,casual jeans,2024-02-28 01:47:00,317,P01414,False
SR0012892,C02679,winter jacket,2022-12-06 06:06:00,88,,True
SR0012893,C04844,anarkali suit,2022-06-28 05:01:00,182,,False
SR0012894,C06014,crop top,2024-04-11 04:34:00,29,P03483,False
SR0012895,C02041,casual jeans,2024-09-16 08:24:00,188,,False
SR0012896,C01036,handbag red,2023-10-14 05:13:00,464,,True
SR0012897,C02572,party wear dress,2022-02-10 14:02:00,175,P03907,True
SR0012898,C08917,crop top,2024-03-29 22:03:00,350,P04077,False
SR0012899,C03779,anarkali suit,2024-03-27 15:40:00,113,P00298,False
SR0012900,C03475,maxi dress,2023-03-27 07:30:00,327,P00341,False
SR0012901,C00106,denim jacket,2023-03-13 05:14:00,163,P03257,False
SR0012902,C02878,office wear,2022-08-19 23:12:00,61,,False
SR0012903,C05936,ethnic wear women,2023-01-07 14:48:00,309,P01720,True
SR0012904,C01287,black dress,2022-06-06 01:18:00,14,,False
SR0012905,C02341,black dress,2024-02-01 11:24:00,41,P03435,False
SR0012906,C02896,gym wear,2024-04-09 16:31:00,287,P02895,False
SR0012907,C04317,printed kurti,2023-08-23 22:22:00,120,P04635,False
SR0012908,C02261,printed kurti,2023-06-15 03:05:00,159,,False
SR0012909,C04827,crop top,2022-09-11 13:44:00,206,P00739,False
SR0012910,C07286,handbag red,2023-06-27 01:13:00,235,P04319,True
SR0012911,C08390,ethnic wear women,2023-04-27 06:01:00,385,,False
SR0012912,C05089,office wear,2024-10-25 21:30:00,357,P03259,True
SR0012913,C07824,palazzo pants,2022-07-06 15:30:00,384,,False
SR0012914,C02203,anarkali suit,2024-01-02 02:10:00,461,P01697,False
SR0012915,C09004,winter jacket,2022-05-23 05:17:00,370,,False
SR0012916,C08497,printed kurti,2023-09-04 22:58:00,467,P00309,False
SR0012917,C00636,casual jeans,2023-09-14 23:10:00,296,,False
SR0012918,C02316,party wear dress,2023-03-29 17:43:00,473,,False
SR0012919,C08742,party wear dress,2024-01-02 18:38:00,274,,False
SR0012920,C07775,ethnic wear women,2023-07-18 19:46:00,477,,False
SR0012921,C08729,maxi dress,2022-12-16 05:01:00,466,P03905,False
SR0012922,C05477,silk saree,2023-06-19 20:38:00,9,,True
SR0012923,C01933,maxi dress,2024-03-05 16:25:00,451,P01379,False
SR0012924,C01339,anarkali suit,2024-11-06 01:37:00,13,P04845,False
SR0012925,C03238,handbag red,2024-03-10 00:10:00,345,P01919,True
SR0012926,C02477,handbag red,2023-01-03 18:48:00,495,P03686,False
SR0012927,C07130,anarkali suit,2023-12-09 07:40:00,383,,False
SR0012928,C01697,casual jeans,2022-07-04 16:29:00,461,,False
SR0012929,C03251,running shoes,2023-05-16 14:51:00,446,P03425,False
SR0012930,C01793,denim jacket,2022-02-07 08:01:00,413,P01476,False
SR0012931,C05403,maxi dress,2024-09-23 07:10:00,86,,False
SR0012932,C05694,winter jacket,2023-07-16 02:51:00,37,P03158,True
SR0012933,C04839,anarkali suit,2023-05-04 19:32:00,237,P02978,True
SR0012934,C04885,palazzo pants,2024-10-23 12:40:00,280,P01285,False
SR0012935,C08328,printed kurti,2024-06-17 21:56:00,437,,False
SR0012936,C01267,party wear dress,2023-01-08 09:44:00,53,,False
SR0012937,C02686,silk saree,2024-02-18 16:56:00,433,P01213,True
SR0012938,C02878,black dress,2023-09-02 01:20:00,443,,False
SR0012939,C03975,denim jacket,2024-06-18 06:25:00,461,P01540,False
SR0012940,C09707,running shoes,2022-02-10 01:31:00,432,P04886,False
SR0012941,C04574,office wear,2024-05-30 05:38:00,373,P00030,False
SR0012942,C00077,joggers mens,2024-08-31 08:23:00,324,P00499,True
SR0012943,C06733,office wear,2024-06-29 09:32:00,445,,False
SR0012944,C03215,office wear,2023-03-17 15:38:00,304,,False
SR0012945,C02442,palazzo pants,2022-10-25 12:10:00,377,P03485,False
SR0012946,C04590,denim jacket,2022-11-30 20:29:00,344,P00623,True
SR0012947,C02298,handbag red,2024-06-02 06:21:00,26,P00100,False
SR0012948,C07174,summer kurta,2022-01-11 04:52:00,5,P04823,True
SR0012949,C04324,winter jacket,2024-06-24 12:28:00,114,P02106,False
SR0012950,C00935,palazzo pants,2022-09-09 16:59:00,432,P03144,False
SR0012951,C06532,handbag red,2023-01-14 17:50:00,203,P04724,True
SR0012952,C05198,sneakers white,2024-11-13 14:34:00,459,P00352,False
SR0012953,C02783,party wear dress,2023-10-03 04:55:00,494,,False
SR0012954,C08993,maxi dress,2023-04-19 11:04:00,88,P03888,False
SR0012955,C08437,summer kurta,2024-01-16 14:40:00,131,P02811,False
SR0012956,C09547,casual jeans,2022-07-29 02:07:00,305,P02469,True
SR0012957,C03784,party wear dress,2022-04-16 06:43:00,128,P01582,False
SR0012958,C04540,silk saree,2023-04-21 07:23:00,158,,False
SR0012959,C00456,anarkali suit,2022-12-09 16:13:00,39,P00382,False
SR0012960,C03592,party wear dress,2022-03-06 04:13:00,242,P04457,False
SR0012961,C03767,silk saree,2023-02-22 22:07:00,24,P02933,False
SR0012962,C04368,joggers mens,2024-10-14 17:42:00,385,,True
SR0012963,C08646,gym wear,2023-03-10 21:13:00,273,P01780,False
SR0012964,C02906,gym wear,2023-03-18 21:30:00,341,P01472,False
SR0012965,C01059,black dress,2023-12-25 17:28:00,89,P00441,False
SR0012966,C08702,formal shirt men,2023-09-25 02:32:00,31,P00200,True
SR0012967,C04470,sneakers white,2022-04-20 00:25:00,495,,True
SR0012968,C09903,sneakers white,2022-08-31 02:52:00,273,,False
SR0012969,C01479,winter jacket,2022-05-14 12:31:00,184,,False
SR0012970,C05841,formal shirt men,2023-04-16 09:05:00,275,P04343,False
SR0012971,C00333,sneakers white,2023-04-03 09:39:00,95,,False
SR0012972,C02557,crop top,2022-02-27 04:44:00,363,P00113,True
SR0012973,C08288,joggers mens,2022-03-22 20:38:00,295,,False
SR0012974,C02669,office wear,2024-10-29 11:25:00,98,,False
SR0012975,C07900,office wear,2022-08-01 09:27:00,269,,False
SR0012976,C05611,summer kurta,2023-08-18 09:24:00,309,,False
SR0012977,C04007,maxi dress,2024-02-25 05:52:00,240,P04631,True
SR0012978,C05824,gym wear,2023-12-26 12:23:00,419,P00272,False
SR0012979,C02369,joggers mens,2022-01-05 06:51:00,373,P01069,False
SR0012980,C00421,casual jeans,2023-06-19 00:46:00,254,P02212,False
SR0012981,C07266,gym wear,2023-12-24 11:19:00,335,P01599,False
SR0012982,C07996,black dress,2023-02-16 08:44:00,500,P00581,False
SR0012983,C07093,palazzo pants,2024-06-29 15:55:00,90,P03984,False
SR0012984,C03390,joggers mens,2023-12-24 17:03:00,397,P01496,False
SR0012985,C05391,handbag red,2023-09-03 17:35:00,45,P04435,False
SR0012986,C04944,party wear dress,2023-07-22 15:14:00,86,P04152,False
SR0012987,C04952,sneakers white,2023-01-23 19:02:00,470,,False
SR0012988,C04203,casual jeans,2023-09-02 20:56:00,119,P01799,True
SR0012989,C04455,joggers mens,2023-05-22 16:14:00,317,P01825,True
SR0012990,C03809,winter jacket,2024-03-27 06:08:00,257,P01684,False
SR0012991,C04467,office wear,2024-10-28 11:59:00,97,P02415,True
SR0012992,C04481,running shoes,2022-05-09 18:51:00,409,P02451,True
SR0012993,C01422,formal shirt men,2024-12-10 12:09:00,157,,False
SR0012994,C01790,printed kurti,2023-12-05 05:46:00,176,P04101,True
SR0012995,C04217,joggers mens,2022-07-28 18:13:00,42,P04067,False
SR0012996,C00110,maxi dress,2024-09-11 16:52:00,351,,True
SR0012997,C00378,office wear,2023-06-13 10:18:00,131,P01252,False
SR0012998,C07708,palazzo pants,2023-03-31 18:14:00,266,P01515,False
SR0012999,C03246,formal shirt men,2022-09-17 22:51:00,58,P03443,True
SR0013000,C06345,joggers mens,2022-08-11 14:40:00,239,P02970,False
SR0013001,C09092,gym wear,2024-01-21 15:09:00,42,P01334,False
SR0013002,C01256,winter jacket,2023-03-04 20:39:00,397,P00496,False
SR0013003,C02077,running shoes,2023-12-24 06:29:00,194,,False
SR0013004,C01055,crop top,2024-07-09 18:14:00,5,P01222,True
SR0013005,C02770,party wear dress,2023-07-03 06:48:00,310,P03395,False
SR0013006,C02487,gym wear,2023-01-31 07:57:00,155,P04941,False
SR0013007,C03442,palazzo pants,2022-02-21 02:41:00,466,,False
SR0013008,C01958,office wear,2023-06-03 23:49:00,180,P04133,True
SR0013009,C06594,silk saree,2022-04-16 06:59:00,80,,False
SR0013010,C09052,party wear dress,2024-08-27 22:07:00,293,,False
SR0013011,C08672,joggers mens,2024-08-10 02:44:00,135,P01894,False
SR0013012,C04668,denim jacket,2022-01-22 07:30:00,172,P04374,False
SR0013013,C05505,silk saree,2024-05-19 02:49:00,351,P02303,False
SR0013014,C05772,black dress,2024-06-06 01:54:00,269,P03608,False
SR0013015,C00527,office wear,2022-02-21 16:05:00,436,P02171,False
SR0013016,C05508,black dress,2022-04-23 05:57:00,211,P03501,False
SR0013017,C08325,casual jeans,2024-10-23 08:02:00,487,,False
SR0013018,C03842,summer kurta,2022-07-04 10:48:00,118,P02822,False
SR0013019,C01194,printed kurti,2024-06-27 11:49:00,44,,False
SR0013020,C04087,denim jacket,2024-07-31 03:47:00,63,P04694,False
SR0013021,C02774,casual jeans,2022-10-26 20:06:00,456,P03259,False
SR0013022,C01337,printed kurti,2024-10-22 19:37:00,465,P00404,False
SR0013023,C04865,silk saree,2024-01-15 11:50:00,348,P02221,False
SR0013024,C06703,handbag red,2022-03-09 06:16:00,209,P04928,False
SR0013025,C08247,black dress,2023-09-30 17:56:00,205,,False
SR0013026,C06102,running shoes,2022-04-22 09:03:00,70,,False
SR0013027,C07950,casual jeans,2023-05-22 08:23:00,297,,False
SR0013028,C03349,maxi dress,2023-04-15 00:04:00,195,,False
SR0013029,C08978,crop top,2023-12-27 23:45:00,342,P00241,False
SR0013030,C03493,joggers mens,2023-02-16 09:50:00,425,,False
SR0013031,C03348,printed kurti,2022-08-17 04:53:00,406,,False
SR0013032,C00421,summer kurta,2024-02-19 19:57:00,430,P04310,False
SR0013033,C05662,office wear,2022-12-26 12:38:00,112,,True
SR0013034,C03111,crop top,2022-07-13 10:30:00,1,P01477,True
SR0013035,C06462,anarkali suit,2024-10-15 04:59:00,494,P02338,False
SR0013036,C09457,maxi dress,2023-05-09 08:17:00,197,P00155,False
SR0013037,C05242,winter jacket,2023-11-20 02:34:00,211,P00290,False
SR0013038,C06091,silk saree,2024-04-21 14:50:00,345,,True
SR0013039,C01064,handbag red,2023-01-17 04:33:00,16,P02404,False
SR0013040,C04016,running shoes,2024-06-15 02:01:00,353,,False
SR0013041,C08205,joggers mens,2024-07-19 10:00:00,427,P03106,False
SR0013042,C08357,running shoes,2024-07-11 13:43:00,184,,True
SR0013043,C04233,printed kurti,2022-12-17 14:55:00,164,P03817,False
SR0013044,C05710,joggers mens,2022-07-30 01:34:00,348,P01249,False
SR0013045,C05745,party wear dress,2024-08-30 09:04:00,357,,False
SR0013046,C05135,crop top,2024-07-19 12:37:00,251,P03548,False
SR0013047,C00516,silk saree,2022-10-27 18:23:00,363,P00669,True
SR0013048,C07499,casual jeans,2023-05-26 10:29:00,499,,False
SR0013049,C01690,silk saree,2024-12-31 09:05:00,93,,False
SR0013050,C01347,denim jacket,2023-01-30 18:14:00,29,P04904,False
SR0013051,C01779,handbag red,2024-01-24 22:04:00,178,P04496,False
SR0013052,C06272,maxi dress,2023-12-24 05:41:00,457,P00849,False
SR0013053,C07153,handbag red,2023-04-25 12:38:00,397,,False
SR0013054,C09260,summer kurta,2023-11-11 08:09:00,446,,False
SR0013055,C00182,denim jacket,2023-04-01 08:21:00,320,P03271,False
SR0013056,C07644,winter jacket,2022-09-05 03:08:00,385,,False
SR0013057,C09293,crop top,2024-07-13 15:58:00,28,P02603,False
SR0013058,C01375,ethnic wear women,2023-04-25 23:35:00,443,P04288,False
SR0013059,C09025,sneakers white,2023-12-16 20:12:00,433,P00578,False
SR0013060,C08781,printed kurti,2022-04-26 09:52:00,444,P00032,False
SR0013061,C00512,ethnic wear women,2024-06-09 21:36:00,27,P04198,False
SR0013062,C02273,sneakers white,2023-12-13 15:09:00,323,P02205,True
SR0013063,C09152,handbag red,2022-11-15 23:34:00,226,P00165,True
SR0013064,C01538,running shoes,2024-01-11 06:46:00,63,P04224,True
SR0013065,C09800,palazzo pants,2023-11-04 06:37:00,221,P01354,False
SR0013066,C06529,summer kurta,2023-10-31 18:44:00,2,P03959,True
SR0013067,C06122,gym wear,2024-12-10 04:03:00,340,P02107,False
SR0013068,C02573,denim jacket,2024-06-25 11:12:00,138,,True
SR0013069,C07215,winter jacket,2024-03-17 18:22:00,23,P02658,False
SR0013070,C02524,ethnic wear women,2024-10-01 23:39:00,404,P03197,False
SR0013071,C05855,joggers mens,2022-02-17 07:34:00,152,P01734,False
SR0013072,C06420,party wear dress,2024-08-18 20:38:00,302,P03547,False
SR0013073,C09682,party wear dress,2022-09-05 09:53:00,290,P03557,False
SR0013074,C09461,ethnic wear women,2022-07-20 16:15:00,19,P03450,False
SR0013075,C04875,joggers mens,2023-11-17 08:53:00,159,,False
SR0013076,C05169,summer kurta,2023-03-17 06:19:00,105,,False
SR0013077,C01583,black dress,2024-02-04 11:12:00,322,P04427,True
SR0013078,C01982,sneakers white,2024-03-09 01:54:00,480,P01057,False
SR0013079,C03403,party wear dress,2023-02-20 21:06:00,221,P01084,False
SR0013080,C09149,winter jacket,2024-05-30 04:25:00,95,P03183,False
SR0013081,C03543,crop top,2023-10-18 06:09:00,376,,False
SR0013082,C05775,black dress,2022-01-29 18:11:00,472,P01485,False
SR0013083,C02326,black dress,2023-11-26 01:07:00,479,P01290,True
SR0013084,C08562,winter jacket,2023-02-06 06:55:00,251,,True
SR0013085,C09945,crop top,2022-12-17 23:56:00,424,P00950,False
SR0013086,C08071,formal shirt men,2023-02-27 15:44:00,192,,False
SR0013087,C02596,winter jacket,2023-11-24 19:18:00,41,P02683,False
SR0013088,C08094,formal shirt men,2022-01-13 02:18:00,162,P04628,False
SR0013089,C00182,palazzo pants,2024-10-04 16:39:00,287,P04436,False
SR0013090,C02552,anarkali suit,2022-02-12 02:34:00,129,,False
SR0013091,C09513,handbag red,2024-01-03 03:15:00,185,P01199,False
SR0013092,C03285,black dress,2022-06-05 05:47:00,247,,False
SR0013093,C04147,denim jacket,2024-10-04 12:57:00,307,,False
SR0013094,C04582,denim jacket,2022-05-13 12:35:00,290,,False
SR0013095,C01905,handbag red,2024-02-16 00:44:00,368,P03071,False
SR0013096,C01048,anarkali suit,2023-08-17 02:33:00,271,,False
SR0013097,C09414,black dress,2022-11-22 16:05:00,98,,False
SR0013098,C06475,maxi dress,2022-11-16 12:16:00,197,P01233,False
SR0013099,C04871,office wear,2024-11-03 11:29:00,289,,True
SR0013100,C09635,crop top,2024-03-10 09:21:00,345,,False
SR0013101,C01037,sneakers white,2023-10-24 02:04:00,285,P03505,False
SR0013102,C00509,formal shirt men,2022-08-31 13:44:00,43,,False
SR0013103,C06024,anarkali suit,2022-02-09 18:08:00,307,P02382,True
SR0013104,C00375,gym wear,2023-04-30 13:58:00,274,,False
SR0013105,C01242,winter jacket,2024-07-19 05:40:00,139,P02040,False
SR0013106,C01979,summer kurta,2023-02-27 21:00:00,497,P03083,False
SR0013107,C00646,denim jacket,2024-07-01 10:43:00,185,P04407,False
SR0013108,C06092,joggers mens,2024-03-23 17:11:00,172,P00553,False
SR0013109,C08204,ethnic wear women,2024-07-18 15:24:00,455,P04995,True
SR0013110,C07357,office wear,2023-10-01 15:47:00,246,,False
SR0013111,C01747,casual jeans,2024-08-07 20:15:00,478,,False
SR0013112,C00206,casual jeans,2022-02-21 21:28:00,487,P01419,False
SR0013113,C01884,gym wear,2022-10-13 15:45:00,499,P03933,True
SR0013114,C00811,anarkali suit,2022-04-17 00:24:00,260,,False
SR0013115,C07959,office wear,2023-02-15 21:51:00,21,P01631,False
SR0013116,C04024,party wear dress,2024-11-03 23:30:00,53,P01912,False
SR0013117,C03752,formal shirt men,2024-03-21 09:13:00,320,,False
SR0013118,C08611,casual jeans,2022-07-15 06:09:00,358,P02168,False
SR0013119,C07789,summer kurta,2023-03-16 13:45:00,79,P01510,False
SR0013120,C09102,crop top,2022-03-30 03:59:00,287,P03687,False
SR0013121,C03811,ethnic wear women,2022-01-20 01:47:00,57,,False
SR0013122,C08961,anarkali suit,2022-08-15 05:19:00,297,,True
SR0013123,C01713,sneakers white,2024-06-21 18:45:00,453,,False
SR0013124,C02802,winter jacket,2022-04-05 09:57:00,494,P04428,True
SR0013125,C03537,silk saree,2024-06-23 11:16:00,179,,False
SR0013126,C07595,formal shirt men,2024-11-16 16:29:00,164,,False
SR0013127,C05531,sneakers white,2023-08-03 04:50:00,0,P00468,False
SR0013128,C09429,winter jacket,2023-01-23 12:37:00,3,P03643,False
SR0013129,C03963,ethnic wear women,2023-04-05 21:49:00,5,,False
SR0013130,C03863,gym wear,2024-10-22 13:23:00,93,P01994,False
SR0013131,C02507,maxi dress,2022-12-16 22:44:00,362,,False
SR0013132,C04387,crop top,2023-03-02 13:42:00,492,,True
SR0013133,C08323,winter jacket,2023-01-24 22:38:00,374,P01706,False
SR0013134,C02197,running shoes,2022-11-19 02:54:00,249,P04687,False
SR0013135,C09624,anarkali suit,2023-03-25 08:00:00,42,P02999,False
SR0013136,C07961,office wear,2022-11-22 10:27:00,285,P04739,True
SR0013137,C04941,party wear dress,2024-05-17 21:19:00,152,P03597,False
SR0013138,C05099,denim jacket,2023-01-06 07:41:00,165,P04823,True
SR0013139,C05172,handbag red,2024-03-31 05:46:00,231,P00644,False
SR0013140,C03652,casual jeans,2023-01-21 16:36:00,85,P02014,False
SR0013141,C07269,silk saree,2024-11-06 16:57:00,433,P02633,False
SR0013142,C05162,winter jacket,2023-07-08 08:41:00,216,P02321,False
SR0013143,C09126,denim jacket,2023-06-03 18:44:00,230,,False
SR0013144,C03283,handbag red,2022-12-22 23:02:00,133,P02852,False
SR0013145,C07362,gym wear,2024-12-29 14:06:00,475,P00719,False
SR0013146,C00495,gym wear,2024-05-29 03:35:00,460,P04635,False
SR0013147,C08994,denim jacket,2023-03-25 10:29:00,29,P01612,False
SR0013148,C05093,gym wear,2023-07-21 21:31:00,231,,False
SR0013149,C06459,black dress,2024-10-06 19:03:00,476,P01734,False
SR0013150,C04060,joggers mens,2024-01-09 09:12:00,384,,False
SR0013151,C03297,casual jeans,2022-06-19 03:35:00,256,P00223,False
SR0013152,C02199,joggers mens,2024-02-23 15:56:00,106,P03021,True
SR0013153,C03855,anarkali suit,2022-10-17 11:37:00,227,P04892,False
SR0013154,C03005,formal shirt men,2023-11-23 21:24:00,46,,False
SR0013155,C05625,casual jeans,2024-06-10 21:23:00,276,,False
SR0013156,C08359,party wear dress,2023-01-08 07:17:00,494,P01890,False
SR0013157,C01601,office wear,2022-05-27 23:47:00,27,,True
SR0013158,C06543,denim jacket,2024-10-24 04:06:00,298,P04061,False
SR0013159,C08833,summer kurta,2022-07-01 04:55:00,435,P04641,False
SR0013160,C00759,maxi dress,2024-08-14 20:08:00,240,P00749,False
