inventory_id,product_id,store_id,warehouse_id,location_type,stock_qty,reorder_point,max_stock,days_on_hand,last_updated
INV003389,P04962,S0076,,store,28,23,115,1.5,2024-12-01
INV003390,P02630,,W014,warehouse,411,76,380,25.7,2024-08-03
INV003391,P02740,,W006,warehouse,342,24,120,18.0,2024-12-29
INV003392,P00719,S0120,,store,275,32,160,16.2,2024-07-22
INV003393,P02444,,W029,warehouse,0,97,485,0.0,2024-11-20
INV003394,P03982,,W009,warehouse,319,42,210,35.4,2024-01-06
INV003395,P00499,S0108,,store,365,71,355,30.4,2024-12-16
INV003396,P01922,,W001,warehouse,234,36,180,26.0,2024-08-28
INV003397,P03886,S0029,,store,325,76,380,54.2,2024-12-05
INV003398,P00037,,W018,warehouse,281,68,340,46.8,2024-07-20
INV003399,P01392,,W010,warehouse,248,86,430,248.0,2024-02-29
INV003400,P00996,S0053,,store,2,33,165,0.3,2024-04-28
INV003401,P01976,,W007,warehouse,463,20,100,24.4,2024-11-07
INV003402,P02028,S0127,,store,372,57,285,124.0,2024-09-12
INV003403,P01519,,W030,warehouse,31,79,395,10.3,2024-02-01
INV003404,P02183,S0068,,store,229,46,230,12.7,2024-06-27
INV003405,P03954,,W015,warehouse,309,32,160,23.8,2024-02-18
INV003406,P03303,S0093,,store,44,90,450,44.0,2024-06-02
INV003407,P03295,,W015,warehouse,402,78,390,36.5,2024-04-27
INV003408,P04615,,W025,warehouse,136,88,440,27.2,2024-09-07
INV003409,P04548,S0010,,store,375,83,415,46.9,2024-09-02
INV003410,P01498,,W018,warehouse,134,41,205,12.2,2024-07-12
INV003411,P01070,,W017,warehouse,125,60,300,8.3,2024-03-06
INV003412,P02322,S0016,,store,233,22,110,33.3,2024-12-12
INV003413,P02181,S0150,,store,366,74,370,22.9,2024-03-16
INV003414,P02506,S0131,,store,117,96,480,7.3,2024-03-21
INV003415,P00659,,W017,warehouse,348,76,380,38.7,2024-11-02
INV003416,P04690,,W010,warehouse,102,88,440,25.5,2024-06-15
INV003417,P04959,,W016,warehouse,260,58,290,130.0,2024-10-10
INV003418,P00940,,W017,warehouse,7,37,185,0.5,2024-03-29
INV003419,P01549,S0082,,store,461,94,470,65.9,2024-03-04
INV003420,P01701,S0055,,store,109,71,355,8.4,2024-07-03
INV003421,P04650,,W004,warehouse,72,76,380,8.0,2024-07-05
INV003422,P02192,,W016,warehouse,408,54,270,58.3,2024-07-29
INV003423,P03131,S0125,,store,295,94,470,15.5,2024-02-01
INV003424,P03219,S0108,,store,135,20,100,9.6,2024-01-15
INV003425,P04670,S0096,,store,322,43,215,20.1,2024-03-02
INV003426,P00542,S0064,,store,229,75,375,22.9,2024-07-02
INV003427,P03895,S0036,,store,282,84,420,18.8,2024-06-30
INV003428,P03864,,W001,warehouse,96,67,335,8.0,2024-03-07
INV003429,P00658,,W011,warehouse,154,35,175,38.5,2024-10-01
INV003430,P03385,S0077,,store,225,55,275,56.2,2024-07-19
INV003431,P00488,,W027,warehouse,409,30,150,136.3,2024-09-21
INV003432,P04417,,W006,warehouse,418,71,355,46.4,2024-02-03
INV003433,P00753,,W005,warehouse,86,57,285,5.7,2024-05-19
INV003434,P02076,,W005,warehouse,237,91,455,47.4,2024-05-27
INV003435,P00419,,W019,warehouse,407,89,445,203.5,2024-11-09
INV003436,P02810,S0106,,store,48,45,225,4.8,2024-06-19
INV003437,P00839,S0098,,store,321,32,160,35.7,2024-04-25
INV003438,P01319,S0034,,store,139,48,240,7.7,2024-07-23
INV003439,P00360,S0001,,store,285,98,490,25.9,2024-03-04
INV003440,P01114,S0073,,store,14,34,170,2.3,2024-07-29
INV003441,P02945,,W008,warehouse,210,29,145,15.0,2024-01-16
INV003442,P00934,,W005,warehouse,255,48,240,63.8,2024-07-15
INV003443,P01453,,W020,warehouse,70,35,175,8.8,2024-01-14
INV003444,P02697,S0044,,store,185,41,205,10.3,2024-04-02
INV003445,P03323,S0138,,store,305,87,435,23.5,2024-02-29
INV003446,P03794,S0017,,store,289,68,340,57.8,2024-06-28
INV003447,P04589,,W008,warehouse,237,35,175,13.2,2024-12-17
INV003448,P04732,S0005,,store,295,96,480,59.0,2024-10-26
INV003449,P01227,S0065,,store,196,78,390,12.2,2024-05-05
INV003450,P00520,S0107,,store,33,38,190,5.5,2024-03-29
INV003451,P03933,,W006,warehouse,16,22,110,1.8,2024-01-04
INV003452,P04751,,W026,warehouse,194,47,235,64.7,2024-10-09
INV003453,P01945,S0101,,store,295,97,485,295.0,2024-04-01
INV003454,P01468,,W028,warehouse,170,21,105,8.5,2024-10-27
INV003455,P01889,S0147,,store,204,72,360,34.0,2024-12-08
INV003456,P02444,S0035,,store,238,68,340,47.6,2024-04-04
INV003457,P01440,,W002,warehouse,4,62,310,0.4,2024-12-13
INV003458,P00856,,W017,warehouse,171,29,145,19.0,2024-10-29
INV003459,P02820,S0069,,store,192,47,235,9.6,2024-02-24
INV003460,P00357,,W021,warehouse,62,37,185,4.4,2024-01-24
INV003461,P04550,,W030,warehouse,456,74,370,65.1,2024-10-16
INV003462,P03668,S0063,,store,484,79,395,121.0,2024-09-08
INV003463,P02616,S0119,,store,281,59,295,21.6,2024-04-23
INV003464,P04967,,W029,warehouse,481,29,145,60.1,2024-10-12
INV003465,P04315,S0027,,store,6,85,425,1.0,2024-06-19
INV003466,P03970,,W012,warehouse,330,24,120,47.1,2024-04-05
INV003467,P00109,,W013,warehouse,47,83,415,2.8,2024-06-18
INV003468,P00447,S0020,,store,132,43,215,9.4,2024-09-21
INV003469,P04854,,W025,warehouse,133,43,215,8.9,2024-03-22
INV003470,P02339,S0107,,store,161,21,105,10.7,2024-06-28
INV003471,P00920,S0108,,store,293,55,275,16.3,2024-10-18
INV003472,P03220,,W026,warehouse,21,95,475,3.0,2024-02-14
INV003473,P00114,S0024,,store,87,41,205,14.5,2024-09-14
INV003474,P04773,S0090,,store,488,33,165,27.1,2024-12-27
INV003475,P02250,,W009,warehouse,208,36,180,14.9,2024-05-25
INV003476,P03493,S0143,,store,62,36,180,6.2,2024-03-27
INV003477,P03567,S0072,,store,44,80,400,2.8,2024-07-18
INV003478,P01115,S0124,,store,116,97,485,14.5,2024-02-03
INV003479,P01333,S0026,,store,306,93,465,61.2,2024-08-25
INV003480,P02758,,W029,warehouse,325,93,465,25.0,2024-10-10
INV003481,P03847,S0067,,store,243,44,220,30.4,2024-08-23
INV003482,P01076,,W012,warehouse,216,72,360,13.5,2024-06-23
INV003483,P03918,,W022,warehouse,402,92,460,28.7,2024-06-10
INV003484,P01888,S0125,,store,125,86,430,10.4,2024-03-13
INV003485,P04122,,W015,warehouse,54,89,445,18.0,2024-11-24
INV003486,P02308,S0136,,store,3,93,465,0.1,2024-05-13
INV003487,P04678,S0032,,store,288,57,285,144.0,2024-03-01
INV003488,P01090,S0131,,store,389,55,275,55.6,2024-12-22
INV003489,P00168,S0073,,store,3,48,240,1.0,2024-09-10
INV003490,P02308,S0131,,store,307,89,445,20.5,2024-11-21
INV003491,P00361,S0053,,store,324,58,290,40.5,2024-10-15
INV003492,P03813,S0149,,store,166,72,360,10.4,2024-09-03
INV003493,P03772,,W001,warehouse,208,36,180,13.9,2024-03-13
INV003494,P03621,,W013,warehouse,245,34,170,245.0,2024-04-25
INV003495,P00174,S0008,,store,10,35,175,0.5,2024-08-30
INV003496,P04586,,W014,warehouse,276,83,415,92.0,2024-09-29
INV003497,P04540,S0101,,store,5,38,190,1.7,2024-01-12
INV003498,P00010,,W008,warehouse,178,28,140,25.4,2024-07-16
INV003499,P00834,,W025,warehouse,49,24,120,7.0,2024-01-05
INV003500,P00263,,W022,warehouse,470,87,435,156.7,2024-08-08
INV003501,P03829,,W027,warehouse,72,79,395,3.8,2024-09-20
INV003502,P02931,S0150,,store,473,21,105,473.0,2024-04-17
INV003503,P00419,,W030,warehouse,100,47,235,14.3,2024-11-17
INV003504,P02905,S0136,,store,316,38,190,45.1,2024-11-04
INV003505,P04766,,W010,warehouse,231,30,150,17.8,2024-05-27
INV003506,P01240,S0087,,store,256,64,320,28.4,2024-10-30
INV003507,P04135,S0013,,store,331,89,445,66.2,2024-01-15
INV003508,P01341,S0133,,store,62,56,280,3.1,2024-05-09
INV003509,P03806,S0080,,store,43,81,405,8.6,2024-07-19
INV003510,P00276,S0129,,store,407,32,160,101.8,2024-05-24
INV003511,P03355,,W025,warehouse,256,88,440,18.3,2024-02-13
INV003512,P02408,,W020,warehouse,246,36,180,17.6,2024-10-22
INV003513,P02118,,W016,warehouse,230,58,290,25.6,2024-12-12
INV003514,P04708,S0085,,store,103,64,320,6.9,2024-07-20
INV003515,P00452,,W007,warehouse,264,50,250,13.9,2024-12-24
INV003516,P00158,,W007,warehouse,166,20,100,10.4,2024-06-04
INV003517,P02567,S0072,,store,37,38,190,4.1,2024-09-01
INV003518,P03326,S0102,,store,339,23,115,42.4,2024-01-09
INV003519,P03520,S0016,,store,172,58,290,11.5,2024-11-04
INV003520,P02078,,W012,warehouse,199,22,110,16.6,2024-02-26
INV003521,P03728,S0134,,store,252,74,370,14.0,2024-06-20
INV003522,P00281,,W014,warehouse,420,73,365,35.0,2024-03-13
INV003523,P04426,,W026,warehouse,128,43,215,7.1,2024-07-14
INV003524,P00506,S0009,,store,36,46,230,3.3,2024-07-29
INV003525,P01586,S0132,,store,58,96,480,3.9,2024-09-20
INV003526,P01501,S0069,,store,252,44,220,252.0,2024-11-22
INV003527,P02194,,W019,warehouse,310,43,215,19.4,2024-01-10
INV003528,P03135,S0099,,store,284,69,345,40.6,2024-02-18
INV003529,P01368,S0092,,store,73,43,215,10.4,2024-07-10
INV003530,P01350,S0050,,store,453,79,395,45.3,2024-10-24
INV003531,P02049,S0094,,store,432,38,190,22.7,2024-10-12
INV003532,P04165,S0092,,store,465,46,230,232.5,2024-04-05
INV003533,P03260,S0062,,store,367,45,225,28.2,2024-09-22
INV003534,P04454,S0056,,store,370,87,435,26.4,2024-09-07
INV003535,P01398,S0063,,store,286,23,115,19.1,2024-07-16
INV003536,P02459,,W006,warehouse,395,78,390,26.3,2024-01-31
INV003537,P02814,,W012,warehouse,499,38,190,31.2,2024-12-04
INV003538,P03853,S0096,,store,14,51,255,7.0,2024-07-18
INV003539,P02063,,W018,warehouse,39,27,135,2.8,2024-10-10
INV003540,P04451,,W027,warehouse,225,33,165,75.0,2024-10-24
INV003541,P04080,S0017,,store,349,24,120,21.8,2024-12-09
INV003542,P01701,S0110,,store,87,97,485,12.4,2024-09-30
INV003543,P01502,,W012,warehouse,215,63,315,30.7,2024-12-08
INV003544,P02528,,W030,warehouse,450,46,230,225.0,2024-02-12
INV003545,P04050,,W001,warehouse,196,21,105,39.2,2024-02-17
INV003546,P01325,,W014,warehouse,158,62,310,14.4,2024-07-15
INV003547,P01200,,W015,warehouse,22,91,455,1.3,2024-09-05
INV003548,P03361,S0080,,store,231,29,145,21.0,2024-04-30
INV003549,P03895,S0008,,store,498,93,465,29.3,2024-02-14
INV003550,P01679,,W020,warehouse,115,96,480,11.5,2024-01-16
INV003551,P03404,S0031,,store,400,95,475,133.3,2024-11-26
INV003552,P04371,,W013,warehouse,379,61,305,31.6,2024-01-06
INV003553,P00854,S0043,,store,177,29,145,9.8,2024-09-25
INV003554,P02181,S0037,,store,94,75,375,6.7,2024-03-03
INV003555,P03389,S0137,,store,494,67,335,32.9,2024-04-13
INV003556,P01505,S0055,,store,215,87,435,53.8,2024-08-14
INV003557,P02780,S0098,,store,420,21,105,140.0,2024-06-06
INV003558,P04436,,W004,warehouse,378,56,280,63.0,2024-08-18
INV003559,P02359,,W021,warehouse,63,92,460,15.8,2024-01-30
INV003560,P00111,,W023,warehouse,185,52,260,14.2,2024-08-28
INV003561,P01528,,W024,warehouse,156,89,445,10.4,2024-04-22
INV003562,P03289,S0021,,store,8,57,285,0.6,2024-10-29
INV003563,P00915,,W004,warehouse,136,97,485,11.3,2024-01-03
INV003564,P03535,S0031,,store,262,50,250,131.0,2024-12-28
INV003565,P00743,,W018,warehouse,354,25,125,50.6,2024-01-03
INV003566,P02162,,W012,warehouse,378,30,150,25.2,2024-05-19
INV003567,P03199,S0007,,store,282,94,470,141.0,2024-07-01
INV003568,P00736,,W014,warehouse,434,67,335,28.9,2024-10-12
INV003569,P01877,S0111,,store,291,22,110,15.3,2024-05-15
INV003570,P01752,S0076,,store,325,76,380,29.5,2024-05-10
INV003571,P03295,,W006,warehouse,450,100,500,34.6,2024-02-23
INV003572,P03419,S0072,,store,80,83,415,4.7,2024-01-07
INV003573,P02298,S0139,,store,416,22,110,24.5,2024-10-05
INV003574,P03551,S0058,,store,130,90,450,43.3,2024-09-30
INV003575,P04940,,W014,warehouse,271,89,445,18.1,2024-05-28
INV003576,P01689,,W028,warehouse,55,86,430,55.0,2024-02-02
INV003577,P02495,,W006,warehouse,275,59,295,27.5,2024-09-15
INV003578,P01915,S0125,,store,395,58,290,23.2,2024-11-09
INV003579,P02242,S0019,,store,27,85,425,3.9,2024-09-10
INV003580,P03617,S0088,,store,500,81,405,35.7,2024-08-22
INV003581,P03329,S0073,,store,16,62,310,2.7,2024-10-28
INV003582,P04709,,W016,warehouse,202,78,390,12.6,2024-06-15
INV003583,P03207,,W014,warehouse,324,73,365,324.0,2024-05-26
INV003584,P03805,S0111,,store,134,50,250,8.9,2024-09-02
INV003585,P03863,S0066,,store,179,53,265,11.9,2024-04-26
INV003586,P04283,S0073,,store,397,22,110,198.5,2024-04-05
INV003587,P04252,,W021,warehouse,313,22,110,52.2,2024-09-11
INV003588,P04820,S0075,,store,433,59,295,39.4,2024-07-31
INV003589,P00091,S0096,,store,77,64,320,3.9,2024-09-21
INV003590,P02439,,W003,warehouse,416,50,250,26.0,2024-08-23
INV003591,P00475,S0053,,store,121,86,430,40.3,2024-07-30
INV003592,P03955,S0060,,store,60,93,465,8.6,2024-05-05
INV003593,P04758,,W029,warehouse,312,21,105,39.0,2024-04-02
INV003594,P00539,S0063,,store,312,79,395,18.4,2024-12-23
INV003595,P03752,S0110,,store,176,40,200,19.6,2024-08-09
INV003596,P01725,S0130,,store,78,29,145,4.1,2024-10-07
INV003597,P02058,S0030,,store,444,37,185,31.7,2024-04-14
INV003598,P01682,S0109,,store,441,55,275,49.0,2024-09-18
INV003599,P04505,,W030,warehouse,338,72,360,67.6,2024-07-01
INV003600,P00563,S0041,,store,94,39,195,31.3,2024-09-16
INV003601,P03596,S0051,,store,390,32,160,24.4,2024-03-03
INV003602,P00839,S0055,,store,319,62,310,45.6,2024-11-25
INV003603,P01237,S0046,,store,472,39,195,42.9,2024-04-19
INV003604,P02184,,W020,warehouse,351,99,495,31.9,2024-08-11
INV003605,P03270,S0092,,store,303,79,395,43.3,2024-10-26
INV003606,P00129,S0095,,store,198,51,255,33.0,2024-10-26
INV003607,P01252,S0067,,store,391,46,230,30.1,2024-08-22
INV003608,P04602,S0024,,store,456,72,360,91.2,2024-11-03
INV003609,P04709,S0038,,store,411,88,440,41.1,2024-07-15
INV003610,P00828,S0081,,store,20,80,400,1.7,2024-02-17
INV003611,P02457,S0109,,store,431,32,160,23.9,2024-07-25
INV003612,P00219,S0006,,store,185,71,355,9.2,2024-06-25
INV003613,P04395,S0127,,store,170,65,325,14.2,2024-05-03
INV003614,P00947,S0065,,store,406,97,485,33.8,2024-08-06
INV003615,P02063,S0108,,store,304,89,445,19.0,2024-05-21
INV003616,P01819,,W001,warehouse,212,64,320,26.5,2024-11-20
INV003617,P04308,,W006,warehouse,11,21,105,0.6,2024-05-15
INV003618,P01979,,W008,warehouse,81,30,150,6.2,2024-12-02
INV003619,P01843,,W006,warehouse,180,35,175,180.0,2024-03-03
INV003620,P03799,,W006,warehouse,234,50,250,18.0,2024-01-05
INV003621,P04465,S0115,,store,238,44,220,29.8,2024-11-04
INV003622,P04501,,W010,warehouse,495,82,410,33.0,2024-05-28
INV003623,P04084,,W001,warehouse,428,88,440,38.9,2024-11-27
INV003624,P00151,S0097,,store,193,56,280,48.2,2024-03-21
INV003625,P02814,S0107,,store,14,49,245,7.0,2024-12-12
INV003626,P02015,,W009,warehouse,261,25,125,13.7,2024-09-18
INV003627,P00724,S0095,,store,63,44,220,7.9,2024-07-12
INV003628,P00301,S0148,,store,410,20,100,25.6,2024-07-03
INV003629,P00089,,W011,warehouse,205,24,120,10.8,2024-12-28
INV003630,P02464,S0134,,store,426,45,225,23.7,2024-05-19
INV003631,P03412,,W007,warehouse,470,31,155,156.7,2024-05-30
INV003632,P01803,S0148,,store,19,47,235,1.3,2024-05-11
INV003633,P02152,,W009,warehouse,264,79,395,20.3,2024-08-09
INV003634,P03972,,W027,warehouse,388,65,325,129.3,2024-02-21
INV003635,P04065,S0008,,store,498,37,185,26.2,2024-03-12
INV003636,P01654,S0029,,store,488,52,260,244.0,2024-05-06
INV003637,P02511,,W010,warehouse,232,66,330,46.4,2024-12-16
INV003638,P04936,S0025,,store,416,45,225,59.4,2024-05-04
INV003639,P04321,S0083,,store,177,26,130,88.5,2024-04-13
INV003640,P00503,,W018,warehouse,220,99,495,36.7,2024-10-25
INV003641,P00113,S0026,,store,261,91,455,20.1,2024-12-12
INV003642,P01636,,W009,warehouse,447,56,280,37.2,2024-08-25
INV003643,P01829,S0039,,store,275,41,205,55.0,2024-07-25
INV003644,P04538,,W003,warehouse,50,35,175,3.3,2024-12-10
INV003645,P04079,S0025,,store,145,86,430,8.5,2024-04-11
INV003646,P02503,,W001,warehouse,444,41,205,23.4,2024-10-16
INV003647,P01584,S0068,,store,264,59,295,17.6,2024-05-14
INV003648,P04446,,W009,warehouse,44,75,375,7.3,2024-10-12
INV003649,P01989,S0034,,store,420,34,170,210.0,2024-01-05
INV003650,P02262,,W029,warehouse,52,88,440,7.4,2024-01-09
INV003651,P02387,,W021,warehouse,197,32,160,11.6,2024-03-16
INV003652,P01719,S0006,,store,392,43,215,78.4,2024-12-31
INV003653,P02317,S0115,,store,101,62,310,33.7,2024-10-28
INV003654,P03968,S0036,,store,52,77,385,10.4,2024-03-12
INV003655,P02228,,W010,warehouse,207,38,190,29.6,2024-08-04
INV003656,P02739,,W018,warehouse,52,24,120,2.6,2024-12-17
INV003657,P02052,,W013,warehouse,9,31,155,0.6,2024-02-02
INV003658,P03956,,W002,warehouse,235,23,115,13.8,2024-05-28
INV003659,P03839,S0147,,store,240,39,195,26.7,2024-05-07
INV003660,P04771,S0002,,store,190,32,160,31.7,2024-08-19
INV003661,P00199,,W028,warehouse,91,24,120,7.0,2024-11-28
INV003662,P00639,S0049,,store,378,94,470,63.0,2024-04-03
INV003663,P04220,S0034,,store,142,80,400,23.7,2024-05-23
INV003664,P04448,S0145,,store,279,37,185,93.0,2024-11-30
INV003665,P01312,S0044,,store,4,35,175,0.2,2024-10-07
INV003666,P01818,S0144,,store,206,94,470,103.0,2024-06-27
INV003667,P03461,,W020,warehouse,79,80,400,4.0,2024-04-14
INV003668,P04969,,W023,warehouse,398,69,345,28.4,2024-09-23
INV003669,P04651,,W003,warehouse,470,58,290,78.3,2024-03-23
INV003670,P03117,,W022,warehouse,376,23,115,18.8,2024-01-10
INV003671,P02466,S0053,,store,241,55,275,30.1,2024-07-10
INV003672,P01868,,W023,warehouse,77,27,135,4.8,2024-07-12
INV003673,P01149,S0011,,store,403,88,440,403.0,2024-07-23
INV003674,P03400,,W002,warehouse,44,72,360,2.6,2024-07-22
INV003675,P04821,,W003,warehouse,119,66,330,59.5,2024-02-02
INV003676,P04587,S0094,,store,167,94,470,18.6,2024-08-18
INV003677,P01447,,W005,warehouse,218,100,500,14.5,2024-10-28
INV003678,P03071,S0110,,store,26,94,470,13.0,2024-08-13
INV003679,P03000,S0068,,store,41,73,365,2.2,2024-12-17
INV003680,P02455,S0058,,store,311,30,150,34.6,2024-12-10
INV003681,P02806,,W014,warehouse,465,78,390,24.5,2024-11-06
INV003682,P04255,S0135,,store,39,65,325,9.8,2024-02-20
INV003683,P02350,S0049,,store,257,97,485,51.4,2024-01-23
INV003684,P03960,,W021,warehouse,164,51,255,54.7,2024-07-19
INV003685,P00549,,W021,warehouse,300,50,250,23.1,2024-02-06
INV003686,P00308,S0130,,store,312,70,350,20.8,2024-09-11
INV003687,P03174,S0032,,store,295,85,425,14.8,2024-08-06
INV003688,P01146,,W003,warehouse,20,87,435,2.0,2024-05-11
INV003689,P03307,,W005,warehouse,489,32,160,27.2,2024-06-04
INV003690,P01534,S0023,,store,255,32,160,127.5,2024-04-26
INV003691,P02013,S0148,,store,336,80,400,67.2,2024-11-17
INV003692,P00544,,W011,warehouse,301,74,370,27.4,2024-08-11
INV003693,P00060,S0115,,store,348,50,250,69.6,2024-05-28
INV003694,P00688,,W023,warehouse,235,27,135,12.4,2024-03-12
INV003695,P04825,S0046,,store,381,39,195,190.5,2024-07-27
INV003696,P01102,S0036,,store,406,28,140,50.8,2024-11-23
INV003697,P03144,,W010,warehouse,361,21,105,30.1,2024-06-13
INV003698,P01662,S0072,,store,324,92,460,23.1,2024-03-04
INV003699,P04477,S0042,,store,220,38,190,16.9,2024-10-19
INV003700,P04193,,W008,warehouse,407,53,265,135.7,2024-12-28
INV003701,P02261,,W005,warehouse,23,28,140,3.3,2024-09-11
INV003702,P00890,,W009,warehouse,429,75,375,429.0,2024-07-19
INV003703,P03223,,W029,warehouse,433,21,105,144.3,2024-03-25
INV003704,P04492,,W009,warehouse,119,40,200,7.9,2024-10-09
INV003705,P02547,S0085,,store,237,45,225,47.4,2024-01-20
INV003706,P03900,S0023,,store,337,84,420,19.8,2024-10-24
INV003707,P03407,S0131,,store,158,20,100,8.3,2024-11-02
INV003708,P01954,S0092,,store,190,24,120,12.7,2024-09-07
INV003709,P03281,S0046,,store,18,48,240,1.4,2024-07-21
INV003710,P00877,,W027,warehouse,171,84,420,9.5,2024-02-04
INV003711,P02093,,W023,warehouse,81,73,365,81.0,2024-07-28
INV003712,P02911,S0142,,store,441,74,370,40.1,2024-06-28
INV003713,P00092,S0054,,store,42,63,315,4.7,2024-04-15
INV003714,P02346,S0036,,store,362,97,485,24.1,2024-01-02
INV003715,P01264,,W004,warehouse,109,32,160,7.8,2024-08-12
INV003716,P01340,S0036,,store,458,98,490,91.6,2024-04-07
INV003717,P04763,,W003,warehouse,324,34,170,23.1,2024-01-19
INV003718,P04430,,W002,warehouse,148,87,435,10.6,2024-06-18
INV003719,P03962,S0050,,store,204,28,140,25.5,2024-07-07
INV003720,P02635,S0125,,store,481,69,345,80.2,2024-07-13
INV003721,P00599,S0128,,store,490,30,150,49.0,2024-04-01
INV003722,P04283,,W026,warehouse,168,71,355,8.4,2024-04-10
INV003723,P03018,,W009,warehouse,286,80,400,40.9,2024-03-19
INV003724,P01569,,W020,warehouse,424,85,425,47.1,2024-10-22
INV003725,P02238,S0071,,store,90,86,430,11.2,2024-04-24
INV003726,P04558,S0056,,store,132,91,455,22.0,2024-02-22
INV003727,P01173,S0075,,store,446,51,255,111.5,2024-06-02
INV003728,P02814,,W010,warehouse,146,92,460,7.7,2024-12-16
INV003729,P04676,S0040,,store,410,94,470,22.8,2024-03-31
INV003730,P02754,S0083,,store,247,96,480,15.4,2024-11-16
INV003731,P04559,,W013,warehouse,315,86,430,16.6,2024-11-05
INV003732,P00673,,W012,warehouse,342,69,345,85.5,2024-12-31
INV003733,P00319,S0131,,store,39,42,210,4.9,2024-08-20
INV003734,P03370,S0044,,store,3,92,460,0.2,2024-08-30
INV003735,P04407,S0106,,store,224,43,215,224.0,2024-05-30
INV003736,P00828,S0118,,store,129,28,140,64.5,2024-02-11
INV003737,P04210,S0010,,store,25,90,450,1.8,2024-10-14
INV003738,P02636,,W003,warehouse,496,33,165,55.1,2024-06-05
INV003739,P04484,,W014,warehouse,170,79,395,10.6,2024-09-17
INV003740,P02319,,W005,warehouse,121,33,165,60.5,2024-05-03
INV003741,P02070,,W005,warehouse,41,85,425,2.9,2024-08-17
INV003742,P00794,,W022,warehouse,219,100,500,12.9,2024-03-11
INV003743,P02058,S0083,,store,363,74,370,121.0,2024-02-15
INV003744,P01909,,W020,warehouse,246,53,265,14.5,2024-11-25
INV003745,P00296,S0142,,store,152,59,295,8.4,2024-11-18
INV003746,P01859,,W028,warehouse,270,80,400,90.0,2024-10-28
INV003747,P03141,S0082,,store,104,80,400,104.0,2024-10-02
INV003748,P04870,S0030,,store,452,36,180,226.0,2024-12-10
INV003749,P00091,,W009,warehouse,220,40,200,14.7,2024-03-20
INV003750,P00554,S0050,,store,27,28,140,1.7,2024-01-03
INV003751,P01944,S0131,,store,94,53,265,94.0,2024-11-10
INV003752,P01833,S0012,,store,164,28,140,10.9,2024-06-16
INV003753,P01063,S0135,,store,418,88,440,52.2,2024-01-21
INV003754,P01198,S0064,,store,376,55,275,41.8,2024-07-30
INV003755,P02597,S0034,,store,65,31,155,3.8,2024-01-28
INV003756,P02540,S0022,,store,80,96,480,11.4,2024-05-29
INV003757,P03028,,W012,warehouse,396,44,220,396.0,2024-07-19
INV003758,P04893,S0129,,store,312,84,420,104.0,2024-01-20
INV003759,P01576,S0053,,store,322,74,370,107.3,2024-10-14
INV003760,P00735,S0070,,store,208,60,300,14.9,2024-12-18
INV003761,P01332,S0143,,store,38,45,225,2.1,2024-05-15
INV003762,P02644,,W017,warehouse,292,30,150,24.3,2024-04-22
INV003763,P01049,,W011,warehouse,311,48,240,77.8,2024-10-23
INV003764,P01123,S0047,,store,62,97,485,5.6,2024-11-26
INV003765,P04003,S0073,,store,337,26,130,21.1,2024-06-28
INV003766,P04846,,W029,warehouse,181,34,170,90.5,2024-04-23
INV003767,P04617,,W015,warehouse,284,27,135,17.8,2024-02-16
INV003768,P04388,S0085,,store,370,57,285,33.6,2024-02-17
INV003769,P04494,,W001,warehouse,38,94,470,2.9,2024-03-24
INV003770,P02081,,W030,warehouse,16,37,185,0.8,2024-10-31
INV003771,P00050,,W015,warehouse,228,56,280,17.5,2024-11-10
INV003772,P00578,S0103,,store,232,32,160,11.6,2024-12-22
INV003773,P04829,S0085,,store,497,36,180,29.2,2024-04-21
INV003774,P03015,S0043,,store,279,95,475,34.9,2024-03-10
INV003775,P01104,S0132,,store,357,20,100,19.8,2024-11-26
INV003776,P04005,S0008,,store,12,42,210,0.8,2024-03-22
INV003777,P02214,,W028,warehouse,151,37,185,8.9,2024-02-25
INV003778,P03613,S0128,,store,302,33,165,27.5,2024-11-14
INV003779,P04099,,W013,warehouse,412,44,220,20.6,2024-09-15
INV003780,P02154,S0091,,store,13,68,340,2.6,2024-10-21
INV003781,P03318,,W026,warehouse,153,33,165,25.5,2024-12-10
INV003782,P02240,S0104,,store,360,26,130,18.0,2024-10-10
INV003783,P04225,S0126,,store,17,20,100,1.3,2024-10-16
INV003784,P04934,,W002,warehouse,35,45,225,11.7,2024-03-13
INV003785,P01684,S0041,,store,211,93,465,14.1,2024-02-02
INV003786,P01130,S0049,,store,278,80,400,15.4,2024-01-27
INV003787,P00493,,W021,warehouse,88,85,425,14.7,2024-05-03
INV003788,P02758,S0065,,store,238,88,440,119.0,2024-08-31
INV003789,P03064,,W007,warehouse,458,37,185,30.5,2024-04-08
INV003790,P00746,S0075,,store,499,32,160,45.4,2024-07-12
INV003791,P02352,S0110,,store,142,24,120,7.5,2024-05-27
INV003792,P02640,S0080,,store,326,87,435,32.6,2024-08-01
INV003793,P00122,,W012,warehouse,352,36,180,117.3,2024-05-21
INV003794,P00727,,W012,warehouse,79,91,455,5.3,2024-07-16
INV003795,P01435,,W022,warehouse,198,71,355,24.8,2024-11-14
INV003796,P02478,,W003,warehouse,468,38,190,31.2,2024-03-21
INV003797,P01678,S0015,,store,45,72,360,2.8,2024-06-29
INV003798,P04941,S0058,,store,141,88,440,17.6,2024-11-18
INV003799,P04072,S0082,,store,34,64,320,4.2,2024-08-31
