ticket_id,customer_id,order_id,category,priority,description,status,channel,created_at,resolved_at,agent_id,csat_score
TKT007802,C09987,ORD0184953,Wrong Item,Low,The size I received is different from what I ordered.,Resolved,Chat,2022-09-16 05:00:00,2022-09-20 08:00:00,E01876,4.0
TKT007803,C06551,ORD0144128,Size Exchange,Critical,I received the wrong product.,Resolved,Chat,2022-03-11 10:00:00,2022-03-13 07:00:00,E02338,4.0
TKT007804,C03418,ORD0110617,Delivery Delay,Low,The product quality is very poor.,Open,WhatsApp,2023-12-03 01:00:00,2023-12-05 17:00:00,E00530,1.0
TKT007805,C06942,ORD0195173,Return & Refund,High,Discount coupon not applied.,Resolved,Chat,2024-07-27 00:00:00,2024-07-28 04:00:00,E01397,3.0
TKT007806,C07433,ORD0159607,Return & Refund,Medium,The size I received is different from what I ordered.,Resolved,Chat,2023-09-25 19:00:00,2023-09-30 05:00:00,E01403,3.0
TKT007807,C05009,ORD0192053,Size Exchange,High,Delivery is delayed.,Escalated,WhatsApp,2022-08-18 05:00:00,2022-08-22 03:00:00,E00434,1.0
TKT007808,C08778,ORD0065387,Return & Refund,Medium,Delivery is delayed.,Resolved,Chat,2024-06-09 06:00:00,2024-06-10 21:00:00,E02228,3.0
TKT007809,C02723,ORD0198195,Account Issue,High,I received the wrong product.,Resolved,Phone,2023-11-24 23:00:00,2023-11-28 10:00:00,E00160,4.0
TKT007810,C01486,ORD0133548,Account Issue,Critical,The size I received is different from what I ordered.,Resolved,Phone,2024-12-25 23:00:00,2024-12-27 21:00:00,E00144,4.0
TKT007811,C04558,ORD0054204,Size Exchange,Medium,Delivery is delayed.,Closed,Phone,2023-09-08 05:00:00,2023-09-11 05:00:00,E02369,2.0
TKT007812,C04743,ORD0041356,Account Issue,Low,My order has not arrived yet.,Resolved,Phone,2022-03-03 10:00:00,2022-03-07 07:00:00,E02177,
TKT007813,C04177,ORD0120640,Payment Problem,Low,I received the wrong product.,Resolved,Phone,2024-02-17 07:00:00,2024-02-17 10:00:00,E01015,
TKT007814,C09505,ORD0102646,Account Issue,Medium,Delivery is delayed.,Closed,Phone,2024-10-23 23:00:00,2024-10-26 14:00:00,E00846,2.0
TKT007815,C09421,ORD0180939,Delivery Delay,Medium,Discount coupon not applied.,Resolved,Phone,2022-06-10 12:00:00,2022-06-12 03:00:00,E01466,
TKT007816,C03938,ORD0054974,Wrong Item,Low,My order has not arrived yet.,Resolved,Email,2022-11-16 11:00:00,2022-11-20 23:00:00,E02029,4.0
TKT007817,C02983,ORD0127251,Wrong Item,Low,My payment was deducted but order not confirmed.,Resolved,Email,2022-11-20 12:00:00,2022-11-22 19:00:00,E00076,2.0
TKT007818,C09690,ORD0022290,Product Quality,Low,I need help with my account login.,Resolved,Phone,2023-08-16 05:00:00,2023-08-20 03:00:00,E01173,5.0
TKT007819,C06142,ORD0183400,Product Quality,Low,My payment was deducted but order not confirmed.,Escalated,WhatsApp,2024-07-24 09:00:00,2024-07-26 03:00:00,E01421,3.0
TKT007820,C07164,ORD0157564,Product Quality,Medium,The size I received is different from what I ordered.,Closed,Chat,2022-08-30 16:00:00,2022-08-31 17:00:00,E00989,4.0
TKT007821,C05978,ORD0046106,Size Exchange,Medium,My payment was deducted but order not confirmed.,Escalated,WhatsApp,2024-01-18 04:00:00,2024-01-22 05:00:00,E02466,
TKT007822,C04125,ORD0056294,Payment Problem,Low,I want to return the item.,Open,Chat,2023-03-26 04:00:00,2023-03-30 20:00:00,E00531,1.0
TKT007823,C03712,ORD0004580,Order Issue,Medium,My order has not arrived yet.,Resolved,Chat,2024-02-23 02:00:00,2024-02-25 15:00:00,E02023,
TKT007824,C07333,ORD0044585,Delivery Delay,High,Discount coupon not applied.,Resolved,Chat,2023-12-23 09:00:00,2023-12-24 05:00:00,E02204,
TKT007825,C01647,ORD0131651,Delivery Delay,Medium,My order has not arrived yet.,Closed,WhatsApp,2022-12-11 07:00:00,2022-12-14 16:00:00,E00220,4.0
TKT007826,C07485,ORD0050981,Return & Refund,Low,The size I received is different from what I ordered.,Resolved,WhatsApp,2024-10-01 17:00:00,2024-10-02 16:00:00,E00009,3.0
TKT007827,C08683,ORD0090020,Product Quality,High,Discount coupon not applied.,In Progress,Phone,2023-10-31 21:00:00,2023-11-01 11:00:00,E00606,5.0
TKT007828,C01686,ORD0011602,Order Issue,Medium,I received the wrong product.,Resolved,Chat,2024-07-01 01:00:00,2024-07-04 02:00:00,E01289,3.0
TKT007829,C02146,ORD0101446,Delivery Delay,High,I want to return the item.,Resolved,WhatsApp,2024-07-26 14:00:00,2024-07-27 23:00:00,E02085,5.0
TKT007830,C01241,ORD0135112,Delivery Delay,High,The product quality is very poor.,Resolved,WhatsApp,2022-06-17 15:00:00,2022-06-21 12:00:00,E00462,5.0
TKT007831,C06922,ORD0086684,Payment Problem,High,I received the wrong product.,Open,Chat,2023-07-02 23:00:00,2023-07-05 14:00:00,E01363,
TKT007832,C06511,ORD0192712,Product Quality,High,My payment was deducted but order not confirmed.,In Progress,WhatsApp,2022-02-23 07:00:00,2022-02-27 16:00:00,E00524,
TKT007833,C05780,ORD0161827,Return & Refund,Medium,I want to return the item.,Resolved,Email,2024-10-01 22:00:00,2024-10-04 22:00:00,E01874,
TKT007834,C08388,ORD0061090,Size Exchange,Low,I received the wrong product.,Resolved,Phone,2023-08-07 16:00:00,2023-08-08 15:00:00,E01708,3.0
TKT007835,C03124,ORD0108238,Order Issue,High,I want to return the item.,Escalated,WhatsApp,2024-07-18 12:00:00,2024-07-21 09:00:00,E00280,
TKT007836,C08796,ORD0106354,Size Exchange,Low,I want to return the item.,Resolved,Phone,2023-09-11 13:00:00,2023-09-15 14:00:00,E02094,3.0
TKT007837,C01496,ORD0059710,Order Issue,Medium,The product quality is very poor.,Resolved,Phone,2023-12-02 16:00:00,2023-12-07 08:00:00,E00089,
TKT007838,C06824,ORD0115551,Wrong Item,Low,Delivery is delayed.,Resolved,Email,2023-06-24 20:00:00,2023-06-28 21:00:00,E00725,1.0
TKT007839,C04401,ORD0187095,Payment Problem,Medium,Delivery is delayed.,Resolved,WhatsApp,2023-09-25 19:00:00,2023-09-27 17:00:00,E02444,
TKT007840,C06581,ORD0025295,Product Quality,High,Delivery is delayed.,Resolved,WhatsApp,2022-01-26 10:00:00,2022-01-27 10:00:00,E00940,
TKT007841,C09622,ORD0050369,Order Issue,High,I received the wrong product.,Resolved,Chat,2024-10-29 11:00:00,2024-11-01 03:00:00,E00331,
TKT007842,C04074,ORD0192143,Account Issue,Critical,My order has not arrived yet.,Resolved,Chat,2024-03-28 03:00:00,2024-03-29 22:00:00,E02063,5.0
TKT007843,C09062,ORD0062939,Product Quality,High,Delivery is delayed.,Resolved,Email,2022-07-20 10:00:00,2022-07-21 15:00:00,E02027,4.0
TKT007844,C01393,ORD0105849,Wrong Item,Low,My order has not arrived yet.,Resolved,Chat,2024-04-20 22:00:00,2024-04-21 19:00:00,E00737,
TKT007845,C03463,ORD0020809,Order Issue,Medium,My order has not arrived yet.,Resolved,Email,2022-07-09 07:00:00,2022-07-13 01:00:00,E00834,
TKT007846,C09737,ORD0129924,Return & Refund,Critical,The product quality is very poor.,In Progress,Email,2023-11-14 02:00:00,2023-11-15 04:00:00,E02011,1.0
TKT007847,C09143,ORD0141778,Order Issue,Medium,Discount coupon not applied.,Resolved,Email,2024-12-07 09:00:00,2024-12-08 00:00:00,E01330,5.0
TKT007848,C01831,ORD0032847,Delivery Delay,Medium,I want to return the item.,Resolved,Chat,2023-01-10 03:00:00,2023-01-11 16:00:00,E00124,2.0
TKT007849,C04673,ORD0113064,Account Issue,Medium,Product is damaged.,In Progress,Phone,2024-08-22 05:00:00,2024-08-25 17:00:00,E00533,
TKT007850,C06400,ORD0123896,Product Quality,Low,I received the wrong product.,Closed,WhatsApp,2024-12-14 05:00:00,2024-12-14 19:00:00,E01230,4.0
TKT007851,C04888,ORD0099824,Payment Problem,Medium,Product is damaged.,Resolved,Chat,2023-08-01 13:00:00,2023-08-02 02:00:00,E02408,
TKT007852,C05868,ORD0140882,Delivery Delay,High,I received the wrong product.,Closed,WhatsApp,2022-06-09 09:00:00,2022-06-11 22:00:00,E01305,5.0
TKT007853,C00140,ORD0069932,Product Quality,Medium,I received the wrong product.,In Progress,Phone,2024-11-27 08:00:00,2024-11-30 22:00:00,E01646,3.0
TKT007854,C03761,ORD0147889,Payment Problem,High,I want to return the item.,Resolved,Email,2022-08-08 09:00:00,2022-08-08 21:00:00,E00270,4.0
TKT007855,C09043,ORD0178307,Product Quality,Low,Discount coupon not applied.,Closed,Email,2022-12-17 08:00:00,2022-12-18 17:00:00,E00714,3.0
TKT007856,C01107,ORD0142976,Delivery Delay,Low,My order has not arrived yet.,Open,WhatsApp,2023-05-09 16:00:00,2023-05-14 04:00:00,E00833,4.0
TKT007857,C08864,ORD0063571,Delivery Delay,Critical,My order has not arrived yet.,Open,Phone,2023-10-10 10:00:00,2023-10-10 16:00:00,E01878,3.0
TKT007858,C09189,ORD0174661,Account Issue,Medium,The size I received is different from what I ordered.,Closed,Email,2024-08-23 00:00:00,2024-08-24 07:00:00,E02302,4.0
TKT007859,C02017,ORD0013762,Payment Problem,Medium,I received the wrong product.,Resolved,Email,2023-07-27 11:00:00,2023-08-01 04:00:00,E01000,5.0
TKT007860,C06877,ORD0088900,Wrong Item,Medium,Delivery is delayed.,Resolved,Chat,2023-05-22 10:00:00,2023-05-23 23:00:00,E01183,4.0
TKT007861,C04969,ORD0092169,Size Exchange,Critical,Product is damaged.,Closed,Chat,2023-10-08 19:00:00,2023-10-13 17:00:00,E00834,
TKT007862,C00732,ORD0119352,Wrong Item,High,Discount coupon not applied.,In Progress,WhatsApp,2022-05-12 20:00:00,2022-05-13 17:00:00,E00372,4.0
TKT007863,C06660,ORD0074420,Delivery Delay,Low,Product is damaged.,Resolved,Phone,2023-03-28 10:00:00,2023-04-02 03:00:00,E00592,4.0
TKT007864,C06041,ORD0133424,Return & Refund,High,Discount coupon not applied.,Resolved,Phone,2023-08-16 01:00:00,2023-08-16 05:00:00,E01213,4.0
TKT007865,C05845,ORD0070646,Account Issue,Medium,My order has not arrived yet.,Escalated,Email,2024-10-30 14:00:00,2024-11-03 12:00:00,E00756,3.0
TKT007866,C09970,ORD0069791,Size Exchange,Medium,The product quality is very poor.,In Progress,Phone,2024-08-22 23:00:00,2024-08-23 05:00:00,E01452,
TKT007867,C07992,ORD0007864,Size Exchange,High,My order has not arrived yet.,Resolved,Phone,2024-09-05 07:00:00,2024-09-08 12:00:00,E00959,4.0
TKT007868,C03355,ORD0181857,Account Issue,Medium,I need help with my account login.,In Progress,Chat,2022-01-06 20:00:00,2022-01-07 22:00:00,E01278,
TKT007869,C01130,ORD0086364,Product Quality,High,I want to return the item.,Resolved,Chat,2024-11-05 23:00:00,2024-11-09 10:00:00,E00986,3.0
TKT007870,C00956,ORD0117783,Delivery Delay,Medium,My payment was deducted but order not confirmed.,Open,WhatsApp,2024-01-14 06:00:00,2024-01-17 02:00:00,E01179,
TKT007871,C01933,ORD0003830,Order Issue,Medium,My order has not arrived yet.,In Progress,Chat,2022-01-16 08:00:00,2022-01-18 23:00:00,E02270,2.0
TKT007872,C05105,ORD0053425,Account Issue,Medium,I need help with my account login.,Closed,Chat,2024-12-15 16:00:00,2024-12-19 21:00:00,E00654,3.0
TKT007873,C00722,ORD0034429,Wrong Item,Medium,Discount coupon not applied.,Resolved,Phone,2024-03-11 01:00:00,2024-03-13 21:00:00,E01302,
TKT007874,C09959,ORD0050272,Order Issue,Medium,The size I received is different from what I ordered.,In Progress,Chat,2023-02-27 13:00:00,2023-03-03 21:00:00,E00167,
TKT007875,C02107,ORD0181542,Delivery Delay,Medium,Delivery is delayed.,Open,WhatsApp,2022-02-05 18:00:00,2022-02-08 00:00:00,E00143,
TKT007876,C04582,ORD0002332,Wrong Item,Low,Discount coupon not applied.,Resolved,WhatsApp,2022-08-23 20:00:00,2022-08-27 09:00:00,E02294,
TKT007877,C05046,ORD0006054,Order Issue,Critical,I received the wrong product.,Resolved,Phone,2023-12-21 06:00:00,2023-12-23 20:00:00,E00511,3.0
TKT007878,C09178,ORD0085744,Delivery Delay,Low,Discount coupon not applied.,In Progress,WhatsApp,2024-05-10 03:00:00,2024-05-13 23:00:00,E00433,5.0
TKT007879,C02544,ORD0154372,Wrong Item,High,Discount coupon not applied.,Escalated,Chat,2023-12-20 05:00:00,2023-12-21 17:00:00,E02452,3.0
TKT007880,C03795,ORD0020523,Delivery Delay,Critical,The product quality is very poor.,In Progress,WhatsApp,2024-07-17 05:00:00,2024-07-21 11:00:00,E01105,5.0
TKT007881,C07877,ORD0159272,Account Issue,Medium,The product quality is very poor.,Resolved,Email,2023-05-16 14:00:00,2023-05-17 04:00:00,E01621,
TKT007882,C07911,ORD0044295,Payment Problem,Medium,My order has not arrived yet.,Resolved,Phone,2024-07-08 10:00:00,2024-07-10 01:00:00,E02053,4.0
TKT007883,C02763,ORD0006837,Account Issue,Low,I received the wrong product.,Resolved,Email,2022-12-10 16:00:00,2022-12-13 04:00:00,E01609,5.0
TKT007884,C05622,ORD0114485,Order Issue,Medium,Delivery is delayed.,Open,Phone,2024-12-13 16:00:00,2024-12-15 11:00:00,E01940,2.0
TKT007885,C00362,ORD0010505,Delivery Delay,Medium,My payment was deducted but order not confirmed.,Closed,WhatsApp,2022-08-25 09:00:00,2022-08-25 21:00:00,E01824,5.0
TKT007886,C01461,ORD0165729,Product Quality,Low,Product is damaged.,Resolved,Email,2022-07-02 00:00:00,2022-07-03 16:00:00,E01079,1.0
TKT007887,C05449,ORD0022606,Payment Problem,Medium,Delivery is delayed.,Resolved,WhatsApp,2024-07-19 18:00:00,2024-07-22 17:00:00,E02192,4.0
TKT007888,C03064,ORD0134362,Delivery Delay,Medium,The size I received is different from what I ordered.,In Progress,Chat,2024-09-22 06:00:00,2024-09-25 14:00:00,E00123,4.0
TKT007889,C09125,ORD0042419,Account Issue,Medium,Product is damaged.,Resolved,Chat,2024-06-28 13:00:00,2024-07-01 19:00:00,E01521,
TKT007890,C09136,ORD0034915,Wrong Item,Low,My order has not arrived yet.,Resolved,Phone,2022-08-05 04:00:00,2022-08-05 18:00:00,E01755,4.0
TKT007891,C02011,ORD0125608,Return & Refund,Medium,I need help with my account login.,In Progress,Chat,2022-02-19 07:00:00,2022-02-24 07:00:00,E00382,4.0
TKT007892,C02780,ORD0001836,Order Issue,Medium,The product quality is very poor.,Resolved,Email,2022-07-30 00:00:00,2022-08-03 11:00:00,E00969,4.0
TKT007893,C09017,ORD0103304,Size Exchange,Critical,I received the wrong product.,Resolved,Email,2022-06-07 00:00:00,2022-06-07 01:00:00,E01016,5.0
TKT007894,C07908,ORD0013852,Account Issue,Critical,I received the wrong product.,Open,Email,2022-07-06 10:00:00,2022-07-08 21:00:00,E02262,2.0
TKT007895,C08063,ORD0183492,Payment Problem,Low,The product quality is very poor.,Resolved,Chat,2023-09-04 18:00:00,2023-09-08 06:00:00,E00552,2.0
TKT007896,C05828,ORD0023148,Payment Problem,Low,My order has not arrived yet.,Resolved,Email,2022-08-17 02:00:00,2022-08-17 07:00:00,E00861,4.0
TKT007897,C08186,ORD0026194,Size Exchange,Medium,My payment was deducted but order not confirmed.,Closed,Phone,2023-08-05 07:00:00,2023-08-08 20:00:00,E00982,5.0
TKT007898,C07345,ORD0065467,Order Issue,Medium,The product quality is very poor.,Open,Chat,2022-02-20 23:00:00,2022-02-24 10:00:00,E02000,3.0
TKT007899,C04148,ORD0026521,Return & Refund,Low,I want to return the item.,Open,WhatsApp,2024-10-20 12:00:00,2024-10-21 01:00:00,E01097,
TKT007900,C07698,ORD0018931,Account Issue,High,My order has not arrived yet.,In Progress,WhatsApp,2024-03-01 11:00:00,2024-03-02 12:00:00,E00910,2.0
TKT007901,C01999,ORD0001616,Order Issue,High,Delivery is delayed.,Closed,WhatsApp,2022-02-02 16:00:00,2022-02-07 00:00:00,E01951,2.0
TKT007902,C08588,ORD0067871,Size Exchange,Low,My order has not arrived yet.,In Progress,Email,2022-03-27 03:00:00,2022-03-31 18:00:00,E00433,4.0
TKT007903,C04812,ORD0123785,Order Issue,Medium,My payment was deducted but order not confirmed.,Resolved,Email,2024-06-29 10:00:00,2024-07-04 03:00:00,E01426,
TKT007904,C06373,ORD0008846,Account Issue,Critical,My payment was deducted but order not confirmed.,Closed,WhatsApp,2024-02-11 05:00:00,2024-02-14 04:00:00,E00452,5.0
TKT007905,C06599,ORD0046792,Return & Refund,Critical,Delivery is delayed.,Resolved,Chat,2023-03-20 21:00:00,2023-03-21 04:00:00,E02294,
TKT007906,C05027,ORD0118642,Size Exchange,Medium,I received the wrong product.,Resolved,Email,2024-07-25 10:00:00,2024-07-30 04:00:00,E02047,
TKT007907,C09091,ORD0169033,Return & Refund,High,The product quality is very poor.,Resolved,Email,2024-02-06 07:00:00,2024-02-07 17:00:00,E00686,5.0
TKT007908,C04317,ORD0088600,Account Issue,Low,I received the wrong product.,Resolved,Email,2024-01-05 09:00:00,2024-01-10 02:00:00,E01782,
TKT007909,C04050,ORD0048132,Wrong Item,Medium,Delivery is delayed.,In Progress,Chat,2022-08-30 21:00:00,2022-08-31 09:00:00,E01581,
TKT007910,C02789,ORD0046208,Account Issue,Low,I want to return the item.,In Progress,Email,2022-03-02 21:00:00,2022-03-04 19:00:00,E00274,
TKT007911,C04328,ORD0183825,Product Quality,Medium,Discount coupon not applied.,Resolved,Chat,2023-11-25 07:00:00,2023-11-29 21:00:00,E00155,4.0
TKT007912,C04014,ORD0196814,Delivery Delay,Medium,I want to return the item.,Resolved,Email,2023-10-17 08:00:00,2023-10-18 12:00:00,E01405,3.0
TKT007913,C06122,ORD0031353,Return & Refund,Medium,Discount coupon not applied.,Resolved,Phone,2023-08-12 11:00:00,2023-08-15 23:00:00,E00423,5.0
TKT007914,C01603,ORD0166568,Order Issue,Medium,I want to return the item.,Resolved,WhatsApp,2022-04-29 20:00:00,2022-05-01 03:00:00,E01201,5.0
TKT007915,C09389,ORD0000553,Wrong Item,High,My order has not arrived yet.,Resolved,WhatsApp,2024-05-20 17:00:00,2024-05-23 22:00:00,E00233,5.0
TKT007916,C09805,ORD0187101,Payment Problem,Medium,My order has not arrived yet.,In Progress,Chat,2024-05-10 10:00:00,2024-05-13 08:00:00,E00388,1.0
TKT007917,C02143,ORD0173298,Return & Refund,Medium,The product quality is very poor.,Resolved,WhatsApp,2023-01-13 00:00:00,2023-01-15 01:00:00,E00684,3.0
TKT007918,C07924,ORD0004955,Size Exchange,Medium,I received the wrong product.,In Progress,Chat,2024-12-09 10:00:00,2024-12-10 11:00:00,E00831,5.0
TKT007919,C02739,ORD0009414,Product Quality,High,I received the wrong product.,Resolved,Phone,2023-08-29 03:00:00,2023-08-30 15:00:00,E02425,
TKT007920,C03905,ORD0017055,Return & Refund,Medium,Product is damaged.,Resolved,Phone,2023-10-18 12:00:00,2023-10-22 19:00:00,E01082,3.0
TKT007921,C08333,ORD0135212,Product Quality,Low,I want to return the item.,Closed,Phone,2024-03-26 05:00:00,2024-03-30 10:00:00,E02481,5.0
TKT007922,C00731,ORD0168669,Payment Problem,Medium,My order has not arrived yet.,Open,WhatsApp,2024-11-22 21:00:00,2024-11-24 01:00:00,E02104,5.0
TKT007923,C08305,ORD0161786,Delivery Delay,Low,My order has not arrived yet.,Resolved,Phone,2023-11-25 09:00:00,2023-11-26 09:00:00,E02406,4.0
TKT007924,C09685,ORD0159378,Order Issue,Medium,The size I received is different from what I ordered.,Resolved,Phone,2022-07-01 07:00:00,2022-07-02 09:00:00,E01445,5.0
TKT007925,C02818,ORD0163171,Account Issue,Critical,My order has not arrived yet.,Resolved,Chat,2022-08-28 18:00:00,2022-08-29 14:00:00,E01374,
TKT007926,C08616,ORD0019100,Payment Problem,High,I received the wrong product.,Resolved,Chat,2024-11-03 14:00:00,2024-11-03 17:00:00,E00174,4.0
TKT007927,C03615,ORD0192846,Return & Refund,Low,Delivery is delayed.,Resolved,Phone,2024-11-03 16:00:00,2024-11-04 02:00:00,E00505,4.0
TKT007928,C00848,ORD0042222,Product Quality,Medium,The product quality is very poor.,In Progress,Chat,2024-01-19 08:00:00,2024-01-20 06:00:00,E01726,
TKT007929,C03365,ORD0133922,Size Exchange,Medium,Product is damaged.,Closed,WhatsApp,2024-06-29 16:00:00,2024-06-30 20:00:00,E01073,5.0
TKT007930,C09007,ORD0119669,Wrong Item,Medium,The product quality is very poor.,Resolved,Email,2023-06-28 12:00:00,2023-07-02 09:00:00,E02185,4.0
TKT007931,C00299,ORD0017406,Payment Problem,Low,The size I received is different from what I ordered.,Resolved,Chat,2023-04-04 18:00:00,2023-04-09 18:00:00,E00716,4.0
TKT007932,C09390,ORD0145941,Delivery Delay,Low,Discount coupon not applied.,In Progress,Email,2022-03-14 23:00:00,2022-03-18 19:00:00,E01562,3.0
TKT007933,C06476,ORD0000238,Product Quality,Medium,My order has not arrived yet.,Resolved,Email,2022-12-19 03:00:00,2022-12-19 18:00:00,E01486,4.0
TKT007934,C05456,ORD0038861,Size Exchange,Medium,I want to return the item.,In Progress,Phone,2022-01-11 11:00:00,2022-01-11 13:00:00,E01584,4.0
TKT007935,C07273,ORD0093410,Delivery Delay,Low,My order has not arrived yet.,Resolved,WhatsApp,2023-04-28 00:00:00,2023-05-01 13:00:00,E02105,4.0
TKT007936,C03007,ORD0166918,Order Issue,Critical,The product quality is very poor.,Closed,Chat,2022-06-25 17:00:00,2022-06-26 09:00:00,E02135,4.0
TKT007937,C01988,ORD0035703,Delivery Delay,High,I need help with my account login.,In Progress,Email,2024-03-10 18:00:00,2024-03-11 08:00:00,E01606,4.0
TKT007938,C01037,ORD0095957,Order Issue,Medium,Delivery is delayed.,Escalated,WhatsApp,2024-01-31 22:00:00,2024-02-05 01:00:00,E00811,4.0
TKT007939,C09556,ORD0026306,Return & Refund,Low,I need help with my account login.,Resolved,Phone,2023-06-09 16:00:00,2023-06-12 03:00:00,E00262,
TKT007940,C09412,ORD0191744,Wrong Item,High,Delivery is delayed.,Resolved,Phone,2024-10-14 07:00:00,2024-10-19 01:00:00,E01927,
TKT007941,C00720,ORD0130988,Wrong Item,High,My order has not arrived yet.,Resolved,Phone,2023-09-22 17:00:00,2023-09-24 03:00:00,E02083,5.0
TKT007942,C02365,ORD0110825,Return & Refund,Critical,My payment was deducted but order not confirmed.,In Progress,Email,2022-11-25 15:00:00,2022-11-29 10:00:00,E01887,
TKT007943,C04349,ORD0018275,Wrong Item,High,My order has not arrived yet.,Closed,WhatsApp,2022-12-30 22:00:00,2023-01-03 06:00:00,E02186,5.0
TKT007944,C06010,ORD0161552,Account Issue,Low,The size I received is different from what I ordered.,Resolved,WhatsApp,2023-10-21 00:00:00,2023-10-25 08:00:00,E01951,4.0
TKT007945,C07403,ORD0123862,Delivery Delay,Medium,My payment was deducted but order not confirmed.,Resolved,Email,2024-08-08 10:00:00,2024-08-12 13:00:00,E01963,5.0
TKT007946,C05687,ORD0064277,Delivery Delay,High,My order has not arrived yet.,In Progress,Phone,2023-02-28 18:00:00,2023-03-04 01:00:00,E02338,
TKT007947,C05451,ORD0110618,Return & Refund,Medium,The size I received is different from what I ordered.,Resolved,Phone,2023-11-30 12:00:00,2023-12-03 06:00:00,E00708,1.0
TKT007948,C07155,ORD0019375,Order Issue,Medium,Delivery is delayed.,Resolved,Chat,2024-01-23 11:00:00,2024-01-27 01:00:00,E00754,
TKT007949,C07784,ORD0143812,Wrong Item,Low,I need help with my account login.,Resolved,Email,2023-11-13 14:00:00,2023-11-16 00:00:00,E01990,4.0
TKT007950,C04392,ORD0132467,Delivery Delay,Low,I want to return the item.,Open,Email,2022-01-01 22:00:00,2022-01-02 19:00:00,E00147,
TKT007951,C06841,ORD0115081,Size Exchange,Medium,My payment was deducted but order not confirmed.,Escalated,Phone,2024-01-04 09:00:00,2024-01-05 05:00:00,E01173,
TKT007952,C08662,ORD0102978,Delivery Delay,Critical,My order has not arrived yet.,In Progress,Phone,2023-12-06 15:00:00,2023-12-07 17:00:00,E01615,5.0
TKT007953,C00641,ORD0165781,Payment Problem,Low,My order has not arrived yet.,Resolved,Phone,2023-05-03 11:00:00,2023-05-07 18:00:00,E00323,
TKT007954,C07918,ORD0149746,Product Quality,Medium,Discount coupon not applied.,Resolved,Chat,2023-05-09 12:00:00,2023-05-09 19:00:00,E00918,3.0
TKT007955,C08387,ORD0104976,Return & Refund,High,The size I received is different from what I ordered.,Resolved,WhatsApp,2024-12-08 18:00:00,2024-12-11 16:00:00,E01433,
TKT007956,C07390,ORD0138880,Order Issue,Medium,I received the wrong product.,Closed,WhatsApp,2022-08-31 21:00:00,2022-09-02 16:00:00,E01765,
TKT007957,C03724,ORD0150212,Account Issue,Medium,I need help with my account login.,Open,Phone,2023-03-22 02:00:00,2023-03-22 17:00:00,E00347,4.0
TKT007958,C01132,ORD0087743,Size Exchange,Medium,Delivery is delayed.,Resolved,Email,2024-03-26 09:00:00,2024-03-30 09:00:00,E02475,4.0
TKT007959,C00400,ORD0070459,Wrong Item,Critical,I want to return the item.,Resolved,Email,2024-03-25 04:00:00,2024-03-25 09:00:00,E00333,3.0
TKT007960,C05437,ORD0047788,Account Issue,Medium,The product quality is very poor.,Resolved,Phone,2022-12-29 19:00:00,2023-01-03 08:00:00,E02349,5.0
TKT007961,C07648,ORD0140640,Product Quality,Medium,My order has not arrived yet.,Resolved,Phone,2022-06-03 20:00:00,2022-06-07 05:00:00,E00905,4.0
TKT007962,C08599,ORD0168485,Delivery Delay,Medium,My order has not arrived yet.,Resolved,Chat,2022-09-14 09:00:00,2022-09-17 02:00:00,E01207,4.0
TKT007963,C09269,ORD0099112,Product Quality,Medium,Product is damaged.,Resolved,Chat,2023-12-08 04:00:00,2023-12-10 15:00:00,E01442,
TKT007964,C07488,ORD0116950,Account Issue,Medium,The size I received is different from what I ordered.,In Progress,Email,2023-11-26 23:00:00,2023-11-27 06:00:00,E02253,
TKT007965,C05296,ORD0091758,Delivery Delay,Low,Product is damaged.,Resolved,WhatsApp,2024-06-14 19:00:00,2024-06-19 17:00:00,E01056,5.0
TKT007966,C06317,ORD0085447,Order Issue,High,My payment was deducted but order not confirmed.,Escalated,Email,2024-07-02 21:00:00,2024-07-06 15:00:00,E00011,3.0
TKT007967,C07891,ORD0019993,Payment Problem,Medium,I want to return the item.,In Progress,Email,2023-12-12 18:00:00,2023-12-14 13:00:00,E00070,3.0
TKT007968,C09421,ORD0011381,Order Issue,Low,My order has not arrived yet.,Resolved,Phone,2023-10-16 22:00:00,2023-10-21 08:00:00,E01243,
TKT007969,C06353,ORD0130450,Payment Problem,High,The product quality is very poor.,Resolved,Phone,2022-02-09 16:00:00,2022-02-11 08:00:00,E01038,3.0
TKT007970,C04060,ORD0107427,Account Issue,Low,My order has not arrived yet.,Resolved,Email,2022-11-30 05:00:00,2022-12-01 13:00:00,E02158,
TKT007971,C08481,ORD0009847,Product Quality,Medium,The product quality is very poor.,Resolved,WhatsApp,2024-08-28 13:00:00,2024-09-01 23:00:00,E01055,4.0
TKT007972,C03020,ORD0176325,Product Quality,Medium,Delivery is delayed.,Closed,Phone,2023-04-14 02:00:00,2023-04-16 21:00:00,E00142,4.0
TKT007973,C03261,ORD0159056,Wrong Item,Low,The product quality is very poor.,Resolved,WhatsApp,2023-03-03 07:00:00,2023-03-04 12:00:00,E01038,
TKT007974,C04411,ORD0034415,Delivery Delay,Medium,Discount coupon not applied.,Closed,Phone,2024-11-28 07:00:00,2024-11-29 16:00:00,E00779,3.0
TKT007975,C02223,ORD0154971,Account Issue,Medium,The product quality is very poor.,Closed,WhatsApp,2022-07-17 02:00:00,2022-07-18 14:00:00,E00935,2.0
