order_id,customer_id,product_id,store_id,quantity,unit_price,total_amount,order_date,estimated_delivery,actual_delivery,status,delivery_city,shipping_fee
ORD0057763,C05298,P03509,S0102,3,2442,7326,2024-01-18,2024-01-28,2024-01-28,Delivered,Chandigarh,0
ORD0057764,C09772,P01554,S0130,3,444,1332,2023-11-08,2023-11-13,2023-11-16,Shipped,Nagpur,99
ORD0057765,C02107,P00352,S0032,3,2509,7527,2023-08-19,2023-08-24,2023-08-27,Delivered,Chandigarh,49
ORD0057766,C09905,P03290,S0104,2,2011,4022,2023-10-06,2023-10-14,2023-10-16,Returned,Hyderabad,49
ORD0057767,C02324,P00399,S0115,2,415,830,2023-01-09,2023-01-12,2023-01-13,Returned,Delhi,49
ORD0057768,C04044,P01486,S0027,1,259,259,2022-06-30,2022-07-02,2022-07-01,Delivered,Bengaluru,0
ORD0057769,C09799,P04423,S0080,3,3288,9864,2023-07-24,2023-07-28,2023-07-30,Delivered,Chandigarh,49
ORD0057770,C05608,P03054,S0094,2,10726,21452,2022-07-15,2022-07-17,2022-07-16,Delivered,Kolkata,49
ORD0057771,C00009,P01045,S0098,2,14265,28530,2023-08-16,2023-08-21,2023-08-21,Delivered,Bengaluru,0
ORD0057772,C02030,P03491,S0133,3,482,1446,2024-04-19,2024-04-25,2024-04-29,Delivered,Bengaluru,49
ORD0057773,C04208,P03888,S0112,2,1219,2438,2022-10-10,2022-10-20,2022-10-24,Shipped,Surat,99
ORD0057774,C08426,P03799,S0070,3,5516,16548,2023-10-25,2023-10-29,2023-10-29,Delivered,Delhi,49
ORD0057775,C01572,P00047,S0110,1,1354,1354,2023-03-19,2023-03-24,2023-03-26,Confirmed,Pune,49
ORD0057776,C09818,P03863,S0063,1,1944,1944,2022-07-29,2022-08-01,2022-08-06,Shipped,Pune,49
ORD0057777,C06316,P01141,S0012,2,5820,11640,2024-01-20,2024-01-26,2024-01-25,Delivered,Bengaluru,99
ORD0057778,C06916,P02182,S0148,1,3635,3635,2023-11-28,2023-11-30,2023-12-05,Delivered,Agra,0
ORD0057779,C00808,P01972,S0099,3,3259,9777,2022-11-16,2022-11-20,2022-11-19,Delivered,Bhopal,49
ORD0057780,C07116,P02858,S0062,1,918,918,2023-02-16,2023-02-26,2023-03-03,Delivered,Kochi,0
ORD0057781,C01840,P00495,S0067,1,806,806,2024-01-26,2024-01-31,2024-02-04,Delivered,Nagpur,0
ORD0057782,C05416,P01488,,1,2518,2518,2024-11-22,2024-12-01,2024-11-30,Delivered,Ahmedabad,99
ORD0057783,C02962,P01504,S0036,3,6433,19299,2022-03-30,2022-04-09,2022-04-08,Delivered,Chennai,49
ORD0057784,C06203,P03615,S0036,3,4013,12039,2022-11-23,2022-11-28,2022-11-27,Delivered,Delhi,0
ORD0057785,C01581,P03888,S0030,3,1219,3657,2023-03-13,2023-03-21,2023-03-26,Delivered,Indore,0
ORD0057786,C06383,P00384,S0022,3,4310,12930,2024-02-25,2024-03-03,2024-03-06,Delivered,Bengaluru,0
ORD0057787,C00507,P02191,S0062,3,2419,7257,2022-02-24,2022-03-02,2022-03-03,Delivered,Bhopal,49
ORD0057788,C01368,P03148,S0002,1,2155,2155,2023-08-15,2023-08-23,2023-08-28,Delivered,Pune,0
ORD0057789,C02207,P03824,S0150,1,1224,1224,2024-02-17,2024-02-25,2024-02-28,Delivered,Kochi,49
ORD0057790,C01721,P00919,S0127,1,4997,4997,2022-01-16,2022-01-26,2022-01-31,Delivered,Lucknow,0
ORD0057791,C03955,P01892,S0011,3,4968,14904,2024-05-19,2024-05-23,2024-05-22,Cancelled,Vadodara,0
ORD0057792,C09534,P04967,S0023,1,4359,4359,2024-05-04,2024-05-08,2024-05-07,Delivered,Ahmedabad,49
ORD0057793,C00279,P01697,S0113,1,272,272,2023-01-27,2023-02-02,2023-02-06,Delivered,Bhopal,99
ORD0057794,C05286,P01801,S0014,2,6829,13658,2023-09-21,2023-09-25,2023-09-26,Delivered,Agra,0
ORD0057795,C06922,P00495,S0089,3,806,2418,2024-11-09,2024-11-17,2024-11-17,Delivered,Patna,0
ORD0057796,C06290,P03928,S0129,3,2505,7515,2024-12-05,2024-12-12,2024-12-12,Delivered,Bengaluru,0
ORD0057797,C05658,P03977,S0082,3,10646,31938,2022-04-18,2022-04-25,2022-04-24,Delivered,Vadodara,0
ORD0057798,C05112,P01132,S0138,2,4584,9168,2023-12-19,2023-12-22,2023-12-23,Confirmed,Chennai,0
ORD0057799,C06169,P03020,S0037,3,4379,13137,2023-11-04,2023-11-07,2023-11-11,Confirmed,Surat,49
ORD0057800,C07524,P01398,S0105,1,501,501,2023-03-06,2023-03-16,2023-03-15,Delivered,Surat,99
ORD0057801,C09191,P04428,S0089,1,402,402,2023-08-06,2023-08-11,2023-08-13,Delivered,Surat,49
ORD0057802,C07963,P03759,S0107,1,3147,3147,2022-02-21,2022-02-24,2022-03-01,Cancelled,Agra,49
ORD0057803,C04382,P02131,S0013,1,455,455,2022-09-30,2022-10-04,2022-10-05,Delivered,Mumbai,49
ORD0057804,C02029,P02764,S0024,2,2792,5584,2024-02-04,2024-02-13,2024-02-16,Placed,Kochi,0
ORD0057805,C04192,P01110,,1,3925,3925,2022-08-22,2022-08-24,2022-08-25,Delivered,Jaipur,99
ORD0057806,C06097,P02172,S0070,1,6749,6749,2024-03-16,2024-03-20,2024-03-23,Delivered,Chennai,0
ORD0057807,C07858,P04379,S0095,1,482,482,2024-07-15,2024-07-25,2024-07-29,Delivered,Chennai,0
ORD0057808,C09963,P04967,S0063,1,4359,4359,2022-08-13,2022-08-19,2022-08-18,Delivered,Kochi,0
ORD0057809,C07881,P04986,S0110,1,2616,2616,2024-03-22,2024-04-01,2024-04-03,Delivered,Jaipur,0
ORD0057810,C06257,P03179,S0120,1,9288,9288,2024-09-17,2024-09-25,2024-09-29,Delivered,Kochi,0
ORD0057811,C07628,P04945,S0125,3,6356,19068,2024-05-30,2024-06-02,2024-06-06,Shipped,Chandigarh,49
ORD0057812,C03647,P00911,S0019,2,4939,9878,2022-07-04,2022-07-10,2022-07-14,Returned,Hyderabad,0
ORD0057813,C08492,P03770,S0107,2,3954,7908,2024-02-04,2024-02-12,2024-02-14,Delivered,Vadodara,49
ORD0057814,C06284,P00169,S0123,2,699,1398,2024-07-04,2024-07-13,2024-07-18,Delivered,Bhopal,0
ORD0057815,C07580,P01705,S0085,1,2999,2999,2023-02-16,2023-02-21,2023-02-24,Cancelled,Bhopal,0
ORD0057816,C01176,P04427,S0083,1,191,191,2023-08-28,2023-08-31,2023-08-31,Delivered,Vadodara,49
ORD0057817,C04914,P03345,S0115,1,2724,2724,2023-08-18,2023-08-28,2023-09-02,Delivered,Bhopal,0
ORD0057818,C05018,P03213,S0045,2,1865,3730,2023-12-24,2023-12-30,2024-01-01,Delivered,Ludhiana,0
ORD0057819,C09599,P02216,S0104,2,7889,15778,2023-12-15,2023-12-24,2023-12-28,Delivered,Bengaluru,0
ORD0057820,C09850,P02038,S0039,2,12082,24164,2023-12-25,2023-12-28,2023-12-27,Delivered,Lucknow,49
ORD0057821,C05465,P00079,S0129,3,12296,36888,2022-06-25,2022-07-02,2022-07-03,Confirmed,Hyderabad,0
ORD0057822,C08461,P00796,S0087,2,3875,7750,2024-06-04,2024-06-08,2024-06-13,Delivered,Patna,0
ORD0057823,C08662,P04373,S0026,2,2317,4634,2024-05-21,2024-05-23,2024-05-28,Delivered,Delhi,0
ORD0057824,C08090,P03049,S0032,3,10326,30978,2024-06-25,2024-07-03,2024-07-03,Delivered,Lucknow,0
ORD0057825,C04998,P00184,S0083,3,640,1920,2024-07-26,2024-07-28,2024-07-28,Delivered,Nagpur,0
ORD0057826,C05830,P03529,S0143,3,1017,3051,2024-01-01,2024-01-04,2024-01-05,Delivered,Vadodara,49
ORD0057827,C07808,P02035,S0110,2,3218,6436,2024-09-25,2024-10-02,2024-10-04,Cancelled,Indore,0
ORD0057828,C09374,P04239,S0053,1,3643,3643,2022-11-20,2022-11-24,2022-11-24,Delivered,Bhopal,49
ORD0057829,C04905,P00445,S0002,1,4366,4366,2023-04-09,2023-04-18,2023-04-23,Delivered,Jaipur,49
ORD0057830,C01543,P01051,S0109,2,748,1496,2022-09-29,2022-10-04,2022-10-05,Delivered,Nagpur,0
ORD0057831,C01261,P02632,S0036,3,4921,14763,2024-05-08,2024-05-16,2024-05-16,Delivered,Patna,49
ORD0057832,C03629,P01110,S0023,3,3925,11775,2024-07-21,2024-07-29,2024-07-30,Delivered,Lucknow,49
ORD0057833,C02212,P01739,S0010,3,3257,9771,2023-02-19,2023-02-21,2023-02-22,Delivered,Mumbai,0
ORD0057834,C07646,P04372,S0141,2,10658,21316,2022-01-27,2022-02-05,2022-02-10,Delivered,Nagpur,0
ORD0057835,C07467,P01719,S0101,1,2128,2128,2024-06-12,2024-06-18,2024-06-18,Delivered,Nagpur,99
ORD0057836,C01437,P02118,S0002,2,478,956,2022-05-04,2022-05-07,2022-05-08,Delivered,Patna,99
ORD0057837,C00789,P00173,S0086,2,4243,8486,2024-02-25,2024-03-05,2024-03-07,Delivered,Chandigarh,0
ORD0057838,C00287,P02479,S0026,3,8803,26409,2023-07-26,2023-07-31,2023-08-03,Shipped,Indore,0
ORD0057839,C06169,P04966,S0046,1,5652,5652,2022-10-25,2022-10-30,2022-10-29,Cancelled,Lucknow,0
ORD0057840,C09287,P01685,S0109,2,3412,6824,2022-06-04,2022-06-14,2022-06-14,Shipped,Surat,49
ORD0057841,C00060,P04193,S0008,3,4660,13980,2023-01-28,2023-02-03,2023-02-04,Confirmed,Pune,0
ORD0057842,C04680,P03600,S0098,1,2505,2505,2022-12-14,2022-12-20,2022-12-23,Delivered,Nagpur,49
ORD0057843,C04434,P04857,S0136,2,7120,14240,2024-08-24,2024-09-01,2024-09-06,Confirmed,Kochi,49
ORD0057844,C06946,P01444,S0024,2,1235,2470,2022-09-15,2022-09-18,2022-09-18,Delivered,Hyderabad,0
ORD0057845,C07037,P04309,S0049,1,249,249,2023-07-15,2023-07-25,2023-07-28,Delivered,Agra,49
ORD0057846,C02008,P03110,S0119,3,459,1377,2023-11-22,2023-11-25,2023-11-24,Delivered,Kolkata,49
ORD0057847,C05159,P00940,S0043,2,695,1390,2022-11-04,2022-11-10,2022-11-10,Delivered,Chennai,0
ORD0057848,C05812,P04688,S0039,2,1390,2780,2024-02-14,2024-02-18,2024-02-22,Delivered,Pune,0
ORD0057849,C01458,P01416,S0077,1,976,976,2022-05-10,2022-05-18,2022-05-19,Cancelled,Vadodara,0
ORD0057850,C09149,P03230,S0099,3,2909,8727,2022-10-25,2022-10-29,2022-11-02,Delivered,Chandigarh,99
ORD0057851,C01305,P02410,S0022,2,3493,6986,2024-11-25,2024-12-01,2024-11-30,Delivered,Surat,0
ORD0057852,C01669,P04138,S0095,2,1555,3110,2022-02-20,2022-02-27,2022-03-01,Delivered,Patna,49
ORD0057853,C05608,P02356,S0002,2,4965,9930,2024-12-26,2025-01-02,2025-01-03,Delivered,Bhopal,0
ORD0057854,C07047,P02531,S0013,2,4575,9150,2023-02-27,2023-03-03,2023-03-07,Placed,Jaipur,49
ORD0057855,C08098,P02957,S0076,2,2001,4002,2022-10-07,2022-10-09,2022-10-09,Delivered,Lucknow,0
ORD0057856,C00541,P00684,S0095,2,2922,5844,2022-08-09,2022-08-15,2022-08-15,Delivered,Patna,49
ORD0057857,C03483,P00028,S0041,1,5141,5141,2023-10-17,2023-10-26,2023-10-28,Delivered,Lucknow,99
ORD0057858,C01896,P03352,S0121,3,1203,3609,2022-05-23,2022-05-28,2022-05-27,Shipped,Surat,0
ORD0057859,C02458,P02630,S0052,1,286,286,2024-10-08,2024-10-17,2024-10-21,Delivered,Bhopal,49
ORD0057860,C09117,P00107,,2,420,840,2022-01-14,2022-01-24,2022-01-23,Delivered,Chennai,0
ORD0057861,C02387,P01013,S0110,3,4385,13155,2024-01-14,2024-01-16,2024-01-21,Delivered,Patna,0
ORD0057862,C04654,P03157,S0017,2,4029,8058,2024-07-10,2024-07-20,2024-07-19,Delivered,Patna,0
ORD0057863,C06276,P04700,S0038,1,136,136,2022-10-12,2022-10-21,2022-10-24,Cancelled,Jaipur,0
ORD0057864,C05917,P04443,S0070,3,2849,8547,2024-08-19,2024-08-24,2024-08-25,Delivered,Surat,99
ORD0057865,C05329,P00180,S0089,1,3295,3295,2024-12-26,2025-01-01,2025-01-01,Delivered,Kolkata,0
ORD0057866,C09406,P03219,S0145,3,345,1035,2024-01-31,2024-02-03,2024-02-05,Delivered,Pune,0
ORD0057867,C09407,P01729,S0020,1,1114,1114,2024-12-15,2024-12-23,2024-12-27,Delivered,Surat,99
ORD0057868,C06118,P02432,S0076,3,3215,9645,2023-10-04,2023-10-07,2023-10-09,Delivered,Kolkata,0
ORD0057869,C05809,P04019,S0052,1,680,680,2024-01-10,2024-01-16,2024-01-20,Delivered,Nagpur,0
ORD0057870,C07225,P00525,S0038,1,2303,2303,2022-12-02,2022-12-06,2022-12-06,Delivered,Hyderabad,49
ORD0057871,C07569,P00077,S0018,3,1952,5856,2022-09-03,2022-09-11,2022-09-11,Confirmed,Pune,49
ORD0057872,C05546,P02887,S0041,2,1364,2728,2022-11-04,2022-11-08,2022-11-09,Delivered,Pune,49
ORD0057873,C04918,P03012,S0036,1,7645,7645,2024-12-17,2024-12-24,2024-12-24,Delivered,Jaipur,0
ORD0057874,C07348,P04971,S0148,3,1703,5109,2023-11-27,2023-12-06,2023-12-10,Delivered,Chennai,0
ORD0057875,C05858,P03783,S0090,3,4997,14991,2022-06-27,2022-07-03,2022-07-03,Delivered,Bengaluru,0
ORD0057876,C08437,P03092,S0080,1,2843,2843,2024-11-25,2024-11-30,2024-12-04,Delivered,Ahmedabad,0
ORD0057877,C02904,P01326,S0101,2,9618,19236,2024-01-11,2024-01-14,2024-01-17,Delivered,Bengaluru,0
ORD0057878,C09168,P02954,S0145,2,4111,8222,2023-04-16,2023-04-24,2023-04-24,Delivered,Chandigarh,49
ORD0057879,C09214,P00055,S0145,1,5394,5394,2023-07-03,2023-07-05,2023-07-10,Delivered,Kochi,0
ORD0057880,C02360,P03635,S0133,1,6042,6042,2022-05-21,2022-05-25,2022-05-30,Delivered,Mumbai,49
ORD0057881,C09526,P01883,S0133,3,7495,22485,2024-09-10,2024-09-13,2024-09-16,Shipped,Indore,0
ORD0057882,C08033,P02816,S0037,3,2984,8952,2024-11-19,2024-11-25,2024-11-27,Delivered,Jaipur,99
ORD0057883,C04019,P01152,S0029,1,2443,2443,2023-11-02,2023-11-05,2023-11-05,Delivered,Surat,0
ORD0057884,C01207,P01775,S0065,1,3238,3238,2022-11-12,2022-11-18,2022-11-17,Delivered,Delhi,49
ORD0057885,C05414,P04738,S0078,1,785,785,2024-12-07,2024-12-14,2024-12-14,Delivered,Agra,0
ORD0057886,C05776,P04966,S0078,2,5652,11304,2023-08-13,2023-08-23,2023-08-23,Delivered,Jaipur,49
ORD0057887,C08481,P03327,S0133,1,6915,6915,2022-04-14,2022-04-20,2022-04-23,Returned,Mumbai,0
ORD0057888,C07645,P01701,S0109,3,1709,5127,2023-08-05,2023-08-08,2023-08-13,Placed,Surat,49
ORD0057889,C02260,P03494,S0049,3,683,2049,2023-01-05,2023-01-15,2023-01-15,Delivered,Mumbai,0
ORD0057890,C01215,P04763,S0149,2,3363,6726,2022-08-16,2022-08-26,2022-08-29,Delivered,Chennai,0
ORD0057891,C03575,P03187,S0145,3,3911,11733,2023-07-31,2023-08-07,2023-08-11,Delivered,Hyderabad,99
ORD0057892,C00307,P01817,S0119,3,4116,12348,2022-02-27,2022-03-08,2022-03-11,Delivered,Indore,49
ORD0057893,C06505,P01616,S0086,2,11258,22516,2023-07-06,2023-07-11,2023-07-11,Delivered,Nagpur,49
ORD0057894,C02402,P04313,S0091,1,2403,2403,2023-11-11,2023-11-16,2023-11-21,Shipped,Kolkata,0
ORD0057895,C08607,P04642,S0012,1,2780,2780,2023-02-09,2023-02-18,2023-02-23,Returned,Pune,0
ORD0057896,C00553,P04310,S0128,3,3880,11640,2023-12-14,2023-12-17,2023-12-17,Confirmed,Indore,49
ORD0057897,C08365,P01099,S0017,1,2597,2597,2022-08-04,2022-08-07,2022-08-08,Shipped,Kochi,0
ORD0057898,C06391,P01336,S0014,3,1578,4734,2024-04-11,2024-04-16,2024-04-21,Cancelled,Bengaluru,0
ORD0057899,C05012,P04560,S0052,1,3868,3868,2024-05-21,2024-05-26,2024-05-29,Delivered,Indore,0
ORD0057900,C07142,P00522,S0041,3,10924,32772,2024-03-03,2024-03-10,2024-03-15,Returned,Pune,0
ORD0057901,C09557,P03717,S0021,3,2477,7431,2022-03-05,2022-03-10,2022-03-10,Delivered,Delhi,49
ORD0057902,C04417,P02319,S0013,1,4082,4082,2023-10-15,2023-10-19,2023-10-21,Delivered,Bengaluru,49
ORD0057903,C09459,P04165,S0137,3,491,1473,2022-01-07,2022-01-15,2022-01-20,Delivered,Bengaluru,49
ORD0057904,C05803,P03173,S0022,1,3332,3332,2024-02-19,2024-02-26,2024-02-27,Delivered,Delhi,0
ORD0057905,C00063,P02157,S0085,3,2564,7692,2024-03-20,2024-03-23,2024-03-26,Shipped,Kolkata,49
ORD0057906,C03728,P04960,S0037,1,2406,2406,2024-02-24,2024-03-02,2024-03-06,Cancelled,Patna,0
ORD0057907,C00206,P04688,S0117,3,1390,4170,2022-07-16,2022-07-20,2022-07-23,Returned,Kolkata,0
ORD0057908,C00841,P00892,S0066,2,2162,4324,2023-07-13,2023-07-23,2023-07-28,Shipped,Nagpur,0
ORD0057909,C00772,P02538,S0043,3,612,1836,2024-02-27,2024-02-29,2024-02-28,Delivered,Surat,99
ORD0057910,C05524,P01187,S0018,1,3771,3771,2022-01-21,2022-01-24,2022-01-27,Returned,Kochi,0
ORD0057911,C09281,P04064,S0135,1,2874,2874,2023-02-19,2023-02-25,2023-02-25,Delivered,Lucknow,49
ORD0057912,C07560,P03807,S0059,2,3191,6382,2023-04-06,2023-04-10,2023-04-11,Delivered,Bhopal,99
ORD0057913,C09926,P04816,S0139,1,3679,3679,2023-01-08,2023-01-10,2023-01-11,Cancelled,Bhopal,49
ORD0057914,C05342,P03249,S0017,1,7752,7752,2022-01-23,2022-02-02,2022-02-05,Shipped,Agra,49
ORD0057915,C07206,P01221,S0100,1,898,898,2023-02-17,2023-02-25,2023-03-01,Cancelled,Ahmedabad,49
ORD0057916,C00971,P04446,S0088,2,7509,15018,2023-06-21,2023-06-29,2023-06-29,Delivered,Hyderabad,49
ORD0057917,C05114,P00951,S0142,1,2059,2059,2022-03-09,2022-03-16,2022-03-16,Confirmed,Indore,0
ORD0057918,C07933,P03803,S0045,3,1674,5022,2022-04-12,2022-04-20,2022-04-21,Delivered,Delhi,0
ORD0057919,C03991,P04454,S0095,2,3118,6236,2024-03-21,2024-03-24,2024-03-23,Delivered,Patna,49
ORD0057920,C00098,P04251,S0018,2,1928,3856,2024-04-28,2024-05-04,2024-05-04,Delivered,Chandigarh,0
ORD0057921,C06203,P01724,S0035,1,697,697,2024-06-02,2024-06-05,2024-06-04,Delivered,Mumbai,49
ORD0057922,C02477,P02822,S0011,3,3853,11559,2022-04-21,2022-04-26,2022-04-25,Shipped,Ahmedabad,0
ORD0057923,C06561,P01796,S0100,3,5645,16935,2023-02-12,2023-02-21,2023-02-22,Delivered,Ahmedabad,0
ORD0057924,C00335,P00631,S0040,2,3457,6914,2024-12-23,2024-12-31,2024-12-31,Shipped,Indore,0
ORD0057925,C07439,P02142,S0136,1,1148,1148,2023-09-14,2023-09-19,2023-09-18,Delivered,Kolkata,49
ORD0057926,C01904,P04843,S0148,3,333,999,2022-06-04,2022-06-09,2022-06-09,Cancelled,Indore,0
ORD0057927,C06297,P00691,S0003,1,250,250,2023-09-21,2023-10-01,2023-09-30,Delivered,Surat,0
ORD0057928,C09035,P00299,S0087,3,649,1947,2022-01-29,2022-02-02,2022-02-05,Delivered,Lucknow,0
ORD0057929,C01231,P02526,S0139,2,5638,11276,2023-09-04,2023-09-06,2023-09-11,Delivered,Bhopal,0
ORD0057930,C09437,P00434,S0078,1,123,123,2022-11-08,2022-11-10,2022-11-09,Delivered,Ludhiana,0
ORD0057931,C05464,P02269,S0035,1,11919,11919,2022-04-11,2022-04-15,2022-04-16,Delivered,Agra,99
ORD0057932,C04732,P04836,S0071,1,5643,5643,2023-12-05,2023-12-07,2023-12-10,Delivered,Bengaluru,0
ORD0057933,C04063,P01340,S0092,3,6710,20130,2022-11-15,2022-11-22,2022-11-24,Delivered,Vadodara,0
ORD0057934,C05104,P01967,S0134,1,879,879,2023-02-22,2023-02-28,2023-02-27,Returned,Delhi,49
ORD0057935,C05895,P03204,S0045,1,4938,4938,2023-10-30,2023-11-03,2023-11-03,Delivered,Vadodara,0
ORD0057936,C05382,P01545,S0071,3,9044,27132,2023-09-03,2023-09-09,2023-09-13,Delivered,Bhopal,49
ORD0057937,C01685,P03768,S0021,3,2476,7428,2022-09-27,2022-10-07,2022-10-07,Delivered,Chandigarh,0
ORD0057938,C05012,P04750,S0077,2,3790,7580,2022-12-09,2022-12-18,2022-12-17,Delivered,Bengaluru,0
ORD0057939,C00825,P02103,S0135,3,5854,17562,2023-04-07,2023-04-16,2023-04-15,Cancelled,Patna,0
ORD0057940,C07134,P03134,S0053,1,3397,3397,2023-09-04,2023-09-14,2023-09-15,Delivered,Indore,0
ORD0057941,C01370,P03732,S0135,3,9441,28323,2024-08-08,2024-08-12,2024-08-12,Shipped,Pune,0
ORD0057942,C00912,P01138,S0128,1,1014,1014,2023-02-09,2023-02-11,2023-02-11,Delivered,Kolkata,49
ORD0057943,C01879,P01515,S0007,2,10245,20490,2023-04-01,2023-04-08,2023-04-12,Delivered,Kochi,0
ORD0057944,C00810,P04662,S0104,3,389,1167,2022-10-02,2022-10-12,2022-10-17,Delivered,Lucknow,99
ORD0057945,C00569,P02501,S0004,3,665,1995,2024-10-06,2024-10-16,2024-10-18,Returned,Indore,0
ORD0057946,C09362,P00521,S0017,2,6184,12368,2022-01-02,2022-01-07,2022-01-12,Delivered,Pune,0
ORD0057947,C04588,P02176,S0009,1,1959,1959,2023-05-11,2023-05-21,2023-05-24,Delivered,Bhopal,49
ORD0057948,C09441,P04417,S0085,3,3501,10503,2022-05-23,2022-06-02,2022-06-04,Delivered,Delhi,49
ORD0057949,C01461,P03803,S0130,2,1674,3348,2022-06-25,2022-07-05,2022-07-07,Confirmed,Bengaluru,49
ORD0057950,C04094,P01176,S0139,2,6416,12832,2024-03-05,2024-03-08,2024-03-08,Cancelled,Jaipur,49
ORD0057951,C09136,P02172,S0137,3,6749,20247,2023-07-01,2023-07-06,2023-07-11,Returned,Kochi,0
ORD0057952,C01630,P00591,S0082,2,5333,10666,2022-11-17,2022-11-20,2022-11-23,Delivered,Vadodara,49
ORD0057953,C09673,P00851,S0087,2,369,738,2023-07-14,2023-07-20,2023-07-22,Delivered,Mumbai,0
ORD0057954,C02573,P02477,S0091,2,7154,14308,2024-05-22,2024-06-01,2024-06-02,Delivered,Surat,49
ORD0057955,C01914,P01603,S0088,2,12473,24946,2022-09-26,2022-10-02,2022-10-05,Delivered,Vadodara,99
ORD0057956,C01125,P01479,S0076,1,7836,7836,2024-06-03,2024-06-07,2024-06-07,Confirmed,Kolkata,49
ORD0057957,C07872,P03834,S0136,2,779,1558,2023-03-15,2023-03-20,2023-03-25,Shipped,Indore,0
ORD0057958,C01387,P01670,S0148,2,4652,9304,2023-07-06,2023-07-09,2023-07-11,Delivered,Agra,99
ORD0057959,C02663,P04862,S0146,3,686,2058,2024-11-27,2024-11-30,2024-12-02,Delivered,Indore,99
ORD0057960,C02286,P03185,S0098,1,1684,1684,2023-03-02,2023-03-11,2023-03-15,Delivered,Bengaluru,0
ORD0057961,C01412,P03498,S0092,3,4924,14772,2023-11-02,2023-11-10,2023-11-09,Returned,Jaipur,0
ORD0057962,C07236,P04529,S0050,1,897,897,2023-09-02,2023-09-08,2023-09-08,Delivered,Mumbai,0
ORD0057963,C00488,P04790,S0025,3,7781,23343,2022-02-24,2022-02-26,2022-02-27,Delivered,Vadodara,99
ORD0057964,C03232,P04493,S0116,1,7563,7563,2024-06-28,2024-07-02,2024-07-06,Shipped,Lucknow,0
ORD0057965,C04615,P03916,S0123,2,3123,6246,2023-04-12,2023-04-16,2023-04-19,Confirmed,Hyderabad,0
ORD0057966,C01037,P04534,S0056,1,1221,1221,2024-07-13,2024-07-18,2024-07-18,Delivered,Surat,0
ORD0057967,C06458,P01961,S0138,3,444,1332,2023-12-01,2023-12-04,2023-12-03,Cancelled,Agra,0
ORD0057968,C00512,P02441,S0144,2,2567,5134,2022-01-31,2022-02-06,2022-02-10,Confirmed,Indore,0
ORD0057969,C01268,P04524,S0091,1,10804,10804,2024-11-04,2024-11-10,2024-11-12,Shipped,Ahmedabad,0
ORD0057970,C06707,P00289,S0127,3,1772,5316,2023-11-24,2023-12-04,2023-12-07,Delivered,Lucknow,49
ORD0057971,C00427,P04152,S0077,3,1581,4743,2023-05-24,2023-06-03,2023-06-04,Delivered,Nagpur,0
ORD0057972,C07687,P02711,S0005,1,1031,1031,2022-06-11,2022-06-20,2022-06-19,Delivered,Hyderabad,49
ORD0057973,C04337,P04508,S0006,1,1482,1482,2023-10-07,2023-10-16,2023-10-16,Shipped,Kolkata,0
ORD0057974,C00999,P02445,S0150,1,418,418,2022-05-27,2022-06-05,2022-06-04,Delivered,Bhopal,0
ORD0057975,C09476,P04712,S0075,2,5185,10370,2022-09-10,2022-09-15,2022-09-18,Delivered,Agra,0
ORD0057976,C07019,P04977,S0069,1,1526,1526,2022-11-20,2022-11-22,2022-11-21,Delivered,Kolkata,0
ORD0057977,C09828,P01036,S0089,1,768,768,2022-07-12,2022-07-15,2022-07-16,Delivered,Surat,99
ORD0057978,C05420,P03519,S0144,3,2378,7134,2023-06-24,2023-06-30,2023-07-03,Delivered,Pune,49
ORD0057979,C09406,P03743,S0007,1,1193,1193,2024-03-24,2024-03-26,2024-03-25,Delivered,Chennai,0
ORD0057980,C08197,P03625,S0027,2,5138,10276,2024-11-19,2024-11-23,2024-11-27,Delivered,Agra,99
ORD0057981,C00171,P04929,S0124,1,1518,1518,2022-08-08,2022-08-10,2022-08-14,Delivered,Pune,49
ORD0057982,C03251,P02013,S0104,2,2846,5692,2023-10-23,2023-10-27,2023-10-28,Delivered,Nagpur,49
ORD0057983,C05973,P03969,S0028,3,14795,44385,2023-12-19,2023-12-28,2024-01-02,Delivered,Delhi,0
ORD0057984,C08455,P00208,S0120,2,1197,2394,2023-01-16,2023-01-20,2023-01-24,Delivered,Bengaluru,99
ORD0057985,C08194,P00457,S0032,2,2961,5922,2023-01-16,2023-01-23,2023-01-28,Confirmed,Surat,49
ORD0057986,C08611,P00926,S0088,1,6697,6697,2023-08-29,2023-09-06,2023-09-06,Shipped,Delhi,0
ORD0057987,C07253,P04581,S0139,1,2482,2482,2023-09-20,2023-09-28,2023-09-29,Delivered,Lucknow,0
ORD0057988,C00602,P03421,S0146,1,4197,4197,2022-05-28,2022-06-02,2022-06-02,Delivered,Pune,49
ORD0057989,C04599,P03509,S0064,1,2442,2442,2023-01-28,2023-02-06,2023-02-08,Cancelled,Hyderabad,0
ORD0057990,C07941,P02832,S0137,1,2425,2425,2024-06-13,2024-06-23,2024-06-25,Returned,Hyderabad,0
ORD0057991,C08086,P00118,S0039,3,11440,34320,2022-06-13,2022-06-21,2022-06-26,Shipped,Bhopal,49
ORD0057992,C01323,P01785,S0016,3,709,2127,2022-07-26,2022-08-05,2022-08-08,Shipped,Pune,0
ORD0057993,C05846,P04787,S0001,2,2973,5946,2023-11-13,2023-11-15,2023-11-16,Placed,Kochi,0
