return_id,order_id,customer_id,product_id,reason,return_date,refund_amount,status
RET010708,ORD0144764,C06154,P01012,Better Price Found,2022-11-18,13011.36,Refunded
RET010709,ORD0005245,C04587,P02677,Wrong Size,2023-04-26,2371.0,Requested
RET010710,ORD0163532,C07276,P02993,Defective Product,2023-08-08,2552.55,Approved
RET010711,ORD0111936,C07311,P02151,Wrong Item Delivered,2022-06-17,12412.54,Rejected
RET010712,ORD0077433,C08169,P03220,Wrong Size,2024-04-14,10147.02,Approved
RET010713,ORD0091727,C09855,P02922,Better Price Found,2023-01-05,30416.84,Refunded
RET010714,ORD0141860,C07936,P02416,Better Price Found,2022-03-23,1639.75,Refunded
RET010715,ORD0189715,C07407,P02597,Quality Issue,2024-04-25,32728.75,Refunded
RET010716,ORD0026918,C09667,P04286,Duplicate Order,2022-08-28,1440.3,Picked Up
RET010717,ORD0117239,C05199,P04198,Wrong Size,2022-10-22,7138.65,Approved
RET010718,ORD0138248,C04163,P04049,Duplicate Order,2024-01-10,2028.38,Refunded
RET010719,ORD0130021,C05254,P02930,Duplicate Order,2023-03-26,7516.94,Refunded
RET010720,ORD0147299,C05454,P01341,Not as Described,2024-11-25,39336.26,Refunded
RET010721,ORD0186077,C06194,P01897,Wrong Size,2022-01-14,19474.33,Picked Up
RET010722,ORD0151106,C04756,P04270,Better Price Found,2023-02-24,6841.97,Refunded
RET010723,ORD0180741,C04915,P03208,Defective Product,2024-07-23,8154.75,Refunded
RET010724,ORD0073426,C03555,P02822,Duplicate Order,2023-11-25,3411.59,Refunded
RET010725,ORD0146133,C03962,P04155,Defective Product,2023-08-24,4145.62,Picked Up
RET010726,ORD0023231,C05128,P02581,Wrong Size,2024-11-10,9555.14,Approved
RET010727,ORD0157993,C05166,P00394,Wrong Item Delivered,2024-05-29,2306.9,Picked Up
RET010728,ORD0047220,C00813,P04989,Wrong Size,2024-09-15,10669.79,Refunded
RET010729,ORD0149803,C08173,P02342,Wrong Item Delivered,2024-08-30,8486.11,Refunded
RET010730,ORD0133094,C09137,P01884,Changed Mind,2022-02-26,10610.21,Requested
RET010731,ORD0068073,C05953,P03655,Changed Mind,2024-07-04,6802.78,Refunded
RET010732,ORD0041529,C03679,P02769,Wrong Size,2024-11-26,2063.01,Rejected
RET010733,ORD0115697,C04230,P00016,Duplicate Order,2022-06-12,7158.27,Refunded
RET010734,ORD0066773,C06565,P04610,Better Price Found,2024-04-06,3163.03,Refunded
RET010735,ORD0177819,C00412,P00898,Wrong Item Delivered,2024-02-01,16164.78,Rejected
RET010736,ORD0031079,C02327,P04356,Defective Product,2022-03-21,20252.27,Refunded
RET010737,ORD0096026,C09129,P01679,Better Price Found,2024-01-14,3202.96,Approved
RET010738,ORD0178987,C06636,P01970,Duplicate Order,2024-08-31,483.87,Requested
RET010739,ORD0045637,C01568,P02007,Quality Issue,2022-10-13,958.62,Refunded
RET010740,ORD0124093,C00668,P01390,Wrong Item Delivered,2023-01-11,4990.18,Refunded
RET010741,ORD0005185,C02940,P00404,Changed Mind,2024-03-18,478.79,Refunded
RET010742,ORD0021047,C00655,P02720,Quality Issue,2022-06-17,2569.43,Approved
RET010743,ORD0196818,C06078,P04554,Wrong Item Delivered,2024-01-21,485.55,Picked Up
RET010744,ORD0065669,C01224,P00429,Better Price Found,2022-12-10,4533.69,Refunded
RET010745,ORD0023072,C02717,P02118,Changed Mind,2024-06-07,860.37,Approved
RET010746,ORD0032284,C08309,P02383,Duplicate Order,2023-11-05,716.83,Approved
RET010747,ORD0063082,C03541,P02564,Changed Mind,2022-06-27,640.23,Picked Up
RET010748,ORD0177398,C06177,P00839,Not as Described,2022-09-09,1745.89,Refunded
RET010749,ORD0025481,C02154,P00149,Not as Described,2024-06-24,2234.51,Approved
RET010750,ORD0157703,C08140,P04781,Duplicate Order,2022-06-02,3685.71,Rejected
RET010751,ORD0124919,C06954,P01085,Changed Mind,2024-01-02,2013.23,Refunded
RET010752,ORD0101490,C02444,P03281,Duplicate Order,2023-11-20,30270.96,Approved
RET010753,ORD0189046,C08323,P02768,Changed Mind,2023-02-18,7807.55,Refunded
RET010754,ORD0113225,C04637,P02981,Quality Issue,2022-08-17,2785.91,Rejected
RET010755,ORD0165404,C00775,P00007,Not as Described,2022-02-07,6339.4,Refunded
RET010756,ORD0058581,C09162,P03599,Wrong Item Delivered,2023-10-10,7502.06,Requested
RET010757,ORD0120490,C03252,P00193,Wrong Item Delivered,2022-07-14,1679.31,Approved
RET010758,ORD0069147,C02598,P01215,Better Price Found,2023-12-27,486.72,Refunded
RET010759,ORD0050819,C07169,P02493,Better Price Found,2023-05-18,305.54,Refunded
RET010760,ORD0060754,C06950,P03375,Wrong Item Delivered,2023-01-31,1853.25,Refunded
RET010761,ORD0006452,C07589,P03034,Changed Mind,2022-09-06,535.76,Requested
RET010762,ORD0095800,C04550,P01032,Changed Mind,2022-04-18,9278.62,Refunded
RET010763,ORD0000314,C02562,P03441,Duplicate Order,2024-11-13,606.83,Refunded
RET010764,ORD0171608,C04217,P01867,Better Price Found,2024-05-03,6325.99,Picked Up
RET010765,ORD0141194,C01375,P03348,Changed Mind,2023-02-12,3672.44,Requested
RET010766,ORD0116953,C05562,P00973,Not as Described,2023-02-04,4326.53,Rejected
RET010767,ORD0063231,C04356,P01667,Wrong Size,2023-01-21,32125.33,Approved
RET010768,ORD0164976,C00286,P00065,Not as Described,2023-12-22,1318.95,Rejected
RET010769,ORD0120981,C09385,P02379,Wrong Size,2022-12-24,1198.94,Refunded
RET010770,ORD0013542,C03069,P04729,Not as Described,2022-10-14,11254.67,Approved
RET010771,ORD0027588,C04166,P02059,Duplicate Order,2024-01-17,4930.44,Approved
RET010772,ORD0119274,C04887,P00591,Better Price Found,2024-02-28,9454.95,Rejected
RET010773,ORD0152923,C03688,P02156,Changed Mind,2022-06-23,5255.17,Picked Up
RET010774,ORD0010247,C03389,P00838,Defective Product,2023-01-27,3533.66,Refunded
RET010775,ORD0021967,C07579,P01456,Changed Mind,2023-03-25,2403.07,Picked Up
RET010776,ORD0109654,C03974,P03339,Quality Issue,2023-04-24,5098.29,Refunded
RET010777,ORD0139240,C05333,P03753,Changed Mind,2023-01-23,6881.94,Approved
RET010778,ORD0115552,C06521,P01024,Quality Issue,2023-09-12,2048.35,Picked Up
RET010779,ORD0151277,C00121,P04484,Not as Described,2022-08-08,516.04,Requested
RET010780,ORD0010295,C09595,P03024,Not as Described,2022-08-05,321.08,Approved
RET010781,ORD0013933,C07393,P04460,Quality Issue,2023-01-14,8009.93,Approved
RET010782,ORD0038349,C07293,P02133,Wrong Size,2022-06-07,585.31,Approved
RET010783,ORD0155770,C03513,P00995,Changed Mind,2022-06-25,1073.12,Approved
RET010784,ORD0046105,C09120,P00517,Duplicate Order,2023-03-07,4028.69,Approved
RET010785,ORD0052153,C07806,P03785,Not as Described,2023-01-28,5058.47,Approved
RET010786,ORD0027059,C04401,P02827,Duplicate Order,2024-07-16,2533.64,Picked Up
RET010787,ORD0008952,C08993,P04604,Duplicate Order,2023-11-13,969.73,Refunded
RET010788,ORD0100443,C02523,P02782,Wrong Item Delivered,2022-02-27,2600.15,Refunded
RET010789,ORD0037205,C06543,P04843,Wrong Item Delivered,2024-02-12,968.5,Refunded
RET010790,ORD0061912,C06862,P04179,Defective Product,2024-09-11,5509.6,Approved
RET010791,ORD0172872,C02293,P03857,Not as Described,2024-03-21,5773.76,Approved
RET010792,ORD0163829,C07861,P01397,Wrong Item Delivered,2022-12-27,2584.68,Refunded
RET010793,ORD0156831,C01917,P01875,Not as Described,2023-03-05,3279.16,Refunded
RET010794,ORD0094911,C03728,P03196,Defective Product,2022-08-09,1525.49,Picked Up
RET010795,ORD0146161,C07803,P00610,Better Price Found,2022-01-17,5128.48,Refunded
RET010796,ORD0171457,C03602,P04470,Defective Product,2023-01-13,3597.03,Requested
RET010797,ORD0002592,C04303,P00545,Quality Issue,2024-11-23,5440.36,Refunded
RET010798,ORD0072616,C03908,P00645,Changed Mind,2023-03-13,4871.88,Requested
RET010799,ORD0181051,C08431,P02256,Quality Issue,2024-04-15,7701.21,Approved
RET010800,ORD0168671,C03017,P04524,Defective Product,2024-01-11,19621.06,Refunded
RET010801,ORD0028723,C03299,P01053,Better Price Found,2024-05-29,6329.99,Refunded
RET010802,ORD0143337,C08456,P02082,Not as Described,2024-12-16,7243.4,Refunded
RET010803,ORD0067577,C07763,P00512,Changed Mind,2022-01-31,4057.86,Approved
RET010804,ORD0189762,C06177,P02083,Changed Mind,2022-11-26,3716.81,Refunded
RET010805,ORD0194998,C07448,P04134,Wrong Item Delivered,2024-12-15,15820.79,Refunded
RET010806,ORD0058687,C01611,P01943,Not as Described,2022-01-24,13124.25,Refunded
RET010807,ORD0064086,C05866,P02716,Quality Issue,2024-08-08,2215.17,Refunded
RET010808,ORD0176434,C00014,P04540,Quality Issue,2023-12-15,11874.59,Refunded
RET010809,ORD0001271,C04708,P00765,Better Price Found,2024-08-22,8012.12,Approved
RET010810,ORD0044292,C02470,P01836,Wrong Size,2023-01-23,1550.95,Refunded
RET010811,ORD0140091,C00338,P02836,Not as Described,2024-10-05,1136.74,Approved
RET010812,ORD0078068,C00568,P00232,Better Price Found,2024-06-26,1224.7,Refunded
RET010813,ORD0056518,C09861,P00416,Quality Issue,2024-01-04,8658.21,Refunded
RET010814,ORD0089945,C07705,P00013,Wrong Size,2023-06-14,14120.04,Picked Up
RET010815,ORD0021312,C06555,P03719,Not as Described,2022-04-24,5373.62,Refunded
RET010816,ORD0199729,C00694,P03580,Not as Described,2022-06-12,3629.44,Refunded
RET010817,ORD0067180,C01208,P02561,Quality Issue,2024-06-29,4017.13,Refunded
RET010818,ORD0098970,C03484,P04393,Wrong Size,2023-04-13,31894.12,Picked Up
RET010819,ORD0141267,C03679,P02474,Better Price Found,2023-10-28,8458.8,Refunded
RET010820,ORD0199674,C09449,P01922,Quality Issue,2022-11-23,9777.69,Refunded
RET010821,ORD0098618,C03079,P01942,Better Price Found,2024-05-19,9053.52,Picked Up
RET010822,ORD0048719,C02604,P01942,Quality Issue,2022-12-19,14048.35,Picked Up
RET010823,ORD0199315,C02214,P04728,Quality Issue,2023-06-22,4067.81,Approved
RET010824,ORD0174631,C02756,P01164,Changed Mind,2022-12-09,122.68,Picked Up
RET010825,ORD0146045,C01487,P04418,Wrong Item Delivered,2023-12-01,3471.57,Refunded
RET010826,ORD0132633,C05660,P02390,Quality Issue,2024-01-08,13304.47,Refunded
RET010827,ORD0072121,C00224,P00813,Not as Described,2023-01-10,5076.06,Requested
RET010828,ORD0119744,C00128,P00304,Duplicate Order,2024-02-12,13679.44,Refunded
RET010829,ORD0086864,C04037,P03351,Defective Product,2023-02-21,1351.62,Refunded
RET010830,ORD0126170,C01805,P04515,Wrong Item Delivered,2023-03-03,6824.44,Refunded
RET010831,ORD0143128,C02529,P02152,Defective Product,2024-03-17,12614.85,Refunded
RET010832,ORD0152415,C09965,P00616,Not as Described,2024-05-09,16902.13,Approved
RET010833,ORD0159568,C06752,P02757,Better Price Found,2024-12-01,6709.52,Picked Up
RET010834,ORD0056949,C04145,P04200,Defective Product,2023-03-01,12887.25,Approved
RET010835,ORD0015919,C02998,P02817,Wrong Item Delivered,2024-01-01,5014.56,Requested
RET010836,ORD0004334,C06078,P01641,Quality Issue,2023-10-22,2065.49,Requested
RET010837,ORD0157077,C02002,P03613,Quality Issue,2023-03-21,1851.31,Refunded
RET010838,ORD0056488,C06425,P03834,Quality Issue,2022-04-25,1359.66,Refunded
RET010839,ORD0039396,C00770,P04419,Changed Mind,2022-07-01,433.84,Picked Up
RET010840,ORD0160372,C05672,P02553,Wrong Item Delivered,2024-07-11,2061.96,Requested
RET010841,ORD0046703,C05811,P00418,Wrong Size,2023-11-17,26053.31,Refunded
RET010842,ORD0113381,C07266,P02625,Better Price Found,2024-06-18,2165.58,Refunded
RET010843,ORD0082714,C03364,P01362,Changed Mind,2024-02-10,1448.17,Refunded
RET010844,ORD0157008,C02206,P02990,Better Price Found,2022-02-18,6645.83,Approved
RET010845,ORD0173862,C03039,P04080,Wrong Size,2022-05-24,1822.35,Picked Up
RET010846,ORD0098388,C08805,P01405,Wrong Item Delivered,2022-06-30,2210.57,Approved
RET010847,ORD0048897,C00261,P04179,Changed Mind,2024-02-13,10559.66,Picked Up
RET010848,ORD0151335,C05369,P03288,Quality Issue,2023-01-25,4522.85,Refunded
RET010849,ORD0079604,C08015,P02021,Wrong Item Delivered,2024-02-25,1472.39,Refunded
RET010850,ORD0134163,C04595,P02607,Defective Product,2024-02-22,7317.76,Refunded
RET010851,ORD0173458,C01108,P04536,Duplicate Order,2024-02-26,700.02,Refunded
RET010852,ORD0142503,C07895,P00877,Wrong Item Delivered,2024-08-18,15089.11,Refunded
RET010853,ORD0183557,C09666,P02974,Not as Described,2023-01-02,1463.76,Requested
RET010854,ORD0175988,C08485,P04471,Duplicate Order,2023-11-21,13100.43,Refunded
RET010855,ORD0113692,C06830,P03539,Better Price Found,2023-04-27,146.32,Requested
RET010856,ORD0164276,C01660,P03574,Not as Described,2023-01-18,3442.77,Refunded
RET010857,ORD0063848,C02003,P04900,Wrong Item Delivered,2023-05-14,3098.83,Refunded
RET010858,ORD0096178,C03973,P00948,Wrong Item Delivered,2023-08-21,13501.23,Refunded
RET010859,ORD0149845,C03106,P03998,Quality Issue,2022-03-11,2672.53,Approved
RET010860,ORD0090715,C09422,P00214,Not as Described,2024-06-04,4218.57,Requested
RET010861,ORD0009569,C09467,P00489,Wrong Item Delivered,2024-03-02,2389.27,Refunded
RET010862,ORD0139144,C09552,P01301,Not as Described,2024-02-16,6139.65,Refunded
RET010863,ORD0130840,C01155,P00556,Duplicate Order,2024-03-14,1579.08,Refunded
RET010864,ORD0051234,C04285,P03268,Quality Issue,2022-08-18,999.55,Approved
RET010865,ORD0161956,C03216,P04857,Changed Mind,2022-02-10,13547.04,Refunded
RET010866,ORD0083650,C02152,P00781,Changed Mind,2023-09-26,2343.43,Approved
RET010867,ORD0080114,C08541,P04356,Wrong Item Delivered,2023-10-09,6710.43,Refunded
RET010868,ORD0142896,C08516,P04254,Wrong Size,2022-01-21,1268.27,Refunded
RET010869,ORD0026629,C07340,P03386,Changed Mind,2022-04-06,600.04,Picked Up
RET010870,ORD0046461,C06843,P04020,Wrong Item Delivered,2024-10-12,2509.82,Refunded
RET010871,ORD0062164,C03641,P00755,Defective Product,2022-08-27,7099.73,Refunded
RET010872,ORD0028034,C06049,P00331,Changed Mind,2023-12-30,11909.75,Refunded
RET010873,ORD0088015,C06254,P03704,Changed Mind,2024-01-12,533.52,Requested
RET010874,ORD0004070,C08534,P02670,Duplicate Order,2024-07-13,9358.65,Approved
RET010875,ORD0030971,C09225,P02409,Not as Described,2024-02-17,299.83,Refunded
RET010876,ORD0034952,C02395,P01660,Wrong Item Delivered,2023-12-30,4788.84,Approved
RET010877,ORD0139610,C06210,P03900,Defective Product,2022-08-12,6352.55,Rejected
RET010878,ORD0183710,C03312,P01876,Duplicate Order,2023-04-20,1131.96,Refunded
RET010879,ORD0091130,C01750,P02507,Quality Issue,2024-06-21,12625.32,Refunded
RET010880,ORD0025219,C04638,P00601,Not as Described,2023-05-14,2125.23,Refunded
RET010881,ORD0044664,C09795,P03492,Not as Described,2024-02-19,3136.23,Refunded
RET010882,ORD0166540,C09662,P01395,Changed Mind,2023-11-01,525.53,Rejected
RET010883,ORD0155932,C02402,P03332,Better Price Found,2024-06-16,5522.47,Refunded
RET010884,ORD0005432,C05905,P01234,Wrong Item Delivered,2022-12-04,7315.31,Picked Up
RET010885,ORD0174303,C08122,P03482,Duplicate Order,2024-07-18,1773.16,Refunded
RET010886,ORD0103152,C03300,P01803,Better Price Found,2022-04-10,8059.52,Refunded
RET010887,ORD0117099,C02762,P04778,Changed Mind,2022-08-09,3551.8,Requested
RET010888,ORD0162394,C05664,P01052,Changed Mind,2024-09-01,1058.09,Refunded
RET010889,ORD0174835,C07807,P04735,Wrong Item Delivered,2022-01-21,1124.7,Approved
RET010890,ORD0057652,C05210,P00585,Better Price Found,2024-03-04,5891.39,Refunded
RET010891,ORD0160005,C01122,P01946,Changed Mind,2023-06-11,16560.84,Requested
RET010892,ORD0195649,C04465,P02506,Better Price Found,2024-04-18,2266.36,Refunded
RET010893,ORD0050108,C08730,P00707,Defective Product,2022-04-27,5385.7,Refunded
RET010894,ORD0055891,C07986,P01721,Wrong Size,2024-01-08,2858.09,Refunded
RET010895,ORD0080515,C03969,P03730,Defective Product,2024-11-19,23253.91,Refunded
RET010896,ORD0108658,C03780,P02272,Not as Described,2024-10-19,3803.94,Picked Up
RET010897,ORD0063948,C08473,P01163,Not as Described,2022-03-08,279.92,Approved
RET010898,ORD0198058,C04514,P02340,Quality Issue,2022-03-26,2539.95,Refunded
RET010899,ORD0187954,C00861,P01362,Defective Product,2024-10-18,1261.78,Approved
RET010900,ORD0132471,C08451,P01272,Wrong Size,2022-09-14,11750.24,Refunded
RET010901,ORD0095066,C03424,P02999,Duplicate Order,2024-11-04,7523.35,Picked Up
RET010902,ORD0082813,C08170,P02647,Quality Issue,2022-09-21,467.22,Approved
RET010903,ORD0177905,C08212,P04475,Quality Issue,2023-01-12,2738.04,Approved
RET010904,ORD0163480,C06900,P01174,Wrong Item Delivered,2023-08-21,3018.68,Refunded
RET010905,ORD0138568,C09757,P02574,Quality Issue,2024-05-16,3009.13,Picked Up
RET010906,ORD0122017,C06762,P01201,Wrong Size,2023-08-27,12921.35,Refunded
RET010907,ORD0039209,C01775,P03065,Quality Issue,2022-03-15,8915.58,Refunded
RET010908,ORD0043899,C04009,P03017,Better Price Found,2022-02-24,3980.75,Requested
RET010909,ORD0087376,C06395,P04645,Defective Product,2022-03-15,2108.62,Refunded
RET010910,ORD0175172,C01453,P04576,Not as Described,2023-09-29,12703.89,Rejected
RET010911,ORD0101961,C02388,P04852,Defective Product,2023-03-06,591.32,Approved
RET010912,ORD0028417,C04450,P04993,Better Price Found,2022-08-18,5102.77,Approved
RET010913,ORD0080415,C04722,P00434,Changed Mind,2023-05-19,203.54,Refunded
RET010914,ORD0190141,C02640,P01640,Wrong Item Delivered,2023-11-30,5163.49,Refunded
RET010915,ORD0138949,C07930,P04003,Not as Described,2023-03-14,845.16,Picked Up
RET010916,ORD0123034,C09910,P04546,Better Price Found,2023-12-05,3942.81,Requested
RET010917,ORD0104913,C03210,P01974,Defective Product,2024-01-20,994.78,Refunded
RET010918,ORD0185690,C01944,P00421,Wrong Item Delivered,2023-04-18,15152.3,Picked Up
RET010919,ORD0034764,C01416,P02618,Wrong Item Delivered,2022-07-07,10339.03,Refunded
RET010920,ORD0186539,C02009,P03704,Changed Mind,2023-08-27,370.98,Refunded
RET010921,ORD0183512,C06153,P02188,Wrong Size,2022-11-25,11501.48,Refunded
RET010922,ORD0064319,C01233,P01023,Wrong Size,2024-07-18,2994.54,Refunded
RET010923,ORD0020795,C03766,P03558,Defective Product,2023-10-01,98.3,Picked Up
RET010924,ORD0044653,C08656,P04634,Wrong Item Delivered,2024-06-05,10861.9,Approved
RET010925,ORD0131246,C09688,P04558,Duplicate Order,2024-12-02,17369.86,Refunded
RET010926,ORD0174700,C05372,P01161,Wrong Size,2022-10-14,8238.3,Approved
RET010927,ORD0175335,C04058,P00508,Changed Mind,2023-12-05,1595.82,Refunded
RET010928,ORD0070979,C01760,P02850,Quality Issue,2024-09-21,4999.35,Picked Up
RET010929,ORD0161274,C01561,P03998,Changed Mind,2023-09-15,2377.72,Refunded
RET010930,ORD0170502,C00375,P01200,Defective Product,2022-05-18,193.01,Approved
RET010931,ORD0074208,C08748,P04028,Defective Product,2024-04-28,418.18,Approved
RET010932,ORD0122333,C05378,P04373,Changed Mind,2024-07-13,4191.94,Picked Up
RET010933,ORD0071267,C09731,P04774,Defective Product,2023-07-07,1356.0,Refunded
RET010934,ORD0084491,C07961,P00025,Changed Mind,2023-10-01,1159.83,Refunded
RET010935,ORD0117860,C04597,P04599,Better Price Found,2024-07-06,386.5,Rejected
RET010936,ORD0064308,C08528,P02113,Not as Described,2024-08-22,7730.28,Refunded
RET010937,ORD0044380,C07715,P02468,Better Price Found,2022-12-26,11762.28,Approved
RET010938,ORD0134166,C00497,P02591,Changed Mind,2022-02-19,2617.1,Refunded
RET010939,ORD0116236,C06413,P01463,Better Price Found,2022-04-26,7949.58,Refunded
RET010940,ORD0095576,C00121,P00724,Quality Issue,2022-03-02,610.79,Refunded
RET010941,ORD0015559,C01027,P04385,Defective Product,2022-08-15,3264.3,Refunded
RET010942,ORD0127621,C00498,P00232,Wrong Size,2023-01-18,1121.33,Refunded
RET010943,ORD0012415,C07812,P02372,Better Price Found,2023-01-12,15874.97,Approved
RET010944,ORD0063463,C06146,P02007,Better Price Found,2023-06-17,1565.81,Refunded
RET010945,ORD0127696,C06650,P00778,Not as Described,2023-12-10,4076.45,Requested
RET010946,ORD0153335,C09238,P02863,Better Price Found,2024-07-05,12241.71,Approved
RET010947,ORD0194955,C08548,P03110,Not as Described,2022-02-12,879.17,Refunded
RET010948,ORD0033257,C09279,P03500,Defective Product,2024-04-16,3904.51,Refunded
RET010949,ORD0145675,C01471,P03409,Duplicate Order,2023-05-12,3482.49,Refunded
RET010950,ORD0061471,C04969,P01970,Changed Mind,2022-10-01,248.01,Refunded
RET010951,ORD0118449,C01002,P02828,Defective Product,2022-10-24,12789.44,Rejected
RET010952,ORD0158213,C06415,P02048,Changed Mind,2022-08-26,3405.89,Refunded
RET010953,ORD0107044,C06607,P03825,Wrong Item Delivered,2024-11-17,3344.78,Refunded
RET010954,ORD0071647,C08025,P01104,Quality Issue,2023-11-06,5944.16,Picked Up
RET010955,ORD0078762,C06391,P01028,Defective Product,2022-11-26,2563.02,Requested
RET010956,ORD0186990,C06482,P04569,Duplicate Order,2024-02-13,515.61,Rejected
RET010957,ORD0169362,C03496,P04929,Not as Described,2022-03-09,1311.14,Refunded
RET010958,ORD0136800,C06031,P02521,Better Price Found,2022-04-04,1558.31,Refunded
RET010959,ORD0078030,C03366,P04307,Duplicate Order,2022-07-17,1409.1,Refunded
RET010960,ORD0140851,C09834,P01100,Wrong Item Delivered,2023-04-21,2588.23,Refunded
RET010961,ORD0135534,C09183,P03345,Changed Mind,2023-03-13,6670.02,Refunded
RET010962,ORD0172754,C02748,P04044,Quality Issue,2022-02-03,1025.5,Approved
RET010963,ORD0004586,C01205,P03979,Wrong Item Delivered,2024-06-22,8249.91,Refunded
RET010964,ORD0155586,C03558,P00303,Not as Described,2023-02-10,9719.23,Refunded
RET010965,ORD0176614,C05123,P00429,Quality Issue,2022-02-15,8217.1,Requested
RET010966,ORD0086924,C06893,P01833,Defective Product,2024-10-02,2364.25,Requested
RET010967,ORD0020326,C07620,P02290,Better Price Found,2023-03-02,1643.41,Requested
RET010968,ORD0183943,C08428,P01360,Duplicate Order,2022-07-03,546.29,Picked Up
RET010969,ORD0076648,C06133,P03561,Changed Mind,2024-07-31,6104.56,Requested
RET010970,ORD0064938,C03442,P03155,Better Price Found,2022-05-20,5745.36,Refunded
RET010971,ORD0099044,C06371,P02680,Defective Product,2022-11-01,1523.41,Approved
RET010972,ORD0135581,C09661,P03891,Wrong Item Delivered,2023-03-19,7344.45,Refunded
RET010973,ORD0051185,C09540,P03339,Changed Mind,2024-05-31,4975.66,Refunded
RET010974,ORD0032528,C08447,P04752,Not as Described,2023-06-04,1395.88,Refunded
RET010975,ORD0160475,C02365,P01848,Wrong Size,2024-06-01,7469.3,Approved
RET010976,ORD0092197,C02404,P00065,Defective Product,2022-12-28,1439.32,Refunded
RET010977,ORD0099444,C01639,P02552,Changed Mind,2022-08-01,3775.02,Refunded
RET010978,ORD0071297,C03810,P01734,Changed Mind,2023-10-06,7602.23,Refunded
RET010979,ORD0154905,C08119,P04359,Changed Mind,2023-01-20,1285.22,Refunded
RET010980,ORD0087775,C00850,P04608,Wrong Size,2023-10-13,1562.38,Refunded
RET010981,ORD0042177,C02988,P02641,Wrong Size,2023-07-28,21553.53,Refunded
RET010982,ORD0057184,C00510,P01774,Not as Described,2023-10-17,3085.89,Requested
RET010983,ORD0151423,C04939,P01567,Changed Mind,2022-05-13,10892.11,Refunded
RET010984,ORD0112811,C09351,P02996,Defective Product,2023-05-19,342.95,Refunded
RET010985,ORD0130696,C06402,P02717,Quality Issue,2024-11-18,5846.65,Refunded
RET010986,ORD0091756,C00617,P00459,Wrong Size,2023-04-29,1301.12,Approved
RET010987,ORD0072343,C00433,P03601,Defective Product,2024-08-02,16386.21,Refunded
RET010988,ORD0116428,C03026,P03057,Better Price Found,2024-08-03,13632.14,Refunded
RET010989,ORD0045926,C03442,P01194,Wrong Item Delivered,2022-02-06,3140.48,Refunded
RET010990,ORD0023240,C03881,P02696,Better Price Found,2023-09-05,732.62,Refunded
RET010991,ORD0048045,C02107,P01719,Wrong Size,2022-12-07,3413.97,Refunded
RET010992,ORD0163806,C06763,P03905,Wrong Item Delivered,2023-09-05,2303.24,Refunded
RET010993,ORD0110957,C09088,P04837,Changed Mind,2023-03-24,4076.07,Refunded
RET010994,ORD0028108,C06750,P03299,Wrong Item Delivered,2023-09-03,3265.72,Refunded
RET010995,ORD0103884,C03035,P00052,Not as Described,2024-07-05,570.3,Requested
RET010996,ORD0123735,C09475,P04165,Not as Described,2022-05-05,850.63,Approved
RET010997,ORD0084105,C07418,P01737,Defective Product,2022-09-07,1240.83,Refunded
RET010998,ORD0063443,C04930,P04953,Not as Described,2024-12-31,8982.25,Approved
RET010999,ORD0040771,C06982,P03417,Not as Described,2023-04-21,664.93,Requested
RET011000,ORD0016108,C09249,P00226,Duplicate Order,2023-03-27,3356.63,Refunded
RET011001,ORD0198024,C08659,P04172,Better Price Found,2023-11-17,1561.94,Refunded
RET011002,ORD0114558,C00871,P00650,Wrong Size,2023-06-17,765.16,Refunded
RET011003,ORD0090894,C06745,P00729,Duplicate Order,2024-02-11,1791.24,Rejected
RET011004,ORD0037531,C04718,P03993,Wrong Size,2024-08-04,589.99,Picked Up
RET011005,ORD0032835,C00895,P03202,Better Price Found,2022-02-19,9054.29,Refunded
RET011006,ORD0076820,C00073,P04540,Duplicate Order,2024-09-10,11697.96,Approved
RET011007,ORD0058724,C06242,P00728,Duplicate Order,2024-04-11,410.71,Refunded
RET011008,ORD0097435,C08905,P03106,Quality Issue,2023-12-11,7304.14,Picked Up
RET011009,ORD0057138,C08237,P01345,Duplicate Order,2022-05-01,10302.42,Approved
RET011010,ORD0194798,C00644,P01005,Not as Described,2023-08-27,1890.08,Refunded
RET011011,ORD0195580,C08753,P01306,Changed Mind,2024-02-15,6003.54,Picked Up
RET011012,ORD0026586,C03880,P02188,Wrong Item Delivered,2023-01-17,11333.56,Refunded
RET011013,ORD0157878,C00724,P02506,Better Price Found,2024-07-23,2393.26,Refunded
RET011014,ORD0032568,C09578,P03816,Better Price Found,2022-05-11,558.05,Refunded
RET011015,ORD0151864,C01783,P04074,Wrong Size,2024-05-31,3174.77,Picked Up
RET011016,ORD0073808,C06836,P01293,Not as Described,2022-06-26,3824.52,Refunded
RET011017,ORD0022445,C05581,P04073,Better Price Found,2024-10-06,234.62,Refunded
RET011018,ORD0161654,C09383,P04966,Better Price Found,2022-05-13,10037.45,Refunded
RET011019,ORD0172504,C04862,P01526,Not as Described,2022-08-09,7520.26,Approved
RET011020,ORD0137993,C02649,P00803,Not as Described,2023-03-23,1467.11,Approved
RET011021,ORD0067210,C00839,P02756,Better Price Found,2024-07-15,8006.11,Approved
RET011022,ORD0038725,C05851,P04598,Changed Mind,2022-08-20,739.14,Refunded
RET011023,ORD0039238,C08679,P02151,Duplicate Order,2024-11-07,14056.67,Refunded
RET011024,ORD0174915,C07732,P04474,Quality Issue,2024-03-04,3837.12,Requested
