shipment_id,order_id,supplier_id,warehouse_id,product_id,quantity,ship_date,expected_arrival,actual_arrival,status,carrier,freight_cost,delay_days
SHP014081,ORD0170165,SUP0002,W015,P00028,2,2024-03-01,2024-03-12,2024-03-12,Delivered,Blue Dart,364.29,0
SHP014082,ORD0082901,SUP0263,W012,P04208,2,2022-07-14,2022-07-28,2022-07-27,Delivered,Blue Dart,169.62,-1
SHP014083,ORD0176990,SUP0267,W005,P02833,2,2024-09-21,2024-09-27,2024-09-29,Delivered,Ekart,473.29,2
SHP014084,ORD0030007,SUP0373,W024,P00776,3,2024-07-17,2024-07-25,2024-07-24,Delivered,DTDC,446.12,-1
SHP014085,ORD0053194,SUP0265,W005,P00573,2,2023-12-28,2024-01-02,2024-01-05,Delayed,Delhivery,436.69,3
SHP014086,ORD0087822,SUP0128,W015,P03093,2,2022-02-23,2022-03-02,2022-03-04,Delivered,Delhivery,69.72,2
SHP014087,ORD0085370,SUP0001,W018,P00231,1,2024-10-29,2024-11-09,2024-11-11,Delivered,Blue Dart,307.83,2
SHP014088,ORD0141951,SUP0244,W011,P04209,2,2023-03-02,2023-03-05,2023-03-04,Delivered,Delhivery,319.12,-1
SHP014089,ORD0115317,SUP0157,W025,P01936,3,2024-04-23,2024-05-06,2024-05-05,Delivered,Shadowfax,116.5,-1
SHP014090,ORD0187733,SUP0320,W003,P02616,2,2024-05-01,2024-05-11,2024-05-14,Delivered,Blue Dart,373.71,3
SHP014091,ORD0044590,SUP0067,W026,P03192,2,2024-03-04,2024-03-15,2024-03-13,Delivered,Ekart,116.23,-2
SHP014092,ORD0059190,SUP0362,W019,P02273,3,2023-05-28,2023-05-30,2023-05-31,Delivered,Blue Dart,338.68,1
SHP014093,ORD0177335,SUP0364,W021,P02840,2,2023-03-09,2023-03-20,2023-03-25,Delivered,Ekart,118.36,5
SHP014094,ORD0105302,SUP0132,W027,P02037,3,2024-10-22,2024-10-31,2024-11-02,Delivered,Shadowfax,178.96,2
SHP014095,ORD0191917,SUP0097,W018,P02941,3,2022-08-18,2022-09-02,2022-09-06,In Transit,Delhivery,383.8,4
SHP014096,ORD0094924,SUP0379,W006,P03835,3,2022-02-06,2022-02-19,2022-02-22,Delivered,Shadowfax,88.84,3
SHP014097,ORD0099123,SUP0061,W024,P03828,3,2023-03-31,2023-04-04,2023-04-06,Delivered,Ekart,443.27,2
SHP014098,ORD0109215,SUP0226,W007,P02574,2,2023-01-02,2023-01-13,2023-01-12,Delayed,Ekart,58.4,-1
SHP014099,ORD0053017,SUP0020,W002,P00274,1,2024-11-23,2024-11-25,2024-11-30,In Transit,DTDC,363.8,5
SHP014100,ORD0156220,SUP0386,W008,P02708,1,2022-04-01,2022-04-09,2022-04-07,Delivered,Delhivery,357.71,-2
SHP014101,ORD0168767,SUP0180,W007,P04059,1,2022-05-24,2022-06-01,2022-06-04,Delivered,Ekart,474.63,3
SHP014102,ORD0127961,SUP0092,W025,P03408,3,2023-02-22,2023-03-01,2023-02-28,Delivered,Shadowfax,266.01,-1
SHP014103,ORD0079751,SUP0008,W016,P02222,2,2024-09-03,2024-09-12,2024-09-11,Delivered,Shadowfax,126.5,-1
SHP014104,ORD0063696,SUP0226,W029,P03418,3,2024-06-03,2024-06-06,2024-06-05,Delivered,Blue Dart,419.08,-1
SHP014105,ORD0126662,SUP0377,W028,P00098,1,2022-01-21,2022-01-29,2022-01-27,Delivered,DTDC,133.87,-2
SHP014106,ORD0028208,SUP0184,W012,P01029,2,2022-07-31,2022-08-12,2022-08-10,Delayed,Blue Dart,69.75,-2
SHP014107,ORD0038789,SUP0383,W017,P03311,2,2023-03-27,2023-04-05,2023-04-08,In Transit,Blue Dart,160.78,3
SHP014108,ORD0145492,SUP0066,W016,P03994,1,2022-02-23,2022-02-25,2022-02-27,In Transit,Shadowfax,106.5,2
SHP014109,ORD0174550,SUP0236,W018,P03653,1,2024-09-25,2024-10-01,2024-09-29,Delivered,Delhivery,284.35,-2
SHP014110,ORD0137957,SUP0131,W022,P00467,1,2024-07-26,2024-08-02,2024-08-06,Delivered,Ekart,255.5,4
SHP014111,ORD0008102,SUP0125,W017,P01954,3,2023-03-25,2023-04-04,2023-04-03,Delivered,Ekart,253.72,-1
SHP014112,ORD0048886,SUP0085,W021,P01897,1,2022-10-07,2022-10-12,2022-10-10,Delivered,DTDC,451.88,-2
SHP014113,ORD0079363,SUP0223,W025,P02915,3,2022-02-09,2022-02-18,2022-02-17,Delivered,DTDC,115.95,-1
SHP014114,ORD0103575,SUP0067,W022,P04764,3,2022-12-12,2022-12-22,2022-12-24,Delivered,DTDC,486.61,2
SHP014115,ORD0056251,SUP0188,W010,P03325,2,2023-12-12,2023-12-26,2023-12-31,Delivered,Delhivery,471.61,5
SHP014116,ORD0158399,SUP0253,W001,P01725,3,2022-09-07,2022-09-09,2022-09-14,Delivered,Delhivery,101.38,5
SHP014117,ORD0125979,SUP0211,W013,P00585,2,2023-06-15,2023-06-27,2023-06-30,Delivered,DTDC,313.54,3
SHP014118,ORD0129507,SUP0067,W024,P03949,3,2023-08-01,2023-08-11,2023-08-09,Delivered,Blue Dart,249.07,-2
SHP014119,ORD0167523,SUP0307,W009,P00972,1,2022-06-23,2022-06-26,2022-06-28,Delivered,Delhivery,384.87,2
SHP014120,ORD0104066,SUP0061,W022,P00356,3,2022-01-27,2022-02-08,2022-02-07,Delayed,Shadowfax,425.67,-1
SHP014121,ORD0079326,SUP0300,W021,P01023,1,2024-02-08,2024-02-21,2024-02-21,Delivered,Shadowfax,234.09,0
SHP014122,ORD0129445,SUP0305,W020,P02921,3,2024-07-30,2024-08-07,2024-08-06,Delivered,Shadowfax,425.8,-1
SHP014123,ORD0148193,SUP0277,W010,P04372,2,2023-07-19,2023-07-29,2023-08-03,Delivered,Shadowfax,228.34,5
SHP014124,ORD0047477,SUP0295,W015,P01563,2,2023-07-07,2023-07-18,2023-07-18,Delivered,Shadowfax,498.0,0
SHP014125,ORD0102711,SUP0183,W014,P04620,1,2024-03-09,2024-03-18,2024-03-18,Delivered,Ekart,487.71,0
SHP014126,ORD0076475,SUP0008,W023,P01162,1,2022-01-24,2022-02-06,2022-02-11,Lost,Ekart,266.83,5
SHP014127,ORD0162704,SUP0275,W030,P00856,1,2024-01-09,2024-01-24,2024-01-23,In Transit,DTDC,157.89,-1
SHP014128,ORD0116627,SUP0380,W023,P03874,1,2023-08-20,2023-08-29,2023-09-02,In Transit,Ekart,411.3,4
SHP014129,ORD0104774,SUP0208,W008,P02352,2,2023-07-24,2023-07-28,2023-07-28,Delivered,DTDC,491.9,0
SHP014130,ORD0144954,SUP0216,W001,P02605,1,2024-06-06,2024-06-19,2024-06-24,Delivered,Blue Dart,275.31,5
SHP014131,ORD0129912,SUP0182,W018,P03302,1,2023-07-09,2023-07-19,2023-07-24,Delivered,Delhivery,159.93,5
SHP014132,ORD0193904,SUP0151,W017,P00217,2,2023-01-28,2023-02-10,2023-02-09,Delivered,Blue Dart,277.61,-1
SHP014133,ORD0162825,SUP0191,W028,P03894,1,2024-05-10,2024-05-18,2024-05-22,In Transit,Delhivery,271.31,4
SHP014134,ORD0199836,SUP0203,W006,P00004,2,2024-05-25,2024-06-03,2024-06-08,Delivered,Ekart,102.39,5
SHP014135,ORD0034891,SUP0354,W009,P01455,2,2024-12-30,2025-01-01,2025-01-05,Delivered,Delhivery,322.17,4
SHP014136,ORD0121283,SUP0316,W002,P02539,3,2022-04-27,2022-05-10,2022-05-14,Delivered,Shadowfax,476.63,4
SHP014137,ORD0194518,SUP0118,W020,P00042,3,2022-06-07,2022-06-21,2022-06-20,Delivered,Ekart,438.12,-1
SHP014138,ORD0083917,SUP0064,W018,P02267,1,2022-04-23,2022-05-05,2022-05-09,Delivered,Shadowfax,237.28,4
SHP014139,ORD0120029,SUP0037,W029,P04744,3,2022-01-24,2022-02-04,2022-02-02,Delivered,Blue Dart,96.99,-2
SHP014140,ORD0166785,SUP0261,W026,P02495,2,2022-03-25,2022-03-30,2022-03-30,Delivered,DTDC,292.39,0
SHP014141,ORD0095626,SUP0351,W028,P00460,2,2024-07-21,2024-07-24,2024-07-27,Delivered,Delhivery,313.17,3
SHP014142,ORD0027651,SUP0030,W013,P02249,1,2022-09-18,2022-09-23,2022-09-22,Delivered,DTDC,343.67,-1
SHP014143,ORD0084751,SUP0397,W007,P00574,3,2023-07-02,2023-07-13,2023-07-15,Delivered,Ekart,472.5,2
SHP014144,ORD0028394,SUP0364,W017,P00293,1,2024-07-06,2024-07-14,2024-07-18,In Transit,Ekart,240.69,4
SHP014145,ORD0178460,SUP0369,W024,P03810,3,2023-09-17,2023-09-20,2023-09-25,Delivered,DTDC,285.23,5
SHP014146,ORD0178341,SUP0113,W018,P01464,1,2023-09-17,2023-10-01,2023-10-04,Delivered,Shadowfax,440.53,3
SHP014147,ORD0042817,SUP0395,W020,P02414,2,2022-05-21,2022-05-28,2022-05-28,Delivered,Blue Dart,468.98,0
SHP014148,ORD0140371,SUP0124,W006,P02590,2,2024-10-29,2024-11-06,2024-11-09,In Transit,Delhivery,363.15,3
SHP014149,ORD0161656,SUP0321,W027,P03048,3,2022-03-22,2022-03-30,2022-03-28,Delivered,Ekart,94.96,-2
SHP014150,ORD0062056,SUP0140,W006,P00905,1,2022-10-03,2022-10-16,2022-10-15,Delivered,Shadowfax,63.22,-1
SHP014151,ORD0039839,SUP0009,W022,P00953,2,2023-08-09,2023-08-19,2023-08-23,Delivered,Blue Dart,100.2,4
SHP014152,ORD0105933,SUP0234,W001,P00838,1,2024-05-15,2024-05-30,2024-06-04,Delivered,Blue Dart,160.75,5
SHP014153,ORD0099279,SUP0307,W020,P00359,2,2023-09-20,2023-09-25,2023-09-25,Delivered,DTDC,51.06,0
SHP014154,ORD0137519,SUP0356,W004,P00993,1,2023-09-10,2023-09-20,2023-09-20,Delivered,Delhivery,488.76,0
SHP014155,ORD0123503,SUP0081,W006,P03908,3,2024-01-12,2024-01-21,2024-01-19,Delivered,Ekart,432.67,-2
SHP014156,ORD0174600,SUP0130,W009,P04251,1,2023-05-05,2023-05-09,2023-05-11,Delivered,Delhivery,56.91,2
SHP014157,ORD0150139,SUP0126,W003,P02778,2,2023-08-31,2023-09-15,2023-09-17,Delivered,DTDC,170.65,2
SHP014158,ORD0035788,SUP0272,W019,P03875,3,2022-11-25,2022-12-09,2022-12-10,Delivered,DTDC,183.49,1
SHP014159,ORD0062627,SUP0273,W019,P02297,3,2022-12-21,2023-01-04,2023-01-08,Delivered,Shadowfax,381.07,4
SHP014160,ORD0146897,SUP0233,W001,P03087,3,2022-01-21,2022-02-04,2022-02-04,Delivered,Blue Dart,350.77,0
SHP014161,ORD0044655,SUP0134,W007,P02942,1,2023-04-11,2023-04-21,2023-04-20,Delivered,Ekart,342.41,-1
SHP014162,ORD0194949,SUP0253,W010,P04950,3,2022-07-09,2022-07-18,2022-07-23,Delivered,DTDC,117.6,5
SHP014163,ORD0020453,SUP0202,W006,P02622,3,2024-03-19,2024-04-03,2024-04-08,Delivered,DTDC,267.38,5
SHP014164,ORD0038572,SUP0362,W001,P01356,3,2024-11-06,2024-11-14,2024-11-12,Delivered,Ekart,487.76,-2
SHP014165,ORD0141481,SUP0049,W015,P01750,3,2022-04-01,2022-04-09,2022-04-09,Delivered,DTDC,113.82,0
SHP014166,ORD0114678,SUP0244,W009,P04950,1,2023-07-27,2023-08-10,2023-08-11,Delivered,Shadowfax,73.28,1
SHP014167,ORD0070478,SUP0328,W004,P04002,1,2023-02-27,2023-03-05,2023-03-10,In Transit,Shadowfax,295.61,5
SHP014168,ORD0028171,SUP0060,W027,P03024,1,2023-11-21,2023-11-23,2023-11-28,In Transit,DTDC,400.2,5
SHP014169,ORD0015485,SUP0207,W005,P03560,3,2024-02-14,2024-02-20,2024-02-20,Delivered,Shadowfax,418.83,0
SHP014170,ORD0168577,SUP0020,W022,P03769,1,2023-05-27,2023-06-05,2023-06-08,Delivered,Delhivery,296.14,3
SHP014171,ORD0146602,SUP0109,W007,P03431,2,2023-06-06,2023-06-12,2023-06-11,In Transit,DTDC,458.28,-1
SHP014172,ORD0039075,SUP0129,W028,P00155,1,2023-07-13,2023-07-24,2023-07-26,Lost,DTDC,366.76,2
SHP014173,ORD0118396,SUP0057,W007,P00617,3,2022-12-16,2022-12-22,2022-12-26,Delivered,Blue Dart,351.15,4
SHP014174,ORD0182956,SUP0113,W027,P03576,3,2022-12-30,2023-01-01,2022-12-31,Delivered,Ekart,192.83,-1
SHP014175,ORD0129717,SUP0020,W002,P01084,1,2022-10-22,2022-11-05,2022-11-05,In Transit,Shadowfax,115.35,0
SHP014176,ORD0079625,SUP0128,W020,P00932,2,2022-03-23,2022-03-31,2022-04-01,Delayed,Blue Dart,478.18,1
SHP014177,ORD0077335,SUP0262,W029,P04019,2,2023-12-26,2023-12-29,2024-01-03,Delivered,Delhivery,283.28,5
SHP014178,ORD0147061,SUP0245,W021,P04766,3,2024-03-06,2024-03-18,2024-03-16,Delivered,DTDC,432.68,-2
SHP014179,ORD0067592,SUP0267,W004,P03411,3,2023-01-25,2023-01-28,2023-01-30,Delivered,DTDC,179.65,2
SHP014180,ORD0075847,SUP0127,W014,P04380,2,2023-12-02,2023-12-08,2023-12-08,Delivered,Ekart,176.23,0
SHP014181,ORD0088735,SUP0207,W006,P02581,1,2024-11-19,2024-11-25,2024-11-25,Delivered,DTDC,263.6,0
SHP014182,ORD0055113,SUP0033,W018,P02766,3,2022-09-19,2022-09-25,2022-09-23,Delivered,Blue Dart,457.33,-2
SHP014183,ORD0049917,SUP0331,W017,P02750,1,2023-07-26,2023-08-02,2023-08-03,Delivered,Ekart,77.56,1
SHP014184,ORD0024656,SUP0140,W005,P03736,3,2024-04-23,2024-04-25,2024-04-26,Delivered,Shadowfax,216.32,1
SHP014185,ORD0144298,SUP0188,W029,P00163,3,2022-05-03,2022-05-10,2022-05-12,Delivered,Ekart,306.35,2
SHP014186,ORD0017664,SUP0140,W011,P03014,3,2023-06-27,2023-07-02,2023-06-30,Delivered,Delhivery,321.87,-2
SHP014187,ORD0080888,SUP0100,W026,P03042,2,2022-04-29,2022-05-11,2022-05-09,In Transit,Delhivery,207.95,-2
SHP014188,ORD0020775,SUP0225,W004,P04441,3,2023-09-27,2023-10-10,2023-10-08,Delivered,Shadowfax,191.15,-2
SHP014189,ORD0164565,SUP0078,W028,P01378,3,2022-08-24,2022-09-03,2022-09-04,Delivered,Ekart,189.02,1
SHP014190,ORD0011651,SUP0370,W008,P02313,2,2024-01-15,2024-01-19,2024-01-17,Delivered,Blue Dart,111.72,-2
SHP014191,ORD0056008,SUP0398,W028,P01453,2,2023-10-03,2023-10-18,2023-10-23,Delivered,DTDC,271.45,5
SHP014192,ORD0027590,SUP0253,W004,P03697,1,2022-04-01,2022-04-13,2022-04-11,In Transit,Delhivery,334.88,-2
SHP014193,ORD0074892,SUP0152,W015,P00137,3,2024-06-25,2024-06-29,2024-06-28,Delivered,Ekart,411.42,-1
SHP014194,ORD0138887,SUP0094,W001,P03470,2,2022-04-10,2022-04-14,2022-04-19,Delivered,Blue Dart,270.34,5
SHP014195,ORD0097413,SUP0129,W017,P04382,2,2022-06-12,2022-06-16,2022-06-16,Delivered,Blue Dart,61.38,0
SHP014196,ORD0146129,SUP0176,W011,P01231,2,2024-11-15,2024-11-24,2024-11-25,Delivered,Shadowfax,405.64,1
SHP014197,ORD0175906,SUP0359,W011,P04188,1,2022-02-28,2022-03-11,2022-03-16,In Transit,DTDC,320.31,5
SHP014198,ORD0114063,SUP0170,W014,P01117,1,2024-02-28,2024-03-04,2024-03-04,Delivered,Ekart,421.9,0
SHP014199,ORD0031487,SUP0264,W029,P00246,2,2024-11-13,2024-11-27,2024-12-01,Delivered,Shadowfax,334.37,4
SHP014200,ORD0049424,SUP0133,W005,P00933,2,2022-08-19,2022-08-24,2022-08-26,In Transit,Blue Dart,358.82,2
SHP014201,ORD0048747,SUP0154,W016,P03608,1,2023-09-02,2023-09-14,2023-09-18,In Transit,Delhivery,455.22,4
SHP014202,ORD0184950,SUP0330,W008,P02969,3,2024-03-29,2024-04-05,2024-04-09,Delivered,Delhivery,146.41,4
SHP014203,ORD0050854,SUP0201,W011,P04060,2,2023-10-20,2023-11-04,2023-11-07,Delivered,DTDC,416.46,3
SHP014204,ORD0020913,SUP0304,W019,P04600,3,2022-10-22,2022-10-29,2022-10-29,Delivered,Shadowfax,420.91,0
SHP014205,ORD0086983,SUP0029,W018,P00951,2,2022-10-12,2022-10-22,2022-10-24,Delivered,Ekart,207.25,2
SHP014206,ORD0137534,SUP0246,W024,P01484,1,2022-11-01,2022-11-09,2022-11-07,Delivered,DTDC,122.62,-2
SHP014207,ORD0115884,SUP0017,W010,P03834,1,2024-08-14,2024-08-27,2024-08-31,Delivered,DTDC,73.48,4
SHP014208,ORD0114596,SUP0181,W003,P01304,3,2024-12-26,2025-01-06,2025-01-10,Delivered,Delhivery,153.78,4
SHP014209,ORD0198375,SUP0158,W012,P00933,3,2022-09-24,2022-10-07,2022-10-10,Delivered,DTDC,114.08,3
SHP014210,ORD0183491,SUP0340,W026,P00142,3,2024-06-23,2024-06-30,2024-07-03,Delivered,Ekart,310.54,3
SHP014211,ORD0091464,SUP0187,W003,P04393,1,2023-04-05,2023-04-08,2023-04-07,Delivered,Delhivery,73.63,-1
SHP014212,ORD0163452,SUP0038,W016,P01348,2,2022-06-14,2022-06-27,2022-06-27,Delivered,Ekart,108.98,0
SHP014213,ORD0100679,SUP0216,W011,P03683,3,2022-12-14,2022-12-18,2022-12-16,Delivered,Shadowfax,341.4,-2
SHP014214,ORD0125250,SUP0197,W025,P01631,1,2023-07-07,2023-07-09,2023-07-14,In Transit,Blue Dart,78.23,5
SHP014215,ORD0137914,SUP0197,W019,P03292,1,2023-05-06,2023-05-13,2023-05-16,Delivered,Ekart,473.21,3
SHP014216,ORD0120625,SUP0396,W023,P01746,3,2024-04-07,2024-04-13,2024-04-12,Delivered,Blue Dart,82.11,-1
SHP014217,ORD0043668,SUP0334,W029,P02327,3,2023-02-28,2023-03-02,2023-03-04,Delivered,Blue Dart,276.05,2
SHP014218,ORD0108941,SUP0323,W014,P04573,3,2023-12-15,2023-12-23,2023-12-21,Delivered,Delhivery,208.23,-2
SHP014219,ORD0014471,SUP0075,W009,P01758,1,2024-10-05,2024-10-13,2024-10-12,Delayed,Delhivery,433.27,-1
SHP014220,ORD0041958,SUP0266,W010,P00108,1,2024-03-20,2024-03-22,2024-03-24,Delivered,Shadowfax,158.18,2
SHP014221,ORD0124046,SUP0054,W003,P01427,3,2023-08-27,2023-09-07,2023-09-09,Delivered,DTDC,66.59,2
SHP014222,ORD0081964,SUP0243,W028,P02719,2,2023-03-07,2023-03-14,2023-03-15,Delivered,Ekart,366.5,1
SHP014223,ORD0006825,SUP0019,W013,P04665,3,2024-05-16,2024-05-29,2024-06-03,Delivered,Delhivery,152.89,5
SHP014224,ORD0052523,SUP0152,W008,P02325,3,2023-12-14,2023-12-16,2023-12-18,Delivered,Ekart,337.17,2
SHP014225,ORD0009106,SUP0372,W006,P00030,3,2024-08-11,2024-08-21,2024-08-21,Delivered,Delhivery,320.58,0
SHP014226,ORD0058255,SUP0122,W013,P03556,1,2022-07-05,2022-07-15,2022-07-14,Delivered,Ekart,310.12,-1
SHP014227,ORD0128203,SUP0118,W011,P01770,2,2024-11-18,2024-11-28,2024-12-01,Delayed,Delhivery,491.73,3
SHP014228,ORD0115409,SUP0260,W016,P01307,2,2024-01-14,2024-01-26,2024-01-31,Delayed,Shadowfax,397.63,5
SHP014229,ORD0154659,SUP0168,W009,P03585,1,2024-10-18,2024-11-01,2024-11-05,Delivered,Blue Dart,365.97,4
SHP014230,ORD0129590,SUP0194,W023,P03852,2,2024-12-18,2024-12-29,2024-12-27,Delayed,Blue Dart,370.89,-2
SHP014231,ORD0139211,SUP0392,W027,P01987,3,2024-05-14,2024-05-26,2024-05-31,In Transit,Shadowfax,127.99,5
SHP014232,ORD0105998,SUP0225,W008,P00574,3,2023-05-23,2023-05-30,2023-06-02,Delivered,Delhivery,489.24,3
SHP014233,ORD0124943,SUP0144,W023,P04938,1,2023-10-26,2023-11-04,2023-11-05,In Transit,DTDC,463.28,1
SHP014234,ORD0093876,SUP0093,W022,P02248,1,2024-08-04,2024-08-09,2024-08-08,Delivered,DTDC,322.36,-1
SHP014235,ORD0164303,SUP0066,W023,P04087,3,2023-10-09,2023-10-24,2023-10-24,Delivered,DTDC,431.4,0
SHP014236,ORD0063984,SUP0020,W022,P02146,2,2023-10-13,2023-10-25,2023-10-24,Delayed,Blue Dart,447.43,-1
SHP014237,ORD0100701,SUP0386,W026,P00317,2,2024-12-13,2024-12-21,2024-12-23,In Transit,Shadowfax,479.23,2
SHP014238,ORD0122446,SUP0399,W018,P02310,2,2022-07-22,2022-08-03,2022-08-04,Delivered,Ekart,387.92,1
SHP014239,ORD0149395,SUP0082,W012,P00977,2,2024-10-09,2024-10-18,2024-10-19,Delivered,DTDC,299.41,1
SHP014240,ORD0144491,SUP0224,W007,P04585,2,2022-05-21,2022-06-01,2022-06-05,Delivered,Delhivery,418.6,4
SHP014241,ORD0128124,SUP0074,W013,P03497,1,2024-10-01,2024-10-03,2024-10-07,In Transit,Shadowfax,104.0,4
SHP014242,ORD0076291,SUP0252,W009,P01217,1,2023-04-17,2023-04-28,2023-05-01,Delayed,Blue Dart,107.1,3
SHP014243,ORD0103609,SUP0325,W008,P03195,3,2023-08-10,2023-08-24,2023-08-23,In Transit,DTDC,166.44,-1
SHP014244,ORD0113913,SUP0327,W020,P03325,1,2022-01-15,2022-01-20,2022-01-19,Delivered,Ekart,154.73,-1
SHP014245,ORD0088495,SUP0285,W017,P01731,1,2023-01-23,2023-02-05,2023-02-08,Delivered,Blue Dart,486.43,3
SHP014246,ORD0012734,SUP0137,W004,P04805,2,2022-05-24,2022-05-29,2022-06-01,Delivered,Blue Dart,91.76,3
SHP014247,ORD0053464,SUP0224,W014,P01413,1,2022-02-28,2022-03-10,2022-03-08,Delivered,Shadowfax,498.85,-2
SHP014248,ORD0049499,SUP0285,W003,P00490,2,2024-11-05,2024-11-20,2024-11-22,Delivered,Ekart,390.94,2
SHP014249,ORD0142748,SUP0044,W020,P00497,2,2024-11-07,2024-11-12,2024-11-15,Delivered,Blue Dart,111.47,3
SHP014250,ORD0089871,SUP0333,W027,P00050,2,2023-07-01,2023-07-15,2023-07-19,Delivered,Shadowfax,195.97,4
SHP014251,ORD0008168,SUP0377,W005,P03043,1,2024-06-27,2024-07-01,2024-06-29,Delivered,DTDC,481.1,-2
SHP014252,ORD0109213,SUP0220,W005,P04153,2,2023-09-15,2023-09-20,2023-09-18,Delivered,Shadowfax,79.61,-2
SHP014253,ORD0095061,SUP0160,W008,P04010,3,2022-07-18,2022-08-01,2022-08-06,Delivered,DTDC,50.87,5
SHP014254,ORD0091025,SUP0060,W016,P02797,3,2022-11-01,2022-11-16,2022-11-21,Delivered,Blue Dart,370.41,5
SHP014255,ORD0002383,SUP0082,W015,P02987,1,2024-06-21,2024-06-27,2024-06-25,Delivered,Ekart,395.13,-2
SHP014256,ORD0115401,SUP0195,W026,P01167,3,2023-12-21,2023-12-25,2023-12-27,Delivered,Blue Dart,167.15,2
SHP014257,ORD0118015,SUP0193,W029,P00911,1,2024-07-07,2024-07-14,2024-07-13,Delivered,Blue Dart,416.25,-1
SHP014258,ORD0039646,SUP0346,W020,P00302,2,2024-01-14,2024-01-18,2024-01-20,In Transit,DTDC,221.78,2
SHP014259,ORD0097860,SUP0107,W006,P01118,1,2024-12-27,2025-01-11,2025-01-12,Delivered,Blue Dart,411.37,1
SHP014260,ORD0169366,SUP0067,W013,P03301,1,2022-01-19,2022-01-27,2022-01-27,Delivered,Shadowfax,227.12,0
SHP014261,ORD0068962,SUP0257,W011,P01212,3,2022-08-06,2022-08-08,2022-08-07,Delivered,Blue Dart,150.74,-1
SHP014262,ORD0025506,SUP0009,W015,P04349,3,2024-08-20,2024-08-24,2024-08-28,Delivered,Ekart,403.37,4
SHP014263,ORD0100598,SUP0371,W017,P00013,3,2022-03-21,2022-03-24,2022-03-27,Delivered,Shadowfax,224.46,3
SHP014264,ORD0024075,SUP0311,W002,P00810,1,2022-02-06,2022-02-20,2022-02-18,In Transit,Shadowfax,218.35,-2
SHP014265,ORD0088726,SUP0237,W024,P02214,1,2024-12-17,2024-12-20,2024-12-23,Delivered,Blue Dart,447.39,3
SHP014266,ORD0036399,SUP0210,W029,P04492,2,2022-10-24,2022-11-06,2022-11-05,In Transit,Ekart,118.22,-1
SHP014267,ORD0144086,SUP0239,W014,P00586,3,2023-05-10,2023-05-24,2023-05-24,Delivered,DTDC,253.67,0
SHP014268,ORD0112154,SUP0156,W027,P00608,2,2024-03-11,2024-03-16,2024-03-19,Delivered,Delhivery,382.78,3
SHP014269,ORD0010747,SUP0059,W023,P02315,2,2022-04-07,2022-04-10,2022-04-09,Delayed,Delhivery,88.94,-1
SHP014270,ORD0081743,SUP0060,W006,P04798,1,2022-02-13,2022-02-17,2022-02-17,Delivered,Blue Dart,229.35,0
SHP014271,ORD0196791,SUP0259,W030,P03904,3,2023-03-10,2023-03-19,2023-03-24,Delivered,DTDC,321.41,5
SHP014272,ORD0021749,SUP0344,W030,P02683,3,2023-01-03,2023-01-17,2023-01-21,Delayed,Ekart,312.48,4
SHP014273,ORD0146112,SUP0064,W015,P03933,2,2024-07-09,2024-07-19,2024-07-18,Delivered,Blue Dart,97.42,-1
SHP014274,ORD0075590,SUP0239,W008,P02747,1,2023-12-16,2023-12-24,2023-12-22,Delivered,Delhivery,116.65,-2
SHP014275,ORD0067620,SUP0214,W018,P03975,1,2023-10-22,2023-10-27,2023-10-31,Delivered,Shadowfax,496.46,4
SHP014276,ORD0091706,SUP0210,W003,P00819,2,2022-06-06,2022-06-16,2022-06-15,In Transit,Blue Dart,244.96,-1
SHP014277,ORD0039335,SUP0153,W028,P00244,2,2024-12-29,2025-01-11,2025-01-12,Delivered,Ekart,220.43,1
SHP014278,ORD0013172,SUP0311,W008,P02461,1,2023-01-22,2023-01-27,2023-01-28,In Transit,Shadowfax,312.51,1
SHP014279,ORD0142902,SUP0194,W025,P01088,3,2023-09-01,2023-09-07,2023-09-07,Delivered,Blue Dart,59.97,0
SHP014280,ORD0092184,SUP0152,W010,P03401,3,2022-07-21,2022-08-03,2022-08-07,Delivered,Ekart,164.18,4
SHP014281,ORD0193891,SUP0398,W025,P04746,2,2023-04-07,2023-04-13,2023-04-17,Delayed,Blue Dart,445.54,4
SHP014282,ORD0035078,SUP0280,W018,P04584,3,2024-03-18,2024-04-01,2024-03-30,Delivered,DTDC,117.15,-2
SHP014283,ORD0092003,SUP0154,W016,P01576,2,2023-09-07,2023-09-16,2023-09-21,Delivered,Shadowfax,424.79,5
SHP014284,ORD0045660,SUP0340,W027,P01311,1,2023-12-31,2024-01-13,2024-01-15,Delivered,Delhivery,494.79,2
SHP014285,ORD0168507,SUP0149,W029,P01036,3,2023-05-11,2023-05-25,2023-05-24,Delivered,DTDC,436.02,-1
SHP014286,ORD0019869,SUP0296,W009,P04562,1,2022-04-02,2022-04-11,2022-04-11,Delivered,Delhivery,127.79,0
SHP014287,ORD0045134,SUP0387,W018,P03137,2,2022-08-25,2022-09-06,2022-09-07,Delivered,DTDC,209.74,1
SHP014288,ORD0102878,SUP0026,W004,P03794,1,2022-01-17,2022-01-23,2022-01-27,Delivered,Shadowfax,70.48,4
SHP014289,ORD0089018,SUP0350,W026,P02465,3,2024-09-12,2024-09-22,2024-09-25,Delayed,Blue Dart,222.55,3
SHP014290,ORD0091463,SUP0374,W011,P03801,1,2023-09-14,2023-09-26,2023-09-28,Delivered,DTDC,356.31,2
