movement_id,inventory_id,from_location,to_location,quantity,movement_date,reason,approved_by
MV0009053,INV009109,W006,W012,154,2022-12-22,Replenishment,E01549
MV0009054,INV018962,W019,W029,48,2023-10-03,Inter-store Transfer,E01412
MV0009055,INV005761,W007,W005,42,2024-08-25,Damage Write-off,E00345
MV0009056,INV008393,W003,W025,68,2023-01-15,Stocktake Adjustment,E00806
MV0009057,INV010496,W030,W001,154,2023-11-01,Damage Write-off,E00381
MV0009058,INV009116,W025,W002,177,2024-05-07,Return,E00843
MV0009059,INV024550,W026,W006,191,2023-05-11,Damage Write-off,E01861
MV0009060,INV018683,W020,W008,115,2024-06-17,Inter-store Transfer,E01122
MV0009061,INV016314,W013,W018,25,2023-07-29,Damage Write-off,E02496
MV0009062,INV006723,W019,W021,114,2023-07-28,Replenishment,E00054
MV0009063,INV009120,W006,W013,12,2022-12-29,Return,E00314
MV0009064,INV004763,W020,W024,15,2023-01-04,Damage Write-off,E01306
MV0009065,INV006999,W010,W017,3,2024-02-15,Inter-store Transfer,E00316
MV0009066,INV001268,W018,W017,93,2022-11-05,Inter-store Transfer,E01739
MV0009067,INV009001,W006,W013,22,2022-12-20,Stocktake Adjustment,E02316
MV0009068,INV003759,W008,W024,152,2024-11-20,Return,E00527
MV0009069,INV023556,W011,W012,59,2023-02-24,Replenishment,E02403
MV0009070,INV008011,W022,W005,150,2023-02-16,Replenishment,E02087
MV0009071,INV019115,W001,W028,6,2023-06-09,Damage Write-off,E00573
MV0009072,INV007157,W022,W022,155,2022-11-25,Damage Write-off,E02391
MV0009073,INV005371,W009,W017,158,2023-02-26,Damage Write-off,E01918
MV0009074,INV017473,W029,W020,16,2023-02-07,Stocktake Adjustment,E00650
MV0009075,INV008561,W020,W010,142,2024-10-18,Stocktake Adjustment,E01753
MV0009076,INV019503,W005,W001,134,2023-08-06,Stocktake Adjustment,E00733
MV0009077,INV003572,W013,W021,71,2023-12-08,Return,E01237
MV0009078,INV020426,W001,W008,112,2022-09-28,Return,E01382
MV0009079,INV007012,W015,W014,98,2024-01-22,Replenishment,E01339
MV0009080,INV007767,W013,W002,100,2022-01-23,Inter-store Transfer,E01389
MV0009081,INV014780,W005,W012,22,2024-09-20,Replenishment,E02496
MV0009082,INV007496,W017,W026,169,2023-08-23,Inter-store Transfer,E02499
MV0009083,INV004237,W027,W001,4,2023-04-16,Return,E00609
MV0009084,INV005409,W004,W011,78,2023-03-20,Inter-store Transfer,E01685
MV0009085,INV005115,W025,W002,111,2024-05-18,Stocktake Adjustment,E01424
MV0009086,INV007878,W011,W014,151,2023-11-04,Damage Write-off,E00526
MV0009087,INV007154,W028,W018,104,2024-08-30,Inter-store Transfer,E01270
MV0009088,INV004413,W030,W016,167,2022-06-04,Replenishment,E01593
MV0009089,INV002180,W002,W006,6,2022-09-28,Inter-store Transfer,E00020
MV0009090,INV002719,W003,W018,166,2024-11-23,Inter-store Transfer,E02337
MV0009091,INV012657,W013,W017,145,2022-05-28,Return,E00879
MV0009092,INV016216,W024,W017,92,2023-01-27,Return,E00048
MV0009093,INV011105,W027,W005,72,2022-07-12,Inter-store Transfer,E01209
MV0009094,INV017505,W017,W001,155,2024-05-17,Return,E01060
MV0009095,INV019552,W022,W028,147,2024-04-18,Inter-store Transfer,E01492
MV0009096,INV007058,W030,W025,32,2022-10-06,Replenishment,E01117
MV0009097,INV023575,W019,W030,166,2023-12-20,Replenishment,E01438
MV0009098,INV005435,W006,W015,149,2022-07-16,Stocktake Adjustment,E00667
MV0009099,INV009641,W020,W021,71,2024-07-14,Damage Write-off,E01148
MV0009100,INV007249,W013,W018,5,2023-05-27,Stocktake Adjustment,E02006
MV0009101,INV018683,W030,W011,70,2024-09-23,Damage Write-off,E00751
MV0009102,INV012559,W008,W009,75,2024-12-28,Inter-store Transfer,E00950
MV0009103,INV022765,W007,W022,1,2024-01-14,Inter-store Transfer,E01077
MV0009104,INV003899,W023,W026,76,2024-09-16,Replenishment,E02455
MV0009105,INV021590,W001,W007,47,2023-10-29,Return,E01374
MV0009106,INV024597,W025,W013,52,2023-09-23,Inter-store Transfer,E01980
MV0009107,INV005749,W026,W017,151,2024-08-10,Damage Write-off,E01527
MV0009108,INV019879,W012,W003,44,2024-04-12,Stocktake Adjustment,E00350
MV0009109,INV010481,W027,W013,73,2022-08-23,Damage Write-off,E01209
MV0009110,INV022086,W008,W027,1,2023-11-02,Stocktake Adjustment,E01658
MV0009111,INV009322,W012,W010,139,2022-03-08,Replenishment,E00775
MV0009112,INV010510,W005,W027,182,2022-09-06,Damage Write-off,E01955
MV0009113,INV019455,W013,W015,180,2023-08-01,Damage Write-off,E01914
MV0009114,INV012494,W029,W023,168,2023-04-26,Return,E00521
MV0009115,INV007620,W025,W020,47,2022-10-05,Stocktake Adjustment,E01719
MV0009116,INV018331,W001,W010,15,2023-07-23,Return,E01928
MV0009117,INV004830,W010,W017,186,2024-07-05,Stocktake Adjustment,E01893
MV0009118,INV000082,W029,W024,16,2023-12-07,Damage Write-off,E02310
MV0009119,INV003458,W014,W005,106,2023-12-09,Replenishment,E00979
MV0009120,INV019244,W021,W030,103,2022-12-29,Return,E00079
MV0009121,INV008648,W005,W015,9,2022-12-27,Replenishment,E01754
MV0009122,INV000227,W019,W010,54,2024-02-12,Stocktake Adjustment,E01959
MV0009123,INV010198,W013,W024,23,2024-02-15,Return,E00122
MV0009124,INV006429,W013,W024,34,2022-10-28,Inter-store Transfer,E00255
MV0009125,INV004653,W029,W013,78,2023-07-30,Stocktake Adjustment,E00500
MV0009126,INV010926,W001,W008,33,2023-12-04,Return,E01300
MV0009127,INV020537,W026,W021,74,2022-02-16,Replenishment,E00802
MV0009128,INV021083,W011,W022,2,2023-07-30,Damage Write-off,E01198
MV0009129,INV009939,W005,W025,148,2023-11-19,Stocktake Adjustment,E00967
MV0009130,INV002311,W005,W003,59,2023-10-09,Inter-store Transfer,E02488
MV0009131,INV008882,W002,W029,183,2023-06-05,Replenishment,E01927
MV0009132,INV017600,W022,W004,23,2022-09-06,Replenishment,E01235
MV0009133,INV016230,W030,W026,30,2023-10-28,Damage Write-off,E01250
MV0009134,INV013641,W030,W015,107,2024-11-04,Stocktake Adjustment,E01579
MV0009135,INV003144,W015,W015,129,2022-09-15,Stocktake Adjustment,E02358
MV0009136,INV011112,W024,W013,133,2022-08-07,Stocktake Adjustment,E00248
MV0009137,INV004097,W020,W002,195,2024-10-22,Stocktake Adjustment,E00244
MV0009138,INV004169,W028,W009,88,2023-12-31,Inter-store Transfer,E00067
MV0009139,INV002147,W023,W005,191,2022-06-04,Inter-store Transfer,E02010
MV0009140,INV009489,W002,W015,59,2023-11-22,Return,E00794
MV0009141,INV010647,W021,W020,174,2024-05-08,Replenishment,E02465
MV0009142,INV022200,W028,W030,162,2023-09-30,Inter-store Transfer,E01900
MV0009143,INV016200,W017,W022,164,2024-03-29,Replenishment,E00261
MV0009144,INV015789,W027,W018,37,2024-09-29,Replenishment,E01710
MV0009145,INV018395,W025,W009,29,2024-11-24,Inter-store Transfer,E02074
MV0009146,INV019061,W002,W011,10,2024-01-10,Replenishment,E02378
MV0009147,INV001820,W008,W018,20,2024-07-18,Return,E01579
MV0009148,INV011525,W025,W006,194,2022-12-20,Replenishment,E00268
MV0009149,INV012362,W019,W016,187,2023-02-27,Stocktake Adjustment,E01221
MV0009150,INV023825,W014,W025,179,2023-01-09,Inter-store Transfer,E00793
MV0009151,INV015751,W005,W028,174,2022-04-23,Inter-store Transfer,E01056
MV0009152,INV022741,W005,W013,160,2022-12-01,Stocktake Adjustment,E00799
MV0009153,INV012912,W025,W025,135,2024-01-05,Stocktake Adjustment,E02493
MV0009154,INV020603,W012,W023,96,2023-03-22,Stocktake Adjustment,E01298
MV0009155,INV011475,W020,W002,149,2024-03-25,Stocktake Adjustment,E02491
MV0009156,INV016294,W001,W015,52,2022-03-09,Stocktake Adjustment,E00283
MV0009157,INV016890,W027,W019,17,2024-05-06,Stocktake Adjustment,E01006
MV0009158,INV017796,W009,W003,64,2024-12-01,Return,E02236
MV0009159,INV009422,W028,W011,65,2024-02-25,Replenishment,E01622
MV0009160,INV024095,W011,W008,2,2022-05-05,Inter-store Transfer,E01455
MV0009161,INV015783,W026,W007,94,2023-10-08,Damage Write-off,E02216
MV0009162,INV018028,W023,W006,131,2022-12-30,Return,E00380
MV0009163,INV021659,W008,W012,82,2024-03-15,Stocktake Adjustment,E01150
MV0009164,INV022961,W029,W014,64,2022-11-25,Replenishment,E01887
MV0009165,INV020866,W007,W030,113,2023-01-10,Damage Write-off,E01150
MV0009166,INV007820,W029,W005,144,2022-08-04,Damage Write-off,E01501
MV0009167,INV005748,W004,W020,62,2023-12-13,Replenishment,E01124
MV0009168,INV010326,W028,W026,62,2022-05-09,Stocktake Adjustment,E00318
MV0009169,INV013379,W007,W004,92,2024-05-02,Stocktake Adjustment,E01887
MV0009170,INV015082,W003,W024,47,2023-12-13,Replenishment,E01350
MV0009171,INV007775,W019,W013,71,2024-11-24,Inter-store Transfer,E01172
MV0009172,INV000918,W025,W020,63,2024-07-03,Inter-store Transfer,E00660
MV0009173,INV012611,W011,W027,177,2023-08-13,Stocktake Adjustment,E01618
MV0009174,INV022637,W004,W002,185,2024-02-20,Damage Write-off,E00853
MV0009175,INV023684,W005,W005,198,2024-06-25,Damage Write-off,E00704
MV0009176,INV019551,W011,W001,121,2022-12-28,Damage Write-off,E01441
MV0009177,INV020785,W022,W018,134,2024-02-01,Stocktake Adjustment,E01835
MV0009178,INV004973,W016,W008,181,2023-07-30,Return,E01040
MV0009179,INV017158,W003,W003,128,2023-07-20,Inter-store Transfer,E02224
MV0009180,INV017733,W029,W003,165,2023-09-28,Return,E00985
MV0009181,INV004874,W028,W019,131,2022-10-15,Inter-store Transfer,E01495
MV0009182,INV015237,W001,W022,165,2022-09-04,Damage Write-off,E02448
MV0009183,INV006952,W015,W015,128,2023-09-08,Replenishment,E01578
MV0009184,INV009445,W016,W016,102,2022-05-21,Damage Write-off,E00534
MV0009185,INV002017,W029,W003,20,2024-07-22,Stocktake Adjustment,E01610
MV0009186,INV022379,W028,W001,130,2022-10-18,Inter-store Transfer,E01645
MV0009187,INV012774,W006,W022,73,2024-11-12,Replenishment,E00083
MV0009188,INV022056,W005,W028,139,2024-11-24,Stocktake Adjustment,E01689
MV0009189,INV013246,W001,W006,185,2024-10-28,Replenishment,E01795
MV0009190,INV011493,W016,W010,89,2024-03-25,Return,E02358
MV0009191,INV010675,W009,W029,118,2024-01-10,Return,E00335
MV0009192,INV005177,W024,W016,56,2024-04-24,Inter-store Transfer,E00081
MV0009193,INV002842,W014,W022,54,2024-07-14,Return,E01760
MV0009194,INV012975,W018,W016,160,2023-11-28,Inter-store Transfer,E00157
MV0009195,INV011688,W004,W023,6,2023-12-19,Replenishment,E02072
MV0009196,INV004933,W007,W022,67,2023-05-10,Damage Write-off,E01560
MV0009197,INV020151,W010,W001,47,2024-02-26,Replenishment,E00202
MV0009198,INV005395,W007,W028,200,2024-08-13,Stocktake Adjustment,E01512
MV0009199,INV022069,W005,W011,113,2023-08-08,Stocktake Adjustment,E00817
MV0009200,INV006940,W013,W011,82,2023-07-24,Stocktake Adjustment,E00122
MV0009201,INV009483,W008,W004,170,2022-10-14,Damage Write-off,E02096
MV0009202,INV004615,W005,W022,30,2024-01-30,Damage Write-off,E00214
MV0009203,INV010602,W013,W027,59,2022-08-23,Stocktake Adjustment,E00368
MV0009204,INV006716,W026,W020,114,2023-10-28,Return,E02138
MV0009205,INV016908,W008,W020,27,2024-09-25,Replenishment,E00823
MV0009206,INV007869,W030,W017,113,2022-01-04,Inter-store Transfer,E02415
MV0009207,INV008718,W017,W025,114,2022-01-01,Return,E00316
MV0009208,INV015248,W013,W016,24,2024-05-11,Replenishment,E02191
MV0009209,INV006409,W017,W004,147,2022-06-13,Damage Write-off,E00551
MV0009210,INV010919,W020,W022,153,2023-12-16,Stocktake Adjustment,E01878
MV0009211,INV001339,W002,W020,165,2022-11-03,Stocktake Adjustment,E02097
MV0009212,INV010851,W007,W003,39,2023-01-29,Stocktake Adjustment,E00160
MV0009213,INV010523,W005,W019,147,2023-06-28,Stocktake Adjustment,E02366
MV0009214,INV016739,W029,W027,187,2022-02-23,Stocktake Adjustment,E00648
MV0009215,INV024134,W002,W001,144,2022-02-01,Replenishment,E02113
MV0009216,INV002606,W005,W005,103,2024-02-01,Replenishment,E00008
MV0009217,INV009236,W017,W020,149,2024-02-09,Return,E00150
MV0009218,INV004450,W005,W025,97,2023-02-26,Stocktake Adjustment,E00783
MV0009219,INV009177,W019,W015,16,2022-02-09,Inter-store Transfer,E02029
MV0009220,INV001274,W021,W018,8,2023-10-05,Inter-store Transfer,E01310
MV0009221,INV023486,W017,W008,100,2024-02-25,Damage Write-off,E00722
MV0009222,INV013114,W010,W015,168,2024-06-23,Damage Write-off,E01508
MV0009223,INV022524,W017,W019,37,2024-05-18,Damage Write-off,E01165
MV0009224,INV020692,W016,W016,120,2024-11-27,Damage Write-off,E00261
MV0009225,INV022697,W019,W019,122,2023-10-04,Inter-store Transfer,E01454
MV0009226,INV003864,W016,W020,43,2023-07-20,Stocktake Adjustment,E00838
MV0009227,INV016962,W011,W015,158,2022-07-31,Return,E00376
MV0009228,INV004610,W003,W030,200,2024-04-30,Stocktake Adjustment,E01816
MV0009229,INV022232,W009,W027,30,2023-01-31,Stocktake Adjustment,E02468
MV0009230,INV019079,W002,W017,87,2022-10-16,Inter-store Transfer,E00654
MV0009231,INV005393,W026,W025,103,2024-07-18,Inter-store Transfer,E01006
MV0009232,INV004090,W013,W030,27,2024-11-20,Inter-store Transfer,E01893
MV0009233,INV023907,W025,W016,89,2023-04-14,Replenishment,E01906
MV0009234,INV014021,W028,W024,163,2024-09-01,Damage Write-off,E02491
MV0009235,INV009366,W006,W005,88,2022-02-13,Damage Write-off,E02347
MV0009236,INV022711,W022,W003,156,2022-07-16,Stocktake Adjustment,E00023
MV0009237,INV001211,W017,W024,42,2024-02-02,Inter-store Transfer,E01767
MV0009238,INV016440,W014,W029,27,2022-05-18,Inter-store Transfer,E01747
MV0009239,INV024399,W017,W022,66,2023-07-02,Damage Write-off,E00185
MV0009240,INV002200,W003,W011,101,2024-11-17,Replenishment,E01994
MV0009241,INV022813,W010,W024,134,2024-03-28,Stocktake Adjustment,E02425
MV0009242,INV004022,W008,W013,166,2023-09-20,Inter-store Transfer,E00577
MV0009243,INV007811,W023,W024,106,2024-03-23,Damage Write-off,E01850
MV0009244,INV022099,W017,W028,152,2022-10-31,Replenishment,E00682
MV0009245,INV011305,W011,W013,53,2024-12-22,Damage Write-off,E00091
MV0009246,INV000108,W016,W019,75,2022-04-07,Stocktake Adjustment,E01008
MV0009247,INV021760,W030,W012,41,2023-03-09,Stocktake Adjustment,E01648
MV0009248,INV012848,W003,W027,133,2023-11-06,Stocktake Adjustment,E00116
MV0009249,INV020147,W011,W020,2,2023-11-12,Replenishment,E00462
MV0009250,INV009412,W014,W016,137,2023-06-09,Inter-store Transfer,E01110
MV0009251,INV009786,W016,W028,41,2022-12-28,Inter-store Transfer,E00909
MV0009252,INV010087,W005,W018,189,2024-03-04,Inter-store Transfer,E00661
MV0009253,INV021230,W028,W030,198,2022-07-06,Replenishment,E01277
MV0009254,INV006655,W029,W022,63,2024-09-08,Damage Write-off,E01736
MV0009255,INV007655,W024,W025,77,2023-09-23,Replenishment,E01785
MV0009256,INV023126,W019,W004,117,2023-04-02,Stocktake Adjustment,E00424
MV0009257,INV000955,W008,W028,94,2023-07-22,Return,E00035
MV0009258,INV004567,W019,W010,51,2023-03-16,Damage Write-off,E01336
MV0009259,INV020914,W028,W006,113,2024-06-10,Stocktake Adjustment,E00059
MV0009260,INV024737,W012,W005,158,2024-07-12,Replenishment,E01203
MV0009261,INV009254,W017,W004,63,2023-10-15,Return,E00512
MV0009262,INV002140,W017,W008,85,2022-11-26,Replenishment,E01972
MV0009263,INV014559,W006,W002,173,2022-11-10,Replenishment,E01430
MV0009264,INV008836,W013,W002,127,2023-06-15,Damage Write-off,E01260
MV0009265,INV018429,W017,W003,185,2023-07-22,Return,E02129
MV0009266,INV005296,W026,W020,114,2023-08-11,Stocktake Adjustment,E01189
MV0009267,INV015156,W022,W015,178,2023-11-23,Stocktake Adjustment,E00349
MV0009268,INV020443,W026,W011,113,2022-02-09,Inter-store Transfer,E00183
MV0009269,INV005229,W007,W003,184,2023-01-14,Inter-store Transfer,E00118
MV0009270,INV014163,W002,W003,73,2023-11-14,Replenishment,E00019
MV0009271,INV000598,W022,W025,136,2024-01-16,Stocktake Adjustment,E02097
MV0009272,INV008863,W021,W001,157,2022-05-10,Stocktake Adjustment,E00509
MV0009273,INV010586,W007,W026,200,2023-07-15,Stocktake Adjustment,E00019
MV0009274,INV011039,W023,W030,96,2023-12-03,Replenishment,E01626
MV0009275,INV024306,W005,W008,185,2022-07-24,Replenishment,E02132
MV0009276,INV023644,W016,W019,60,2022-05-08,Replenishment,E02194
MV0009277,INV017772,W002,W004,13,2023-11-26,Inter-store Transfer,E01330
MV0009278,INV009132,W004,W007,19,2024-05-10,Return,E02459
MV0009279,INV019416,W004,W005,122,2022-11-28,Inter-store Transfer,E00228
MV0009280,INV022093,W025,W001,112,2023-11-07,Inter-store Transfer,E01512
MV0009281,INV019118,W024,W028,175,2022-08-16,Replenishment,E00014
MV0009282,INV002449,W027,W015,36,2022-08-16,Replenishment,E00241
MV0009283,INV007706,W003,W021,133,2023-10-25,Replenishment,E00616
MV0009284,INV024047,W011,W001,109,2022-06-30,Stocktake Adjustment,E01939
MV0009285,INV010891,W030,W024,163,2024-02-07,Inter-store Transfer,E00354
MV0009286,INV011961,W023,W021,104,2023-03-17,Return,E01851
MV0009287,INV015485,W019,W016,194,2024-02-04,Return,E01920
MV0009288,INV012509,W026,W007,75,2024-05-21,Replenishment,E01480
MV0009289,INV011842,W008,W023,119,2022-11-06,Replenishment,E01468
MV0009290,INV000313,W021,W018,155,2023-11-06,Replenishment,E00742
MV0009291,INV000259,W016,W022,55,2022-11-25,Return,E00837
MV0009292,INV002852,W022,W026,184,2022-03-10,Replenishment,E00666
MV0009293,INV009388,W006,W006,26,2024-03-09,Return,E01811
MV0009294,INV003136,W021,W011,111,2022-11-26,Inter-store Transfer,E00384
MV0009295,INV005859,W022,W021,102,2024-08-15,Replenishment,E00464
MV0009296,INV009969,W025,W013,12,2023-01-26,Replenishment,E02018
MV0009297,INV005411,W016,W029,128,2022-06-30,Stocktake Adjustment,E00954
MV0009298,INV018470,W023,W027,85,2023-03-05,Stocktake Adjustment,E02043
MV0009299,INV005978,W009,W003,102,2022-06-16,Inter-store Transfer,E01514
MV0009300,INV021852,W014,W015,143,2024-12-23,Stocktake Adjustment,E01879
MV0009301,INV002388,W029,W010,146,2024-02-26,Stocktake Adjustment,E01307
MV0009302,INV020110,W009,W011,189,2024-03-17,Damage Write-off,E01623
MV0009303,INV017010,W024,W006,130,2023-12-02,Inter-store Transfer,E00661
MV0009304,INV002302,W027,W018,51,2022-01-13,Inter-store Transfer,E01906
MV0009305,INV018156,W027,W001,108,2023-08-08,Return,E02367
MV0009306,INV008293,W016,W021,95,2024-03-05,Return,E01639
MV0009307,INV012245,W017,W004,121,2022-04-01,Damage Write-off,E01198
MV0009308,INV001173,W028,W028,82,2024-02-05,Return,E02090
MV0009309,INV010611,W029,W014,152,2024-03-06,Stocktake Adjustment,E01641
MV0009310,INV002539,W023,W014,138,2023-06-16,Return,E02020
MV0009311,INV002960,W010,W022,186,2023-10-28,Return,E01714
MV0009312,INV014431,W021,W009,78,2024-10-15,Damage Write-off,E01440
MV0009313,INV000095,W006,W030,114,2022-02-02,Damage Write-off,E01312
MV0009314,INV002987,W009,W022,47,2023-03-04,Stocktake Adjustment,E00841
MV0009315,INV011680,W007,W011,114,2023-11-04,Stocktake Adjustment,E01246
MV0009316,INV006853,W006,W009,24,2023-01-22,Replenishment,E01547
MV0009317,INV021402,W004,W009,125,2022-11-12,Inter-store Transfer,E01633
MV0009318,INV001008,W024,W018,138,2023-10-25,Return,E01535
MV0009319,INV021073,W025,W016,146,2024-04-25,Stocktake Adjustment,E00187
MV0009320,INV010010,W009,W024,157,2024-11-11,Stocktake Adjustment,E01567
MV0009321,INV010593,W020,W029,129,2022-09-16,Return,E02142
MV0009322,INV002346,W004,W007,121,2024-09-10,Replenishment,E00730
MV0009323,INV011777,W004,W009,187,2024-05-08,Damage Write-off,E00232
MV0009324,INV008989,W005,W019,197,2023-07-08,Replenishment,E01650
MV0009325,INV022708,W030,W010,34,2024-02-13,Stocktake Adjustment,E01777
MV0009326,INV021295,W015,W023,96,2022-09-03,Replenishment,E00745
MV0009327,INV001734,W002,W014,84,2023-02-13,Stocktake Adjustment,E02359
MV0009328,INV004813,W017,W006,128,2023-03-06,Damage Write-off,E01386
MV0009329,INV019873,W027,W007,74,2023-04-01,Damage Write-off,E01596
MV0009330,INV000908,W007,W004,195,2023-08-29,Damage Write-off,E02424
MV0009331,INV016427,W014,W029,102,2023-10-14,Replenishment,E02304
MV0009332,INV008126,W005,W017,112,2022-02-11,Damage Write-off,E01086
MV0009333,INV002399,W015,W028,55,2024-12-13,Return,E00087
MV0009334,INV000605,W021,W011,89,2022-03-18,Return,E01958
MV0009335,INV012433,W023,W027,83,2024-03-14,Inter-store Transfer,E02500
MV0009336,INV010043,W026,W028,70,2023-02-06,Replenishment,E02274
MV0009337,INV021226,W013,W024,171,2024-06-03,Stocktake Adjustment,E01638
MV0009338,INV002703,W005,W021,89,2024-06-29,Replenishment,E00420
MV0009339,INV006841,W001,W004,91,2022-10-17,Return,E02461
MV0009340,INV011287,W017,W023,165,2024-11-14,Stocktake Adjustment,E00479
MV0009341,INV000237,W007,W027,59,2024-07-15,Replenishment,E01251
MV0009342,INV007305,W004,W003,178,2024-08-14,Damage Write-off,E00636
MV0009343,INV023866,W001,W008,24,2024-01-24,Damage Write-off,E00325
MV0009344,INV015304,W002,W009,127,2024-06-12,Stocktake Adjustment,E02414
MV0009345,INV014847,W005,W013,142,2023-12-17,Inter-store Transfer,E01470
MV0009346,INV023722,W028,W011,90,2022-08-27,Inter-store Transfer,E00735
MV0009347,INV014453,W012,W019,86,2022-07-30,Replenishment,E00737
MV0009348,INV011703,W027,W012,113,2022-01-17,Damage Write-off,E01261
MV0009349,INV010049,W021,W030,20,2023-07-07,Stocktake Adjustment,E01868
MV0009350,INV001248,W014,W007,90,2022-09-16,Inter-store Transfer,E00610
MV0009351,INV005559,W023,W007,55,2024-10-26,Replenishment,E01677
MV0009352,INV002921,W015,W016,150,2022-07-13,Damage Write-off,E01554
MV0009353,INV001528,W003,W026,92,2024-04-22,Stocktake Adjustment,E02228
MV0009354,INV015415,W020,W012,17,2024-09-17,Stocktake Adjustment,E01593
MV0009355,INV002239,W022,W012,80,2022-04-04,Return,E00478
MV0009356,INV005734,W025,W017,85,2022-03-14,Replenishment,E00280
MV0009357,INV024399,W001,W018,92,2023-08-22,Return,E01533
MV0009358,INV001913,W019,W018,55,2023-02-07,Stocktake Adjustment,E01496
MV0009359,INV023385,W027,W007,125,2024-09-16,Replenishment,E01843
MV0009360,INV000881,W030,W011,57,2023-06-05,Inter-store Transfer,E00241
MV0009361,INV006234,W028,W003,102,2024-03-01,Return,E01486
MV0009362,INV002539,W029,W019,169,2022-07-07,Stocktake Adjustment,E00753
MV0009363,INV015328,W020,W017,69,2023-06-29,Replenishment,E01466
MV0009364,INV000013,W028,W018,78,2023-08-11,Replenishment,E00642
MV0009365,INV018507,W007,W007,75,2024-11-08,Replenishment,E00664
MV0009366,INV024217,W014,W022,197,2024-05-07,Return,E00466
MV0009367,INV002604,W023,W013,86,2022-06-13,Inter-store Transfer,E01605
MV0009368,INV001849,W002,W028,125,2024-01-25,Return,E01934
MV0009369,INV021100,W003,W003,15,2023-09-20,Return,E00838
MV0009370,INV006976,W024,W001,47,2023-01-26,Inter-store Transfer,E01267
MV0009371,INV009445,W009,W019,156,2024-03-28,Stocktake Adjustment,E00098
MV0009372,INV001080,W025,W017,39,2023-12-11,Inter-store Transfer,E00487
MV0009373,INV009105,W028,W004,73,2022-01-23,Damage Write-off,E00396
MV0009374,INV014058,W024,W029,87,2024-10-22,Damage Write-off,E00888
MV0009375,INV014418,W015,W004,199,2023-06-23,Return,E00965
MV0009376,INV005163,W005,W018,178,2023-10-02,Damage Write-off,E02182
MV0009377,INV001260,W003,W011,167,2023-06-17,Damage Write-off,E01479
MV0009378,INV015874,W025,W007,70,2023-11-04,Stocktake Adjustment,E02384
MV0009379,INV014173,W022,W009,79,2024-05-18,Stocktake Adjustment,E02063
MV0009380,INV013770,W012,W001,73,2022-12-28,Return,E00307
MV0009381,INV020779,W011,W023,63,2023-12-14,Replenishment,E02072
MV0009382,INV024384,W001,W020,49,2024-09-29,Stocktake Adjustment,E01693
MV0009383,INV018870,W011,W013,52,2024-10-26,Return,E00304
MV0009384,INV010704,W003,W005,74,2023-11-27,Stocktake Adjustment,E01274
MV0009385,INV016465,W005,W013,159,2022-05-24,Replenishment,E00454
MV0009386,INV024198,W017,W001,86,2023-11-20,Stocktake Adjustment,E00497
MV0009387,INV012393,W020,W004,6,2023-10-31,Damage Write-off,E00484
MV0009388,INV000200,W005,W026,40,2024-01-08,Inter-store Transfer,E02439
MV0009389,INV023862,W009,W012,4,2023-01-02,Return,E02462
MV0009390,INV020487,W011,W003,160,2023-11-27,Return,E01416
MV0009391,INV021832,W030,W003,152,2023-01-05,Replenishment,E01585
MV0009392,INV015883,W025,W011,78,2023-10-12,Replenishment,E00454
MV0009393,INV018707,W028,W013,74,2024-09-19,Inter-store Transfer,E01442
MV0009394,INV020928,W017,W011,166,2024-04-09,Stocktake Adjustment,E01577
MV0009395,INV024608,W019,W027,4,2024-04-05,Return,E00664
MV0009396,INV013152,W014,W028,160,2024-03-02,Damage Write-off,E00424
MV0009397,INV013049,W004,W027,179,2024-03-12,Stocktake Adjustment,E00672
MV0009398,INV019421,W012,W002,88,2023-08-25,Inter-store Transfer,E01598
MV0009399,INV003480,W005,W024,37,2024-05-04,Damage Write-off,E01784
MV0009400,INV023619,W004,W030,24,2022-09-03,Stocktake Adjustment,E01758
MV0009401,INV013413,W011,W015,132,2024-07-22,Stocktake Adjustment,E02211
MV0009402,INV006718,W002,W013,139,2024-03-03,Damage Write-off,E00850
MV0009403,INV018948,W002,W007,149,2024-10-26,Return,E02224
MV0009404,INV009573,W023,W004,38,2022-12-19,Replenishment,E02259
MV0009405,INV003212,W017,W025,51,2023-08-25,Replenishment,E01139
MV0009406,INV009268,W023,W012,130,2023-09-14,Replenishment,E00192
MV0009407,INV022536,W008,W029,163,2024-07-17,Damage Write-off,E01192
MV0009408,INV001503,W013,W007,149,2024-06-21,Damage Write-off,E00630
MV0009409,INV022373,W020,W024,158,2023-01-24,Return,E00504
MV0009410,INV010142,W002,W006,47,2024-08-07,Inter-store Transfer,E02229
MV0009411,INV009700,W002,W012,37,2023-01-03,Return,E00145
MV0009412,INV013773,W002,W010,106,2022-11-28,Stocktake Adjustment,E01810
MV0009413,INV018706,W012,W004,194,2022-10-07,Damage Write-off,E01683
MV0009414,INV023757,W008,W006,71,2022-02-27,Damage Write-off,E01416
MV0009415,INV003264,W001,W019,33,2023-10-15,Return,E01618
MV0009416,INV005673,W019,W021,143,2023-02-09,Inter-store Transfer,E01816
MV0009417,INV015278,W023,W010,185,2024-09-02,Replenishment,E01863
MV0009418,INV000532,W004,W017,108,2022-08-20,Replenishment,E02191
MV0009419,INV001856,W005,W013,71,2022-12-17,Stocktake Adjustment,E01335
MV0009420,INV019507,W012,W028,161,2022-05-05,Replenishment,E02267
MV0009421,INV015887,W029,W026,122,2022-02-04,Inter-store Transfer,E01698
