product_id,product_name,category,sub_category,brand,color,size,style_tag,season,price,mrp,cost_price,launch_date,is_active,supplier_id,weight_grams,margin_pct
P00515,Lee Coat Grey,Outerwear,Coat,Lee,Mustard,S,party,Monsoon,2086,2697.33,897.95,2020-11-16,True,SUP0074,1506,56.95
P00516,Koovs Sandals Coral,Footwear,Sandals,Koovs,Yellow,L,party,Festive,4895,7123.09,2780.01,2020-01-17,True,SUP0240,159,43.21
P00517,Wrangler Gym Vest Red,Activewear,Gym Vest,Wrangler,Black,XS,bohemian,Festive,4698,5671.1,2094.22,2020-12-07,True,SUP0226,1348,55.42
P00518,U.S. Polo Tank Top Cream,Tops,Tank Top,U.S. Polo,Red,S,ethnic,Festive,3952,5447.77,1554.66,2022-01-15,True,SUP0306,325,60.66
P00519,Libas Scarf Orange,Accessories,Scarf,Libas,Teal,Free Size,formal,Monsoon,2557,3389.61,968.03,2022-04-05,False,SUP0333,1846,62.14
P00520,AND Windbreaker Mustard,Outerwear,Windbreaker,AND,Navy,XS,bohemian,All Season,5887,7231.37,3079.76,2022-01-12,True,SUP0203,841,47.69
P00521,Tommy Hilfiger Maxi Dress Coral,Dresses,Maxi Dress,Tommy Hilfiger,Maroon,L,casual,Monsoon,6184,6954.87,2475.22,2024-02-08,True,SUP0054,1267,59.97
P00522,Aurelia Maxi Dress Mustard,Dresses,Maxi Dress,Aurelia,Green,L,formal,Summer,10924,13621.85,5326.94,2020-05-15,True,SUP0270,470,51.24
P00523,Pepe Jeans Sports Shoes Grey,Footwear,Sports Shoes,Pepe Jeans,Brown,XXL,office,Summer,3947,4644.43,2209.07,2020-05-16,True,SUP0276,1617,44.03
P00524,Arrow Cap Green,Accessories,Cap,Arrow,Teal,Free Size,sporty,Monsoon,5082,7580.19,2416.77,2022-07-09,True,SUP0321,1493,52.44
P00525,H&M Salwar Suit Olive,Dresses,Salwar Suit,H&M,Green,XXL,formal,Summer,2303,2569.54,1379.14,2021-08-08,True,SUP0098,890,40.12
P00526,Mamaearth Oxford Red,Footwear,Oxford,Mamaearth,Beige,M,party,Winter,5881,7674.94,2074.75,2021-04-30,True,SUP0342,607,64.72
P00527,Libas Oxford Teal,Footwear,Oxford,Libas,Orange,S,luxury,Monsoon,3389,4757.48,1309.65,2020-11-15,True,SUP0243,1064,61.36
P00528,Only Flats Mint,Footwear,Flats,Only,Olive,S,streetwear,Winter,955,1297.69,388.96,2024-01-02,False,SUP0049,499,59.27
P00529,Peter England Socks Grey,Innerwear,Socks,Peter England,Cream,S,party,Monsoon,722,982.69,381.01,2020-10-12,True,SUP0277,665,47.23
P00530,Myntra Sandals Pink,Footwear,Sandals,Myntra,Red,S,office,Winter,5536,6112.99,3309.12,2020-12-08,True,SUP0290,677,40.23
P00531,AND Blazer Grey,Outerwear,Blazer,AND,Cream,S,sporty,Festive,9854,14371.31,5824.6,2024-01-11,True,SUP0161,755,40.89
P00532,Libas Crop Top Green,Tops,Crop Top,Libas,Orange,Free Size,bohemian,Winter,728,989.02,365.89,2023-03-12,False,SUP0017,1065,49.74
P00533,Decathlon Sneakers Grey,Footwear,Sneakers,Decathlon,Beige,M,sporty,Winter,4077,5132.35,2214.85,2024-03-22,True,SUP0013,1601,45.67
P00534,Van Heusen Sunglasses Mustard,Accessories,Sunglasses,Van Heusen,Grey,M,casual,Winter,2929,3962.56,1429.08,2022-04-12,True,SUP0322,682,51.21
P00535,True Blue Sherwani Grey,Ethnic Wear,Sherwani,True Blue,Cream,S,casual,Summer,1939,2865.71,918.31,2020-07-19,True,SUP0314,1103,52.64
P00536,Only Compression Tights Teal,Activewear,Compression Tights,Only,Olive,L,party,All Season,3268,4481.87,1723.71,2022-12-26,True,SUP0034,1699,47.25
P00537,Nykaa Fashion Track Pants Green,Activewear,Track Pants,Nykaa Fashion,Brown,XS,office,Summer,3509,5008.33,1820.28,2021-03-16,True,SUP0357,1896,48.13
P00538,Jack & Jones Gym Vest Yellow,Activewear,Gym Vest,Jack & Jones,Yellow,XL,casual,All Season,2601,3120.91,1330.3,2023-06-20,True,SUP0023,631,48.85
P00539,Jack & Jones Belt Maroon,Accessories,Belt,Jack & Jones,Blue,XL,minimalist,All Season,5666,8186.84,2518.05,2024-01-12,True,SUP0251,598,55.56
P00540,Numero Uno Blouse Brown,Tops,Blouse,Numero Uno,Blue,XL,luxury,Winter,1163,1416.77,530.25,2022-10-17,True,SUP0343,637,54.41
P00541,FabIndia Saree Grey,Dresses,Saree,FabIndia,Black,L,ethnic,All Season,10340,12912.54,4174.09,2022-07-11,True,SUP0330,831,59.63
P00542,All About You Thermal Innerwear Purple,Innerwear,Thermal Innerwear,All About You,Beige,XL,streetwear,Monsoon,301,401.35,174.44,2024-04-14,True,SUP0363,1397,42.05
P00543,Zara Denim Jacket Olive,Outerwear,Denim Jacket,Zara,Black,S,bohemian,Monsoon,2353,2794.66,1197.44,2020-09-25,False,SUP0032,1916,49.11
P00544,H&M Sneakers Pink,Footwear,Sneakers,H&M,Teal,XL,minimalist,All Season,5225,7618.35,2496.54,2022-09-16,True,SUP0235,950,52.22
P00545,AND Cap Olive,Accessories,Cap,AND,Purple,XL,bohemian,Winter,2056,2875.64,1020.62,2020-10-29,True,SUP0158,616,50.36
P00546,Kazo Saree Mint,Dresses,Saree,Kazo,Pink,S,ethnic,All Season,6968,8666.68,3495.72,2020-11-28,True,SUP0113,1647,49.83
P00547,Dressberry Socks Navy,Innerwear,Socks,Dressberry,Red,XL,formal,Festive,656,910.7,355.6,2021-08-15,True,SUP0248,1048,45.79
P00548,Global Desi Palazzo Black,Bottoms,Palazzo,Global Desi,White,XXL,party,All Season,499,742.32,223.45,2021-11-01,True,SUP0376,1658,55.22
P00549,Louis Philippe Dhoti Purple,Ethnic Wear,Dhoti,Louis Philippe,Mustard,M,office,All Season,3808,4638.29,1913.97,2021-06-13,True,SUP0019,1276,49.74
P00550,Global Desi Chinos Mustard,Bottoms,Chinos,Global Desi,Mustard,Free Size,party,Summer,4988,6681.29,2410.16,2021-02-14,True,SUP0327,1916,51.68
P00551,Biba Lehenga Navy,Dresses,Lehenga,Biba,Mustard,L,luxury,All Season,806,1189.38,333.92,2020-11-27,True,SUP0152,1665,58.57
P00552,Van Heusen Blouse Blue,Tops,Blouse,Van Heusen,Mustard,XL,sporty,All Season,2690,3444.0,1293.56,2020-07-19,True,SUP0037,377,51.91
P00553,Mango Tank Top Purple,Tops,Tank Top,Mango,Cream,XL,office,Festive,1567,2077.64,899.78,2020-02-06,True,SUP0113,895,42.58
P00554,Arrow Briefs Navy,Innerwear,Briefs,Arrow,Brown,XL,sporty,Monsoon,371,509.89,210.13,2022-07-19,True,SUP0356,1594,43.36
P00555,Vero Moda Thermal Innerwear Maroon,Innerwear,Thermal Innerwear,Vero Moda,Purple,M,minimalist,All Season,453,631.66,195.27,2023-01-11,True,SUP0348,643,56.89
P00556,Blackberrys Wallet Beige,Accessories,Wallet,Blackberrys,Maroon,Free Size,party,Summer,949,1083.32,525.09,2023-10-31,True,SUP0289,300,44.67
P00557,Tommy Hilfiger Kurta Mustard,Ethnic Wear,Kurta,Tommy Hilfiger,Navy,XL,formal,All Season,1555,1726.92,854.13,2022-06-09,True,SUP0085,1503,45.07
P00558,Puma Puffer Jacket Yellow,Outerwear,Puffer Jacket,Puma,Coral,XXL,ethnic,Monsoon,4645,5251.58,1805.0,2020-01-26,True,SUP0224,802,61.14
P00559,Bewakoof Gym Vest Mint,Activewear,Gym Vest,Bewakoof,White,XXL,casual,Monsoon,1869,2312.01,995.38,2022-04-14,True,SUP0278,1117,46.74
P00560,Mamaearth Track Pants Blue,Activewear,Track Pants,Mamaearth,Beige,Free Size,formal,Monsoon,1608,2404.74,865.18,2023-05-23,True,SUP0005,836,46.2
P00561,W Loafers Navy,Footwear,Loafers,W,Beige,XS,minimalist,Festive,2547,3176.79,1524.36,2021-03-05,True,SUP0068,1920,40.15
P00562,Vero Moda Leggings Coral,Bottoms,Leggings,Vero Moda,Mint,XL,casual,All Season,399,565.52,169.94,2021-04-06,True,SUP0188,1665,57.41
P00563,Zara Thermal Innerwear White,Innerwear,Thermal Innerwear,Zara,Beige,S,bohemian,Monsoon,763,1012.22,322.56,2022-01-18,True,SUP0158,485,57.72
P00564,Reebok Bra Black,Innerwear,Bra,Reebok,Purple,XL,casual,Summer,150,189.81,65.51,2021-06-22,True,SUP0169,456,56.33
P00565,Spykar Sneakers White,Footwear,Sneakers,Spykar,Blue,XL,party,All Season,2316,3056.67,1225.34,2020-08-18,False,SUP0254,1000,47.09
P00566,U.S. Polo Windbreaker Beige,Outerwear,Windbreaker,U.S. Polo,Yellow,M,sporty,All Season,4053,6036.79,1455.65,2020-09-18,False,SUP0344,1179,64.08
P00567,Aurelia Blazer Coral,Outerwear,Blazer,Aurelia,White,Free Size,formal,All Season,4959,5528.98,1972.55,2023-09-14,True,SUP0338,1418,60.22
P00568,Cover Story Oxford Teal,Footwear,Oxford,Cover Story,Beige,M,streetwear,Summer,1756,2056.11,856.04,2023-08-30,True,SUP0139,1050,51.25
P00569,Global Desi Belt Beige,Accessories,Belt,Global Desi,Beige,XXL,formal,Summer,2477,3207.44,909.28,2020-09-05,True,SUP0217,260,63.29
P00570,Kazo Salwar Suit Grey,Dresses,Salwar Suit,Kazo,Maroon,L,formal,All Season,10344,14361.62,5722.8,2020-02-23,True,SUP0259,1238,44.68
P00571,Roadster Watch Olive,Accessories,Watch,Roadster,Brown,XS,casual,Festive,6843,8955.7,3071.86,2021-01-24,True,SUP0211,829,55.11
P00572,Only Thermal Innerwear Mint,Innerwear,Thermal Innerwear,Only,Pink,S,streetwear,All Season,654,821.99,335.6,2024-05-20,True,SUP0192,1484,48.69
P00573,Only Skirt Olive,Bottoms,Skirt,Only,Green,Free Size,office,Festive,2350,2607.18,944.44,2022-01-26,True,SUP0137,1842,59.81
P00574,AND Leggings Red,Bottoms,Leggings,AND,Grey,L,minimalist,Monsoon,4566,6275.64,2519.88,2024-03-30,True,SUP0013,1380,44.81
P00575,Reebok Shirt Brown,Tops,Shirt,Reebok,Pink,Free Size,luxury,All Season,2492,3645.72,971.25,2022-12-30,True,SUP0175,1453,61.03
P00576,Cover Story Bra Teal,Innerwear,Bra,Cover Story,White,XL,office,Summer,377,524.8,134.95,2024-01-07,True,SUP0369,1406,64.2
P00577,Forever 21 Sports Bra Beige,Activewear,Sports Bra,Forever 21,Coral,Free Size,formal,Festive,520,683.06,194.93,2023-04-12,True,SUP0384,940,62.51
P00578,Wrangler Sports Shoes Yellow,Footwear,Sports Shoes,Wrangler,Pink,M,ethnic,Winter,2596,3834.94,1356.09,2023-04-08,True,SUP0108,507,47.76
P00579,Allen Solly Maxi Dress Cream,Dresses,Maxi Dress,Allen Solly,Olive,XS,luxury,Monsoon,818,1129.41,490.76,2023-10-11,True,SUP0069,517,40.0
P00580,Here&Now Churidar Teal,Ethnic Wear,Churidar,Here&Now,Grey,XXL,formal,Summer,3770,4333.09,1346.04,2024-04-20,True,SUP0256,1815,64.3
P00581,Jack & Jones Loafers Purple,Footwear,Loafers,Jack & Jones,Coral,Free Size,luxury,Festive,5773,6393.83,2893.3,2023-12-29,True,SUP0125,1861,49.88
P00582,Jack & Jones Boxers Pink,Innerwear,Boxers,Jack & Jones,Maroon,XXL,luxury,Summer,703,861.36,420.99,2022-03-27,True,SUP0125,1489,40.12
P00583,Bewakoof Bra Olive,Innerwear,Bra,Bewakoof,Pink,Free Size,sporty,Winter,597,681.71,246.3,2022-07-28,False,SUP0086,1402,58.74
P00584,Koovs Saree Pink,Dresses,Saree,Koovs,Black,S,luxury,Festive,8263,11630.48,3768.45,2024-03-16,True,SUP0182,799,54.39
P00585,All About You Belt Orange,Accessories,Belt,All About You,Teal,S,luxury,Festive,3299,3865.06,1172.31,2020-02-26,True,SUP0219,1717,64.46
P00586,Bewakoof Loafers Navy,Footwear,Loafers,Bewakoof,Blue,XXL,ethnic,Festive,1354,1995.88,647.81,2023-09-18,True,SUP0207,1606,52.16
P00587,Roadster Sports Shoes Red,Footwear,Sports Shoes,Roadster,Mustard,XS,minimalist,Summer,1681,2054.09,947.37,2023-04-11,True,SUP0023,1737,43.64
P00588,Forever 21 Polo Yellow,Tops,Polo,Forever 21,Teal,L,bohemian,All Season,3838,5155.29,1668.47,2023-06-12,True,SUP0392,407,56.53
P00589,Blackberrys Coat Navy,Outerwear,Coat,Blackberrys,Brown,XS,party,Festive,4383,5064.13,2524.53,2020-04-22,True,SUP0295,1546,42.4
P00590,Calvin Klein Sports Shoes Brown,Footwear,Sports Shoes,Calvin Klein,Coral,S,streetwear,Summer,1927,2200.41,787.2,2021-11-18,True,SUP0068,201,59.15
P00591,The Souled Store Handbag Yellow,Accessories,Handbag,The Souled Store,Cream,XS,luxury,All Season,5333,6526.23,2937.14,2023-02-22,True,SUP0133,1478,44.93
P00592,Lee Sneakers Green,Footwear,Sneakers,Lee,Maroon,XXL,luxury,All Season,476,675.2,280.5,2020-07-13,True,SUP0029,1470,41.07
P00593,Mango Joggers Orange,Bottoms,Joggers,Mango,Black,Free Size,sporty,Summer,412,513.16,232.92,2020-05-13,True,SUP0287,1625,43.47
P00594,Mamaearth Joggers Teal,Bottoms,Joggers,Mamaearth,Orange,XL,minimalist,Summer,2783,4061.07,1071.73,2023-04-21,True,SUP0379,1792,61.49
P00595,Dressberry Evening Gown Navy,Dresses,Evening Gown,Dressberry,Black,XXL,party,All Season,2499,3252.61,938.25,2021-05-26,True,SUP0250,956,62.45
P00596,The Souled Store Joggers Brown,Bottoms,Joggers,The Souled Store,Blue,S,minimalist,Winter,1588,2286.14,837.63,2020-11-03,True,SUP0246,1978,47.25
P00597,Mamaearth Sherwani Yellow,Ethnic Wear,Sherwani,Mamaearth,Mint,XXL,sporty,Monsoon,1239,1684.25,732.95,2024-02-07,True,SUP0247,599,40.84
P00598,Marks & Spencer Jacket Mint,Outerwear,Jacket,Marks & Spencer,Cream,M,streetwear,All Season,8323,11584.04,3343.72,2021-01-25,True,SUP0081,736,59.83
P00599,True Blue Sports Bra Cream,Activewear,Sports Bra,True Blue,Pink,Free Size,sporty,Winter,2666,3912.14,1364.42,2021-04-22,True,SUP0288,485,48.82
P00600,The Souled Store Sports Shoes Navy,Footwear,Sports Shoes,The Souled Store,Coral,Free Size,ethnic,Monsoon,3893,4358.6,1604.64,2021-02-16,True,SUP0105,1491,58.78
P00601,Vero Moda Oxford Navy,Footwear,Oxford,Vero Moda,Navy,S,office,Monsoon,779,886.99,399.72,2021-11-13,True,SUP0348,899,48.69
P00602,Forever 21 Dhoti Pink,Ethnic Wear,Dhoti,Forever 21,Navy,M,minimalist,Winter,4289,6198.99,1980.33,2021-12-16,True,SUP0076,1750,53.83
P00603,Bewakoof Windbreaker Teal,Outerwear,Windbreaker,Bewakoof,Navy,XXL,ethnic,Festive,9006,13305.35,4777.09,2020-08-09,True,SUP0065,1874,46.96
P00604,Forever 21 Kurti Navy,Tops,Kurti,Forever 21,Red,Free Size,casual,All Season,2705,3584.75,1274.5,2023-09-09,True,SUP0129,1618,52.88
P00605,Bewakoof Sherwani Navy,Ethnic Wear,Sherwani,Bewakoof,Grey,M,casual,Festive,2487,2822.45,1474.05,2024-01-03,False,SUP0357,553,40.73
P00606,Forever 21 Churidar Olive,Ethnic Wear,Churidar,Forever 21,Navy,XS,luxury,All Season,2348,3482.02,1106.84,2021-01-02,True,SUP0306,811,52.86
P00607,Jack & Jones Crop Top Mustard,Tops,Crop Top,Jack & Jones,Green,S,party,Monsoon,2566,3451.54,1264.23,2022-06-28,True,SUP0218,241,50.73
P00608,Kazo T-Shirt White,Tops,T-Shirt,Kazo,Cream,XL,streetwear,Monsoon,1509,1850.76,804.38,2021-08-12,True,SUP0327,466,46.69
P00609,Van Heusen Puffer Jacket Beige,Outerwear,Puffer Jacket,Van Heusen,Orange,M,office,All Season,4714,5912.18,1773.75,2023-12-07,True,SUP0382,221,62.37
P00610,W Track Pants White,Activewear,Track Pants,W,Orange,S,bohemian,Summer,2877,4051.58,1186.22,2021-09-25,True,SUP0311,468,58.77
P00611,Nykaa Fashion Trousers Coral,Bottoms,Trousers,Nykaa Fashion,Green,Free Size,bohemian,All Season,3521,4463.11,1786.33,2022-04-20,True,SUP0307,270,49.27
P00612,Spykar Boxers Cream,Innerwear,Boxers,Spykar,Blue,L,minimalist,All Season,273,335.17,144.89,2023-04-01,True,SUP0236,143,46.93
P00613,Decathlon Mini Dress Purple,Dresses,Mini Dress,Decathlon,Teal,L,formal,Monsoon,10286,13555.03,3629.56,2022-11-15,True,SUP0083,971,64.71
P00614,Aurelia Saree Olive,Dresses,Saree,Aurelia,Navy,XS,streetwear,Summer,7225,8347.48,3984.68,2024-04-05,True,SUP0299,1872,44.85
P00615,Pepe Jeans Churidar Olive,Ethnic Wear,Churidar,Pepe Jeans,Black,S,minimalist,All Season,4775,5933.45,1937.84,2022-04-05,True,SUP0253,1067,59.42
P00616,Uniqlo Blazer Coral,Outerwear,Blazer,Uniqlo,Mustard,Free Size,bohemian,Festive,5919,7931.93,2355.31,2024-05-20,True,SUP0075,1860,60.21
P00617,Louis Philippe Dhoti Purple,Ethnic Wear,Dhoti,Louis Philippe,Teal,XL,streetwear,All Season,1682,2461.0,811.97,2021-05-20,True,SUP0135,1342,51.73
P00618,Mango Sports Bra Mint,Activewear,Sports Bra,Mango,White,Free Size,casual,Monsoon,2775,4093.46,1122.64,2020-06-21,True,SUP0348,1049,59.54
P00619,Here&Now Oxford Olive,Footwear,Oxford,Here&Now,White,M,sporty,All Season,5451,7254.05,2815.25,2021-10-09,True,SUP0107,248,48.35
P00620,Levis Belt Brown,Accessories,Belt,Levis,Orange,Free Size,bohemian,Summer,5839,8057.19,2174.4,2022-10-02,True,SUP0097,104,62.76
P00621,Jack & Jones Coat Coral,Outerwear,Coat,Jack & Jones,Teal,M,luxury,Festive,12913,17035.75,7435.18,2022-07-09,True,SUP0230,1774,42.42
P00622,LIFE Sandals Mint,Footwear,Sandals,LIFE,Maroon,M,office,Summer,5513,6903.82,2898.54,2021-01-20,True,SUP0210,694,47.42
P00623,Dressberry Boots Purple,Footwear,Boots,Dressberry,Teal,XS,sporty,All Season,5862,7198.69,3091.7,2021-02-04,True,SUP0385,1816,47.26
P00624,Levis Hoodie Beige,Tops,Hoodie,Levis,Brown,XS,office,Festive,3693,4878.98,1939.25,2023-05-22,True,SUP0047,1403,47.49
P00625,Here&Now Sports Shoes Pink,Footwear,Sports Shoes,Here&Now,Maroon,M,formal,Monsoon,1366,1657.43,635.59,2023-08-11,True,SUP0321,1342,53.47
P00626,Van Heusen Wallet Green,Accessories,Wallet,Van Heusen,Teal,S,streetwear,All Season,5772,8510.4,2691.69,2022-05-04,True,SUP0359,1724,53.37
P00627,Louis Philippe Sherwani Mint,Ethnic Wear,Sherwani,Louis Philippe,Green,XL,party,Summer,2783,3721.18,1229.87,2022-04-17,True,SUP0182,1453,55.81
P00628,Adidas Evening Gown Navy,Dresses,Evening Gown,Adidas,Coral,XS,formal,Monsoon,2718,3083.65,1575.99,2021-10-14,True,SUP0224,1303,42.02
P00629,Here&Now Denim Jacket Red,Outerwear,Denim Jacket,Here&Now,Black,XS,formal,Summer,1399,1842.39,637.18,2023-10-10,True,SUP0102,1311,54.45
P00630,Kazo Sports Bra Green,Activewear,Sports Bra,Kazo,Maroon,Free Size,party,All Season,4802,5571.72,2550.19,2021-02-24,True,SUP0351,364,46.89
P00631,Here&Now Kurta Brown,Ethnic Wear,Kurta,Here&Now,Navy,XL,bohemian,Monsoon,3457,4817.32,1285.99,2021-06-04,True,SUP0079,1673,62.8
P00632,Mamaearth Polo Yellow,Tops,Polo,Mamaearth,Mint,XS,sporty,Monsoon,941,1316.21,404.58,2022-11-01,True,SUP0348,473,57.01
P00633,H&M Track Pants Maroon,Activewear,Track Pants,H&M,Grey,XS,bohemian,Summer,3920,5384.33,1488.93,2022-08-26,True,SUP0305,1896,62.02
P00634,Puma Tank Top Teal,Tops,Tank Top,Puma,Cream,XS,streetwear,All Season,1179,1607.06,684.65,2020-06-01,True,SUP0204,1309,41.93
P00635,Wrangler Chinos Green,Bottoms,Chinos,Wrangler,Beige,M,bohemian,Winter,1723,1963.24,797.94,2023-10-08,True,SUP0065,829,53.69
P00636,Puma Tank Top Green,Tops,Tank Top,Puma,Navy,M,streetwear,Monsoon,550,760.17,286.96,2024-03-21,True,SUP0253,1078,47.83
P00637,Dressberry Salwar Suit Mustard,Dresses,Salwar Suit,Dressberry,Brown,XL,party,Summer,6126,7400.92,3214.96,2023-03-13,False,SUP0363,145,47.52
P00638,Adidas Tank Top Orange,Tops,Tank Top,Adidas,Teal,XL,luxury,Monsoon,2896,3217.68,1046.65,2023-11-11,True,SUP0038,1524,63.86
P00639,Bewakoof Churidar Mint,Ethnic Wear,Churidar,Bewakoof,Coral,XS,office,Festive,2213,3290.18,911.15,2023-10-05,True,SUP0273,1066,58.83
P00640,Puma Windbreaker Mustard,Outerwear,Windbreaker,Puma,Pink,Free Size,sporty,Winter,10858,13332.15,4737.74,2022-02-06,True,SUP0105,1135,56.37
P00641,Marks & Spencer Coat Navy,Outerwear,Coat,Marks & Spencer,Green,Free Size,ethnic,Festive,5643,6713.35,2283.6,2022-11-25,True,SUP0275,470,59.53
P00642,True Blue Hoodie Mint,Tops,Hoodie,True Blue,Pink,XL,sporty,Monsoon,2092,3036.47,1182.14,2024-03-29,True,SUP0092,335,43.49
P00643,Van Heusen Denim Jacket Red,Outerwear,Denim Jacket,Van Heusen,Black,L,formal,Monsoon,10320,13752.97,5863.96,2024-01-07,True,SUP0322,855,43.18
P00644,Arrow Oxford Brown,Footwear,Oxford,Arrow,Red,S,minimalist,All Season,4799,5767.28,2020.52,2022-12-08,False,SUP0087,1001,57.9
P00645,Uniqlo Dupatta Orange,Ethnic Wear,Dupatta,Uniqlo,Blue,XS,formal,Festive,4890,6590.6,2015.4,2020-06-15,True,SUP0253,839,58.79
P00646,Only Maxi Dress Brown,Dresses,Maxi Dress,Only,Coral,XXL,luxury,Winter,6547,9256.42,3753.03,2021-10-16,True,SUP0006,1564,42.68
P00647,Reebok Flats Black,Footwear,Flats,Reebok,Orange,XS,minimalist,Summer,5851,8639.89,3397.88,2020-02-11,True,SUP0103,1898,41.93
P00648,Tommy Hilfiger Shorts Beige,Bottoms,Shorts,Tommy Hilfiger,Green,XXL,bohemian,Monsoon,2331,3303.72,1317.54,2022-04-08,True,SUP0100,197,43.48
P00649,All About You Jeans Mint,Bottoms,Jeans,All About You,Orange,XXL,formal,All Season,4733,6313.49,2407.13,2022-11-19,True,SUP0067,1583,49.14
P00650,Wrangler Shorts Green,Bottoms,Shorts,Wrangler,Purple,XS,bohemian,All Season,449,595.82,256.55,2022-01-03,True,SUP0235,1068,42.86
P00651,Nykaa Fashion Kurta White,Ethnic Wear,Kurta,Nykaa Fashion,Black,Free Size,bohemian,Winter,706,848.81,387.31,2022-05-08,True,SUP0107,1559,45.14
P00652,Libas Handbag Olive,Accessories,Handbag,Libas,Navy,L,minimalist,Festive,4341,5092.53,2044.3,2022-12-05,True,SUP0311,509,52.91
P00653,Libas Jeans Purple,Bottoms,Jeans,Libas,Teal,S,party,Summer,4020,5454.83,1817.52,2020-07-29,True,SUP0307,735,54.79
P00654,Levis Tank Top Beige,Tops,Tank Top,Levis,White,S,minimalist,Monsoon,773,956.01,299.69,2020-12-07,True,SUP0017,850,61.23
P00655,H&M Thermal Innerwear Beige,Innerwear,Thermal Innerwear,H&M,Orange,XS,streetwear,All Season,506,646.21,227.1,2023-04-17,True,SUP0051,609,55.12
P00656,Pepe Jeans Thermal Innerwear Beige,Innerwear,Thermal Innerwear,Pepe Jeans,Navy,XXL,formal,Monsoon,770,1140.03,451.04,2021-12-12,True,SUP0397,139,41.42
P00657,Levis Palazzo Grey,Bottoms,Palazzo,Levis,Cream,L,office,Festive,4911,5623.71,2788.72,2024-03-02,True,SUP0295,455,43.21
P00658,Calvin Klein Salwar Suit Olive,Dresses,Salwar Suit,Calvin Klein,Teal,M,party,Monsoon,10259,11308.12,6148.31,2024-05-15,True,SUP0054,1706,40.07
P00659,Pepe Jeans Compression Tights Coral,Activewear,Compression Tights,Pepe Jeans,Blue,XL,party,Winter,3408,4567.17,1827.92,2020-10-24,True,SUP0324,496,46.36
P00660,Biba Coat Mint,Outerwear,Coat,Biba,Navy,S,minimalist,Summer,10463,15400.81,4097.08,2023-07-17,True,SUP0008,1642,60.84
P00661,Blackberrys Palazzo Orange,Bottoms,Palazzo,Blackberrys,Grey,L,office,Winter,4341,6249.69,1687.17,2023-04-03,True,SUP0101,975,61.13
P00662,H&M Socks Navy,Innerwear,Socks,H&M,Coral,Free Size,luxury,Summer,158,217.43,87.5,2020-03-01,True,SUP0270,1580,44.62
P00663,Aurelia Kurti Pink,Tops,Kurti,Aurelia,Green,Free Size,streetwear,Summer,2392,3181.28,1222.46,2023-11-03,True,SUP0104,1937,48.89
P00664,Koovs Puffer Jacket White,Outerwear,Puffer Jacket,Koovs,Blue,Free Size,formal,Winter,11509,16663.74,6101.81,2021-04-09,True,SUP0012,1009,46.98
P00665,Tommy Hilfiger Skirt Maroon,Bottoms,Skirt,Tommy Hilfiger,Purple,L,office,Monsoon,2238,2523.5,1023.76,2021-07-12,True,SUP0105,249,54.26
P00666,U.S. Polo Jeans Maroon,Bottoms,Jeans,U.S. Polo,Yellow,S,ethnic,Winter,1342,1513.42,509.19,2023-10-31,True,SUP0051,639,62.06
P00667,W Mini Dress Orange,Dresses,Mini Dress,W,Grey,XXL,casual,Festive,1524,2254.47,781.78,2022-10-08,True,SUP0383,1831,48.7
P00668,H&M Handbag Blue,Accessories,Handbag,H&M,Red,XS,party,Summer,7613,10813.68,4365.07,2023-10-30,True,SUP0283,1887,42.66
P00669,Jack & Jones Churidar Red,Ethnic Wear,Churidar,Jack & Jones,Red,S,casual,Winter,4118,5452.65,1610.55,2020-05-04,True,SUP0398,1855,60.89
P00670,Arrow Sports Bra White,Activewear,Sports Bra,Arrow,Red,XXL,sporty,All Season,3119,4137.22,1615.94,2020-03-18,True,SUP0075,1337,48.19
P00671,H&M Windbreaker Brown,Outerwear,Windbreaker,H&M,Beige,Free Size,formal,Summer,6327,8914.74,2480.76,2022-05-02,True,SUP0185,261,60.79
P00672,Uniqlo Dhoti Navy,Ethnic Wear,Dhoti,Uniqlo,Pink,XL,luxury,Winter,1032,1216.2,505.04,2021-10-01,True,SUP0209,1105,51.06
P00673,Only Chinos Mint,Bottoms,Chinos,Only,Olive,M,minimalist,Summer,4881,6409.1,2726.15,2022-12-09,True,SUP0167,1745,44.15
P00674,Pepe Jeans Sweatshirt White,Tops,Sweatshirt,Pepe Jeans,Teal,M,party,Monsoon,2095,2726.93,829.93,2021-07-03,True,SUP0320,1303,60.39
P00675,H&M Chinos White,Bottoms,Chinos,H&M,Olive,XXL,sporty,Festive,4067,5371.02,1782.27,2021-06-18,True,SUP0338,1732,56.18
P00676,Libas Oxford Blue,Footwear,Oxford,Libas,Beige,XL,sporty,Summer,1742,2586.59,613.28,2023-08-29,True,SUP0052,454,64.79
P00677,Forever 21 Shirt Coral,Tops,Shirt,Forever 21,Pink,XL,ethnic,Monsoon,2737,3085.12,1199.42,2022-11-29,True,SUP0120,422,56.18
P00678,Decathlon Socks Navy,Innerwear,Socks,Decathlon,Purple,Free Size,sporty,Winter,449,561.86,249.28,2021-03-04,False,SUP0087,1403,44.48
P00679,Reebok Running Shoes Purple,Activewear,Running Shoes,Reebok,Yellow,L,party,Summer,4610,6569.21,1936.99,2021-11-23,True,SUP0139,1717,57.98
