product_id,product_name,category,sub_category,brand,color,size,style_tag,season,price,mrp,cost_price,launch_date,is_active,supplier_id,weight_grams,margin_pct,total_qty_sold,total_revenue,avg_sale_price,avg_discount,n_transactions,online_share,avg_rating,review_count,pct_positive,pct_negative,return_count,total_stock,avg_days_on_hand,stockout_locations,return_rate,sell_through_rate,velocity_class,category_enc,sub_category_enc,brand_enc,season_enc,style_tag_enc,color_enc
P01186,Pepe Jeans Watch Maroon,Accessories,Watch,Pepe Jeans,Coral,XXL,sporty,All Season,2723,3043.27,1425.28,2021-10-26,True,SUP0105,696,47.66,90,239730.34,2857.5577049180324,0.05983606557377049,61,0.7049180327868853,4.0476190476190474,21,76.19047619047619,9.523809523809524,15.0,2065.0,31.5125,0.0,0.1667,0.0418,C,0,60,34,0,8,4
P01187,Myntra Maxi Dress White,Dresses,Maxi Dress,Myntra,Coral,XL,ethnic,Summer,3771,4838.04,2124.27,2022-12-29,True,SUP0148,871,43.67,100,413471.3,4494.9783333333335,0.05733333333333333,60,0.7333333333333333,3.8666666666666667,15,73.33333333333333,6.666666666666667,8.0,1141.0,69.63333333333334,0.0,0.08,0.0806,B,3,33,29,3,2,4
P01188,H&M Casual Dress Coral,Dresses,Casual Dress,H&M,Black,L,streetwear,Summer,2655,3443.8,1347.25,2023-08-31,False,SUP0150,1878,49.26,71,181553.81,2427.05625,0.052083333333333336,48,0.6875,3.8,15,60.0,6.666666666666667,11.0,966.0,28.03333333333333,2.0,0.1549,0.0685,C,3,9,16,3,9,1
P01189,Biba Running Shoes Green,Activewear,Running Shoes,Biba,Blue,XL,bohemian,Summer,3317,4830.88,1221.74,2024-04-18,True,SUP0029,587,63.17,124,366611.67,3176.784024390244,0.052073170731707315,82,0.7195121951219512,3.5625,32,56.25,15.625,5.0,1151.0,14.183333333333332,1.0,0.0403,0.0973,A,1,39,7,3,0,2
P01190,Mango T-Shirt Grey,Tops,T-Shirt,Mango,Red,XL,sporty,Festive,4033,5027.01,2101.49,2022-08-31,True,SUP0395,1732,47.89,115,360151.11,3613.078153846154,0.06461538461538462,65,0.7692307692307693,4.185185185185185,27,77.77777777777779,11.11111111111111,5.0,1499.0,65.63333333333334,0.0,0.0435,0.0713,A,8,54,27,1,8,16
P01191,Decathlon Mini Dress Navy,Dresses,Mini Dress,Decathlon,Cream,S,bohemian,All Season,8678,11466.03,3710.33,2023-11-11,True,SUP0055,871,57.24,102,1058517.96,10797.0771875,0.043437500000000004,64,0.703125,3.9,30,70.0,20.0,7.0,651.0,22.3,0.0,0.0686,0.1355,B,3,34,11,0,0,5
P01192,All About You Bra Brown,Innerwear,Bra,All About You,Mint,S,streetwear,Monsoon,389,455.07,181.89,2023-12-06,True,SUP0037,1479,53.24,100,32378.0,348.67061538461536,0.05276923076923077,65,0.6615384615384615,3.8461538461538463,13,53.84615384615385,7.6923076923076925,4.0,2176.0,36.125,1.0,0.04,0.0439,B,6,6,2,2,9,9
P01193,FabIndia Jacket Mustard,Outerwear,Jacket,FabIndia,Green,L,ethnic,Summer,8146,11885.21,3147.28,2022-03-15,True,SUP0270,163,61.36,68,513391.6,8212.89119047619,0.06833333333333333,42,0.6666666666666666,4.5,14,85.71428571428571,0.0,8.0,1186.0,133.45,0.0,0.1176,0.0542,C,7,24,13,3,2,6
P01194,H&M Skirt Blue,Bottoms,Skirt,H&M,Navy,XL,minimalist,Monsoon,1215,1735.89,608.23,2020-05-26,True,SUP0016,1877,49.94,88,99597.29,1195.0520967741934,0.0582258064516129,62,0.5967741935483871,3.9310344827586206,29,62.06896551724138,6.896551724137931,10.0,1293.0,49.725,1.0,0.1136,0.0637,C,2,47,16,2,5,11
P01195,Decathlon Salwar Suit Pink,Dresses,Salwar Suit,Decathlon,Coral,XL,luxury,Winter,9795,12018.84,5742.81,2021-11-25,True,SUP0274,330,41.37,102,897294.45,9515.313333333334,0.051929824561403506,57,0.7368421052631579,4.166666666666667,24,79.16666666666666,16.666666666666664,14.0,638.0,26.833333333333332,1.0,0.1373,0.1378,B,3,40,11,4,4,4
P01196,Global Desi Coat Cream,Outerwear,Coat,Global Desi,Grey,XXL,party,Festive,2454,2884.43,1189.53,2021-03-30,True,SUP0348,306,51.53,110,261786.93,2492.46661971831,0.05901408450704226,71,0.676056338028169,3.8846153846153846,26,69.23076923076923,15.384615384615385,6.0,809.0,13.9,2.0,0.0545,0.1197,A,7,12,15,1,7,7
P01197,Van Heusen Scarf Navy,Accessories,Scarf,Van Heusen,Cream,M,luxury,All Season,2660,3962.79,954.7,2023-05-29,True,SUP0141,286,64.11,94,244221.04,2727.1290625,0.075,64,0.625,4.421052631578948,19,84.21052631578947,0.0,7.0,1116.0,16.214285714285715,2.0,0.0745,0.0777,C,0,43,45,0,4,5
P01198,U.S. Polo Boxers Mint,Innerwear,Boxers,U.S. Polo,Pink,M,bohemian,Winter,365,415.48,186.72,2023-09-03,True,SUP0277,247,48.84,103,32894.24,330.643768115942,0.05942028985507247,69,0.7536231884057971,4.095238095238095,21,76.19047619047619,14.285714285714285,10.0,923.0,12.899999999999999,0.0,0.0971,0.1004,B,6,5,43,4,0,14
P01199,Allen Solly Gym Vest Green,Activewear,Gym Vest,Allen Solly,Coral,XS,streetwear,Summer,2651,3636.91,1045.22,2021-08-03,True,SUP0395,1379,60.57,94,193867.7,2244.7745901639346,0.0678688524590164,61,0.6065573770491803,4.0,22,72.72727272727273,9.090909090909092,8.0,142.0,13.0,1.0,0.0851,0.3983,C,1,20,3,3,9,4
P01200,Spykar Socks Mint,Innerwear,Socks,Spykar,Mint,L,minimalist,Monsoon,225,290.05,126.42,2023-08-31,True,SUP0388,302,43.81,64,13047.22,210.01627906976745,0.05837209302325582,43,0.7441860465116279,4.3125,16,81.25,12.5,12.0,465.0,33.43333333333333,2.0,0.1875,0.121,C,6,49,39,2,5,9
P01201,Cover Story Maxi Dress Green,Dresses,Maxi Dress,Cover Story,Olive,L,ethnic,Festive,7286,9398.46,3074.45,2023-11-07,True,SUP0370,1601,57.8,96,574677.82,6863.875217391304,0.06217391304347826,69,0.6521739130434783,4.1875,32,81.25,6.25,10.0,1240.0,33.4,0.0,0.1042,0.0719,B,3,33,10,1,2,12
P01202,FabIndia Sports Bra White,Activewear,Sports Bra,FabIndia,Orange,XL,bohemian,Festive,759,1069.47,422.4,2024-03-01,True,SUP0021,435,44.35,108,78225.54000000001,747.9668253968255,0.07206349206349207,63,0.6825396825396826,3.875,24,70.83333333333334,8.333333333333332,6.0,2313.0,50.525,2.0,0.0556,0.0446,B,1,50,13,1,0,13
P01203,FabIndia Joggers Blue,Bottoms,Joggers,FabIndia,Green,Free Size,party,All Season,2081,2987.54,913.48,2023-08-20,True,SUP0333,490,56.1,97,148527.93,1683.109491525424,0.06016949152542373,59,0.711864406779661,4.3,20,85.0,5.0,7.0,905.0,19.9,0.0,0.0722,0.0968,B,2,27,13,0,7,6
P01204,Dressberry Sherwani Coral,Ethnic Wear,Sherwani,Dressberry,Grey,L,party,Summer,213,262.2,82.36,2024-02-20,True,SUP0294,1751,61.33,80,14101.92,196.97660714285715,0.07071428571428572,56,0.75,4.0,4,50.0,0.0,4.0,1126.0,77.12,0.0,0.05,0.0663,C,4,44,12,3,7,7
P01205,Biba Mini Dress White,Dresses,Mini Dress,Biba,Coral,L,sporty,All Season,6544,9242.65,2408.3,2022-06-06,True,SUP0348,1412,63.2,85,569001.59,6996.770508474577,0.04983050847457627,59,0.6779661016949152,3.9473684210526314,19,73.68421052631578,15.789473684210526,1.0,1289.0,42.62,2.0,0.0118,0.0619,C,3,34,7,0,8,4
P01206,AND Sports Bra Mustard,Activewear,Sports Bra,AND,Green,L,minimalist,All Season,1085,1409.52,646.64,2020-04-16,True,SUP0392,1508,40.4,90,77540.83,912.3636842105263,0.08456140350877193,57,0.7719298245614035,3.65,20,65.0,15.0,6.0,1084.0,18.400000000000002,2.0,0.0667,0.0767,C,1,50,0,0,5,6
P01207,Bewakoof Skirt Cream,Bottoms,Skirt,Bewakoof,Grey,L,sporty,All Season,515,643.32,265.81,2023-10-03,True,SUP0394,1401,48.39,94,39392.21,467.623,0.07533333333333334,60,0.75,3.689655172413793,29,65.51724137931035,17.24137931034483,4.0,1775.0,24.514285714285716,0.0,0.0426,0.0503,C,2,47,6,0,8,7
P01208,Roadster Dhoti Green,Ethnic Wear,Dhoti,Roadster,Red,XL,ethnic,Winter,3470,4866.23,1228.19,2023-09-26,True,SUP0309,240,64.61,85,281326.24,3545.734375,0.065,48,0.6458333333333334,3.9285714285714284,14,71.42857142857143,7.142857142857142,6.0,399.0,34.95,0.0,0.0706,0.1756,C,4,16,38,4,2,16
P01209,Jack & Jones Briefs Yellow,Innerwear,Briefs,Jack & Jones,White,XXL,sporty,Summer,211,258.09,105.97,2022-04-13,True,SUP0216,1198,49.78,91,17669.48,212.38894736842104,0.062456140350877196,57,0.631578947368421,4.166666666666667,18,83.33333333333334,11.11111111111111,13.0,2927.0,51.379999999999995,0.0,0.1429,0.0302,C,6,7,18,3,8,18
P01210,Spykar Kurta Brown,Ethnic Wear,Kurta,Spykar,Green,XS,casual,All Season,1133,1589.14,544.12,2022-02-13,True,SUP0361,1036,51.98,116,120097.15000000001,1059.3377464788732,0.05070422535211268,71,0.7887323943661971,3.870967741935484,31,67.74193548387096,19.35483870967742,6.0,634.0,21.54,1.0,0.0517,0.1547,A,4,28,39,0,1,6
P01211,Koovs Shirt Green,Tops,Shirt,Koovs,Beige,L,bohemian,Winter,1469,2039.61,767.46,2023-10-22,True,SUP0285,1424,47.76,78,96657.99,1306.1929629629628,0.05462962962962963,54,0.6851851851851852,4.0,16,75.0,12.5,10.0,1366.0,33.66,1.0,0.1282,0.054,C,8,45,20,4,0,0
P01212,Mamaearth Briefs Purple,Innerwear,Briefs,Mamaearth,Mint,M,party,Monsoon,361,478.05,179.5,2020-01-23,True,SUP0079,1593,50.28,110,39469.48,350.3189705882353,0.061617647058823534,68,0.6764705882352942,3.875,16,68.75,12.5,10.0,876.0,17.95,0.0,0.0909,0.1116,A,6,7,26,2,7,9
P01213,Cover Story Oxford Blue,Footwear,Oxford,Cover Story,Yellow,XS,minimalist,All Season,3213,4320.96,1272.54,2023-10-25,False,SUP0182,1110,60.39,104,337327.01,3645.490281690141,0.049859154929577466,71,0.6197183098591549,3.92,25,72.0,20.0,7.0,701.0,8.816666666666666,3.0,0.0673,0.1292,B,5,35,10,0,5,19
P01214,Reebok Polo Green,Tops,Polo,Reebok,Coral,Free Size,sporty,Winter,875,1303.19,463.87,2021-10-05,False,SUP0194,1145,46.99,96,84692.07,930.976,0.06145454545454545,55,0.6545454545454545,3.8,20,70.0,15.0,10.0,890.0,40.766666666666666,0.0,0.1042,0.0974,B,8,37,37,4,8,4
P01215,Marks & Spencer Sweatshirt Pink,Tops,Sweatshirt,Marks & Spencer,Red,L,minimalist,All Season,280,313.37,165.07,2023-10-16,True,SUP0101,1866,41.05,87,25846.29,306.7817857142857,0.05589285714285714,56,0.6428571428571429,3.85,20,65.0,10.0,13.0,715.0,47.06666666666666,0.0,0.1494,0.1085,C,8,53,28,0,5,16
P01216,Puma Sports Bra Pink,Activewear,Sports Bra,Puma,Grey,XL,streetwear,Festive,438,582.27,253.3,2023-10-18,True,SUP0097,1749,42.17,110,39280.12,368.97953125,0.0396875,64,0.640625,3.7142857142857144,21,61.904761904761905,14.285714285714285,9.0,1082.0,27.160000000000004,2.0,0.0818,0.0923,A,1,50,36,1,9,7
P01217,Tommy Hilfiger Crop Top Mint,Tops,Crop Top,Tommy Hilfiger,White,XS,ethnic,Monsoon,4129,5278.12,2397.28,2024-05-29,True,SUP0013,1126,41.94,95,325614.0,3662.0224561403506,0.07140350877192983,57,0.7192982456140351,3.769230769230769,13,76.92307692307693,15.384615384615385,6.0,1191.0,54.45,1.0,0.0632,0.0739,C,8,14,41,2,2,18
P01218,Numero Uno Watch Pink,Accessories,Watch,Numero Uno,Navy,L,bohemian,Summer,6992,8733.76,3717.52,2023-07-05,False,SUP0222,1515,46.83,102,593592.97,6044.206470588235,0.05823529411764706,68,0.6470588235294118,4.166666666666667,18,83.33333333333334,5.555555555555555,9.0,1021.0,58.025,1.0,0.0882,0.0908,B,0,60,31,3,0,11
P01219,Only Handbag Orange,Accessories,Handbag,Only,Teal,XL,party,All Season,7860,11292.1,3859.08,2022-09-03,True,SUP0386,1462,50.9,89,595613.26,7205.582280701755,0.05543859649122807,57,0.6491228070175439,3.909090909090909,22,63.63636363636363,9.090909090909092,6.0,288.0,26.45,0.0,0.0674,0.2361,C,0,21,33,0,7,17
P01220,Only Wallet Red,Accessories,Wallet,Only,Navy,XS,minimalist,Winter,6827,7662.95,3677.97,2020-07-05,True,SUP0047,360,46.13,110,708296.03,7082.984117647058,0.05617647058823529,68,0.7205882352941176,3.611111111111111,18,61.111111111111114,22.22222222222222,7.0,2570.0,27.287499999999998,0.0,0.0636,0.041,A,0,59,33,4,5,11
P01221,Mamaearth Sherwani Green,Ethnic Wear,Sherwani,Mamaearth,Grey,Free Size,streetwear,All Season,898,1037.27,432.0,2020-11-13,True,SUP0146,1813,51.89,108,97213.75,936.4997142857143,0.05842857142857143,70,0.7142857142857143,3.619047619047619,21,57.14285714285714,9.523809523809524,7.0,820.0,31.166666666666668,0.0,0.0648,0.1164,B,4,44,26,0,9,7
P01222,U.S. Polo Briefs Green,Innerwear,Briefs,U.S. Polo,Mustard,XXL,office,Monsoon,765,1028.83,299.36,2024-01-07,True,SUP0157,196,60.87,116,75758.2,705.05921875,0.06796875000000001,64,0.640625,4.0,24,66.66666666666666,16.666666666666664,6.0,31.0,4.9,2.0,0.0517,0.7891,A,6,7,43,2,6,10
P01223,Libas Chinos Mint,Bottoms,Chinos,Libas,Beige,XXL,luxury,All Season,1353,1823.6,667.16,2022-09-20,True,SUP0267,1655,50.69,92,104109.37,1248.10640625,0.07015625,64,0.625,4.235294117647059,17,76.47058823529412,0.0,8.0,944.0,57.9,0.0,0.087,0.0888,C,2,10,24,0,4,0
P01224,Calvin Klein Jeans Grey,Bottoms,Jeans,Calvin Klein,Navy,XS,luxury,Summer,3584,5156.2,1593.07,2022-03-26,True,SUP0300,1573,55.55,105,300420.83,3187.1765625,0.0709375,64,0.640625,3.925925925925926,27,77.77777777777779,14.814814814814813,9.0,409.0,34.1,0.0,0.0857,0.2043,B,2,25,9,3,4,11
P01225,The Souled Store Blazer Maroon,Outerwear,Blazer,The Souled Store,Beige,M,bohemian,Festive,7626,9039.54,2886.88,2022-06-22,True,SUP0238,1048,62.14,106,836525.77,8030.960447761194,0.0535820895522388,67,0.6567164179104478,3.7777777777777777,18,55.55555555555556,16.666666666666664,9.0,248.0,13.8,0.0,0.0849,0.2994,B,7,2,40,1,0,0
P01226,Decathlon Puffer Jacket Mustard,Outerwear,Puffer Jacket,Decathlon,Red,XL,ethnic,Winter,10642,13811.66,5949.03,2022-08-08,True,SUP0384,1752,44.1,86,825203.45,10274.255087719299,0.061929824561403515,57,0.6666666666666666,4.111111111111111,18,77.77777777777779,16.666666666666664,12.0,767.0,75.23333333333333,0.0,0.1395,0.1008,C,7,38,11,4,2,16
P01227,Lee Shirt Green,Tops,Shirt,Lee,Teal,XXL,office,Winter,4061,5606.28,2277.58,2021-12-29,True,SUP0112,211,43.92,94,312379.74,3440.3185245901636,0.048196721311475406,61,0.7704918032786885,4.0588235294117645,17,76.47058823529412,11.76470588235294,9.0,1407.0,41.416666666666664,1.0,0.0957,0.0626,C,8,45,22,4,6,17
P01228,Marks & Spencer Flats Blue,Footwear,Flats,Marks & Spencer,Olive,XS,office,Winter,4228,4651.97,2040.13,2022-09-19,True,SUP0043,533,51.75,71,250170.72,3806.3212,0.07060000000000001,50,0.68,3.9583333333333335,24,70.83333333333334,8.333333333333332,7.0,647.0,21.525,1.0,0.0986,0.0989,C,5,19,28,4,6,12
P01229,Wrangler Watch Blue,Accessories,Watch,Wrangler,Green,S,sporty,Festive,545,814.94,312.04,2022-06-10,True,SUP0062,1953,42.74,106,46144.21,482.75750000000005,0.057058823529411766,68,0.6617647058823529,3.7333333333333334,30,63.33333333333333,16.666666666666664,8.0,460.0,101.75,0.0,0.0755,0.1873,B,0,60,48,1,8,6
P01230,Marks & Spencer Loafers Red,Footwear,Loafers,Marks & Spencer,Black,M,formal,All Season,2012,2218.26,958.0,2021-05-19,True,SUP0145,773,52.39,78,143834.94,1869.852857142857,0.061224489795918366,49,0.7551020408163265,4.5,12,83.33333333333334,0.0,7.0,1447.0,27.814285714285713,1.0,0.0897,0.0511,C,5,32,28,0,3,1
P01231,The Souled Store Denim Jacket Beige,Outerwear,Denim Jacket,The Souled Store,Olive,L,streetwear,All Season,5110,7203.84,2755.86,2020-07-23,True,SUP0058,630,46.07,119,481482.26,4467.185866666667,0.06946666666666666,75,0.7066666666666667,3.8275862068965516,29,68.96551724137932,20.689655172413794,8.0,2169.0,61.728571428571435,0.0,0.0672,0.052,A,7,15,40,0,9,12
P01232,W Anarkali Green,Ethnic Wear,Anarkali,W,Pink,S,formal,Winter,1287,1846.42,451.59,2020-01-07,True,SUP0055,457,64.91,97,122430.54000000001,1227.4635,0.062000000000000006,60,0.6333333333333333,3.6470588235294117,17,76.47058823529412,23.52941176470588,8.0,1587.0,19.4375,2.0,0.0825,0.0576,B,4,0,47,4,3,14
P01233,All About You Joggers Coral,Bottoms,Joggers,All About You,Pink,S,luxury,Summer,3283,4358.36,1692.25,2022-03-28,True,SUP0027,1504,48.45,131,361065.05,3057.1652631578945,0.056842105263157895,76,0.6710526315789473,4.035714285714286,28,78.57142857142857,17.857142857142858,6.0,900.0,34.95,0.0,0.0458,0.1271,A,2,27,2,3,4,14
P01234,Pepe Jeans Gym Vest Grey,Activewear,Gym Vest,Pepe Jeans,Grey,XS,party,Festive,3659,5359.84,1417.55,2021-01-13,True,SUP0233,262,61.26,97,314064.01,3505.252692307692,0.07134615384615385,52,0.5961538461538461,4.166666666666667,18,77.77777777777779,5.555555555555555,7.0,521.0,9.66,2.0,0.0722,0.157,B,1,20,34,1,7,7
P01235,Here&Now Denim Jacket Pink,Outerwear,Denim Jacket,Here&Now,Beige,XXL,minimalist,Festive,8249,10587.39,3829.71,2024-01-09,True,SUP0285,1267,53.57,84,572585.75,7347.8988679245285,0.06320754716981132,53,0.5660377358490566,3.8421052631578947,19,63.1578947368421,10.526315789473683,7.0,1623.0,33.28333333333334,1.0,0.0833,0.0492,C,7,15,17,1,5,0
P01236,Forever 21 Bra Coral,Innerwear,Bra,Forever 21,Teal,XL,sporty,Winter,157,198.79,81.97,2022-11-07,True,SUP0367,476,47.79,112,15075.38,141.9140579710145,0.08246376811594204,69,0.6376811594202898,4.285714285714286,21,80.95238095238095,4.761904761904762,3.0,2369.0,29.74285714285714,0.0,0.0268,0.0451,A,6,6,14,4,8,17
P01237,Marks & Spencer Sherwani Mustard,Ethnic Wear,Sherwani,Marks & Spencer,Navy,XXL,bohemian,Summer,1981,2829.24,872.73,2020-11-13,False,SUP0134,357,55.94,83,127583.28,1689.0685185185184,0.06888888888888889,54,0.6851851851851852,3.772727272727273,22,68.18181818181817,13.636363636363635,5.0,1871.0,25.433333333333334,0.0,0.0602,0.0425,C,4,44,28,3,0,11
P01238,Koovs Compression Tights Black,Activewear,Compression Tights,Koovs,Mustard,L,streetwear,Festive,4809,6920.22,2471.43,2020-03-17,True,SUP0063,1597,48.61,103,482874.12,4837.017936507937,0.05174603174603174,63,0.6031746031746031,3.764705882352941,17,70.58823529411765,17.647058823529413,9.0,1471.0,17.099999999999998,2.0,0.0874,0.0654,B,1,13,20,1,9,10
P01239,Here&Now Track Pants Beige,Activewear,Track Pants,Here&Now,Navy,XS,casual,Winter,703,869.36,372.52,2023-07-18,True,SUP0090,370,47.01,119,66925.23,611.7608823529412,0.060735294117647054,68,0.6323529411764706,4.32258064516129,31,87.09677419354838,6.451612903225806,8.0,1112.0,167.23333333333332,0.0,0.0672,0.0967,A,1,57,17,4,1,11
P01240,All About You Boxers Beige,Innerwear,Boxers,All About You,Navy,XL,party,Winter,337,418.92,198.88,2022-01-13,True,SUP0143,502,40.99,120,38786.37,349.622,0.06815384615384615,65,0.6461538461538462,3.8636363636363638,22,68.18181818181817,9.090909090909092,6.0,1420.0,19.333333333333332,4.0,0.05,0.0779,A,6,5,2,4,7,11
P01241,Jack & Jones Scarf Navy,Accessories,Scarf,Jack & Jones,Maroon,XL,casual,Summer,3086,3814.64,1584.98,2021-01-22,True,SUP0040,1678,48.64,100,261255.47,2688.3351785714285,0.07017857142857144,56,0.5892857142857143,3.85,20,70.0,10.0,8.0,423.0,32.95,0.0,0.08,0.1912,B,0,43,18,3,1,8
P01242,All About You Thermal Innerwear Navy,Innerwear,Thermal Innerwear,All About You,Brown,S,office,Monsoon,270,349.32,128.07,2023-02-17,True,SUP0095,1996,52.57,88,20811.07,263.3157142857143,0.07535714285714286,56,0.625,4.0,24,75.0,8.333333333333332,5.0,677.0,45.35,1.0,0.0568,0.115,C,6,56,2,2,6,3
P01243,Nike Belt Yellow,Accessories,Belt,Nike,Grey,M,office,Festive,5944,7121.82,2301.42,2020-02-12,False,SUP0338,551,61.28,88,413171.23,5254.019821428571,0.05857142857142857,56,0.75,4.375,16,87.5,6.25,9.0,2374.0,25.2375,0.0,0.1023,0.0357,C,0,1,30,1,6,7
P01244,Marks & Spencer Belt Pink,Accessories,Belt,Marks & Spencer,Yellow,XS,luxury,Monsoon,5270,6973.3,2227.71,2023-06-20,True,SUP0289,530,57.73,95,408623.14,5029.50546875,0.060312500000000005,64,0.765625,4.083333333333333,24,79.16666666666666,4.166666666666666,8.0,1006.0,46.86666666666667,1.0,0.0842,0.0863,C,0,1,28,2,4,19
P01245,Wrangler Briefs Black,Innerwear,Briefs,Wrangler,Olive,S,luxury,Monsoon,643,816.86,277.04,2020-04-20,False,SUP0073,1476,56.91,84,50487.82,705.9825,0.082,60,0.6666666666666666,3.75,24,58.333333333333336,12.5,9.0,450.0,50.0,0.0,0.1071,0.1573,C,6,7,48,2,4,12
P01246,Zara Casual Dress White,Dresses,Casual Dress,Zara,Yellow,Free Size,formal,Festive,10076,12507.27,5430.54,2023-12-06,True,SUP0225,266,46.1,82,771605.36,10394.29210526316,0.05385964912280702,57,0.5614035087719298,4.0,23,65.21739130434783,13.043478260869565,6.0,2136.0,52.6,2.0,0.0732,0.037,C,3,9,49,1,3,19
P01247,Kazo Blazer Navy,Outerwear,Blazer,Kazo,Red,XL,luxury,All Season,9089,12388.29,4294.66,2021-10-06,True,SUP0096,1282,52.75,113,848679.56,8209.033134328358,0.061492537313432835,67,0.5970149253731343,3.6315789473684212,19,52.63157894736842,21.052631578947366,17.0,1466.0,34.925,0.0,0.1504,0.0716,A,7,2,19,0,4,16
P01248,Numero Uno Sherwani Beige,Ethnic Wear,Sherwani,Numero Uno,Maroon,L,party,Monsoon,2259,2839.16,1279.3,2023-07-15,False,SUP0036,1116,43.37,88,194708.96,2359.4944642857145,0.05625,56,0.6607142857142857,3.9444444444444446,18,77.77777777777779,11.11111111111111,10.0,1872.0,44.78333333333333,1.0,0.1136,0.0449,C,4,44,31,2,7,8
P01249,Van Heusen Coat Cream,Outerwear,Coat,Van Heusen,Teal,XS,sporty,Festive,959,1352.21,508.72,2022-11-21,True,SUP0180,1274,46.95,86,78087.23,940.7514285714286,0.04232142857142857,56,0.5535714285714286,4.3125,16,87.5,12.5,3.0,1410.0,31.02,0.0,0.0349,0.0575,C,7,12,45,1,8,17
P01250,Wrangler Saree Purple,Dresses,Saree,Wrangler,Cream,XL,formal,All Season,3536,5032.55,2095.03,2024-04-19,True,SUP0019,532,40.75,90,283423.18,3685.389642857143,0.07696428571428572,56,0.7321428571428571,4.238095238095238,21,85.71428571428571,4.761904761904762,7.0,1655.0,27.742857142857144,1.0,0.0778,0.0516,C,3,42,48,0,3,5
P01251,Allen Solly Dupatta Red,Ethnic Wear,Dupatta,Allen Solly,Cream,M,luxury,All Season,747,1101.22,433.71,2024-03-21,True,SUP0325,1014,41.94,63,49103.01,813.7993181818182,0.046590909090909086,44,0.7272727272727273,4.294117647058823,17,82.35294117647058,5.88235294117647,5.0,1638.0,50.63333333333333,0.0,0.0794,0.037,C,4,17,3,0,4,5
P01252,H&M Heels Yellow,Footwear,Heels,H&M,White,XXL,formal,Winter,3788,5334.64,1625.99,2021-05-21,True,SUP0115,521,57.08,111,390637.66,3766.17647887324,0.060985915492957746,71,0.676056338028169,4.142857142857143,21,76.19047619047619,4.761904761904762,16.0,1077.0,19.3,0.0,0.1441,0.0934,A,5,22,16,4,3,18
P01253,Adidas Dhoti Blue,Ethnic Wear,Dhoti,Adidas,Purple,Free Size,streetwear,Monsoon,4489,4999.98,1813.66,2023-05-05,True,SUP0209,1518,59.6,90,351301.92,4386.984736842105,0.06157894736842106,57,0.7719298245614035,3.787878787878788,33,66.66666666666666,9.090909090909092,6.0,1758.0,67.2,0.0,0.0667,0.0487,C,4,16,1,2,9,15
P01254,Blackberrys Leggings Mustard,Bottoms,Leggings,Blackberrys,Beige,XXL,sporty,Winter,4022,4878.33,1759.71,2021-04-12,True,SUP0251,417,56.25,84,353301.17,4551.476730769231,0.051923076923076926,52,0.6923076923076923,3.933333333333333,15,66.66666666666666,13.333333333333334,6.0,1495.0,21.728571428571428,1.0,0.0714,0.0532,C,2,30,8,4,8,0
P01255,Tommy Hilfiger Dupatta Mustard,Ethnic Wear,Dupatta,Tommy Hilfiger,Mustard,XL,sporty,Winter,3771,5389.18,1812.64,2021-05-09,True,SUP0184,1405,51.93,92,357673.64,3917.3752542372886,0.046271186440677965,59,0.711864406779661,4.095238095238095,21,80.95238095238095,9.523809523809524,7.0,720.0,20.475,1.0,0.0761,0.1133,C,4,17,41,4,8,10
P01256,Uniqlo Bra White,Innerwear,Bra,Uniqlo,Purple,XXL,luxury,All Season,705,818.31,421.82,2021-06-22,True,SUP0034,1976,40.17,96,73416.66,729.418275862069,0.05551724137931035,58,0.5517241379310345,3.6818181818181817,22,54.54545454545454,13.636363636363635,9.0,1013.0,45.4,0.0,0.0938,0.0866,B,6,6,44,0,4,15
P01257,FabIndia Chinos Pink,Bottoms,Chinos,FabIndia,Green,Free Size,bohemian,All Season,4318,5536.9,1911.24,2023-01-10,True,SUP0170,328,55.74,86,358202.79000000004,4218.522941176471,0.061960784313725495,51,0.5882352941176471,4.125,16,75.0,12.5,10.0,576.0,33.8,2.0,0.1163,0.1299,C,2,10,13,0,0,6
P01258,Global Desi Compression Tights Blue,Activewear,Compression Tights,Global Desi,Brown,L,bohemian,Monsoon,719,939.67,274.72,2023-05-03,True,SUP0054,319,61.79,119,65601.79,590.9063157894736,0.060263157894736845,76,0.6973684210526315,4.2,25,84.0,4.0,2.0,842.0,19.96666666666667,0.0,0.0168,0.1238,A,1,13,15,2,0,3
P01259,LIFE Denim Jacket Cream,Outerwear,Denim Jacket,LIFE,Cream,M,party,All Season,4203,4692.7,1853.74,2023-01-08,True,SUP0234,1665,55.89,72,291824.59,4183.181224489796,0.04448979591836735,49,0.6326530612244898,4.2,15,80.0,13.333333333333334,13.0,837.0,30.733333333333334,0.0,0.1806,0.0792,C,7,15,21,0,7,5
P01260,Adidas Churidar Teal,Ethnic Wear,Churidar,Adidas,Red,L,streetwear,Festive,2070,3017.88,1071.38,2020-12-16,True,SUP0216,1084,48.24,102,177409.51,1926.4647619047619,0.07587301587301588,63,0.6825396825396826,3.8620689655172415,29,68.96551724137932,13.793103448275861,11.0,1116.0,18.419999999999998,1.0,0.1078,0.0837,B,4,11,1,1,9,16
