promo_id,product_id,promo_type,discount_pct,channel,target_segment,start_date,end_date,budget,is_active,duration_days
PR001472,P02892,Percentage Off,0.35,Both,Impulse Buyer,2024-08-11,2024-08-14,192447,False,3
PR001473,P01820,Flat Discount,0.14,Online,Brand Loyalist,2024-08-07,2024-08-23,402164,False,16
PR001474,P03612,Percentage Off,0.1,Offline,Student,2023-01-25,2023-02-11,63068,False,17
PR001475,P02613,Bundle,0.57,Online,Frequent Buyer,2024-02-13,2024-02-15,222097,False,2
PR001476,P03961,Percentage Off,0.56,Both,Fashion Enthusiast,2023-10-26,2023-10-31,94320,True,5
PR001477,P03710,Bundle,0.37,Online,Frequent Buyer,2022-10-25,2022-11-05,360603,False,11
PR001478,P02847,Flat Discount,0.31,Online,Working Professional,2023-06-10,2023-07-06,321552,False,26
PR001479,P01646,BOGO,0.23,Online,Brand Loyalist,2022-10-28,2022-11-14,490747,False,17
PR001480,P03452,Free Shipping,0.07,Offline,Seasonal Buyer,2023-04-08,2023-04-25,201655,True,17
PR001481,P00948,Flat Discount,0.41,Both,Brand Loyalist,2024-11-27,2024-12-09,69574,True,12
PR001482,P04831,Bundle,0.33,Online,Working Professional,2024-05-16,2024-05-26,142149,False,10
PR001483,P03071,Bundle,0.34,Both,Luxury Shopper,2024-06-18,2024-07-09,427431,True,21
PR001484,P01041,Bundle,0.49,Offline,Budget Shopper,2024-03-05,2024-03-18,304889,True,13
PR001485,P01725,Cashback,0.45,Both,Fashion Enthusiast,2024-06-05,2024-06-06,322210,True,1
PR001486,P02484,Bundle,0.22,Online,Family Shopper,2022-07-31,2022-08-09,108962,False,9
PR001487,P03130,Percentage Off,0.59,Both,Student,2024-07-02,2024-07-18,388108,False,16
PR001488,P04024,Bundle,0.59,Offline,Family Shopper,2024-06-09,2024-06-27,248722,False,18
PR001489,P03074,Free Shipping,0.5,Both,Fashion Enthusiast,2024-09-23,2024-09-27,218520,False,4
PR001490,P03119,Flat Discount,0.09,Online,Fashion Enthusiast,2022-03-31,2022-04-07,257791,True,7
PR001491,P02095,Flat Discount,0.12,Online,Luxury Shopper,2024-09-01,2024-09-18,394568,False,17
PR001492,P02345,Free Shipping,0.17,Online,Working Professional,2024-08-02,2024-08-15,43192,True,13
PR001493,P02268,Flat Discount,0.54,Offline,Impulse Buyer,2023-08-27,2023-09-16,352266,True,20
PR001494,P02287,Flat Discount,0.24,Offline,Seasonal Buyer,2022-05-07,2022-05-25,55755,True,18
PR001495,P02272,Cashback,0.21,Both,Seasonal Buyer,2023-01-29,2023-02-07,206418,False,9
PR001496,P04006,BOGO,0.31,Both,Budget Shopper,2023-11-12,2023-11-24,356583,True,12
PR001497,P04419,BOGO,0.31,Both,Fashion Enthusiast,2023-03-16,2023-04-10,11345,False,25
PR001498,P03351,Flat Discount,0.21,Both,Frequent Buyer,2022-05-22,2022-05-29,200217,True,7
PR001499,P02828,Percentage Off,0.47,Online,Working Professional,2022-11-09,2022-12-06,295177,True,27
PR001500,P02606,Free Shipping,0.38,Both,Impulse Buyer,2022-12-02,2023-01-01,294784,True,30
PR001501,P00135,Bundle,0.21,Both,Working Professional,2022-10-27,2022-10-31,305293,False,4
PR001502,P03805,Free Shipping,0.54,Both,Working Professional,2022-08-02,2022-08-20,467355,True,18
PR001503,P02942,Bundle,0.43,Both,Student,2022-10-23,2022-11-15,441095,False,23
PR001504,P04713,BOGO,0.22,Online,Working Professional,2024-07-19,2024-08-04,187050,False,16
PR001505,P00402,Free Shipping,0.42,Both,Impulse Buyer,2022-12-15,2022-12-19,60022,True,4
PR001506,P01220,Flat Discount,0.18,Both,Seasonal Buyer,2023-09-21,2023-10-01,112829,False,10
PR001507,P03496,Percentage Off,0.08,Offline,Fashion Enthusiast,2022-09-15,2022-09-29,406051,False,14
PR001508,P04693,Percentage Off,0.45,Both,Frequent Buyer,2022-03-23,2022-04-05,418672,True,13
PR001509,P03991,Cashback,0.06,Both,Impulse Buyer,2023-05-13,2023-05-28,492621,False,15
PR001510,P00898,Cashback,0.16,Offline,Working Professional,2024-09-11,2024-09-20,331989,False,9
PR001511,P00420,Free Shipping,0.06,Offline,Student,2022-09-19,2022-10-06,438925,False,17
PR001512,P01150,Percentage Off,0.21,Offline,Fashion Enthusiast,2023-08-06,2023-08-25,404867,False,19
PR001513,P00812,Cashback,0.26,Online,Student,2022-07-09,2022-07-27,232611,False,18
PR001514,P01868,Bundle,0.52,Online,Seasonal Buyer,2024-11-02,2024-11-13,238099,False,11
PR001515,P03295,Cashback,0.27,Both,Family Shopper,2023-05-28,2023-06-04,250391,True,7
PR001516,P02572,BOGO,0.1,Offline,Family Shopper,2022-12-19,2023-01-03,322681,False,15
PR001517,P04954,Flat Discount,0.58,Both,Seasonal Buyer,2022-06-15,2022-06-26,428944,False,11
PR001518,P00336,Cashback,0.08,Offline,Budget Shopper,2023-06-05,2023-07-05,30291,True,30
PR001519,P04853,Bundle,0.12,Both,Brand Loyalist,2023-05-27,2023-05-29,277098,True,2
PR001520,P03920,BOGO,0.24,Both,Family Shopper,2024-06-07,2024-06-11,201687,False,4
PR001521,P04415,Flat Discount,0.45,Both,Budget Shopper,2022-05-21,2022-06-05,18755,True,15
PR001522,P04596,Cashback,0.36,Offline,Frequent Buyer,2023-10-14,2023-10-27,15382,True,13
PR001523,P00224,Bundle,0.13,Offline,Luxury Shopper,2023-10-27,2023-11-22,43606,True,26
PR001524,P02323,Free Shipping,0.46,Both,Family Shopper,2022-11-21,2022-12-10,453335,True,19
PR001525,P01392,Percentage Off,0.46,Offline,Family Shopper,2022-01-05,2022-01-23,454073,False,18
PR001526,P02417,Bundle,0.53,Online,Luxury Shopper,2022-05-25,2022-06-04,336471,True,10
PR001527,P01615,Cashback,0.16,Offline,Seasonal Buyer,2023-02-19,2023-03-02,472133,False,11
PR001528,P01313,BOGO,0.22,Offline,Family Shopper,2023-08-09,2023-08-24,221668,True,15
PR001529,P01838,Free Shipping,0.21,Both,Family Shopper,2024-03-30,2024-04-29,105710,False,30
PR001530,P04635,Bundle,0.14,Online,Family Shopper,2022-09-24,2022-10-02,316838,False,8
PR001531,P01691,Cashback,0.55,Offline,Working Professional,2024-02-20,2024-02-21,478809,False,1
PR001532,P00879,Cashback,0.55,Online,Impulse Buyer,2023-02-06,2023-02-25,112780,True,19
PR001533,P03414,Flat Discount,0.4,Both,Luxury Shopper,2024-01-11,2024-01-25,217290,True,14
PR001534,P02839,Free Shipping,0.12,Both,Student,2023-05-22,2023-05-30,338047,False,8
PR001535,P03941,Cashback,0.39,Offline,Student,2023-11-07,2023-11-10,27063,True,3
PR001536,P01870,Percentage Off,0.16,Online,Brand Loyalist,2024-12-21,2025-01-15,377258,False,25
PR001537,P03708,Flat Discount,0.05,Offline,Frequent Buyer,2023-11-07,2023-11-13,365880,False,6
PR001538,P01834,Percentage Off,0.34,Online,Family Shopper,2022-11-10,2022-11-21,261160,False,11
PR001539,P00821,Bundle,0.14,Online,Frequent Buyer,2022-10-14,2022-11-10,260013,True,27
PR001540,P00962,Free Shipping,0.21,Both,Student,2023-03-02,2023-03-10,268930,False,8
PR001541,P03871,BOGO,0.4,Offline,Seasonal Buyer,2022-01-15,2022-02-11,280219,False,27
PR001542,P02984,Percentage Off,0.16,Offline,Student,2022-12-05,2022-12-16,342103,False,11
PR001543,P00331,Free Shipping,0.3,Offline,Impulse Buyer,2023-11-30,2023-12-11,380746,True,11
PR001544,P04619,Cashback,0.15,Online,Impulse Buyer,2022-01-09,2022-01-11,70545,True,2
PR001545,P01945,Free Shipping,0.25,Online,Family Shopper,2023-06-24,2023-06-29,322660,False,5
PR001546,P04403,Percentage Off,0.48,Both,Luxury Shopper,2022-02-08,2022-02-20,484894,False,12
PR001547,P03364,Percentage Off,0.35,Online,Fashion Enthusiast,2023-03-03,2023-03-05,300598,True,2
PR001548,P00730,Percentage Off,0.28,Offline,Frequent Buyer,2024-07-21,2024-07-22,42017,False,1
PR001549,P00902,Percentage Off,0.6,Online,Student,2024-09-20,2024-09-22,230445,False,2
PR001550,P00797,Cashback,0.4,Online,Brand Loyalist,2023-09-12,2023-09-22,34152,False,10
PR001551,P02570,Free Shipping,0.24,Both,Brand Loyalist,2022-08-15,2022-09-11,287859,False,27
PR001552,P02398,Percentage Off,0.4,Offline,Frequent Buyer,2024-10-02,2024-10-17,252656,True,15
PR001553,P00093,Flat Discount,0.38,Offline,Impulse Buyer,2022-02-17,2022-02-26,102586,False,9
PR001554,P02648,Cashback,0.44,Online,Brand Loyalist,2023-12-16,2023-12-25,151336,False,9
PR001555,P00322,Cashback,0.17,Online,Budget Shopper,2024-03-24,2024-04-15,286117,True,22
PR001556,P02601,Free Shipping,0.46,Both,Fashion Enthusiast,2024-06-19,2024-06-26,427172,False,7
PR001557,P01516,Percentage Off,0.39,Both,Luxury Shopper,2024-05-24,2024-06-22,114594,False,29
PR001558,P01455,Percentage Off,0.21,Offline,Brand Loyalist,2023-09-06,2023-09-19,116053,True,13
PR001559,P01908,Bundle,0.17,Online,Fashion Enthusiast,2022-07-26,2022-07-30,487144,False,4
PR001560,P00278,Percentage Off,0.46,Online,Fashion Enthusiast,2024-01-16,2024-02-10,79853,True,25
PR001561,P03790,Percentage Off,0.41,Both,Family Shopper,2024-01-21,2024-02-02,88759,False,12
PR001562,P02229,Flat Discount,0.34,Both,Frequent Buyer,2022-08-20,2022-08-24,337512,True,4
PR001563,P04291,Cashback,0.5,Online,Frequent Buyer,2023-09-13,2023-10-08,152986,False,25
PR001564,P01699,Cashback,0.42,Offline,Family Shopper,2024-02-05,2024-02-26,279241,True,21
PR001565,P03628,Cashback,0.22,Offline,Frequent Buyer,2022-01-19,2022-01-28,402677,True,9
PR001566,P03237,Percentage Off,0.48,Online,Seasonal Buyer,2024-02-28,2024-03-13,476867,True,14
PR001567,P00504,Free Shipping,0.48,Offline,Brand Loyalist,2023-09-05,2023-09-12,363716,True,7
PR001568,P01263,Free Shipping,0.18,Online,Frequent Buyer,2023-03-10,2023-03-15,282821,False,5
PR001569,P04607,Bundle,0.16,Both,Family Shopper,2023-03-10,2023-03-28,211226,False,18
PR001570,P04589,Free Shipping,0.26,Offline,Seasonal Buyer,2024-05-26,2024-05-31,237672,True,5
PR001571,P00471,Bundle,0.28,Online,Frequent Buyer,2022-09-12,2022-10-12,323904,True,30
PR001572,P03392,Cashback,0.48,Both,Working Professional,2024-07-20,2024-08-12,253830,True,23
PR001573,P00862,Flat Discount,0.26,Online,Brand Loyalist,2022-03-26,2022-03-30,139443,True,4
PR001574,P03741,Bundle,0.52,Both,Impulse Buyer,2022-07-17,2022-08-13,84089,True,27
PR001575,P02256,BOGO,0.18,Both,Working Professional,2023-12-28,2023-12-29,182142,False,1
PR001576,P04387,Cashback,0.4,Offline,Budget Shopper,2023-11-25,2023-11-27,448807,False,2
PR001577,P04480,Cashback,0.07,Offline,Luxury Shopper,2023-12-04,2024-01-02,485029,True,29
PR001578,P01126,Free Shipping,0.39,Both,Brand Loyalist,2024-08-27,2024-09-08,202785,True,12
PR001579,P01587,Percentage Off,0.57,Offline,Seasonal Buyer,2024-04-01,2024-04-21,433369,True,20
PR001580,P03057,BOGO,0.54,Offline,Budget Shopper,2022-02-05,2022-02-21,319606,True,16
PR001581,P01244,Free Shipping,0.49,Online,Impulse Buyer,2024-06-26,2024-07-23,159698,True,27
PR001582,P02169,Percentage Off,0.24,Online,Frequent Buyer,2022-03-18,2022-04-12,305613,False,25
PR001583,P00107,Bundle,0.36,Offline,Brand Loyalist,2023-12-21,2023-12-29,491912,False,8
PR001584,P03027,Cashback,0.49,Both,Student,2022-10-12,2022-11-03,391344,True,22
PR001585,P02026,Flat Discount,0.21,Offline,Brand Loyalist,2022-08-31,2022-09-02,427734,False,2
PR001586,P04066,Bundle,0.57,Offline,Seasonal Buyer,2022-12-31,2023-01-25,85157,False,25
PR001587,P02596,Flat Discount,0.31,Offline,Student,2022-09-29,2022-10-16,444094,False,17
PR001588,P03510,Cashback,0.28,Online,Fashion Enthusiast,2023-02-03,2023-02-17,103705,True,14
PR001589,P03135,Cashback,0.23,Both,Luxury Shopper,2023-09-28,2023-10-12,424593,False,14
PR001590,P03816,Free Shipping,0.14,Both,Family Shopper,2024-10-04,2024-10-29,71595,False,25
PR001591,P01549,BOGO,0.17,Both,Impulse Buyer,2022-08-15,2022-08-20,260141,False,5
PR001592,P00773,Percentage Off,0.14,Online,Fashion Enthusiast,2024-12-10,2024-12-19,181169,True,9
PR001593,P02056,Free Shipping,0.31,Both,Brand Loyalist,2024-07-24,2024-07-25,105724,False,1
PR001594,P04320,BOGO,0.58,Both,Family Shopper,2023-12-07,2023-12-16,458302,False,9
PR001595,P01397,Cashback,0.35,Online,Fashion Enthusiast,2023-04-17,2023-05-04,312141,False,17
PR001596,P02791,Free Shipping,0.49,Offline,Working Professional,2023-12-29,2024-01-21,277083,True,23
PR001597,P02689,Flat Discount,0.16,Both,Seasonal Buyer,2022-05-09,2022-05-26,318531,True,17
PR001598,P02380,Bundle,0.48,Offline,Luxury Shopper,2024-11-06,2024-11-24,328729,False,18
PR001599,P00794,BOGO,0.46,Offline,Frequent Buyer,2024-07-27,2024-08-24,98641,False,28
PR001600,P00419,BOGO,0.11,Offline,Budget Shopper,2023-11-22,2023-12-07,486802,False,15
PR001601,P00140,Percentage Off,0.08,Online,Budget Shopper,2022-08-02,2022-08-25,292622,True,23
PR001602,P03017,BOGO,0.31,Both,Family Shopper,2024-10-18,2024-11-02,80240,True,15
PR001603,P04328,Free Shipping,0.17,Online,Frequent Buyer,2022-02-27,2022-03-20,361274,False,21
PR001604,P02067,Cashback,0.21,Both,Student,2022-01-07,2022-01-31,379086,True,24
PR001605,P01673,Percentage Off,0.12,Both,Luxury Shopper,2024-02-12,2024-03-04,89009,False,21
PR001606,P03798,BOGO,0.07,Offline,Fashion Enthusiast,2023-05-23,2023-05-30,460704,False,7
PR001607,P04993,Cashback,0.37,Offline,Budget Shopper,2023-08-11,2023-08-17,439624,False,6
PR001608,P02133,Percentage Off,0.21,Both,Family Shopper,2022-03-31,2022-04-12,228872,False,12
PR001609,P00922,BOGO,0.22,Both,Fashion Enthusiast,2024-08-11,2024-08-28,77463,False,17
PR001610,P00688,Free Shipping,0.22,Offline,Seasonal Buyer,2023-01-20,2023-02-19,16463,False,30
PR001611,P01486,BOGO,0.45,Offline,Seasonal Buyer,2024-02-17,2024-03-17,141176,False,29
PR001612,P02534,Free Shipping,0.37,Offline,Seasonal Buyer,2023-11-23,2023-12-18,266672,False,25
PR001613,P02707,Cashback,0.33,Offline,Impulse Buyer,2024-06-25,2024-07-16,476448,False,21
PR001614,P00645,Free Shipping,0.2,Offline,Frequent Buyer,2023-08-23,2023-09-17,62719,False,25
PR001615,P03956,BOGO,0.25,Online,Student,2024-04-16,2024-05-12,235844,False,26
PR001616,P04986,BOGO,0.13,Both,Luxury Shopper,2022-06-22,2022-07-15,217918,True,23
PR001617,P00802,Bundle,0.56,Both,Impulse Buyer,2022-09-03,2022-09-13,286877,False,10
PR001618,P01706,Cashback,0.48,Online,Seasonal Buyer,2022-03-03,2022-03-29,484719,True,26
PR001619,P00538,Cashback,0.2,Online,Budget Shopper,2024-11-10,2024-12-07,143352,True,27
PR001620,P03099,Bundle,0.44,Online,Family Shopper,2022-12-07,2022-12-17,401757,False,10
PR001621,P01044,Free Shipping,0.41,Online,Impulse Buyer,2022-11-01,2022-11-21,404940,False,20
PR001622,P00004,Cashback,0.32,Online,Budget Shopper,2024-11-07,2024-11-08,115278,False,1
PR001623,P02301,Percentage Off,0.54,Offline,Frequent Buyer,2022-12-17,2022-12-25,207061,True,8
PR001624,P03004,BOGO,0.29,Online,Luxury Shopper,2023-12-02,2023-12-29,130053,False,27
PR001625,P04074,Percentage Off,0.21,Offline,Frequent Buyer,2023-12-19,2023-12-23,80450,True,4
PR001626,P02442,Bundle,0.51,Online,Brand Loyalist,2022-08-17,2022-08-26,120020,False,9
PR001627,P02027,BOGO,0.48,Both,Impulse Buyer,2023-06-26,2023-07-15,242301,False,19
PR001628,P02392,Cashback,0.59,Offline,Brand Loyalist,2023-10-25,2023-11-08,191519,False,14
PR001629,P03040,BOGO,0.08,Online,Fashion Enthusiast,2022-04-02,2022-04-27,468161,False,25
PR001630,P00145,Bundle,0.47,Online,Seasonal Buyer,2022-12-03,2022-12-29,12399,False,26
PR001631,P04425,Bundle,0.57,Online,Frequent Buyer,2024-11-09,2024-12-03,434550,True,24
PR001632,P01355,Free Shipping,0.06,Offline,Brand Loyalist,2023-01-21,2023-01-22,24194,False,1
PR001633,P02062,Cashback,0.32,Online,Brand Loyalist,2023-12-21,2024-01-18,389654,True,28
PR001634,P04753,Flat Discount,0.21,Online,Frequent Buyer,2024-01-24,2024-02-04,164683,True,11
PR001635,P03408,Flat Discount,0.41,Both,Student,2022-04-04,2022-04-22,45114,False,18
PR001636,P03264,BOGO,0.26,Offline,Family Shopper,2023-12-08,2023-12-23,329691,False,15
PR001637,P01400,Flat Discount,0.18,Offline,Family Shopper,2022-02-25,2022-03-19,218099,False,22
PR001638,P04733,Free Shipping,0.19,Online,Luxury Shopper,2022-05-26,2022-06-15,138529,False,20
PR001639,P00102,BOGO,0.28,Both,Seasonal Buyer,2022-04-22,2022-05-16,154217,False,24
PR001640,P01113,Cashback,0.55,Both,Family Shopper,2023-07-11,2023-08-02,204012,False,22
PR001641,P04111,Percentage Off,0.15,Offline,Brand Loyalist,2023-10-21,2023-11-01,181966,False,11
PR001642,P00797,BOGO,0.39,Both,Seasonal Buyer,2024-07-12,2024-07-13,135697,True,1
PR001643,P01392,Bundle,0.48,Both,Student,2024-09-29,2024-10-07,217052,True,8
PR001644,P00862,Free Shipping,0.56,Online,Impulse Buyer,2022-03-30,2022-04-10,498604,True,11
PR001645,P03713,Cashback,0.46,Offline,Budget Shopper,2022-01-14,2022-01-29,43583,False,15
PR001646,P03363,Bundle,0.23,Online,Budget Shopper,2023-01-30,2023-02-28,244849,True,29
PR001647,P03688,Flat Discount,0.5,Offline,Seasonal Buyer,2022-09-20,2022-10-06,464835,False,16
PR001648,P02572,Free Shipping,0.56,Online,Family Shopper,2024-01-12,2024-01-27,445044,True,15
PR001649,P04793,Free Shipping,0.12,Online,Frequent Buyer,2023-02-20,2023-03-14,397583,False,22
PR001650,P00783,Percentage Off,0.53,Offline,Impulse Buyer,2022-12-11,2022-12-25,205037,True,14
PR001651,P04169,Percentage Off,0.33,Online,Working Professional,2022-02-07,2022-02-23,377773,False,16
PR001652,P00927,Cashback,0.16,Online,Frequent Buyer,2024-04-26,2024-05-19,223787,False,23
PR001653,P03224,Percentage Off,0.49,Offline,Frequent Buyer,2022-11-15,2022-12-01,275022,False,16
PR001654,P00044,Percentage Off,0.25,Both,Frequent Buyer,2023-11-14,2023-12-02,75348,False,18
PR001655,P00236,Cashback,0.26,Online,Brand Loyalist,2024-08-14,2024-08-25,478036,False,11
PR001656,P02807,Cashback,0.33,Both,Family Shopper,2022-08-28,2022-09-15,396708,True,18
PR001657,P03249,Cashback,0.54,Both,Frequent Buyer,2023-05-26,2023-06-17,219326,False,22
PR001658,P02454,Flat Discount,0.35,Online,Working Professional,2022-10-25,2022-11-23,103660,False,29
PR001659,P04586,Cashback,0.48,Offline,Family Shopper,2022-06-15,2022-06-24,111316,True,9
PR001660,P00855,Flat Discount,0.41,Online,Luxury Shopper,2024-03-13,2024-03-26,25489,True,13
PR001661,P03167,BOGO,0.27,Both,Seasonal Buyer,2022-06-05,2022-07-02,252691,True,27
PR001662,P01409,Free Shipping,0.34,Offline,Family Shopper,2022-04-08,2022-04-14,416452,False,6
PR001663,P00789,Percentage Off,0.41,Offline,Family Shopper,2022-05-10,2022-05-20,438549,True,10
PR001664,P02526,Percentage Off,0.5,Both,Seasonal Buyer,2023-06-25,2023-07-24,49662,False,29
PR001665,P00919,BOGO,0.38,Offline,Family Shopper,2024-12-24,2024-12-26,177514,False,2
PR001666,P03082,Flat Discount,0.56,Offline,Working Professional,2023-01-24,2023-02-05,28492,False,12
PR001667,P03764,Bundle,0.28,Both,Frequent Buyer,2024-06-27,2024-06-30,49608,False,3
PR001668,P03219,BOGO,0.34,Offline,Impulse Buyer,2024-11-21,2024-11-27,361573,False,6
PR001669,P01247,Flat Discount,0.5,Both,Family Shopper,2023-04-19,2023-04-23,483604,False,4
PR001670,P03821,Cashback,0.36,Offline,Fashion Enthusiast,2024-03-28,2024-04-22,349106,False,25
PR001671,P04503,Cashback,0.46,Both,Impulse Buyer,2022-02-22,2022-03-04,73039,True,10
PR001672,P03322,BOGO,0.39,Both,Fashion Enthusiast,2023-05-05,2023-06-01,34841,False,27
PR001673,P04215,Flat Discount,0.11,Offline,Family Shopper,2022-06-25,2022-07-17,333004,True,22
PR001674,P02376,Free Shipping,0.51,Online,Seasonal Buyer,2024-12-09,2024-12-17,262355,False,8
PR001675,P04938,Bundle,0.46,Both,Brand Loyalist,2023-04-04,2023-05-01,66694,False,27
PR001676,P03225,Flat Discount,0.47,Offline,Budget Shopper,2022-01-14,2022-01-30,333957,True,16
PR001677,P04510,Bundle,0.29,Both,Student,2022-09-26,2022-10-06,208151,False,10
PR001678,P04540,Percentage Off,0.45,Online,Family Shopper,2022-12-25,2023-01-06,377895,False,12
PR001679,P00432,Percentage Off,0.09,Online,Frequent Buyer,2023-03-12,2023-03-13,306743,False,1
PR001680,P00014,Flat Discount,0.07,Offline,Impulse Buyer,2024-02-27,2024-03-08,440911,False,10
PR001681,P00158,Free Shipping,0.6,Online,Student,2023-01-18,2023-01-30,413714,False,12
PR001682,P01300,Cashback,0.32,Offline,Working Professional,2022-08-01,2022-08-27,368667,False,26
PR001683,P04382,Free Shipping,0.19,Both,Luxury Shopper,2022-05-25,2022-06-03,121688,False,9
PR001684,P01448,Bundle,0.54,Online,Working Professional,2022-07-03,2022-07-09,166314,True,6
PR001685,P02112,Bundle,0.5,Both,Frequent Buyer,2023-12-17,2023-12-19,325659,True,2
PR001686,P04929,Flat Discount,0.53,Both,Luxury Shopper,2022-11-22,2022-12-01,115517,False,9
PR001687,P04411,Cashback,0.34,Online,Frequent Buyer,2023-11-18,2023-12-14,27943,True,26
PR001688,P01200,Cashback,0.18,Online,Working Professional,2023-06-28,2023-07-08,18442,True,10
PR001689,P00304,Cashback,0.32,Both,Fashion Enthusiast,2024-04-21,2024-05-19,65670,False,28
PR001690,P02577,Percentage Off,0.54,Online,Frequent Buyer,2022-12-24,2023-01-03,281433,True,10
PR001691,P00978,BOGO,0.13,Offline,Family Shopper,2024-05-24,2024-06-18,286848,False,25
PR001692,P01751,Flat Discount,0.19,Both,Fashion Enthusiast,2023-02-26,2023-03-11,479850,False,13
PR001693,P04089,Cashback,0.08,Online,Brand Loyalist,2024-01-14,2024-01-25,48914,True,11
PR001694,P04335,Cashback,0.24,Offline,Student,2023-01-28,2023-02-20,137962,True,23
PR001695,P04414,Bundle,0.49,Online,Impulse Buyer,2023-11-11,2023-12-04,480386,True,23
PR001696,P03200,Percentage Off,0.07,Online,Student,2023-12-04,2023-12-28,70009,True,24
PR001697,P01332,Free Shipping,0.08,Online,Brand Loyalist,2023-05-02,2023-05-15,181255,False,13
PR001698,P03581,Bundle,0.15,Online,Frequent Buyer,2022-07-15,2022-08-08,153304,False,24
PR001699,P04821,BOGO,0.44,Offline,Fashion Enthusiast,2024-11-27,2024-12-11,113054,False,14
PR001700,P03502,Flat Discount,0.22,Offline,Frequent Buyer,2022-04-02,2022-04-15,140630,True,13
PR001701,P00380,Cashback,0.13,Online,Impulse Buyer,2022-01-16,2022-02-01,266824,False,16
PR001702,P02147,Bundle,0.47,Online,Brand Loyalist,2023-08-14,2023-08-15,139294,False,1
PR001703,P03204,Cashback,0.36,Both,Luxury Shopper,2024-01-22,2024-02-16,395185,False,25
PR001704,P03143,BOGO,0.56,Online,Impulse Buyer,2023-11-08,2023-11-13,412652,True,5
PR001705,P01757,Bundle,0.25,Both,Family Shopper,2022-10-05,2022-10-20,293933,False,15
PR001706,P04441,Cashback,0.06,Both,Frequent Buyer,2023-01-02,2023-01-04,51124,True,2
PR001707,P03290,Bundle,0.17,Both,Brand Loyalist,2024-03-16,2024-03-25,111492,False,9
PR001708,P02959,BOGO,0.49,Both,Brand Loyalist,2024-10-12,2024-10-16,187352,True,4
PR001709,P04823,Free Shipping,0.06,Online,Budget Shopper,2022-09-05,2022-10-05,207471,True,30
PR001710,P01535,Percentage Off,0.33,Both,Frequent Buyer,2022-11-29,2022-12-04,399544,False,5
PR001711,P03240,Cashback,0.06,Offline,Fashion Enthusiast,2022-11-01,2022-11-12,192620,True,11
PR001712,P00359,Cashback,0.16,Offline,Fashion Enthusiast,2023-12-05,2023-12-31,447748,True,26
PR001713,P00181,Free Shipping,0.6,Both,Student,2024-06-14,2024-07-11,450493,False,27
PR001714,P04884,Free Shipping,0.5,Both,Working Professional,2024-04-20,2024-05-17,215173,False,27
PR001715,P01905,Free Shipping,0.39,Offline,Impulse Buyer,2022-09-22,2022-10-20,215822,False,28
PR001716,P01965,Free Shipping,0.42,Online,Family Shopper,2022-04-06,2022-04-13,344642,True,7
PR001717,P04090,Percentage Off,0.31,Both,Budget Shopper,2023-05-04,2023-05-08,373438,False,4
PR001718,P02595,Cashback,0.46,Both,Working Professional,2022-03-22,2022-04-07,265723,False,16
PR001719,P00280,BOGO,0.43,Both,Seasonal Buyer,2022-12-13,2022-12-28,142188,True,15
PR001720,P01175,Free Shipping,0.1,Offline,Working Professional,2023-08-12,2023-08-23,360775,False,11
PR001721,P01525,BOGO,0.29,Offline,Student,2022-09-07,2022-10-07,491934,False,30
PR001722,P02588,Bundle,0.31,Online,Family Shopper,2023-10-24,2023-11-22,405219,False,29
PR001723,P03830,BOGO,0.2,Offline,Family Shopper,2024-04-13,2024-05-01,327565,False,18
PR001724,P03159,Flat Discount,0.26,Offline,Impulse Buyer,2022-05-21,2022-06-06,272278,False,16
PR001725,P04111,Flat Discount,0.31,Offline,Working Professional,2023-03-15,2023-04-11,135788,False,27
PR001726,P00902,Flat Discount,0.05,Offline,Student,2024-07-09,2024-08-06,305589,True,28
PR001727,P01485,Bundle,0.17,Offline,Family Shopper,2023-10-29,2023-11-02,492676,True,4
PR001728,P02643,Bundle,0.42,Online,Fashion Enthusiast,2022-10-14,2022-10-20,335218,False,6
PR001729,P00467,BOGO,0.35,Both,Frequent Buyer,2023-09-28,2023-10-05,133964,False,7
PR001730,P00604,Free Shipping,0.58,Both,Seasonal Buyer,2022-09-06,2022-09-14,224725,False,8
PR001731,P03768,Percentage Off,0.06,Both,Fashion Enthusiast,2023-11-03,2023-11-23,121681,True,20
PR001732,P00064,Percentage Off,0.09,Both,Frequent Buyer,2022-09-29,2022-10-14,458907,False,15
PR001733,P03449,Flat Discount,0.57,Online,Fashion Enthusiast,2023-11-07,2023-11-14,75098,False,7
PR001734,P04980,Bundle,0.23,Online,Impulse Buyer,2022-11-12,2022-12-02,323126,True,20
PR001735,P02985,Cashback,0.57,Online,Budget Shopper,2024-02-09,2024-02-15,81287,False,6
PR001736,P01644,Flat Discount,0.41,Both,Fashion Enthusiast,2023-11-30,2023-12-12,120910,True,12
PR001737,P00996,Free Shipping,0.59,Offline,Student,2024-07-04,2024-07-23,120294,False,19
PR001738,P00232,Free Shipping,0.24,Offline,Frequent Buyer,2023-01-08,2023-01-21,244668,False,13
PR001739,P04182,Percentage Off,0.26,Both,Budget Shopper,2022-09-08,2022-09-22,243629,False,14
PR001740,P03713,Bundle,0.42,Offline,Fashion Enthusiast,2024-05-21,2024-06-16,423878,True,26
PR001741,P03316,Flat Discount,0.25,Offline,Student,2024-10-11,2024-10-13,374710,True,2
PR001742,P02609,Bundle,0.3,Both,Luxury Shopper,2023-11-28,2023-12-06,234584,False,8
