cart_id,customer_id,product_id,quantity,added_at,status
CART0030327,C01990,P00344,2,2023-11-16 16:00:00,Purchased
CART0030328,C10000,P03604,1,2024-06-09 18:00:00,Purchased
CART0030329,C06964,P04278,3,2022-06-26 18:00:00,Purchased
CART0030330,C06319,P01598,1,2024-12-26 12:00:00,Purchased
CART0030331,C02711,P01667,1,2022-10-11 14:00:00,Abandoned
CART0030332,C07833,P02496,1,2022-02-21 02:00:00,Abandoned
CART0030333,C07580,P03852,3,2022-12-12 18:00:00,Active
CART0030334,C09766,P03537,3,2022-09-18 22:00:00,Abandoned
CART0030335,C04920,P01648,1,2024-12-11 12:00:00,Abandoned
CART0030336,C07343,P01459,3,2024-07-07 09:00:00,Active
CART0030337,C08779,P01235,4,2023-02-14 19:00:00,Purchased
CART0030338,C02214,P01610,3,2022-10-06 03:00:00,Purchased
CART0030339,C00163,P00260,3,2023-05-05 04:00:00,Active
CART0030340,C02196,P00788,3,2022-03-18 06:00:00,Abandoned
CART0030341,C02601,P02822,1,2024-10-09 23:00:00,Purchased
CART0030342,C07630,P02581,1,2023-08-15 22:00:00,Purchased
CART0030343,C02176,P04206,4,2022-12-21 09:00:00,Abandoned
CART0030344,C08573,P00539,3,2023-05-23 17:00:00,Purchased
CART0030345,C07144,P03918,4,2023-07-24 22:00:00,Purchased
CART0030346,C06763,P04727,2,2023-02-23 09:00:00,Purchased
CART0030347,C09278,P04621,1,2023-08-26 00:00:00,Purchased
CART0030348,C03027,P02019,3,2023-07-06 13:00:00,Purchased
CART0030349,C08895,P04908,3,2023-04-08 00:00:00,Purchased
CART0030350,C02289,P04192,3,2022-09-08 15:00:00,Purchased
CART0030351,C09901,P02835,4,2024-10-12 07:00:00,Active
CART0030352,C06032,P03020,4,2024-01-14 20:00:00,Purchased
CART0030353,C00863,P00204,1,2024-02-05 01:00:00,Active
CART0030354,C08069,P03925,1,2022-01-14 19:00:00,Active
CART0030355,C07972,P02303,4,2022-04-17 11:00:00,Abandoned
CART0030356,C00116,P04188,2,2024-06-24 09:00:00,Abandoned
CART0030357,C02510,P04502,1,2023-01-11 12:00:00,Purchased
CART0030358,C07919,P04825,4,2023-08-27 19:00:00,Active
CART0030359,C06013,P01703,1,2022-01-11 01:00:00,Active
CART0030360,C00483,P00961,1,2024-01-26 03:00:00,Purchased
CART0030361,C06511,P04805,4,2024-05-25 13:00:00,Abandoned
CART0030362,C02744,P00700,3,2022-11-14 23:00:00,Abandoned
CART0030363,C00191,P02024,1,2023-07-06 21:00:00,Abandoned
CART0030364,C05125,P02066,2,2022-05-12 22:00:00,Expired
CART0030365,C03280,P00963,3,2022-11-13 01:00:00,Purchased
CART0030366,C05756,P03105,4,2022-01-07 19:00:00,Abandoned
CART0030367,C01663,P01358,4,2024-01-15 08:00:00,Abandoned
CART0030368,C08088,P00650,1,2022-04-08 21:00:00,Purchased
CART0030369,C03039,P01342,4,2024-09-29 15:00:00,Purchased
CART0030370,C01834,P00659,1,2022-02-05 04:00:00,Abandoned
CART0030371,C01005,P03053,1,2024-03-07 07:00:00,Purchased
CART0030372,C02339,P02085,3,2024-10-02 16:00:00,Abandoned
CART0030373,C04843,P00661,3,2024-08-21 17:00:00,Purchased
CART0030374,C07486,P00801,3,2022-07-24 14:00:00,Abandoned
CART0030375,C07555,P04135,3,2022-10-30 02:00:00,Active
CART0030376,C02480,P02076,3,2023-03-29 07:00:00,Purchased
CART0030377,C02366,P04589,4,2022-09-21 12:00:00,Abandoned
CART0030378,C03929,P02653,1,2022-09-27 09:00:00,Purchased
CART0030379,C01064,P00489,2,2024-11-17 18:00:00,Abandoned
CART0030380,C00432,P03100,3,2023-04-03 19:00:00,Purchased
CART0030381,C03420,P00561,1,2024-02-27 00:00:00,Purchased
CART0030382,C04521,P00718,3,2023-08-13 17:00:00,Purchased
CART0030383,C07522,P04189,2,2022-09-06 01:00:00,Purchased
CART0030384,C05177,P02329,4,2023-09-12 10:00:00,Active
CART0030385,C04816,P02045,4,2023-09-01 07:00:00,Abandoned
CART0030386,C07933,P03048,2,2023-11-09 14:00:00,Abandoned
CART0030387,C03777,P04697,2,2022-03-13 09:00:00,Active
CART0030388,C00300,P00702,1,2024-01-12 21:00:00,Purchased
CART0030389,C07070,P04252,1,2024-12-07 08:00:00,Abandoned
CART0030390,C06050,P03882,2,2022-08-21 14:00:00,Purchased
CART0030391,C08671,P02509,3,2023-06-07 10:00:00,Active
CART0030392,C05482,P03401,1,2022-07-20 18:00:00,Purchased
CART0030393,C06463,P02201,2,2023-10-15 07:00:00,Purchased
CART0030394,C00740,P00705,3,2023-11-01 05:00:00,Purchased
CART0030395,C09445,P00418,1,2024-07-29 07:00:00,Abandoned
CART0030396,C08099,P04353,1,2024-08-24 12:00:00,Purchased
CART0030397,C07650,P04895,2,2023-03-29 17:00:00,Purchased
CART0030398,C06304,P02048,4,2023-12-29 15:00:00,Purchased
CART0030399,C03398,P03035,2,2024-08-19 21:00:00,Abandoned
CART0030400,C06551,P04302,3,2023-04-11 00:00:00,Abandoned
CART0030401,C06288,P02089,2,2022-01-15 12:00:00,Active
CART0030402,C01713,P02943,2,2022-03-09 20:00:00,Purchased
CART0030403,C03571,P04234,2,2023-07-01 05:00:00,Purchased
CART0030404,C08116,P03961,4,2023-04-13 23:00:00,Expired
CART0030405,C09069,P01609,1,2024-03-22 21:00:00,Expired
CART0030406,C09618,P01806,1,2023-06-11 06:00:00,Purchased
CART0030407,C08140,P00098,1,2024-06-06 12:00:00,Purchased
CART0030408,C08893,P01295,3,2022-11-20 15:00:00,Active
CART0030409,C01075,P00664,4,2023-12-07 13:00:00,Purchased
CART0030410,C09935,P03913,1,2024-10-26 14:00:00,Active
CART0030411,C02688,P04309,4,2022-09-25 03:00:00,Abandoned
CART0030412,C08359,P03288,1,2024-09-18 01:00:00,Abandoned
CART0030413,C01921,P03739,3,2023-07-12 10:00:00,Purchased
CART0030414,C04985,P00657,1,2024-12-23 02:00:00,Purchased
CART0030415,C00773,P00261,4,2023-11-02 20:00:00,Purchased
CART0030416,C07312,P02667,2,2024-12-22 00:00:00,Purchased
CART0030417,C05350,P03054,2,2023-10-01 05:00:00,Purchased
CART0030418,C01305,P01777,1,2024-03-24 05:00:00,Active
CART0030419,C04543,P04171,3,2022-12-25 10:00:00,Purchased
CART0030420,C07172,P02717,3,2022-09-12 06:00:00,Purchased
CART0030421,C08561,P04341,3,2023-08-22 03:00:00,Abandoned
CART0030422,C04881,P04336,3,2022-02-16 20:00:00,Active
CART0030423,C00493,P00927,1,2024-07-15 07:00:00,Abandoned
CART0030424,C09854,P04380,3,2023-12-12 20:00:00,Purchased
CART0030425,C04209,P02204,4,2023-06-16 00:00:00,Abandoned
CART0030426,C09475,P00255,4,2024-01-02 19:00:00,Abandoned
CART0030427,C07698,P00486,3,2022-05-21 20:00:00,Active
CART0030428,C03361,P00370,3,2022-07-29 14:00:00,Purchased
CART0030429,C02184,P00997,3,2024-11-14 22:00:00,Purchased
CART0030430,C02440,P03793,1,2024-08-24 14:00:00,Purchased
CART0030431,C08165,P02871,1,2023-06-11 17:00:00,Abandoned
CART0030432,C04960,P01905,1,2022-11-13 05:00:00,Purchased
CART0030433,C04911,P02346,4,2023-12-30 19:00:00,Purchased
CART0030434,C07187,P04602,1,2023-05-10 18:00:00,Purchased
CART0030435,C02113,P02623,3,2024-02-02 19:00:00,Active
CART0030436,C00321,P01563,1,2023-08-23 14:00:00,Active
CART0030437,C06728,P04694,3,2022-04-29 17:00:00,Purchased
CART0030438,C07020,P01315,2,2022-03-05 13:00:00,Purchased
CART0030439,C04996,P03751,2,2023-08-19 04:00:00,Abandoned
CART0030440,C00784,P02713,2,2023-08-30 09:00:00,Abandoned
CART0030441,C09173,P02575,3,2023-03-02 00:00:00,Expired
CART0030442,C07375,P01901,3,2024-12-27 21:00:00,Active
CART0030443,C03788,P03313,4,2024-10-16 20:00:00,Abandoned
CART0030444,C01721,P03695,3,2024-01-12 14:00:00,Abandoned
CART0030445,C08341,P03501,1,2022-07-25 10:00:00,Expired
CART0030446,C04117,P03678,2,2024-09-04 06:00:00,Purchased
CART0030447,C02663,P01156,2,2022-05-28 19:00:00,Expired
CART0030448,C08538,P03831,4,2023-03-31 14:00:00,Purchased
CART0030449,C07075,P00698,4,2023-06-28 04:00:00,Purchased
CART0030450,C03108,P00509,2,2022-05-20 09:00:00,Purchased
CART0030451,C05959,P02941,2,2024-01-04 02:00:00,Abandoned
CART0030452,C02807,P01584,3,2022-04-11 01:00:00,Abandoned
CART0030453,C03112,P03346,3,2024-10-19 22:00:00,Purchased
CART0030454,C05365,P04225,1,2022-04-15 20:00:00,Abandoned
CART0030455,C02803,P01595,1,2022-07-10 21:00:00,Abandoned
CART0030456,C02511,P04444,1,2022-12-21 04:00:00,Abandoned
CART0030457,C03968,P03697,1,2023-02-08 04:00:00,Expired
CART0030458,C08524,P01908,1,2024-07-23 13:00:00,Active
CART0030459,C04992,P00787,2,2023-07-01 01:00:00,Purchased
CART0030460,C01151,P04160,3,2022-02-19 08:00:00,Abandoned
CART0030461,C09596,P02172,4,2023-12-22 05:00:00,Abandoned
CART0030462,C04540,P01713,3,2023-11-26 06:00:00,Purchased
CART0030463,C00704,P01005,1,2022-09-26 13:00:00,Purchased
CART0030464,C07636,P03953,1,2023-07-21 12:00:00,Abandoned
CART0030465,C07943,P03752,2,2024-12-14 14:00:00,Purchased
CART0030466,C03090,P00952,3,2023-10-02 12:00:00,Expired
CART0030467,C05235,P01373,4,2022-05-02 18:00:00,Purchased
CART0030468,C08461,P04676,2,2022-04-29 16:00:00,Purchased
CART0030469,C04608,P02126,2,2023-10-09 18:00:00,Abandoned
CART0030470,C07994,P04670,1,2022-05-28 14:00:00,Purchased
CART0030471,C04417,P00620,4,2024-02-01 00:00:00,Abandoned
CART0030472,C07369,P02766,3,2023-11-13 23:00:00,Expired
CART0030473,C07054,P04321,1,2023-12-16 18:00:00,Abandoned
CART0030474,C05651,P04462,1,2022-10-29 15:00:00,Active
CART0030475,C07719,P02851,3,2023-04-07 14:00:00,Purchased
CART0030476,C02737,P02754,2,2024-02-25 14:00:00,Purchased
CART0030477,C05974,P02442,1,2022-10-06 03:00:00,Abandoned
CART0030478,C00195,P01421,1,2023-02-28 00:00:00,Purchased
CART0030479,C09889,P01832,3,2023-09-14 16:00:00,Purchased
CART0030480,C04725,P02870,2,2023-04-30 13:00:00,Purchased
CART0030481,C08063,P01714,3,2023-10-14 21:00:00,Purchased
CART0030482,C09685,P02301,4,2022-05-31 03:00:00,Abandoned
CART0030483,C08507,P01348,2,2022-07-21 23:00:00,Purchased
CART0030484,C07030,P01532,4,2024-06-29 23:00:00,Purchased
CART0030485,C08619,P03496,4,2022-12-06 07:00:00,Purchased
CART0030486,C09562,P01027,1,2023-09-10 00:00:00,Purchased
CART0030487,C09341,P01854,3,2023-07-18 11:00:00,Abandoned
CART0030488,C03430,P03833,2,2022-02-17 20:00:00,Purchased
CART0030489,C02069,P02253,3,2023-12-12 06:00:00,Abandoned
CART0030490,C01209,P03112,4,2024-08-02 18:00:00,Purchased
CART0030491,C02569,P01657,3,2024-06-07 08:00:00,Purchased
CART0030492,C02119,P03683,2,2023-06-13 18:00:00,Active
CART0030493,C04291,P04684,2,2023-03-31 09:00:00,Purchased
CART0030494,C06198,P02236,1,2022-02-10 02:00:00,Purchased
CART0030495,C08666,P01698,1,2022-11-28 01:00:00,Active
CART0030496,C08483,P04888,4,2024-05-07 16:00:00,Active
CART0030497,C04454,P01705,2,2022-09-17 22:00:00,Purchased
CART0030498,C08972,P02051,4,2022-09-27 08:00:00,Purchased
CART0030499,C06537,P04219,2,2022-11-12 23:00:00,Purchased
CART0030500,C06470,P04931,1,2022-05-01 03:00:00,Abandoned
CART0030501,C02121,P00623,3,2023-03-10 08:00:00,Abandoned
CART0030502,C08481,P04784,4,2023-02-08 19:00:00,Active
CART0030503,C03939,P04745,1,2023-06-30 11:00:00,Abandoned
CART0030504,C06476,P01889,4,2023-03-19 03:00:00,Abandoned
CART0030505,C06773,P00560,3,2022-07-18 04:00:00,Active
CART0030506,C01950,P03920,1,2023-12-09 16:00:00,Purchased
CART0030507,C04055,P00964,3,2024-06-19 03:00:00,Abandoned
CART0030508,C06492,P01227,4,2022-10-11 16:00:00,Abandoned
CART0030509,C06500,P04187,2,2024-01-30 03:00:00,Active
CART0030510,C06351,P03785,2,2022-03-19 01:00:00,Purchased
CART0030511,C07624,P00655,3,2023-01-10 20:00:00,Abandoned
CART0030512,C00209,P04885,2,2023-02-22 19:00:00,Purchased
CART0030513,C00587,P01982,1,2024-08-13 23:00:00,Purchased
CART0030514,C00876,P00655,3,2024-10-19 16:00:00,Abandoned
CART0030515,C04198,P03022,4,2024-10-01 18:00:00,Active
CART0030516,C01143,P03094,3,2022-03-14 22:00:00,Expired
CART0030517,C09142,P00270,2,2024-03-18 12:00:00,Abandoned
CART0030518,C06580,P00006,3,2024-09-03 04:00:00,Active
CART0030519,C07493,P02609,1,2024-11-30 13:00:00,Abandoned
CART0030520,C04073,P04595,2,2024-01-02 21:00:00,Active
CART0030521,C02023,P00348,2,2023-04-05 18:00:00,Purchased
CART0030522,C00737,P02457,2,2022-03-30 03:00:00,Purchased
CART0030523,C03937,P03448,1,2022-10-23 14:00:00,Abandoned
CART0030524,C02988,P04320,1,2024-06-25 14:00:00,Purchased
CART0030525,C08478,P00014,3,2023-01-14 02:00:00,Abandoned
CART0030526,C01970,P02826,4,2022-08-21 16:00:00,Abandoned
CART0030527,C02675,P00826,1,2022-07-17 23:00:00,Abandoned
CART0030528,C00203,P00109,3,2023-06-18 05:00:00,Abandoned
CART0030529,C00606,P02293,1,2024-02-15 00:00:00,Purchased
CART0030530,C01459,P01404,1,2024-09-05 12:00:00,Abandoned
CART0030531,C03008,P01394,3,2023-10-28 17:00:00,Active
CART0030532,C00504,P02731,4,2022-10-11 06:00:00,Purchased
CART0030533,C06409,P02682,2,2024-07-08 11:00:00,Purchased
CART0030534,C01242,P04350,3,2024-11-18 22:00:00,Abandoned
CART0030535,C01262,P01788,4,2023-11-20 12:00:00,Abandoned
CART0030536,C05602,P02453,4,2022-09-10 00:00:00,Abandoned
CART0030537,C08439,P02252,2,2023-05-18 22:00:00,Purchased
CART0030538,C03411,P00480,3,2022-11-15 18:00:00,Purchased
CART0030539,C06205,P01177,3,2022-02-15 14:00:00,Purchased
CART0030540,C03274,P01685,2,2024-11-16 12:00:00,Purchased
CART0030541,C08849,P02090,1,2024-03-15 10:00:00,Purchased
CART0030542,C01474,P02112,4,2024-06-06 00:00:00,Purchased
CART0030543,C02855,P04449,4,2022-09-24 02:00:00,Purchased
CART0030544,C09229,P02969,4,2023-08-09 03:00:00,Active
CART0030545,C06354,P00955,3,2022-03-12 01:00:00,Active
CART0030546,C09883,P04476,4,2023-02-26 06:00:00,Purchased
CART0030547,C05543,P03147,1,2024-10-13 04:00:00,Abandoned
CART0030548,C03068,P02926,4,2024-06-04 09:00:00,Abandoned
CART0030549,C00189,P01075,2,2023-06-11 01:00:00,Active
CART0030550,C04077,P00713,3,2023-11-28 20:00:00,Abandoned
CART0030551,C04237,P03168,4,2023-09-20 03:00:00,Purchased
CART0030552,C00285,P01300,1,2023-11-29 21:00:00,Purchased
CART0030553,C02828,P02121,1,2022-12-14 13:00:00,Abandoned
CART0030554,C00780,P04353,1,2024-07-26 16:00:00,Purchased
CART0030555,C00205,P02970,1,2023-11-05 03:00:00,Purchased
CART0030556,C05732,P01433,4,2024-02-17 01:00:00,Active
CART0030557,C08961,P03364,3,2023-04-28 18:00:00,Purchased
CART0030558,C00219,P02147,2,2024-11-05 13:00:00,Purchased
CART0030559,C00776,P04236,2,2022-07-28 14:00:00,Abandoned
CART0030560,C00750,P01871,2,2024-06-03 02:00:00,Abandoned
CART0030561,C02994,P04625,2,2023-09-07 21:00:00,Abandoned
CART0030562,C06874,P03719,1,2022-09-22 01:00:00,Abandoned
CART0030563,C00658,P00934,4,2023-06-01 10:00:00,Purchased
CART0030564,C05144,P03117,3,2023-01-04 09:00:00,Purchased
CART0030565,C04567,P00536,2,2022-09-16 23:00:00,Purchased
CART0030566,C09410,P04462,4,2024-02-22 16:00:00,Purchased
CART0030567,C01928,P02004,1,2022-02-27 06:00:00,Purchased
CART0030568,C01462,P00969,2,2023-03-13 06:00:00,Abandoned
CART0030569,C04088,P03953,3,2024-09-27 17:00:00,Purchased
CART0030570,C09873,P01808,2,2024-03-08 12:00:00,Purchased
CART0030571,C07176,P03378,2,2023-07-14 03:00:00,Abandoned
CART0030572,C08485,P04491,4,2024-01-16 03:00:00,Abandoned
CART0030573,C02272,P04785,2,2024-02-06 20:00:00,Purchased
CART0030574,C00246,P04089,2,2023-06-20 19:00:00,Abandoned
CART0030575,C02437,P02009,2,2022-03-23 12:00:00,Purchased
CART0030576,C06033,P03660,2,2022-04-08 20:00:00,Purchased
CART0030577,C03447,P03632,1,2022-03-02 16:00:00,Abandoned
CART0030578,C00039,P00051,1,2023-08-27 03:00:00,Purchased
CART0030579,C07369,P01622,2,2024-01-06 20:00:00,Abandoned
CART0030580,C03299,P00883,4,2023-12-03 15:00:00,Purchased
CART0030581,C07184,P03863,1,2024-10-12 11:00:00,Purchased
CART0030582,C01611,P00603,1,2022-02-11 02:00:00,Active
CART0030583,C06049,P03266,3,2023-03-13 06:00:00,Purchased
CART0030584,C01430,P04992,3,2023-04-22 03:00:00,Abandoned
CART0030585,C02314,P00188,1,2024-01-24 19:00:00,Purchased
CART0030586,C02639,P03944,2,2022-09-07 04:00:00,Abandoned
CART0030587,C01849,P04438,1,2022-09-22 20:00:00,Abandoned
CART0030588,C04951,P00545,3,2022-02-20 15:00:00,Purchased
CART0030589,C03609,P00128,3,2023-11-09 08:00:00,Active
CART0030590,C00883,P00868,1,2024-06-19 23:00:00,Abandoned
CART0030591,C03928,P01592,2,2023-05-24 13:00:00,Purchased
CART0030592,C04867,P00554,1,2023-02-04 20:00:00,Active
CART0030593,C06945,P00793,3,2022-10-12 05:00:00,Abandoned
CART0030594,C08088,P03056,4,2023-02-11 03:00:00,Active
CART0030595,C00977,P04647,4,2023-03-29 02:00:00,Abandoned
CART0030596,C09368,P02190,3,2023-07-11 22:00:00,Active
CART0030597,C08482,P03516,4,2024-08-03 11:00:00,Abandoned
CART0030598,C05944,P01078,4,2023-11-29 11:00:00,Abandoned
CART0030599,C00242,P01513,1,2024-05-01 20:00:00,Active
CART0030600,C07144,P02725,2,2023-08-29 00:00:00,Purchased
CART0030601,C08805,P03089,3,2022-08-23 02:00:00,Abandoned
CART0030602,C03925,P00784,1,2022-05-02 03:00:00,Active
CART0030603,C04855,P02926,2,2022-09-26 19:00:00,Active
CART0030604,C09238,P04229,4,2022-08-18 09:00:00,Abandoned
CART0030605,C00994,P00450,4,2023-07-24 13:00:00,Abandoned
CART0030606,C07746,P00474,4,2024-04-28 15:00:00,Purchased
CART0030607,C00704,P03057,3,2022-12-05 11:00:00,Abandoned
CART0030608,C09645,P04525,1,2024-08-05 22:00:00,Abandoned
CART0030609,C05369,P01656,4,2023-04-27 07:00:00,Purchased
CART0030610,C07213,P03909,1,2024-09-21 07:00:00,Purchased
CART0030611,C08890,P00936,4,2024-03-16 20:00:00,Purchased
CART0030612,C09343,P02436,2,2023-02-11 21:00:00,Active
CART0030613,C08420,P03791,1,2023-09-13 12:00:00,Active
CART0030614,C04136,P00286,4,2023-03-29 22:00:00,Expired
CART0030615,C05236,P02080,1,2024-01-10 17:00:00,Purchased
CART0030616,C09602,P03550,2,2024-01-25 07:00:00,Abandoned
CART0030617,C09279,P00719,2,2022-04-25 22:00:00,Purchased
CART0030618,C08665,P02657,1,2023-09-12 14:00:00,Purchased
CART0030619,C09061,P01260,3,2023-05-14 16:00:00,Purchased
CART0030620,C00444,P03103,4,2023-01-12 15:00:00,Abandoned
CART0030621,C03546,P00711,1,2022-01-03 14:00:00,Abandoned
CART0030622,C08982,P03755,1,2024-01-22 14:00:00,Purchased
CART0030623,C02717,P02670,1,2022-04-19 07:00:00,Purchased
CART0030624,C09136,P03719,3,2024-04-23 11:00:00,Purchased
CART0030625,C01965,P00369,1,2022-03-24 06:00:00,Purchased
CART0030626,C06035,P01434,2,2023-08-06 10:00:00,Abandoned
CART0030627,C03325,P00541,3,2022-07-04 02:00:00,Active
CART0030628,C02556,P03636,2,2024-02-08 17:00:00,Active
CART0030629,C08630,P03541,2,2023-01-21 15:00:00,Purchased
CART0030630,C04201,P03291,4,2022-04-11 20:00:00,Purchased
CART0030631,C01366,P02388,2,2024-01-05 23:00:00,Purchased
CART0030632,C06232,P00707,1,2023-04-13 16:00:00,Purchased
CART0030633,C03739,P01968,3,2023-07-11 16:00:00,Purchased
CART0030634,C06360,P03027,4,2022-06-20 12:00:00,Abandoned
CART0030635,C09652,P01598,1,2023-10-01 12:00:00,Active
CART0030636,C05614,P03399,2,2024-02-10 17:00:00,Purchased
CART0030637,C07173,P02160,3,2022-11-18 11:00:00,Abandoned
CART0030638,C06476,P00081,3,2022-01-20 02:00:00,Active
CART0030639,C06125,P01341,1,2024-01-18 00:00:00,Active
CART0030640,C03694,P04356,1,2022-04-07 05:00:00,Abandoned
CART0030641,C06797,P00247,3,2024-04-17 09:00:00,Active
CART0030642,C07557,P04654,4,2024-01-24 17:00:00,Purchased
CART0030643,C05768,P01997,1,2023-07-06 06:00:00,Purchased
CART0030644,C01494,P02697,4,2024-10-10 00:00:00,Abandoned
CART0030645,C05346,P01744,3,2022-08-31 09:00:00,Purchased
CART0030646,C00667,P00003,1,2023-06-03 06:00:00,Abandoned
CART0030647,C02629,P03976,4,2022-11-25 10:00:00,Purchased
CART0030648,C00774,P04565,3,2022-06-30 06:00:00,Abandoned
CART0030649,C02222,P04836,1,2024-11-02 07:00:00,Purchased
CART0030650,C01390,P00430,4,2023-06-03 21:00:00,Abandoned
CART0030651,C09092,P03348,3,2022-09-16 08:00:00,Purchased
CART0030652,C08515,P03402,2,2024-03-24 15:00:00,Purchased
CART0030653,C06291,P01430,2,2022-12-18 05:00:00,Active
CART0030654,C04899,P00941,2,2023-07-21 22:00:00,Purchased
CART0030655,C04259,P04991,1,2024-01-29 12:00:00,Purchased
CART0030656,C09240,P03746,1,2024-11-18 10:00:00,Purchased
CART0030657,C08333,P01611,2,2023-09-27 09:00:00,Active
CART0030658,C04109,P01855,2,2024-01-06 14:00:00,Purchased
CART0030659,C07777,P03689,2,2024-02-23 16:00:00,Purchased
CART0030660,C00065,P04828,1,2022-01-23 23:00:00,Abandoned
CART0030661,C08801,P02677,1,2022-10-14 09:00:00,Active
CART0030662,C07122,P04918,2,2024-12-03 03:00:00,Purchased
CART0030663,C02387,P04171,3,2024-08-24 14:00:00,Abandoned
CART0030664,C04487,P04063,4,2022-05-04 07:00:00,Abandoned
CART0030665,C00155,P00229,2,2022-05-19 04:00:00,Abandoned
CART0030666,C00745,P00983,1,2023-09-01 09:00:00,Abandoned
CART0030667,C02633,P04363,2,2023-08-04 14:00:00,Active
CART0030668,C06131,P03800,1,2024-08-27 09:00:00,Purchased
CART0030669,C01570,P02500,2,2023-10-04 18:00:00,Purchased
CART0030670,C06527,P03145,1,2024-10-16 22:00:00,Purchased
CART0030671,C09187,P01167,4,2022-10-24 17:00:00,Abandoned
CART0030672,C04530,P03416,1,2023-09-19 20:00:00,Abandoned
CART0030673,C06041,P01172,2,2022-08-09 23:00:00,Purchased
CART0030674,C09319,P04909,3,2024-12-04 14:00:00,Purchased
CART0030675,C01158,P04267,1,2022-05-31 15:00:00,Abandoned
CART0030676,C04090,P01588,1,2023-09-14 10:00:00,Abandoned
CART0030677,C07688,P00677,3,2024-07-14 13:00:00,Purchased
CART0030678,C01761,P00259,1,2024-11-10 16:00:00,Purchased
CART0030679,C04471,P01519,1,2023-08-14 02:00:00,Abandoned
CART0030680,C05842,P01436,2,2023-10-27 16:00:00,Abandoned
CART0030681,C02833,P02267,3,2023-02-24 04:00:00,Active
CART0030682,C03598,P03368,2,2022-12-01 20:00:00,Purchased
CART0030683,C08560,P02295,2,2022-12-15 10:00:00,Purchased
CART0030684,C02475,P00563,1,2022-06-11 12:00:00,Active
CART0030685,C08062,P02820,4,2022-04-23 01:00:00,Purchased
CART0030686,C01402,P01050,1,2022-02-07 03:00:00,Purchased
CART0030687,C01953,P03559,2,2022-09-12 07:00:00,Purchased
CART0030688,C04633,P02784,1,2023-02-21 19:00:00,Abandoned
CART0030689,C00931,P03347,4,2022-06-17 20:00:00,Abandoned
CART0030690,C02949,P02658,4,2023-05-13 10:00:00,Abandoned
CART0030691,C07556,P04400,4,2022-05-19 18:00:00,Abandoned
CART0030692,C06816,P01631,3,2023-06-14 10:00:00,Purchased
CART0030693,C03719,P01376,4,2024-03-03 02:00:00,Abandoned
CART0030694,C05292,P01271,1,2022-04-19 09:00:00,Expired
CART0030695,C07161,P03646,3,2024-02-29 14:00:00,Active
CART0030696,C09170,P04481,4,2022-03-27 20:00:00,Active
CART0030697,C00019,P00448,1,2022-07-08 04:00:00,Purchased
CART0030698,C08471,P01832,4,2024-05-30 09:00:00,Abandoned
CART0030699,C05099,P01899,2,2022-01-25 08:00:00,Purchased
CART0030700,C03019,P02933,4,2024-03-23 05:00:00,Abandoned
CART0030701,C00207,P02962,1,2024-06-04 09:00:00,Purchased
CART0030702,C06709,P02424,1,2023-01-04 23:00:00,Active
CART0030703,C08922,P01174,4,2024-10-03 14:00:00,Abandoned
CART0030704,C00610,P03517,3,2023-11-23 17:00:00,Active
CART0030705,C06792,P00691,2,2024-07-15 16:00:00,Abandoned
CART0030706,C00517,P02950,4,2023-03-16 17:00:00,Expired
CART0030707,C02600,P00596,2,2022-08-01 19:00:00,Purchased
CART0030708,C01554,P04956,3,2022-05-24 07:00:00,Purchased
CART0030709,C03606,P04081,3,2023-05-25 19:00:00,Purchased
CART0030710,C04192,P01791,1,2024-03-14 16:00:00,Abandoned
CART0030711,C03560,P03431,4,2022-12-15 04:00:00,Abandoned
CART0030712,C01641,P01911,2,2024-08-05 06:00:00,Active
CART0030713,C07630,P02343,1,2022-09-07 12:00:00,Abandoned
CART0030714,C03259,P03772,4,2023-09-11 14:00:00,Active
CART0030715,C09579,P04829,2,2022-06-07 00:00:00,Purchased
CART0030716,C05936,P02543,1,2024-04-16 05:00:00,Abandoned
CART0030717,C03123,P00364,1,2022-07-06 17:00:00,Purchased
CART0030718,C04893,P02030,2,2022-08-23 13:00:00,Purchased
CART0030719,C03710,P00728,3,2024-11-11 08:00:00,Purchased
CART0030720,C08950,P02272,4,2023-07-07 05:00:00,Purchased
CART0030721,C09693,P00494,3,2022-01-22 08:00:00,Abandoned
CART0030722,C07176,P01546,3,2024-02-02 06:00:00,Abandoned
CART0030723,C01661,P01953,4,2023-08-08 05:00:00,Active
CART0030724,C03828,P04688,3,2024-10-24 05:00:00,Purchased
CART0030725,C05811,P04153,2,2024-06-16 03:00:00,Purchased
CART0030726,C01582,P01033,3,2024-09-22 01:00:00,Purchased
CART0030727,C07495,P04223,4,2023-06-30 04:00:00,Purchased
CART0030728,C09219,P01612,1,2024-10-07 15:00:00,Abandoned
CART0030729,C03939,P02610,4,2022-01-27 19:00:00,Active
CART0030730,C04711,P02691,4,2023-01-14 06:00:00,Purchased
CART0030731,C00505,P04684,4,2024-06-25 15:00:00,Expired
CART0030732,C05336,P04631,1,2023-07-21 16:00:00,Purchased
CART0030733,C04296,P02274,3,2023-07-02 11:00:00,Abandoned
CART0030734,C02258,P02056,2,2023-01-22 01:00:00,Purchased
CART0030735,C03848,P03771,1,2024-01-14 10:00:00,Purchased
CART0030736,C01223,P03090,4,2022-12-11 11:00:00,Purchased
CART0030737,C00865,P02693,4,2023-05-06 23:00:00,Active
