date,city,temperature_c,rainfall_mm,humidity_pct,weather_condition
2023-01-24,Bengaluru,15.8,2.7,73,Sunny
2023-01-25,Bengaluru,14.4,3.7,41,Sunny
2023-01-26,Bengaluru,17.5,8.6,88,Sunny
2023-01-27,Bengaluru,14.4,0.0,59,Sunny
2023-01-28,Bengaluru,14.6,7.0,73,Sunny
2023-01-29,Bengaluru,18.9,9.6,44,Sunny
2023-01-30,Bengaluru,17.3,0.0,48,Rainy
2023-01-31,Bengaluru,12.9,9.4,89,Sunny
2023-02-01,Bengaluru,17.2,8.6,76,Sunny
2023-02-02,Bengaluru,14.1,11.2,54,Rainy
2023-02-03,Bengaluru,12.2,5.4,89,Sunny
2023-02-04,Bengaluru,14.3,0.0,91,Sunny
2023-02-05,Bengaluru,22.8,3.1,72,Foggy
2023-02-06,Bengaluru,16.4,4.9,75,Sunny
2023-02-07,Bengaluru,10.8,0.4,67,Sunny
2023-02-08,Bengaluru,17.0,4.0,68,Foggy
2023-02-09,Bengaluru,15.9,4.2,71,Sunny
2023-02-10,Bengaluru,14.8,0.0,72,Rainy
2023-02-11,Bengaluru,12.6,0.0,46,Sunny
2023-02-12,Bengaluru,14.3,0.0,71,Cloudy
2023-02-13,Bengaluru,17.0,0.0,48,Sunny
2023-02-14,Bengaluru,15.8,3.4,48,Sunny
2023-02-15,Bengaluru,16.0,0.0,86,Rainy
2023-02-16,Bengaluru,16.5,4.6,49,Foggy
2023-02-17,Bengaluru,14.8,2.1,57,Cloudy
2023-02-18,Bengaluru,18.0,0.0,77,Sunny
2023-02-19,Bengaluru,18.5,11.3,61,Cloudy
2023-02-20,Bengaluru,21.1,0.0,60,Rainy
2023-02-21,Bengaluru,20.1,6.5,91,Cloudy
2023-02-22,Bengaluru,12.7,3.4,50,Foggy
2023-02-23,Bengaluru,17.8,0.0,93,Foggy
2023-02-24,Bengaluru,13.1,11.4,90,Foggy
2023-02-25,Bengaluru,17.2,0.0,91,Sunny
2023-02-26,Bengaluru,15.2,7.1,64,Sunny
2023-02-27,Bengaluru,12.1,0.0,74,Sunny
2023-02-28,Bengaluru,17.3,3.8,76,Foggy
2023-03-01,Bengaluru,29.5,0.0,86,Sunny
2023-03-02,Bengaluru,23.3,0.0,85,Rainy
2023-03-03,Bengaluru,16.8,3.3,56,Sunny
2023-03-04,Bengaluru,21.7,0.0,61,Rainy
2023-03-05,Bengaluru,20.6,0.0,71,Sunny
2023-03-06,Bengaluru,25.9,1.2,70,Sunny
2023-03-07,Bengaluru,27.1,0.0,94,Sunny
2023-03-08,Bengaluru,27.7,0.0,81,Sunny
2023-03-09,Bengaluru,26.7,11.3,43,Rainy
2023-03-10,Bengaluru,24.0,13.3,81,Sunny
2023-03-11,Bengaluru,22.3,6.0,77,Rainy
2023-03-12,Bengaluru,27.1,0.3,86,Sunny
2023-03-13,Bengaluru,22.1,8.6,66,Cloudy
2023-03-14,Bengaluru,19.6,2.6,48,Sunny
2023-03-15,Bengaluru,24.5,6.3,89,Foggy
2023-03-16,Bengaluru,23.8,0.0,56,Cloudy
2023-03-17,Bengaluru,24.9,0.4,90,Cloudy
2023-03-18,Bengaluru,27.8,4.8,85,Foggy
2023-03-19,Bengaluru,26.7,0.0,43,Foggy
2023-03-20,Bengaluru,22.3,0.0,55,Sunny
2023-03-21,Bengaluru,21.8,0.0,51,Rainy
2023-03-22,Bengaluru,17.8,8.7,56,Sunny
2023-03-23,Bengaluru,25.1,0.0,90,Sunny
2023-03-24,Bengaluru,24.1,2.1,57,Sunny
2023-03-25,Bengaluru,21.4,0.0,61,Cloudy
2023-03-26,Bengaluru,25.4,1.6,91,Sunny
2023-03-27,Bengaluru,25.0,7.2,55,Rainy
2023-03-28,Bengaluru,27.2,0.3,60,Cloudy
2023-03-29,Bengaluru,20.4,0.0,70,Rainy
2023-03-30,Bengaluru,23.4,0.0,62,Sunny
2023-03-31,Bengaluru,18.6,0.0,50,Sunny
2023-04-01,Bengaluru,32.2,0.0,69,Rainy
2023-04-02,Bengaluru,28.2,6.4,42,Rainy
2023-04-03,Bengaluru,30.4,7.0,76,Sunny
2023-04-04,Bengaluru,29.0,1.7,59,Rainy
2023-04-05,Bengaluru,23.0,7.5,81,Sunny
2023-04-06,Bengaluru,30.2,6.7,55,Rainy
2023-04-07,Bengaluru,27.3,0.0,82,Foggy
2023-04-08,Bengaluru,27.5,0.0,81,Sunny
2023-04-09,Bengaluru,25.2,5.4,49,Rainy
2023-04-10,Bengaluru,28.0,0.0,68,Foggy
2023-04-11,Bengaluru,28.9,0.0,76,Sunny
2023-04-12,Bengaluru,30.5,13.8,83,Cloudy
2023-04-13,Bengaluru,25.9,0.0,94,Sunny
2023-04-14,Bengaluru,28.7,0.0,51,Rainy
2023-04-15,Bengaluru,27.3,0.0,70,Cloudy
2023-04-16,Bengaluru,28.6,7.4,55,Rainy
2023-04-17,Bengaluru,28.6,0.0,54,Sunny
2023-04-18,Bengaluru,30.0,0.5,61,Sunny
2023-04-19,Bengaluru,31.6,0.0,43,Sunny
2023-04-20,Bengaluru,28.3,6.3,94,Sunny
2023-04-21,Bengaluru,27.1,7.5,56,Sunny
2023-04-22,Bengaluru,25.4,0.0,85,Rainy
2023-04-23,Bengaluru,29.2,5.1,62,Sunny
2023-04-24,Bengaluru,30.6,0.0,48,Sunny
2023-04-25,Bengaluru,28.9,3.7,41,Sunny
2023-04-26,Bengaluru,34.1,8.5,60,Cloudy
2023-04-27,Bengaluru,22.6,2.1,57,Cloudy
2023-04-28,Bengaluru,27.2,0.0,49,Rainy
2023-04-29,Bengaluru,29.9,0.0,61,Sunny
2023-04-30,Bengaluru,31.6,4.9,50,Sunny
2023-05-01,Bengaluru,27.1,3.5,60,Sunny
2023-05-02,Bengaluru,28.3,0.7,71,Rainy
2023-05-03,Bengaluru,29.2,3.0,55,Rainy
2023-05-04,Bengaluru,27.3,0.0,41,Sunny
2023-05-05,Bengaluru,27.8,0.0,59,Cloudy
2023-05-06,Bengaluru,27.9,10.5,44,Cloudy
2023-05-07,Bengaluru,29.0,0.3,84,Sunny
2023-05-08,Bengaluru,28.1,0.0,47,Rainy
2023-05-09,Bengaluru,23.8,7.6,51,Foggy
2023-05-10,Bengaluru,26.9,0.0,57,Sunny
2023-05-11,Bengaluru,33.2,3.0,47,Rainy
2023-05-12,Bengaluru,31.9,9.3,82,Cloudy
2023-05-13,Bengaluru,25.2,0.9,85,Sunny
2023-05-14,Bengaluru,27.8,2.6,89,Sunny
2023-05-15,Bengaluru,26.9,2.8,42,Sunny
2023-05-16,Bengaluru,31.9,4.3,82,Sunny
2023-05-17,Bengaluru,29.6,0.0,66,Cloudy
2023-05-18,Bengaluru,26.8,2.5,52,Cloudy
2023-05-19,Bengaluru,26.9,0.0,72,Sunny
2023-05-20,Bengaluru,28.1,0.6,42,Sunny
2023-05-21,Bengaluru,26.9,10.2,86,Sunny
2023-05-22,Bengaluru,30.0,3.1,49,Sunny
2023-05-23,Bengaluru,24.5,1.5,46,Cloudy
2023-05-24,Bengaluru,28.6,5.9,65,Cloudy
2023-05-25,Bengaluru,26.3,4.5,73,Sunny
2023-05-26,Bengaluru,31.3,0.8,74,Rainy
2023-05-27,Bengaluru,32.7,6.9,62,Foggy
2023-05-28,Bengaluru,28.8,1.4,62,Cloudy
2023-05-29,Bengaluru,26.4,0.0,65,Rainy
2023-05-30,Bengaluru,26.3,1.3,70,Sunny
2023-05-31,Bengaluru,31.3,3.2,49,Rainy
2023-06-01,Bengaluru,28.1,2.2,80,Foggy
2023-06-02,Bengaluru,31.4,6.8,95,Sunny
2023-06-03,Bengaluru,29.1,4.7,53,Sunny
2023-06-04,Bengaluru,27.3,7.5,54,Rainy
2023-06-05,Bengaluru,27.8,0.8,74,Sunny
2023-06-06,Bengaluru,28.5,0.0,73,Rainy
2023-06-07,Bengaluru,20.2,0.0,63,Sunny
2023-06-08,Bengaluru,27.7,15.7,78,Cloudy
2023-06-09,Bengaluru,22.6,7.6,56,Sunny
2023-06-10,Bengaluru,27.9,3.3,67,Sunny
2023-06-11,Bengaluru,24.9,1.5,63,Sunny
2023-06-12,Bengaluru,23.3,0.0,46,Sunny
2023-06-13,Bengaluru,26.9,7.0,62,Cloudy
2023-06-14,Bengaluru,29.6,0.0,53,Foggy
2023-06-15,Bengaluru,28.0,10.3,72,Sunny
2023-06-16,Bengaluru,25.7,0.0,77,Foggy
2023-06-17,Bengaluru,28.8,2.1,62,Cloudy
2023-06-18,Bengaluru,31.1,0.7,88,Rainy
2023-06-19,Bengaluru,28.2,7.6,70,Sunny
2023-06-20,Bengaluru,28.2,9.5,46,Sunny
2023-06-21,Bengaluru,26.7,0.0,77,Rainy
2023-06-22,Bengaluru,28.8,0.0,58,Cloudy
2023-06-23,Bengaluru,27.8,1.3,46,Sunny
2023-06-24,Bengaluru,27.2,0.0,63,Foggy
2023-06-25,Bengaluru,27.3,6.3,82,Sunny
2023-06-26,Bengaluru,25.8,7.6,42,Cloudy
2023-06-27,Bengaluru,28.0,0.6,76,Cloudy
2023-06-28,Bengaluru,26.0,0.9,94,Sunny
2023-06-29,Bengaluru,26.5,0.0,72,Sunny
2023-06-30,Bengaluru,27.5,4.1,53,Sunny
2023-07-01,Bengaluru,24.5,6.8,55,Cloudy
2023-07-02,Bengaluru,23.1,13.3,41,Cloudy
2023-07-03,Bengaluru,22.3,19.2,79,Sunny
2023-07-04,Bengaluru,31.1,9.4,71,Cloudy
2023-07-05,Bengaluru,22.7,12.7,76,Cloudy
2023-07-06,Bengaluru,21.4,11.6,57,Sunny
2023-07-07,Bengaluru,20.3,18.9,71,Cloudy
2023-07-08,Bengaluru,20.7,19.7,91,Sunny
2023-07-09,Bengaluru,24.1,17.3,89,Sunny
2023-07-10,Bengaluru,22.8,15.3,48,Sunny
2023-07-11,Bengaluru,27.4,22.7,58,Sunny
2023-07-12,Bengaluru,20.5,18.8,94,Rainy
2023-07-13,Bengaluru,24.8,14.1,45,Cloudy
2023-07-14,Bengaluru,18.1,14.0,92,Sunny
2023-07-15,Bengaluru,28.2,10.5,50,Rainy
2023-07-16,Bengaluru,16.4,14.5,61,Sunny
2023-07-17,Bengaluru,22.3,15.9,74,Rainy
2023-07-18,Bengaluru,24.2,12.2,48,Sunny
2023-07-19,Bengaluru,18.1,12.2,71,Cloudy
2023-07-20,Bengaluru,26.7,16.3,91,Sunny
2023-07-21,Bengaluru,24.4,16.4,65,Cloudy
2023-07-22,Bengaluru,25.6,7.0,94,Rainy
2023-07-23,Bengaluru,22.4,17.7,49,Sunny
2023-07-24,Bengaluru,27.6,13.9,49,Sunny
2023-07-25,Bengaluru,20.1,13.6,86,Sunny
2023-07-26,Bengaluru,24.5,12.3,44,Sunny
2023-07-27,Bengaluru,29.9,18.1,93,Rainy
2023-07-28,Bengaluru,25.9,18.9,84,Sunny
2023-07-29,Bengaluru,21.2,8.6,91,Sunny
2023-07-30,Bengaluru,22.9,17.5,88,Sunny
2023-07-31,Bengaluru,22.7,14.7,45,Sunny
2023-08-01,Bengaluru,18.0,17.5,45,Rainy
2023-08-02,Bengaluru,18.5,11.6,93,Sunny
2023-08-03,Bengaluru,18.3,10.7,48,Rainy
2023-08-04,Bengaluru,24.7,11.0,82,Cloudy
2023-08-05,Bengaluru,24.6,18.3,71,Sunny
2023-08-06,Bengaluru,18.1,12.2,58,Sunny
2023-08-07,Bengaluru,25.2,16.1,57,Sunny
2023-08-08,Bengaluru,23.1,9.0,47,Foggy
2023-08-09,Bengaluru,26.9,15.0,46,Sunny
2023-08-10,Bengaluru,25.6,13.6,45,Cloudy
2023-08-11,Bengaluru,23.3,19.3,47,Sunny
2023-08-12,Bengaluru,22.8,14.8,59,Sunny
2023-08-13,Bengaluru,19.9,14.9,76,Rainy
2023-08-14,Bengaluru,24.4,6.3,64,Sunny
2023-08-15,Bengaluru,21.4,23.8,69,Cloudy
2023-08-16,Bengaluru,24.8,16.4,56,Rainy
2023-08-17,Bengaluru,19.0,23.7,57,Sunny
2023-08-18,Bengaluru,26.6,21.0,69,Sunny
2023-08-19,Bengaluru,27.0,14.0,90,Sunny
2023-08-20,Bengaluru,22.9,13.8,53,Rainy
2023-08-21,Bengaluru,25.2,13.5,79,Cloudy
2023-08-22,Bengaluru,17.0,6.4,68,Sunny
2023-08-23,Bengaluru,25.1,13.7,46,Rainy
2023-08-24,Bengaluru,16.8,23.2,79,Sunny
2023-08-25,Bengaluru,24.7,21.5,59,Sunny
2023-08-26,Bengaluru,23.3,14.2,50,Sunny
2023-08-27,Bengaluru,24.0,10.7,44,Rainy
2023-08-28,Bengaluru,20.4,13.4,65,Sunny
2023-08-29,Bengaluru,22.7,13.8,41,Foggy
2023-08-30,Bengaluru,19.6,10.7,58,Sunny
2023-08-31,Bengaluru,25.2,17.5,65,Sunny
2023-09-01,Bengaluru,23.6,14.6,57,Sunny
2023-09-02,Bengaluru,25.9,13.5,78,Sunny
2023-09-03,Bengaluru,18.2,11.7,80,Cloudy
2023-09-04,Bengaluru,20.6,14.5,56,Cloudy
2023-09-05,Bengaluru,16.7,17.2,55,Sunny
2023-09-06,Bengaluru,30.0,24.2,69,Rainy
2023-09-07,Bengaluru,24.2,15.0,71,Foggy
2023-09-08,Bengaluru,23.2,11.5,70,Sunny
2023-09-09,Bengaluru,26.4,11.3,91,Sunny
2023-09-10,Bengaluru,23.8,14.9,73,Sunny
2023-09-11,Bengaluru,24.1,14.2,46,Cloudy
2023-09-12,Bengaluru,23.3,5.6,42,Sunny
2023-09-13,Bengaluru,29.7,16.7,57,Sunny
2023-09-14,Bengaluru,29.9,21.9,62,Sunny
2023-09-15,Bengaluru,20.3,12.0,54,Sunny
2023-09-16,Bengaluru,21.2,9.8,82,Cloudy
2023-09-17,Bengaluru,19.1,19.3,61,Sunny
2023-09-18,Bengaluru,25.0,20.5,46,Sunny
2023-09-19,Bengaluru,20.6,6.6,86,Sunny
2023-09-20,Bengaluru,23.0,15.3,88,Sunny
2023-09-21,Bengaluru,19.0,9.0,77,Sunny
2023-09-22,Bengaluru,17.1,5.0,53,Rainy
2023-09-23,Bengaluru,21.5,2.7,79,Sunny
2023-09-24,Bengaluru,24.1,11.8,69,Sunny
2023-09-25,Bengaluru,20.7,13.2,67,Cloudy
2023-09-26,Bengaluru,25.0,19.9,85,Rainy
2023-09-27,Bengaluru,24.8,13.6,87,Rainy
2023-09-28,Bengaluru,25.6,6.3,64,Rainy
2023-09-29,Bengaluru,25.2,14.3,79,Sunny
2023-09-30,Bengaluru,17.6,16.2,75,Sunny
2023-10-01,Bengaluru,26.9,6.3,55,Sunny
2023-10-02,Bengaluru,23.5,4.5,88,Sunny
2023-10-03,Bengaluru,20.5,0.0,42,Sunny
2023-10-04,Bengaluru,20.5,6.8,46,Sunny
2023-10-05,Bengaluru,23.3,6.3,78,Sunny
2023-10-06,Bengaluru,24.1,0.3,48,Sunny
2023-10-07,Bengaluru,18.7,7.7,75,Cloudy
2023-10-08,Bengaluru,25.6,0.1,56,Sunny
2023-10-09,Bengaluru,18.5,7.4,74,Cloudy
2023-10-10,Bengaluru,21.7,2.7,58,Cloudy
2023-10-11,Bengaluru,21.2,0.0,71,Sunny
2023-10-12,Bengaluru,25.8,0.0,55,Sunny
2023-10-13,Bengaluru,26.1,7.7,46,Rainy
2023-10-14,Bengaluru,26.0,1.5,87,Cloudy
2023-10-15,Bengaluru,24.5,5.6,78,Rainy
2023-10-16,Bengaluru,21.4,0.0,79,Foggy
2023-10-17,Bengaluru,22.2,3.1,43,Cloudy
2023-10-18,Bengaluru,24.1,0.0,47,Cloudy
2023-10-19,Bengaluru,23.0,0.0,60,Sunny
2023-10-20,Bengaluru,18.0,6.9,69,Sunny
2023-10-21,Bengaluru,22.9,5.8,89,Rainy
2023-10-22,Bengaluru,22.1,0.5,45,Rainy
2023-10-23,Bengaluru,27.5,2.1,75,Cloudy
2023-10-24,Bengaluru,21.9,0.0,94,Sunny
2023-10-25,Bengaluru,28.6,0.3,79,Sunny
2023-10-26,Bengaluru,19.9,0.0,85,Rainy
2023-10-27,Bengaluru,25.1,0.0,52,Cloudy
2023-10-28,Bengaluru,23.2,3.7,82,Sunny
2023-10-29,Bengaluru,26.2,7.3,69,Foggy
2023-10-30,Bengaluru,23.3,17.5,94,Foggy
2023-10-31,Bengaluru,21.3,5.3,66,Sunny
2023-11-01,Bengaluru,28.7,13.3,89,Foggy
2023-11-02,Bengaluru,17.1,0.0,41,Sunny
2023-11-03,Bengaluru,23.0,0.0,65,Rainy
2023-11-04,Bengaluru,25.1,5.4,80,Cloudy
2023-11-05,Bengaluru,25.1,1.4,41,Sunny
2023-11-06,Bengaluru,18.6,6.4,84,Cloudy
2023-11-07,Bengaluru,20.5,0.0,52,Sunny
2023-11-08,Bengaluru,20.2,0.0,66,Rainy
2023-11-09,Bengaluru,22.5,2.3,55,Sunny
2023-11-10,Bengaluru,23.9,0.0,85,Cloudy
2023-11-11,Bengaluru,23.3,5.1,61,Sunny
2023-11-12,Bengaluru,24.4,0.3,80,Rainy
2023-11-13,Bengaluru,25.2,0.0,51,Sunny
2023-11-14,Bengaluru,20.3,0.0,56,Cloudy
2023-11-15,Bengaluru,21.1,0.0,95,Sunny
2023-11-16,Bengaluru,23.7,4.9,79,Sunny
2023-11-17,Bengaluru,22.9,6.2,73,Sunny
2023-11-18,Bengaluru,28.2,0.0,87,Cloudy
2023-11-19,Bengaluru,23.5,0.0,67,Cloudy
2023-11-20,Bengaluru,27.3,0.0,44,Sunny
2023-11-21,Bengaluru,25.1,1.4,67,Sunny
2023-11-22,Bengaluru,20.1,0.0,60,Cloudy
2023-11-23,Bengaluru,17.3,3.3,60,Rainy
2023-11-24,Bengaluru,19.3,0.0,84,Sunny
2023-11-25,Bengaluru,21.1,0.0,50,Rainy
2023-11-26,Bengaluru,16.2,0.0,43,Sunny
2023-11-27,Bengaluru,22.2,3.8,49,Sunny
2023-11-28,Bengaluru,22.1,0.0,55,Sunny
2023-11-29,Bengaluru,24.4,4.1,86,Foggy
2023-11-30,Bengaluru,22.5,2.7,49,Sunny
2023-12-01,Bengaluru,13.8,1.9,90,Sunny
2023-12-02,Bengaluru,13.0,0.0,79,Cloudy
2023-12-03,Bengaluru,18.2,0.3,54,Rainy
2023-12-04,Bengaluru,20.3,0.3,52,Cloudy
2023-12-05,Bengaluru,12.8,6.5,77,Sunny
2023-12-06,Bengaluru,12.8,7.3,81,Rainy
2023-12-07,Bengaluru,14.9,7.5,83,Sunny
2023-12-08,Bengaluru,19.1,5.0,65,Foggy
2023-12-09,Bengaluru,13.0,3.0,73,Sunny
2023-12-10,Bengaluru,17.9,0.8,81,Sunny
2023-12-11,Bengaluru,13.7,3.0,63,Foggy
2023-12-12,Bengaluru,13.5,11.4,53,Sunny
2023-12-13,Bengaluru,16.1,0.0,63,Sunny
2023-12-14,Bengaluru,15.0,10.2,72,Cloudy
2023-12-15,Bengaluru,13.4,0.6,56,Foggy
2023-12-16,Bengaluru,11.7,0.0,54,Foggy
2023-12-17,Bengaluru,16.0,0.0,47,Sunny
2023-12-18,Bengaluru,10.3,3.4,73,Sunny
2023-12-19,Bengaluru,16.5,6.8,85,Sunny
2023-12-20,Bengaluru,10.9,11.0,74,Sunny
2023-12-21,Bengaluru,16.4,7.2,40,Sunny
2023-12-22,Bengaluru,14.4,2.3,58,Sunny
2023-12-23,Bengaluru,9.5,3.8,44,Sunny
2023-12-24,Bengaluru,14.3,0.0,84,Sunny
2023-12-25,Bengaluru,18.2,0.0,60,Sunny
2023-12-26,Bengaluru,11.6,0.0,62,Sunny
2023-12-27,Bengaluru,14.8,1.1,63,Rainy
2023-12-28,Bengaluru,16.5,2.5,59,Cloudy
2023-12-29,Bengaluru,15.5,0.0,48,Sunny
2023-12-30,Bengaluru,17.1,8.8,40,Sunny
2023-12-31,Bengaluru,18.3,2.4,48,Sunny
2024-01-01,Bengaluru,19.8,4.0,73,Sunny
2024-01-02,Bengaluru,14.5,0.0,57,Cloudy
2024-01-03,Bengaluru,18.1,0.0,52,Foggy
2024-01-04,Bengaluru,14.0,5.0,47,Foggy
2024-01-05,Bengaluru,15.2,0.0,75,Sunny
2024-01-06,Bengaluru,10.2,0.0,85,Sunny
2024-01-07,Bengaluru,19.1,8.7,90,Sunny
2024-01-08,Bengaluru,12.1,6.2,86,Cloudy
2024-01-09,Bengaluru,17.0,2.2,40,Sunny
2024-01-10,Bengaluru,14.6,5.8,41,Sunny
2024-01-11,Bengaluru,12.8,3.5,69,Sunny
2024-01-12,Bengaluru,14.0,0.0,90,Rainy
2024-01-13,Bengaluru,13.7,1.3,86,Cloudy
2024-01-14,Bengaluru,12.5,2.3,77,Foggy
2024-01-15,Bengaluru,15.9,0.0,40,Cloudy
2024-01-16,Bengaluru,14.6,4.4,40,Sunny
2024-01-17,Bengaluru,19.1,2.8,91,Sunny
2024-01-18,Bengaluru,10.8,0.0,46,Rainy
2024-01-19,Bengaluru,15.2,0.0,93,Sunny
2024-01-20,Bengaluru,14.1,4.6,55,Cloudy
2024-01-21,Bengaluru,18.6,8.6,75,Foggy
2024-01-22,Bengaluru,12.4,10.5,52,Foggy
2024-01-23,Bengaluru,12.4,0.0,55,Sunny
2024-01-24,Bengaluru,14.9,3.7,84,Rainy
2024-01-25,Bengaluru,11.6,17.3,51,Foggy
2024-01-26,Bengaluru,14.9,0.0,78,Sunny
2024-01-27,Bengaluru,15.2,0.0,61,Rainy
2024-01-28,Bengaluru,16.1,0.0,83,Sunny
2024-01-29,Bengaluru,16.4,6.9,74,Cloudy
2024-01-30,Bengaluru,15.4,3.3,45,Foggy
2024-01-31,Bengaluru,14.3,8.6,55,Sunny
2024-02-01,Bengaluru,17.4,0.0,74,Rainy
2024-02-02,Bengaluru,10.3,1.6,77,Sunny
2024-02-03,Bengaluru,16.7,0.0,91,Rainy
2024-02-04,Bengaluru,18.1,0.0,48,Sunny
2024-02-05,Bengaluru,17.1,1.8,84,Sunny
2024-02-06,Bengaluru,14.1,0.0,86,Sunny
2024-02-07,Bengaluru,15.7,1.0,87,Rainy
2024-02-08,Bengaluru,12.0,0.0,68,Sunny
2024-02-09,Bengaluru,10.4,0.0,46,Cloudy
2024-02-10,Bengaluru,17.0,0.0,91,Cloudy
2024-02-11,Bengaluru,17.5,2.5,61,Sunny
2024-02-12,Bengaluru,18.2,1.0,56,Sunny
2024-02-13,Bengaluru,15.9,0.3,64,Sunny
2024-02-14,Bengaluru,9.3,0.0,62,Foggy
2024-02-15,Bengaluru,9.0,0.0,42,Rainy
2024-02-16,Bengaluru,17.2,4.9,50,Sunny
2024-02-17,Bengaluru,15.3,0.0,85,Cloudy
2024-02-18,Bengaluru,15.2,0.3,72,Sunny
2024-02-19,Bengaluru,10.6,3.9,44,Sunny
2024-02-20,Bengaluru,11.1,1.7,73,Cloudy
2024-02-21,Bengaluru,14.9,1.4,71,Sunny
2024-02-22,Bengaluru,19.0,0.0,87,Sunny
2024-02-23,Bengaluru,17.1,0.0,80,Sunny
2024-02-24,Bengaluru,19.3,0.0,48,Sunny
2024-02-25,Bengaluru,10.4,0.0,84,Sunny
2024-02-26,Bengaluru,20.0,4.6,94,Sunny
2024-02-27,Bengaluru,11.6,1.2,74,Rainy
2024-02-28,Bengaluru,12.2,0.0,49,Cloudy
2024-02-29,Bengaluru,14.2,0.0,75,Rainy
2024-03-01,Bengaluru,19.4,1.5,46,Cloudy
2024-03-02,Bengaluru,23.6,0.0,76,Sunny
2024-03-03,Bengaluru,22.7,0.5,76,Sunny
2024-03-04,Bengaluru,25.2,2.1,77,Sunny
2024-03-05,Bengaluru,19.4,0.0,90,Foggy
2024-03-06,Bengaluru,21.6,0.0,57,Sunny
2024-03-07,Bengaluru,21.3,0.0,56,Rainy
2024-03-08,Bengaluru,22.5,4.2,42,Sunny
2024-03-09,Bengaluru,18.1,0.0,87,Sunny
2024-03-10,Bengaluru,19.1,7.7,61,Sunny
2024-03-11,Bengaluru,23.6,10.5,93,Sunny
2024-03-12,Bengaluru,18.8,0.0,41,Foggy
2024-03-13,Bengaluru,22.8,0.0,77,Cloudy
2024-03-14,Bengaluru,16.3,0.9,73,Sunny
2024-03-15,Bengaluru,19.7,0.0,76,Rainy
2024-03-16,Bengaluru,19.0,3.6,90,Cloudy
2024-03-17,Bengaluru,19.8,4.6,60,Sunny
2024-03-18,Bengaluru,23.3,0.0,71,Sunny
2024-03-19,Bengaluru,20.3,0.0,44,Sunny
2024-03-20,Bengaluru,13.2,0.0,53,Foggy
2024-03-21,Bengaluru,21.5,0.0,84,Sunny
2024-03-22,Bengaluru,27.4,1.8,46,Rainy
2024-03-23,Bengaluru,24.8,0.0,64,Sunny
2024-03-24,Bengaluru,26.8,0.0,52,Sunny
2024-03-25,Bengaluru,27.2,3.1,71,Cloudy
2024-03-26,Bengaluru,23.8,8.5,49,Sunny
2024-03-27,Bengaluru,22.2,0.0,58,Sunny
2024-03-28,Bengaluru,25.5,0.0,77,Cloudy
2024-03-29,Bengaluru,25.6,6.6,83,Rainy
2024-03-30,Bengaluru,22.7,0.0,88,Foggy
2024-03-31,Bengaluru,26.6,9.1,91,Sunny
2024-04-01,Bengaluru,29.1,7.2,60,Cloudy
2024-04-02,Bengaluru,26.7,0.0,58,Cloudy
2024-04-03,Bengaluru,30.2,7.6,43,Sunny
2024-04-04,Bengaluru,30.2,1.3,70,Sunny
2024-04-05,Bengaluru,26.6,10.6,61,Rainy
2024-04-06,Bengaluru,23.9,0.0,60,Sunny
2024-04-07,Bengaluru,25.0,0.0,42,Foggy
2024-04-08,Bengaluru,28.5,3.2,47,Sunny
2024-04-09,Bengaluru,30.8,4.3,59,Sunny
2024-04-10,Bengaluru,30.6,0.1,57,Rainy
2024-04-11,Bengaluru,28.4,0.0,50,Sunny
2024-04-12,Bengaluru,21.7,0.0,78,Sunny
2024-04-13,Bengaluru,25.7,0.0,86,Rainy
2024-04-14,Bengaluru,31.1,2.5,41,Sunny
2024-04-15,Bengaluru,22.6,8.1,50,Rainy
2024-04-16,Bengaluru,31.1,0.0,55,Cloudy
2024-04-17,Bengaluru,26.1,0.0,58,Sunny
2024-04-18,Bengaluru,25.4,0.4,82,Sunny
2024-04-19,Bengaluru,27.9,6.8,91,Foggy
2024-04-20,Bengaluru,27.2,1.2,66,Sunny
2024-04-21,Bengaluru,27.8,2.5,71,Sunny
2024-04-22,Bengaluru,22.8,0.0,59,Foggy
2024-04-23,Bengaluru,28.9,9.0,71,Sunny
2024-04-24,Bengaluru,31.9,1.4,78,Sunny
2024-04-25,Bengaluru,26.7,0.0,41,Cloudy
2024-04-26,Bengaluru,26.1,0.0,65,Cloudy
2024-04-27,Bengaluru,26.4,0.0,93,Sunny
2024-04-28,Bengaluru,34.1,0.0,76,Sunny
2024-04-29,Bengaluru,29.8,1.0,43,Cloudy
2024-04-30,Bengaluru,26.1,5.2,41,Sunny
2024-05-01,Bengaluru,24.1,3.8,67,Cloudy
2024-05-02,Bengaluru,28.6,1.4,86,Sunny
2024-05-03,Bengaluru,27.2,4.0,42,Sunny
2024-05-04,Bengaluru,26.2,0.3,59,Cloudy
2024-05-05,Bengaluru,24.1,3.8,50,Foggy
2024-05-06,Bengaluru,24.4,7.4,75,Cloudy
2024-05-07,Bengaluru,26.0,0.0,92,Sunny
2024-05-08,Bengaluru,27.4,0.0,44,Rainy
2024-05-09,Bengaluru,31.7,11.4,90,Cloudy
2024-05-10,Bengaluru,28.1,2.3,61,Sunny
2024-05-11,Bengaluru,26.2,2.4,66,Sunny
2024-05-12,Bengaluru,31.6,4.2,49,Cloudy
2024-05-13,Bengaluru,26.1,0.0,57,Sunny
2024-05-14,Bengaluru,28.5,0.0,79,Cloudy
2024-05-15,Bengaluru,24.3,2.4,68,Rainy
