inventory_id,product_id,store_id,warehouse_id,location_type,stock_qty,reorder_point,max_stock,days_on_hand,last_updated,stockout_risk,demand_30d,avg_daily_demand,days_cover,reorder_urgency,overstock_flag,health_score,risk_label
INV007757,P01367,,W005,warehouse,319,59,295,45.6,2024-09-19,0,1.0,0.1,3190.0,0,1,85.0,Healthy
INV007758,P01535,S0137,,store,3,58,290,0.2,2024-08-24,1,1.0,0.1,30.0,1,0,75.0,Healthy
INV007759,P03473,,W006,warehouse,58,40,200,7.2,2024-08-08,0,2.0,0.07,828.6,0,0,100.0,Healthy
INV007760,P01959,,W029,warehouse,125,88,440,17.9,2024-04-23,0,1.0,0.03,4166.7,0,0,100.0,Healthy
INV007761,P01073,S0059,,store,211,92,460,52.8,2024-05-15,0,3.0,0.1,2110.0,0,0,100.0,Healthy
INV007762,P00452,S0012,,store,337,72,360,67.4,2024-08-26,0,2.0,0.07,4814.3,0,0,100.0,Healthy
INV007763,P00848,,W022,warehouse,155,92,460,51.7,2024-02-16,0,1.0,0.1,1550.0,0,0,100.0,Healthy
INV007764,P00509,S0081,,store,81,51,255,40.5,2024-08-16,0,1.0,0.03,2700.0,0,0,100.0,Healthy
INV007765,P02460,S0135,,store,20,77,385,3.3,2024-06-15,1,6.0,0.2,100.0,1,0,75.0,Healthy
INV007766,P03984,S0044,,store,464,50,250,29.0,2024-04-06,0,6.0,0.2,2320.0,0,1,85.0,Healthy
INV007767,P04641,,W021,warehouse,361,95,475,72.2,2024-10-12,0,1.0,0.03,12033.3,0,0,100.0,Healthy
INV007768,P00941,S0139,,store,48,99,495,3.0,2024-07-10,1,3.0,0.1,480.0,1,0,75.0,Healthy
INV007769,P04223,S0072,,store,495,36,180,33.0,2024-02-20,0,6.0,0.2,2475.0,0,1,85.0,Healthy
INV007770,P00434,,W011,warehouse,270,95,475,20.8,2024-05-23,0,2.0,0.07,3857.1,0,0,100.0,Healthy
INV007771,P05000,,W006,warehouse,381,70,350,95.2,2024-11-12,0,4.0,0.13,2930.8,0,1,85.0,Healthy
INV007772,P04749,,W020,warehouse,147,21,105,11.3,2024-11-19,0,1.0,0.1,1470.0,0,1,85.0,Healthy
INV007773,P03615,,W022,warehouse,469,23,115,23.4,2024-06-19,0,4.0,0.13,3607.7,0,1,85.0,Healthy
INV007774,P00082,S0085,,store,25,83,415,2.1,2024-06-20,1,1.0,0.03,833.3,1,0,75.0,Healthy
INV007775,P03849,S0015,,store,128,87,435,6.4,2024-08-30,0,6.0,0.2,640.0,0,0,100.0,Healthy
INV007776,P02526,,W003,warehouse,442,60,300,36.8,2024-01-07,0,1.0,0.1,4420.0,0,1,85.0,Healthy
INV007777,P00924,S0110,,store,135,95,475,9.6,2024-03-21,0,6.0,0.2,675.0,0,0,100.0,Healthy
INV007778,P03720,,W008,warehouse,250,29,145,16.7,2024-01-09,0,1.0,0.1,2500.0,0,1,85.0,Healthy
INV007779,P02153,,W026,warehouse,476,55,275,158.7,2024-11-23,0,2.0,0.07,6800.0,0,1,85.0,Healthy
INV007780,P01369,,W028,warehouse,120,28,140,8.6,2024-07-30,0,6.0,0.2,600.0,0,0,100.0,Healthy
INV007781,P03137,,W001,warehouse,462,95,475,27.2,2024-09-06,0,1.0,0.03,15400.0,0,0,100.0,Healthy
INV007782,P03783,S0008,,store,106,58,290,35.3,2024-11-26,0,3.0,0.1,1060.0,0,0,100.0,Healthy
INV007783,P04283,S0047,,store,73,76,380,6.6,2024-09-20,1,1.0,0.1,730.0,1,0,75.0,Healthy
INV007784,P04501,,W021,warehouse,17,32,160,2.4,2024-07-26,1,3.0,0.1,170.0,1,0,75.0,Healthy
INV007785,P04552,S0124,,store,103,72,360,17.2,2024-04-14,0,1.0,0.03,3433.3,0,0,100.0,Healthy
INV007786,P04093,S0036,,store,48,20,100,6.0,2024-07-01,0,7.0,0.23,208.7,0,0,100.0,Healthy
INV007787,P00257,S0099,,store,421,36,180,35.1,2024-03-08,0,3.0,0.1,4210.0,0,1,85.0,Healthy
INV007788,P04185,S0072,,store,419,53,265,38.1,2024-12-23,0,7.0,0.23,1821.7,0,1,85.0,Healthy
INV007789,P00721,S0118,,store,28,33,165,2.3,2024-11-11,1,2.0,0.07,400.0,1,0,75.0,Healthy
INV007790,P00602,,W006,warehouse,215,47,235,71.7,2024-05-20,0,5.0,0.17,1264.7,0,0,100.0,Healthy
INV007791,P00559,,W007,warehouse,22,57,285,2.2,2024-09-14,1,3.0,0.1,220.0,1,0,75.0,Healthy
INV007792,P02048,,W007,warehouse,256,42,210,13.5,2024-10-16,0,1.0,0.03,8533.3,0,1,85.0,Healthy
INV007793,P01850,,W013,warehouse,195,94,470,27.9,2024-02-27,0,1.0,0.1,1950.0,0,0,100.0,Healthy
INV007794,P04696,,W011,warehouse,74,65,325,74.0,2024-10-25,0,3.0,0.1,740.0,0,0,100.0,Healthy
INV007795,P04711,S0087,,store,450,78,390,25.0,2024-12-23,0,2.0,0.07,6428.6,0,1,85.0,Healthy
INV007796,P02278,,W012,warehouse,412,48,240,45.8,2024-03-04,0,1.0,0.1,4120.0,0,1,85.0,Healthy
INV007797,P00940,S0029,,store,67,85,425,67.0,2024-01-09,1,2.0,0.07,957.1,1,0,75.0,Healthy
INV007798,P03754,S0017,,store,272,55,275,27.2,2024-05-17,0,1.0,0.03,9066.7,0,0,100.0,Healthy
INV007799,P02046,S0026,,store,87,76,380,5.1,2024-01-14,0,2.0,0.07,1242.9,0,0,100.0,Healthy
INV007800,P00450,S0064,,store,142,79,395,8.4,2024-06-14,0,2.0,0.07,2028.6,0,0,100.0,Healthy
INV007801,P00619,S0049,,store,67,45,225,5.6,2024-05-02,0,3.0,0.1,670.0,0,0,100.0,Healthy
INV007802,P01909,,W026,warehouse,65,47,235,4.1,2024-04-28,0,2.0,0.07,928.6,0,0,100.0,Healthy
INV007803,P02791,S0022,,store,225,73,365,16.1,2024-06-02,0,1.0,0.03,7500.0,0,0,100.0,Healthy
INV007804,P01643,S0025,,store,283,71,355,20.2,2024-12-07,0,1.0,0.1,2830.0,0,0,100.0,Healthy
INV007805,P04056,S0085,,store,232,85,425,116.0,2024-09-13,0,2.0,0.07,3314.3,0,0,100.0,Healthy
INV007806,P02886,,W011,warehouse,362,57,285,45.2,2024-07-27,0,3.0,0.1,3620.0,0,1,85.0,Healthy
INV007807,P03623,S0049,,store,7,82,410,2.3,2024-08-02,1,1.0,0.03,233.3,1,0,75.0,Healthy
INV007808,P01428,,W008,warehouse,75,64,320,12.5,2024-02-06,0,4.0,0.13,576.9,0,0,100.0,Healthy
INV007809,P00695,,W010,warehouse,287,47,235,23.9,2024-04-18,0,2.0,0.07,4100.0,0,1,85.0,Healthy
INV007810,P02758,,W017,warehouse,294,61,305,58.8,2024-10-01,0,1.0,0.1,2940.0,0,0,100.0,Healthy
INV007811,P01516,S0007,,store,140,96,480,9.3,2024-07-06,0,8.0,0.27,518.5,0,0,100.0,Healthy
INV007812,P00578,S0085,,store,70,49,245,4.1,2024-09-18,0,2.0,0.07,1000.0,0,0,100.0,Healthy
INV007813,P00952,S0028,,store,494,78,390,38.0,2024-01-14,0,1.0,0.1,4940.0,0,1,85.0,Healthy
INV007814,P03614,S0069,,store,59,52,260,7.4,2024-09-11,0,1.0,0.1,590.0,0,0,100.0,Healthy
INV007815,P00121,S0063,,store,376,67,335,22.1,2024-10-19,0,3.0,0.1,3760.0,0,1,85.0,Healthy
INV007816,P03927,S0105,,store,182,20,100,26.0,2024-12-10,0,1.0,0.03,6066.7,0,1,85.0,Healthy
INV007817,P00336,S0140,,store,292,49,245,19.5,2024-06-08,0,1.0,0.03,9733.3,0,1,85.0,Healthy
INV007818,P03477,S0146,,store,67,52,260,3.7,2024-11-27,0,3.0,0.1,670.0,0,0,100.0,Healthy
INV007819,P03118,,W007,warehouse,146,63,315,29.2,2024-10-21,0,2.0,0.07,2085.7,0,0,100.0,Healthy
INV007820,P01285,,W010,warehouse,306,42,210,25.5,2024-12-07,0,10.0,0.33,927.3,0,1,85.0,Healthy
INV007821,P01421,S0107,,store,273,90,450,14.4,2024-09-04,0,2.0,0.07,3900.0,0,0,100.0,Healthy
INV007822,P00199,S0144,,store,290,33,165,24.2,2024-04-24,0,2.0,0.07,4142.9,0,1,85.0,Healthy
INV007823,P02421,S0054,,store,228,34,170,12.7,2024-08-09,0,4.0,0.13,1753.8,0,1,85.0,Healthy
INV007824,P00231,,W014,warehouse,418,100,500,209.0,2024-05-04,0,4.0,0.13,3215.4,0,0,100.0,Healthy
INV007825,P04415,S0032,,store,315,95,475,26.2,2024-11-24,0,1.0,0.03,10500.0,0,0,100.0,Healthy
INV007826,P04256,,W007,warehouse,461,55,275,28.8,2024-10-31,0,2.0,0.07,6585.7,0,1,85.0,Healthy
INV007827,P01449,S0107,,store,170,43,215,14.2,2024-11-01,0,2.0,0.07,2428.6,0,0,100.0,Healthy
INV007828,P04511,S0007,,store,274,46,230,24.9,2024-12-24,0,7.0,0.23,1191.3,0,1,85.0,Healthy
INV007829,P04065,,W001,warehouse,247,79,395,61.8,2024-12-17,0,4.0,0.13,1900.0,0,0,100.0,Healthy
INV007830,P00120,S0139,,store,273,28,140,14.4,2024-07-12,0,3.0,0.1,2730.0,0,1,85.0,Healthy
INV007831,P00024,S0092,,store,36,59,295,2.4,2024-03-03,1,1.0,0.1,360.0,1,0,75.0,Healthy
INV007832,P04025,,W016,warehouse,150,47,235,150.0,2024-01-21,0,5.0,0.17,882.4,0,0,100.0,Healthy
INV007833,P01249,,W024,warehouse,131,72,360,6.5,2024-05-12,0,2.0,0.07,1871.4,0,0,100.0,Healthy
INV007834,P01595,S0060,,store,254,70,350,50.8,2024-06-15,0,2.0,0.07,3628.6,0,0,100.0,Healthy
INV007835,P04950,S0126,,store,272,74,370,14.3,2024-10-15,0,1.0,0.03,9066.7,0,0,100.0,Healthy
INV007836,P04960,,W018,warehouse,60,62,310,3.3,2024-03-24,1,5.0,0.17,352.9,1,0,75.0,Healthy
INV007837,P01367,S0082,,store,151,69,345,13.7,2024-12-31,0,1.0,0.1,1510.0,0,0,100.0,Healthy
INV007838,P00182,,W025,warehouse,83,32,160,5.5,2024-09-01,0,7.0,0.23,360.9,0,0,100.0,Healthy
INV007839,P04327,S0113,,store,306,63,315,15.3,2024-09-11,0,4.0,0.13,2353.8,0,0,100.0,Healthy
INV007840,P02008,S0013,,store,45,36,180,7.5,2024-05-06,0,1.0,0.1,450.0,0,0,100.0,Healthy
INV007841,P00294,S0051,,store,246,70,350,41.0,2024-09-23,0,7.0,0.23,1069.6,0,0,100.0,Healthy
INV007842,P04075,S0005,,store,470,90,450,156.7,2024-12-01,0,6.0,0.2,2350.0,0,1,85.0,Healthy
INV007843,P03826,,W008,warehouse,236,90,450,13.9,2024-04-18,0,7.0,0.23,1026.1,0,0,100.0,Healthy
INV007844,P03421,S0129,,store,481,42,210,24.1,2024-09-12,0,1.0,0.03,16033.3,0,1,85.0,Healthy
INV007845,P03527,S0060,,store,52,24,120,7.4,2024-01-13,0,2.0,0.07,742.9,0,0,100.0,Healthy
INV007846,P00881,S0007,,store,264,58,290,14.7,2024-04-24,0,6.0,0.2,1320.0,0,0,100.0,Healthy
INV007847,P01935,S0077,,store,246,30,150,22.4,2024-03-17,0,1.0,0.1,2460.0,0,1,85.0,Healthy
INV007848,P03665,,W007,warehouse,286,38,190,22.0,2024-02-20,0,2.0,0.07,4085.7,0,1,85.0,Healthy
INV007849,P01861,,W011,warehouse,194,93,465,24.2,2024-09-17,0,7.0,0.23,843.5,0,0,100.0,Healthy
INV007850,P04186,S0073,,store,467,57,285,23.4,2024-02-22,0,2.0,0.07,6671.4,0,1,85.0,Healthy
INV007851,P02975,,W005,warehouse,295,26,130,16.4,2024-06-09,0,9.0,0.3,983.3,0,1,85.0,Healthy
INV007852,P04690,S0059,,store,42,36,180,14.0,2024-09-02,0,3.0,0.1,420.0,0,0,100.0,Healthy
INV007853,P02990,,W026,warehouse,456,31,155,41.5,2024-03-30,0,1.0,0.03,15200.0,0,1,85.0,Healthy
INV007854,P03932,S0026,,store,393,36,180,20.7,2024-01-14,0,5.0,0.17,2311.8,0,1,85.0,Healthy
INV007855,P00352,S0111,,store,349,26,130,20.5,2024-02-01,0,5.0,0.17,2052.9,0,1,85.0,Healthy
INV007856,P00371,S0065,,store,396,38,190,396.0,2024-08-31,0,1.0,0.1,3960.0,0,1,85.0,Healthy
INV007857,P04292,S0137,,store,166,85,425,16.6,2024-04-30,0,6.0,0.2,830.0,0,0,100.0,Healthy
INV007858,P03275,,W007,warehouse,173,32,160,9.1,2024-04-25,0,4.0,0.13,1330.8,0,1,85.0,Healthy
INV007859,P03640,,W011,warehouse,298,85,425,49.7,2024-03-08,0,2.0,0.07,4257.1,0,0,100.0,Healthy
INV007860,P01131,S0028,,store,155,40,200,51.7,2024-05-28,0,1.0,0.1,1550.0,0,0,100.0,Healthy
INV007861,P00941,S0080,,store,381,33,165,42.3,2024-06-27,0,3.0,0.1,3810.0,0,1,85.0,Healthy
INV007862,P03124,,W012,warehouse,163,65,325,11.6,2024-11-03,0,5.0,0.17,958.8,0,0,100.0,Healthy
INV007863,P02290,,W017,warehouse,119,84,420,23.8,2024-10-11,0,1.0,0.03,3966.7,0,0,100.0,Healthy
INV007864,P03405,,W026,warehouse,21,86,430,2.3,2024-10-17,1,1.0,0.03,700.0,1,0,75.0,Healthy
INV007865,P02114,,W005,warehouse,340,60,300,113.3,2024-04-18,0,4.0,0.13,2615.4,0,1,85.0,Healthy
INV007866,P01754,,W002,warehouse,283,84,420,70.8,2024-11-02,0,2.0,0.07,4042.9,0,0,100.0,Healthy
INV007867,P04089,S0105,,store,197,75,375,49.2,2024-04-28,0,12.0,0.4,492.5,0,0,100.0,Healthy
INV007868,P04024,S0024,,store,264,27,135,26.4,2024-05-08,0,5.0,0.17,1552.9,0,1,85.0,Healthy
INV007869,P01417,S0069,,store,85,62,310,5.3,2024-01-15,0,4.0,0.13,653.8,0,0,100.0,Healthy
INV007870,P03126,S0062,,store,237,55,275,11.8,2024-04-12,0,4.0,0.13,1823.1,0,0,100.0,Healthy
INV007871,P01405,S0056,,store,102,89,445,8.5,2024-10-18,0,3.0,0.1,1020.0,0,0,100.0,Healthy
INV007872,P04205,S0001,,store,231,94,470,14.4,2024-11-25,0,1.0,0.1,2310.0,0,0,100.0,Healthy
INV007873,P03925,S0027,,store,285,68,340,16.8,2024-05-25,0,2.0,0.07,4071.4,0,0,100.0,Healthy
INV007874,P03719,S0082,,store,306,66,330,306.0,2024-11-05,0,4.0,0.13,2353.8,0,0,100.0,Healthy
INV007875,P01058,,W016,warehouse,403,100,500,134.3,2024-05-13,0,4.0,0.13,3100.0,0,0,100.0,Healthy
INV007876,P02351,,W013,warehouse,435,64,320,72.5,2024-11-23,0,1.0,0.03,14500.0,0,1,85.0,Healthy
INV007877,P02906,S0147,,store,228,35,175,15.2,2024-01-24,0,1.0,0.03,7600.0,0,1,85.0,Healthy
INV007878,P03657,S0060,,store,449,66,330,34.5,2024-12-26,0,3.0,0.1,4490.0,0,1,85.0,Healthy
INV007879,P00874,,W016,warehouse,98,78,390,5.2,2024-08-29,0,11.0,0.37,264.9,0,0,100.0,Healthy
INV007880,P00097,,W030,warehouse,5,36,180,0.7,2024-05-16,1,1.0,0.03,166.7,1,0,75.0,Healthy
INV007881,P00658,,W024,warehouse,141,78,390,8.3,2024-05-14,0,1.0,0.03,4700.0,0,0,100.0,Healthy
INV007882,P00602,S0090,,store,288,69,345,16.9,2024-05-23,0,5.0,0.17,1694.1,0,0,100.0,Healthy
INV007883,P02575,,W001,warehouse,400,28,140,22.2,2024-05-20,0,2.0,0.07,5714.3,0,1,85.0,Healthy
INV007884,P04599,S0086,,store,236,52,260,236.0,2024-08-12,0,1.0,0.03,7866.7,0,0,100.0,Healthy
INV007885,P00523,S0114,,store,380,38,190,25.3,2024-03-28,0,2.0,0.07,5428.6,0,1,85.0,Healthy
INV007886,P04839,,W016,warehouse,26,88,440,1.4,2024-06-28,1,1.0,0.1,260.0,1,0,75.0,Healthy
INV007887,P04212,,W011,warehouse,412,42,210,22.9,2024-02-19,0,1.0,0.1,4120.0,0,1,85.0,Healthy
INV007888,P02347,S0145,,store,293,55,275,15.4,2024-08-31,0,1.0,0.03,9766.7,0,1,85.0,Healthy
INV007889,P01520,S0081,,store,380,84,420,63.3,2024-10-24,0,1.0,0.03,12666.7,0,0,100.0,Healthy
INV007890,P04394,,W019,warehouse,362,61,305,40.2,2024-01-28,0,4.0,0.13,2784.6,0,1,85.0,Healthy
INV007891,P03940,,W024,warehouse,100,99,495,33.3,2024-03-24,0,1.0,0.1,1000.0,0,0,100.0,Healthy
INV007892,P01692,,W030,warehouse,220,84,420,44.0,2024-11-10,0,3.0,0.1,2200.0,0,0,100.0,Healthy
INV007893,P02186,S0132,,store,7,94,470,0.9,2024-07-08,1,2.0,0.07,100.0,1,0,75.0,Healthy
INV007894,P00938,S0023,,store,108,67,335,9.0,2024-08-20,0,3.0,0.1,1080.0,0,0,100.0,Healthy
INV007895,P04640,S0104,,store,383,57,285,31.9,2024-02-20,0,7.0,0.23,1665.2,0,1,85.0,Healthy
INV007896,P01322,S0095,,store,78,37,185,6.5,2024-09-14,0,5.0,0.17,458.8,0,0,100.0,Healthy
INV007897,P03474,S0077,,store,281,36,180,20.1,2024-12-10,0,3.0,0.1,2810.0,0,1,85.0,Healthy
INV007898,P04396,,W004,warehouse,467,72,360,66.7,2024-11-27,0,2.0,0.07,6671.4,0,1,85.0,Healthy
INV007899,P02453,S0012,,store,434,94,470,144.7,2024-12-31,0,1.0,0.03,14466.7,0,0,100.0,Healthy
INV007900,P01312,,W025,warehouse,377,47,235,22.2,2024-12-25,0,3.0,0.1,3770.0,0,1,85.0,Healthy
INV007901,P01762,S0138,,store,52,32,160,4.3,2024-02-05,0,4.0,0.13,400.0,0,0,100.0,Healthy
INV007902,P01766,S0107,,store,68,54,270,5.2,2024-12-02,0,1.0,0.1,680.0,0,0,100.0,Healthy
INV007903,P04335,,W023,warehouse,29,74,370,29.0,2024-01-14,1,3.0,0.1,290.0,1,0,75.0,Healthy
INV007904,P03669,,W018,warehouse,455,85,425,227.5,2024-07-26,0,1.0,0.1,4550.0,0,1,85.0,Healthy
INV007905,P03231,S0021,,store,289,40,200,20.6,2024-02-17,0,1.0,0.1,2890.0,0,1,85.0,Healthy
INV007906,P00395,,W018,warehouse,187,21,105,187.0,2024-05-31,0,1.0,0.1,1870.0,0,1,85.0,Healthy
INV007907,P00649,,W013,warehouse,229,64,320,25.4,2024-02-17,0,1.0,0.1,2290.0,0,0,100.0,Healthy
INV007908,P02221,,W023,warehouse,424,71,355,70.7,2024-09-30,0,3.0,0.1,4240.0,0,1,85.0,Healthy
INV007909,P04768,S0070,,store,191,58,290,12.7,2024-12-14,0,1.0,0.03,6366.7,0,0,100.0,Healthy
INV007910,P01352,S0115,,store,253,50,250,31.6,2024-03-06,0,5.0,0.17,1488.2,0,1,85.0,Healthy
INV007911,P03923,S0017,,store,265,29,145,53.0,2024-03-06,0,2.0,0.07,3785.7,0,1,85.0,Healthy
INV007912,P03874,S0112,,store,370,30,150,74.0,2024-08-24,0,1.0,0.03,12333.3,0,1,85.0,Healthy
INV007913,P01504,S0144,,store,375,44,220,41.7,2024-07-14,0,2.0,0.07,5357.1,0,1,85.0,Healthy
INV007914,P04642,S0004,,store,448,21,105,56.0,2024-03-03,0,2.0,0.07,6400.0,0,1,85.0,Healthy
INV007915,P00388,,W002,warehouse,160,51,255,14.5,2024-12-20,0,5.0,0.17,941.2,0,0,100.0,Healthy
INV007916,P02446,S0023,,store,466,70,350,23.3,2024-04-21,0,2.0,0.07,6657.1,0,1,85.0,Healthy
INV007917,P02096,,W010,warehouse,390,53,265,27.9,2024-02-13,0,4.0,0.13,3000.0,0,1,85.0,Healthy
INV007918,P02158,,W007,warehouse,65,30,150,3.8,2024-07-21,0,6.0,0.2,325.0,0,0,100.0,Healthy
INV007919,P04351,S0041,,store,52,78,390,10.4,2024-04-02,1,1.0,0.03,1733.3,1,0,75.0,Healthy
INV007920,P01862,S0081,,store,81,70,350,7.4,2024-11-21,0,2.0,0.07,1157.1,0,0,100.0,Healthy
INV007921,P02908,S0116,,store,342,35,175,17.1,2024-01-04,0,3.0,0.1,3420.0,0,1,85.0,Healthy
INV007922,P00387,,W017,warehouse,11,60,300,1.6,2024-07-26,1,2.0,0.07,157.1,1,0,75.0,Healthy
INV007923,P04525,,W011,warehouse,22,78,390,2.2,2024-12-07,1,4.0,0.13,169.2,1,0,75.0,Healthy
INV007924,P02916,,W014,warehouse,162,78,390,8.1,2024-03-31,0,2.0,0.07,2314.3,0,0,100.0,Healthy
INV007925,P03501,S0011,,store,301,36,180,100.3,2024-11-06,0,2.0,0.07,4300.0,0,1,85.0,Healthy
INV007926,P01567,S0011,,store,307,83,415,21.9,2024-09-23,0,4.0,0.13,2361.5,0,0,100.0,Healthy
INV007927,P02372,S0041,,store,251,31,155,35.9,2024-03-29,0,1.0,0.1,2510.0,0,1,85.0,Healthy
INV007928,P04156,,W025,warehouse,243,49,245,18.7,2024-06-08,0,4.0,0.13,1869.2,0,0,100.0,Healthy
INV007929,P02667,,W028,warehouse,181,34,170,30.2,2024-08-08,0,6.0,0.2,905.0,0,1,85.0,Healthy
INV007930,P00932,,W024,warehouse,313,78,390,19.6,2024-10-15,0,1.0,0.03,10433.3,0,0,100.0,Healthy
INV007931,P03246,S0134,,store,90,58,290,7.5,2024-05-21,0,1.0,0.03,3000.0,0,0,100.0,Healthy
INV007932,P01315,S0010,,store,37,72,360,2.6,2024-08-29,1,1.0,0.03,1233.3,1,0,75.0,Healthy
INV007933,P01766,,W006,warehouse,470,95,475,117.5,2024-10-04,0,1.0,0.1,4700.0,0,0,100.0,Healthy
INV007934,P03031,S0128,,store,460,28,140,28.8,2024-05-02,0,3.0,0.1,4600.0,0,1,85.0,Healthy
INV007935,P00014,S0123,,store,368,39,195,26.3,2024-04-30,0,6.0,0.2,1840.0,0,1,85.0,Healthy
INV007936,P01705,,W009,warehouse,162,92,460,12.5,2024-09-22,0,1.0,0.1,1620.0,0,0,100.0,Healthy
INV007937,P01917,S0094,,store,6,36,180,0.3,2024-11-12,1,2.0,0.07,85.7,1,0,75.0,Healthy
INV007938,P00983,S0098,,store,415,26,130,59.3,2024-02-18,0,2.0,0.07,5928.6,0,1,85.0,Healthy
INV007939,P04467,,W012,warehouse,123,39,195,15.4,2024-03-11,0,3.0,0.1,1230.0,0,0,100.0,Healthy
INV007940,P02547,,W015,warehouse,65,32,160,9.3,2024-10-13,0,4.0,0.13,500.0,0,0,100.0,Healthy
INV007941,P03121,S0016,,store,163,36,180,20.4,2024-08-31,0,1.0,0.1,1630.0,0,0,100.0,Healthy
INV007942,P04418,S0112,,store,191,34,170,31.8,2024-09-05,0,5.0,0.17,1123.5,0,1,85.0,Healthy
INV007943,P03124,S0099,,store,95,27,135,95.0,2024-09-28,0,5.0,0.17,558.8,0,0,100.0,Healthy
INV007944,P01687,,W016,warehouse,228,61,305,19.0,2024-01-10,0,1.0,0.03,7600.0,0,0,100.0,Healthy
INV007945,P01343,S0040,,store,115,89,445,16.4,2024-03-12,0,1.0,0.03,3833.3,0,0,100.0,Healthy
INV007946,P04468,,W026,warehouse,180,76,380,90.0,2024-04-18,0,1.0,0.1,1800.0,0,0,100.0,Healthy
INV007947,P01568,S0006,,store,70,66,330,7.0,2024-12-04,0,4.0,0.13,538.5,0,0,100.0,Healthy
INV007948,P04113,S0023,,store,222,29,145,11.7,2024-12-01,0,7.0,0.23,965.2,0,1,85.0,Healthy
INV007949,P03909,S0013,,store,77,74,370,4.5,2024-03-16,0,1.0,0.1,770.0,0,0,100.0,Healthy
INV007950,P00862,,W018,warehouse,236,90,450,12.4,2024-07-13,0,1.0,0.1,2360.0,0,0,100.0,Healthy
INV007951,P04652,S0037,,store,344,94,470,57.3,2024-09-12,0,1.0,0.1,3440.0,0,0,100.0,Healthy
INV007952,P01307,,W007,warehouse,352,94,470,25.1,2024-02-14,0,1.0,0.03,11733.3,0,0,100.0,Healthy
INV007953,P03061,S0076,,store,100,85,425,20.0,2024-11-21,0,7.0,0.23,434.8,0,0,100.0,Healthy
INV007954,P00600,S0117,,store,271,57,285,18.1,2024-06-27,0,4.0,0.13,2084.6,0,0,100.0,Healthy
INV007955,P00405,,W011,warehouse,415,67,335,24.4,2024-05-04,0,1.0,0.1,4150.0,0,1,85.0,Healthy
INV007956,P04388,,W014,warehouse,285,70,350,31.7,2024-03-17,0,3.0,0.1,2850.0,0,0,100.0,Healthy
INV007957,P00790,S0136,,store,394,90,450,20.7,2024-03-13,0,2.0,0.07,5628.6,0,0,100.0,Healthy
INV007958,P03787,S0090,,store,347,63,315,115.7,2024-06-09,0,3.0,0.1,3470.0,0,1,85.0,Healthy
INV007959,P02558,,W012,warehouse,351,56,280,43.9,2024-11-02,0,5.0,0.17,2064.7,0,1,85.0,Healthy
INV007960,P03409,,W022,warehouse,158,99,495,79.0,2024-09-13,0,4.0,0.13,1215.4,0,0,100.0,Healthy
INV007961,P04485,,W017,warehouse,495,69,345,24.8,2024-05-14,0,4.0,0.13,3807.7,0,1,85.0,Healthy
INV007962,P04238,,W025,warehouse,491,94,470,49.1,2024-01-05,0,3.0,0.1,4910.0,0,1,85.0,Healthy
INV007963,P01827,,W009,warehouse,488,85,425,34.9,2024-01-17,0,6.0,0.2,2440.0,0,1,85.0,Healthy
INV007964,P04288,S0059,,store,186,27,135,62.0,2024-01-24,0,2.0,0.07,2657.1,0,1,85.0,Healthy
INV007965,P02925,S0043,,store,414,26,130,59.1,2024-03-06,0,4.0,0.13,3184.6,0,1,85.0,Healthy
INV007966,P03496,,W013,warehouse,412,89,445,25.8,2024-07-30,0,1.0,0.1,4120.0,0,0,100.0,Healthy
INV007967,P04439,,W014,warehouse,52,29,145,3.1,2024-12-22,0,6.0,0.2,260.0,0,0,100.0,Healthy
INV007968,P01596,,W016,warehouse,49,98,490,4.1,2024-12-11,1,1.0,0.03,1633.3,1,0,75.0,Healthy
INV007969,P01211,S0042,,store,359,90,450,18.9,2024-02-24,0,1.0,0.1,3590.0,0,0,100.0,Healthy
INV007970,P04159,,W011,warehouse,352,39,195,44.0,2024-12-30,0,4.0,0.13,2707.7,0,1,85.0,Healthy
INV007971,P02701,S0077,,store,196,24,120,10.3,2024-03-16,0,1.0,0.03,6533.3,0,1,85.0,Healthy
INV007972,P00122,,W013,warehouse,230,47,235,57.5,2024-04-21,0,3.0,0.1,2300.0,0,0,100.0,Healthy
INV007973,P00007,S0141,,store,401,82,410,20.1,2024-03-21,0,2.0,0.07,5728.6,0,0,100.0,Healthy
INV007974,P03277,S0118,,store,9,48,240,0.8,2024-01-17,1,5.0,0.17,52.9,1,0,75.0,Healthy
INV007975,P03516,S0118,,store,381,93,465,63.5,2024-11-08,0,14.0,0.47,810.6,0,0,100.0,Healthy
INV007976,P04444,S0002,,store,49,40,200,4.9,2024-11-11,0,1.0,0.03,1633.3,0,0,100.0,Healthy
INV007977,P03449,,W024,warehouse,123,71,355,17.6,2024-09-18,0,1.0,0.03,4100.0,0,0,100.0,Healthy
INV007978,P03622,S0147,,store,329,59,295,25.3,2024-08-21,0,1.0,0.1,3290.0,0,1,85.0,Healthy
INV007979,P00557,,W024,warehouse,110,32,160,5.5,2024-08-20,0,3.0,0.1,1100.0,0,0,100.0,Healthy
INV007980,P03361,,W010,warehouse,425,22,110,38.6,2024-12-09,0,3.0,0.1,4250.0,0,1,85.0,Healthy
INV007981,P02152,,W006,warehouse,168,80,400,42.0,2024-02-02,0,1.0,0.03,5600.0,0,0,100.0,Healthy
