wishlist_id,customer_id,product_id,added_date,is_purchased
WL0021517,C08110,P03591,2023-08-19,False
WL0021518,C07987,P01150,2022-01-16,False
WL0021519,C06607,P01996,2024-02-25,False
WL0021520,C08367,P03503,2022-11-09,False
WL0021521,C03021,P00606,2023-04-05,False
WL0021522,C00299,P04596,2022-12-17,True
WL0021523,C02057,P01277,2023-06-24,False
WL0021524,C00691,P04077,2024-06-02,False
WL0021525,C04025,P00653,2022-06-07,False
WL0021526,C07195,P00235,2023-03-04,False
WL0021527,C06646,P01488,2023-07-11,True
WL0021528,C04560,P02088,2023-08-05,True
WL0021529,C04867,P03823,2022-12-07,False
WL0021530,C09445,P01139,2022-09-09,True
WL0021531,C01090,P02464,2022-12-13,False
WL0021532,C07956,P04967,2022-08-26,False
WL0021533,C00170,P04091,2022-11-13,False
WL0021534,C04878,P01186,2024-04-15,False
WL0021535,C07613,P00716,2023-10-09,False
WL0021536,C07558,P03060,2024-03-02,False
WL0021537,C00667,P02511,2023-11-21,True
WL0021538,C01604,P00289,2023-07-26,False
WL0021539,C04107,P00139,2022-07-08,False
WL0021540,C06858,P03715,2024-03-27,False
WL0021541,C05952,P00908,2023-12-17,False
WL0021542,C01033,P04977,2024-10-20,False
WL0021543,C09000,P01004,2022-10-27,False
WL0021544,C04365,P03053,2024-08-28,False
WL0021545,C08722,P00616,2024-08-13,False
WL0021546,C04717,P04607,2023-11-03,False
WL0021547,C08488,P02154,2023-05-18,False
WL0021548,C05663,P03208,2023-06-20,False
WL0021549,C07200,P01822,2022-07-28,False
WL0021550,C08948,P04231,2023-12-24,True
WL0021551,C05402,P01149,2024-04-07,False
WL0021552,C05855,P03578,2022-12-27,False
WL0021553,C01407,P02226,2023-04-15,False
WL0021554,C08298,P02706,2023-11-19,True
WL0021555,C02553,P03086,2022-06-26,False
WL0021556,C06173,P00949,2023-07-18,False
WL0021557,C06842,P01280,2024-10-09,False
WL0021558,C05279,P01598,2022-11-24,False
WL0021559,C04652,P00141,2024-08-01,True
WL0021560,C04475,P03096,2024-03-17,False
WL0021561,C09408,P03931,2022-08-23,False
WL0021562,C09805,P04386,2024-02-25,True
WL0021563,C08470,P00047,2023-01-27,False
WL0021564,C02981,P01344,2022-02-11,True
WL0021565,C07221,P03746,2022-11-10,False
WL0021566,C09757,P01915,2023-09-01,False
WL0021567,C06591,P01880,2022-02-04,False
WL0021568,C04120,P00462,2024-07-18,False
WL0021569,C09122,P02768,2023-12-08,True
WL0021570,C09391,P04475,2024-09-22,True
WL0021571,C01718,P04517,2024-07-14,False
WL0021572,C05207,P00850,2022-05-13,False
WL0021573,C08730,P03615,2022-02-15,True
WL0021574,C06815,P01280,2022-04-09,False
WL0021575,C07144,P02745,2023-05-25,True
WL0021576,C07980,P00020,2022-02-01,False
WL0021577,C08153,P03852,2024-05-05,True
WL0021578,C01753,P02937,2023-04-28,True
WL0021579,C03737,P01577,2024-05-18,False
WL0021580,C05647,P04288,2022-04-21,False
WL0021581,C03779,P02217,2024-02-04,False
WL0021582,C02912,P00747,2023-03-27,False
WL0021583,C02030,P04466,2023-08-15,False
WL0021584,C04402,P04242,2024-03-30,False
WL0021585,C09178,P01970,2024-05-18,False
WL0021586,C05091,P00777,2023-04-25,False
WL0021587,C06231,P04771,2024-01-05,False
WL0021588,C01665,P04773,2023-12-10,True
WL0021589,C01595,P02982,2023-08-19,False
WL0021590,C04791,P03525,2024-12-28,False
WL0021591,C04197,P00418,2024-12-17,False
WL0021592,C01547,P00062,2024-10-05,True
WL0021593,C00933,P01236,2022-03-21,True
WL0021594,C02823,P00737,2023-12-14,False
WL0021595,C04902,P02816,2023-09-10,True
WL0021596,C00189,P00329,2023-12-12,False
WL0021597,C04452,P02140,2023-12-01,False
WL0021598,C09231,P03881,2023-11-20,True
WL0021599,C02308,P01512,2024-03-24,False
WL0021600,C08773,P04049,2023-05-10,False
WL0021601,C02278,P02629,2022-06-29,True
WL0021602,C07449,P03790,2022-12-10,True
WL0021603,C04054,P03082,2023-11-18,False
WL0021604,C01292,P00410,2022-06-02,False
WL0021605,C02872,P02896,2023-12-28,False
WL0021606,C00059,P01949,2023-11-01,False
WL0021607,C03097,P00110,2024-05-30,False
WL0021608,C00710,P00765,2022-10-18,True
WL0021609,C05099,P04382,2022-12-14,False
WL0021610,C08416,P02053,2022-05-19,False
WL0021611,C02181,P04870,2023-01-24,True
WL0021612,C02829,P00912,2023-06-06,False
WL0021613,C04963,P02544,2023-04-13,False
WL0021614,C07061,P02743,2024-06-09,False
WL0021615,C07065,P01011,2023-07-29,False
WL0021616,C08019,P00108,2022-11-21,False
WL0021617,C05553,P00609,2024-10-11,False
WL0021618,C08975,P04995,2023-11-21,False
WL0021619,C00685,P03473,2024-04-11,False
WL0021620,C03387,P02275,2024-10-14,False
WL0021621,C04225,P04962,2024-05-27,True
WL0021622,C00803,P03768,2022-04-01,False
WL0021623,C05001,P02900,2023-09-28,False
WL0021624,C04985,P04209,2023-08-08,False
WL0021625,C08976,P02753,2022-11-08,False
WL0021626,C07078,P01624,2022-03-25,False
WL0021627,C03331,P00937,2022-01-21,False
WL0021628,C08396,P00001,2024-08-18,True
WL0021629,C00858,P01729,2023-07-20,True
WL0021630,C05758,P04666,2022-02-22,False
WL0021631,C00701,P00584,2023-10-05,False
WL0021632,C03531,P03183,2022-03-11,False
WL0021633,C07962,P04078,2023-01-25,False
WL0021634,C09772,P01623,2023-05-08,False
WL0021635,C01014,P00240,2024-06-16,False
WL0021636,C08900,P02203,2024-05-21,False
WL0021637,C06877,P04020,2022-09-10,True
WL0021638,C00446,P03565,2024-07-25,False
WL0021639,C05069,P04854,2024-01-13,False
WL0021640,C01913,P02156,2024-04-08,False
WL0021641,C02508,P01441,2023-01-22,True
WL0021642,C08210,P00448,2023-09-30,False
WL0021643,C06874,P01282,2024-04-26,True
WL0021644,C02579,P01274,2023-12-15,True
WL0021645,C04640,P00168,2022-11-14,False
WL0021646,C09164,P02993,2022-07-25,False
WL0021647,C09108,P01774,2023-12-27,False
WL0021648,C00153,P01441,2022-03-02,False
WL0021649,C08665,P01153,2023-01-13,False
WL0021650,C07342,P00006,2023-01-07,False
WL0021651,C07214,P02783,2023-09-20,True
WL0021652,C09678,P02194,2023-07-25,True
WL0021653,C04117,P03359,2023-07-25,False
WL0021654,C07043,P00960,2022-01-25,True
WL0021655,C09299,P02316,2022-02-15,False
WL0021656,C06975,P03761,2024-06-09,False
WL0021657,C02757,P03999,2023-01-18,True
WL0021658,C04846,P02499,2023-07-02,True
WL0021659,C08048,P02316,2024-07-23,False
WL0021660,C05084,P04557,2024-12-05,False
WL0021661,C08726,P02490,2024-07-27,False
WL0021662,C06132,P00964,2022-03-09,False
WL0021663,C05414,P01623,2023-11-13,False
WL0021664,C01529,P02166,2023-03-21,False
WL0021665,C08216,P01625,2022-05-04,False
WL0021666,C05146,P03869,2022-11-10,False
WL0021667,C06049,P01740,2023-10-04,False
WL0021668,C05129,P02156,2022-08-19,False
WL0021669,C02308,P04613,2023-11-04,False
WL0021670,C05803,P03446,2023-11-06,False
WL0021671,C09139,P00610,2024-06-30,True
WL0021672,C06938,P04702,2024-01-01,False
WL0021673,C03081,P01240,2024-05-04,True
WL0021674,C02133,P01643,2023-07-06,False
WL0021675,C06452,P04083,2024-03-03,True
WL0021676,C04392,P00486,2022-10-31,False
WL0021677,C04442,P02972,2023-08-25,False
WL0021678,C08556,P03045,2024-01-31,True
WL0021679,C03885,P00388,2023-11-18,False
WL0021680,C02132,P01839,2024-01-04,False
WL0021681,C09221,P02248,2024-05-25,False
WL0021682,C03455,P02776,2022-04-09,True
WL0021683,C06500,P01296,2023-04-19,True
WL0021684,C06262,P02798,2023-05-15,False
WL0021685,C09121,P03495,2022-09-14,False
WL0021686,C01036,P02728,2022-04-20,False
WL0021687,C01308,P01660,2022-05-27,False
WL0021688,C08738,P04570,2024-11-28,False
WL0021689,C00794,P02006,2022-02-27,False
WL0021690,C07951,P01062,2024-02-12,False
WL0021691,C01516,P03712,2022-03-06,False
WL0021692,C03563,P02091,2024-11-09,False
WL0021693,C05858,P00561,2024-11-04,True
WL0021694,C00842,P00654,2023-10-14,False
WL0021695,C02020,P04033,2023-02-20,False
WL0021696,C04182,P02862,2024-04-09,True
WL0021697,C03735,P03676,2023-03-10,False
WL0021698,C05016,P04660,2023-03-26,True
WL0021699,C06365,P02977,2024-11-29,False
WL0021700,C09065,P04030,2024-09-22,True
WL0021701,C07508,P03843,2023-08-16,False
WL0021702,C02338,P00306,2022-08-22,False
WL0021703,C09365,P01195,2024-10-03,True
WL0021704,C02989,P01407,2023-01-13,False
WL0021705,C09320,P01144,2022-03-27,False
WL0021706,C00443,P03245,2023-02-21,False
WL0021707,C02429,P04500,2024-11-09,False
WL0021708,C04640,P03423,2024-10-15,False
WL0021709,C02131,P00660,2023-02-21,False
WL0021710,C08116,P03405,2022-12-27,False
WL0021711,C00677,P02110,2022-03-29,False
WL0021712,C00760,P02143,2022-11-17,True
WL0021713,C02061,P02503,2024-06-13,False
WL0021714,C07769,P03794,2023-12-16,False
WL0021715,C01497,P02512,2023-09-19,False
WL0021716,C07304,P02339,2024-09-29,False
WL0021717,C01787,P00462,2023-03-02,False
WL0021718,C08768,P00293,2023-04-27,False
WL0021719,C08241,P00732,2023-04-10,False
WL0021720,C01124,P02767,2024-01-05,False
WL0021721,C08349,P04645,2022-03-31,True
WL0021722,C08197,P00102,2023-04-25,True
WL0021723,C08637,P04275,2023-03-25,True
WL0021724,C06787,P00767,2022-11-28,False
WL0021725,C06131,P03666,2023-05-04,False
WL0021726,C03321,P04441,2024-03-11,False
WL0021727,C02299,P02399,2024-04-29,False
WL0021728,C06578,P03576,2022-12-06,True
WL0021729,C07756,P03608,2022-08-11,False
WL0021730,C01921,P00599,2024-08-02,False
WL0021731,C01107,P00447,2022-10-12,False
WL0021732,C08446,P02416,2024-09-02,False
WL0021733,C03164,P03470,2023-08-07,False
WL0021734,C01226,P03261,2024-07-07,False
WL0021735,C02691,P04657,2023-08-24,False
WL0021736,C08217,P01159,2024-10-01,True
WL0021737,C02694,P03607,2022-07-24,False
WL0021738,C03142,P01460,2023-05-15,False
WL0021739,C09052,P04026,2022-06-14,False
WL0021740,C08300,P04398,2024-09-16,False
WL0021741,C06627,P03015,2022-03-23,False
WL0021742,C01495,P01479,2022-03-26,True
WL0021743,C06454,P01749,2023-03-09,False
WL0021744,C03348,P04577,2024-01-10,False
WL0021745,C03237,P02786,2022-08-12,True
WL0021746,C07415,P02571,2022-03-30,False
WL0021747,C06043,P03092,2023-03-12,True
WL0021748,C03963,P04394,2022-02-17,False
WL0021749,C07906,P04934,2024-04-19,True
WL0021750,C05895,P00962,2022-12-06,False
WL0021751,C06659,P00576,2024-12-31,False
WL0021752,C01152,P00136,2024-02-27,True
WL0021753,C01890,P01262,2023-05-01,True
WL0021754,C08563,P00797,2022-07-25,False
WL0021755,C09837,P04235,2023-10-12,False
WL0021756,C05171,P03418,2022-01-22,True
WL0021757,C03948,P03421,2024-04-04,True
WL0021758,C01329,P03237,2023-04-23,True
WL0021759,C09619,P01241,2022-09-21,False
WL0021760,C06957,P03196,2023-03-06,True
WL0021761,C02469,P04439,2022-07-24,False
WL0021762,C01542,P01222,2024-02-26,True
WL0021763,C04026,P04114,2023-02-02,True
WL0021764,C04969,P00311,2023-10-30,False
WL0021765,C01968,P02292,2024-09-15,False
WL0021766,C02232,P03187,2023-11-15,True
WL0021767,C06762,P03945,2022-09-16,False
WL0021768,C08967,P03448,2022-05-10,False
WL0021769,C03825,P04139,2022-10-24,False
WL0021770,C07169,P01624,2023-04-02,True
WL0021771,C00205,P02752,2024-04-05,True
WL0021772,C04154,P01202,2024-05-28,False
WL0021773,C09335,P01538,2023-01-10,False
WL0021774,C06302,P01918,2023-01-19,False
WL0021775,C01827,P03177,2024-04-02,False
WL0021776,C09360,P01059,2023-09-01,False
WL0021777,C07010,P03783,2022-02-04,False
WL0021778,C02897,P00103,2022-07-15,False
WL0021779,C08831,P03199,2023-09-05,False
WL0021780,C02141,P03019,2023-03-22,False
WL0021781,C03192,P00566,2022-08-14,True
WL0021782,C01033,P00489,2022-03-15,False
WL0021783,C06475,P00607,2023-03-05,True
WL0021784,C01456,P03903,2024-04-02,True
WL0021785,C09137,P04437,2024-01-01,True
WL0021786,C00630,P00638,2023-08-24,False
WL0021787,C05657,P03876,2022-01-23,False
WL0021788,C06097,P03658,2024-06-28,False
WL0021789,C08734,P03512,2022-05-16,False
WL0021790,C05685,P03877,2024-01-04,True
WL0021791,C00307,P03817,2024-05-18,False
WL0021792,C03521,P01945,2022-09-21,True
WL0021793,C00725,P04867,2023-03-14,False
WL0021794,C08125,P00360,2023-09-23,True
WL0021795,C03502,P00608,2022-06-02,False
WL0021796,C05530,P02932,2024-07-27,False
WL0021797,C07916,P04737,2022-10-04,False
WL0021798,C06959,P03919,2022-01-04,True
WL0021799,C08086,P04213,2023-10-18,False
WL0021800,C00962,P00313,2022-08-06,False
WL0021801,C03473,P04982,2022-03-11,True
WL0021802,C00191,P02821,2024-08-10,False
WL0021803,C06090,P03659,2024-04-15,False
WL0021804,C07602,P03619,2023-06-28,False
WL0021805,C03615,P01588,2022-04-17,False
WL0021806,C04603,P01170,2023-04-22,True
WL0021807,C02664,P03066,2023-06-09,False
WL0021808,C03898,P02938,2022-04-27,False
WL0021809,C05326,P02510,2022-01-02,False
WL0021810,C09559,P00727,2024-12-04,False
WL0021811,C05398,P01824,2024-09-18,True
WL0021812,C09629,P03885,2024-07-10,False
WL0021813,C06957,P01065,2022-10-05,False
WL0021814,C02885,P03324,2024-02-22,True
WL0021815,C05151,P04002,2022-03-07,True
WL0021816,C08491,P02605,2024-01-24,True
WL0021817,C06865,P02788,2023-03-10,False
WL0021818,C06931,P02676,2023-07-02,False
WL0021819,C01098,P03725,2023-01-15,False
WL0021820,C05409,P04242,2023-11-30,True
WL0021821,C00345,P00379,2024-05-03,True
WL0021822,C09266,P02492,2023-05-07,False
WL0021823,C03804,P02918,2022-06-10,False
WL0021824,C04098,P00535,2022-07-20,False
WL0021825,C01351,P02613,2024-10-08,False
WL0021826,C07458,P03876,2023-09-09,False
WL0021827,C02462,P04727,2022-12-17,False
WL0021828,C02356,P02722,2024-04-27,False
WL0021829,C07057,P02702,2022-07-17,True
WL0021830,C08269,P02537,2023-05-21,True
WL0021831,C07110,P00752,2024-10-22,True
WL0021832,C08765,P02834,2022-03-08,False
WL0021833,C01488,P01641,2022-11-02,False
WL0021834,C00746,P02476,2024-12-25,False
WL0021835,C02681,P02988,2023-08-24,True
WL0021836,C00842,P04391,2023-09-05,False
WL0021837,C07065,P04589,2024-09-26,False
WL0021838,C02600,P01327,2022-05-21,False
WL0021839,C06121,P01309,2022-04-25,True
WL0021840,C01322,P04575,2022-05-08,False
WL0021841,C03088,P04321,2023-01-22,True
WL0021842,C07934,P02132,2022-12-27,False
WL0021843,C00290,P00260,2024-05-03,False
WL0021844,C05764,P00448,2022-06-14,False
WL0021845,C06231,P01117,2022-02-25,False
WL0021846,C09801,P01773,2022-03-31,False
WL0021847,C07316,P02294,2022-05-17,False
WL0021848,C02683,P04557,2022-11-11,False
WL0021849,C08241,P01655,2024-09-29,True
WL0021850,C09641,P04006,2022-02-12,False
WL0021851,C09988,P00162,2024-06-12,False
WL0021852,C01043,P03611,2022-08-08,False
WL0021853,C06649,P03579,2024-12-09,False
WL0021854,C08672,P04717,2023-02-08,True
WL0021855,C04463,P01463,2023-09-10,False
WL0021856,C07453,P01644,2024-01-06,False
WL0021857,C03339,P00455,2024-03-11,False
WL0021858,C01055,P01676,2024-10-31,True
WL0021859,C03571,P04301,2024-02-20,False
WL0021860,C00782,P04274,2022-12-26,False
WL0021861,C02148,P01694,2023-12-05,False
WL0021862,C06600,P04178,2024-02-10,True
WL0021863,C01288,P01722,2022-08-22,False
WL0021864,C09352,P03472,2024-12-14,True
WL0021865,C07825,P00599,2023-07-02,False
WL0021866,C09330,P00495,2022-01-19,False
WL0021867,C09528,P01534,2024-08-07,False
WL0021868,C04564,P04988,2022-01-14,False
WL0021869,C06465,P01721,2022-07-12,False
WL0021870,C06033,P02949,2022-07-20,False
WL0021871,C01257,P00546,2023-01-19,False
WL0021872,C10000,P00734,2023-12-30,True
WL0021873,C08990,P04191,2023-04-30,False
WL0021874,C07461,P02968,2024-07-12,False
WL0021875,C04374,P01727,2022-07-25,True
WL0021876,C05351,P04287,2024-05-17,False
WL0021877,C01358,P02499,2022-01-16,False
WL0021878,C07171,P00931,2023-06-27,True
WL0021879,C09686,P02388,2024-04-14,False
WL0021880,C02310,P01506,2023-11-19,False
WL0021881,C04383,P02139,2023-06-08,False
WL0021882,C08595,P02115,2023-04-21,False
WL0021883,C06309,P04736,2022-02-05,True
WL0021884,C03453,P04044,2023-03-14,False
WL0021885,C04126,P02451,2022-12-12,False
WL0021886,C07234,P00277,2022-11-02,False
WL0021887,C04945,P00394,2024-01-04,False
WL0021888,C09660,P03225,2022-05-01,False
WL0021889,C01294,P00487,2024-06-15,False
WL0021890,C00078,P02361,2022-03-08,True
WL0021891,C07860,P01215,2023-08-30,False
WL0021892,C00709,P02907,2023-12-26,False
WL0021893,C00294,P00494,2024-01-04,False
WL0021894,C08626,P04941,2023-02-10,False
WL0021895,C06217,P04291,2024-12-19,True
WL0021896,C09623,P00006,2024-01-05,True
WL0021897,C04497,P04074,2024-02-03,False
WL0021898,C02640,P04345,2024-08-03,False
WL0021899,C04532,P02736,2023-03-15,False
WL0021900,C03699,P04337,2022-08-26,True
WL0021901,C07818,P02029,2024-11-26,True
WL0021902,C03434,P04437,2023-05-23,True
WL0021903,C04063,P01682,2024-10-26,True
WL0021904,C03174,P00737,2024-05-24,False
WL0021905,C08326,P00430,2024-08-29,False
WL0021906,C08258,P03488,2024-07-02,False
WL0021907,C01933,P02523,2024-08-08,True
WL0021908,C00546,P00042,2023-04-28,False
WL0021909,C05295,P03744,2023-11-28,False
WL0021910,C03690,P04828,2023-03-14,True
WL0021911,C05778,P02385,2023-08-07,True
WL0021912,C03474,P01925,2022-01-28,False
WL0021913,C07092,P00801,2024-09-10,True
WL0021914,C06582,P02343,2023-10-16,True
WL0021915,C08342,P04900,2022-10-08,True
WL0021916,C05921,P01538,2023-01-02,False
WL0021917,C01521,P01613,2022-11-24,True
WL0021918,C03807,P00308,2024-02-10,False
WL0021919,C03372,P02797,2022-01-17,False
WL0021920,C07974,P02345,2022-11-26,False
WL0021921,C03146,P03061,2024-05-08,False
WL0021922,C08777,P00973,2022-02-13,False
WL0021923,C00852,P04024,2023-11-12,False
WL0021924,C04709,P02415,2022-04-11,False
WL0021925,C08804,P03625,2023-08-15,False
WL0021926,C05278,P03554,2023-10-04,False
WL0021927,C01628,P04833,2024-11-05,False
WL0021928,C09333,P01794,2024-01-25,False
WL0021929,C02268,P04915,2024-01-14,False
WL0021930,C07664,P01844,2023-11-27,True
WL0021931,C01527,P04100,2023-08-21,True
WL0021932,C09066,P01282,2024-12-03,False
WL0021933,C08299,P02957,2022-11-09,False
WL0021934,C09330,P03611,2024-06-12,False
WL0021935,C07983,P03292,2024-11-10,False
WL0021936,C06860,P02019,2023-10-13,False
WL0021937,C00838,P00774,2023-09-16,True
WL0021938,C08099,P01638,2023-09-11,False
WL0021939,C00368,P01598,2023-06-05,True
WL0021940,C02146,P01733,2022-11-27,False
WL0021941,C06695,P00046,2022-08-26,False
WL0021942,C04353,P04419,2022-03-26,False
WL0021943,C09435,P02002,2024-09-23,False
WL0021944,C05130,P03420,2024-07-12,False
WL0021945,C09527,P03299,2024-06-15,False
WL0021946,C07206,P00863,2023-10-10,False
WL0021947,C05898,P04659,2022-09-13,False
WL0021948,C07527,P04742,2022-03-26,False
WL0021949,C02238,P02087,2022-06-27,False
WL0021950,C08917,P03742,2022-08-12,False
WL0021951,C09406,P00199,2024-07-11,True
WL0021952,C08891,P00421,2023-07-02,True
WL0021953,C05259,P02766,2024-02-07,False
WL0021954,C09464,P03312,2022-02-16,True
WL0021955,C00076,P01023,2022-04-24,True
WL0021956,C08505,P03370,2023-08-19,True
WL0021957,C02119,P00082,2023-06-11,True
WL0021958,C09103,P01015,2023-07-08,True
WL0021959,C05325,P01428,2024-10-26,False
WL0021960,C03841,P04994,2023-08-05,False
WL0021961,C01167,P00824,2023-02-10,True
WL0021962,C01597,P04853,2024-01-13,False
WL0021963,C04112,P04125,2024-06-28,False
WL0021964,C04883,P01746,2024-10-26,False
WL0021965,C06685,P04880,2023-06-02,False
WL0021966,C09305,P02213,2022-02-16,True
WL0021967,C08130,P03220,2024-10-24,True
WL0021968,C09856,P03450,2023-10-27,False
WL0021969,C00264,P02017,2024-11-21,False
WL0021970,C06242,P03785,2022-12-14,False
WL0021971,C04284,P00820,2022-02-17,True
WL0021972,C00194,P02972,2024-05-11,False
WL0021973,C04936,P04952,2023-10-11,False
WL0021974,C01199,P04960,2023-01-04,False
WL0021975,C05412,P04130,2023-01-23,False
WL0021976,C03745,P00380,2023-05-31,True
WL0021977,C03553,P03346,2024-11-14,False
WL0021978,C03906,P02595,2023-10-04,True
WL0021979,C09432,P01895,2022-02-10,False
WL0021980,C01892,P04293,2023-12-02,False
WL0021981,C05076,P00321,2022-12-06,False
WL0021982,C04841,P03081,2022-01-16,True
WL0021983,C01835,P01106,2022-12-10,True
WL0021984,C03498,P01259,2024-07-17,True
WL0021985,C09274,P04219,2022-05-13,True
WL0021986,C03312,P04923,2023-03-24,False
WL0021987,C05757,P04453,2024-09-12,False
WL0021988,C00754,P01421,2022-07-10,False
WL0021989,C01490,P01659,2023-06-27,True
WL0021990,C00733,P03386,2022-03-18,False
WL0021991,C08581,P02817,2023-07-24,False
WL0021992,C09613,P03997,2022-02-10,False
WL0021993,C09883,P03607,2022-05-06,False
WL0021994,C00276,P01976,2022-06-07,False
WL0021995,C05579,P03814,2024-02-28,False
WL0021996,C03640,P04398,2023-01-22,True
WL0021997,C03032,P04065,2022-04-29,True
WL0021998,C01090,P04831,2022-03-15,False
WL0021999,C04862,P00533,2024-04-29,False
WL0022000,C00799,P01107,2023-03-25,True
WL0022001,C00468,P00542,2024-09-22,False
WL0022002,C04347,P01760,2022-12-16,True
WL0022003,C02471,P04527,2024-03-23,False
WL0022004,C06542,P03130,2022-07-11,True
WL0022005,C07067,P03282,2023-10-10,False
WL0022006,C03602,P04528,2022-11-19,False
WL0022007,C03726,P03089,2023-09-06,False
WL0022008,C07591,P00724,2024-12-17,False
WL0022009,C05200,P03330,2023-03-13,False
WL0022010,C09818,P00021,2022-08-15,False
WL0022011,C02207,P01543,2022-07-30,True
WL0022012,C09624,P03831,2024-12-01,True
WL0022013,C09921,P04387,2022-12-13,True
WL0022014,C09541,P04454,2023-10-30,False
WL0022015,C07031,P01213,2024-12-09,False
WL0022016,C04231,P04035,2022-11-14,True
WL0022017,C08894,P02370,2022-06-13,False
WL0022018,C03367,P00225,2024-08-30,False
WL0022019,C09349,P01643,2024-11-25,False
WL0022020,C08499,P04455,2023-01-10,True
WL0022021,C09794,P02017,2022-07-13,True
WL0022022,C01094,P01058,2022-07-06,True
WL0022023,C01951,P00228,2023-12-26,True
WL0022024,C06898,P01752,2022-04-10,False
WL0022025,C00920,P03979,2024-02-09,False
WL0022026,C02650,P02189,2023-03-05,False
WL0022027,C07259,P03973,2023-06-10,False
WL0022028,C09885,P04298,2023-05-09,False
WL0022029,C05835,P01266,2022-06-16,False
WL0022030,C03048,P00151,2024-05-29,False
WL0022031,C04469,P00228,2024-11-04,False
WL0022032,C05559,P01105,2022-09-20,False
WL0022033,C09497,P01716,2023-08-06,False
WL0022034,C01273,P04762,2024-02-27,True
WL0022035,C07424,P04865,2024-11-30,False
WL0022036,C07126,P02395,2022-02-23,False
WL0022037,C05407,P04692,2022-01-03,False
WL0022038,C08170,P03856,2022-01-20,False
WL0022039,C05247,P04345,2022-04-09,True
WL0022040,C06030,P00787,2022-06-29,False
WL0022041,C01430,P02611,2023-04-21,False
WL0022042,C00222,P04622,2022-06-21,False
WL0022043,C06700,P01585,2022-01-04,True
WL0022044,C08338,P01902,2023-06-28,False
WL0022045,C00561,P02715,2024-01-05,False
WL0022046,C03914,P00988,2023-04-13,True
WL0022047,C08477,P03343,2023-12-03,False
WL0022048,C00474,P01130,2023-10-30,False
WL0022049,C09342,P03003,2024-08-29,True
WL0022050,C09289,P00374,2022-05-09,False
WL0022051,C08600,P00507,2024-01-19,False
WL0022052,C01846,P04628,2023-05-18,False
WL0022053,C02151,P04669,2024-06-24,False
WL0022054,C08514,P03770,2023-04-25,True
WL0022055,C03233,P00213,2022-03-12,False
WL0022056,C00674,P04835,2024-07-01,False
WL0022057,C03810,P00203,2023-09-13,False
WL0022058,C00262,P03574,2024-01-10,True
WL0022059,C08434,P00765,2023-09-24,True
WL0022060,C04712,P04080,2024-07-13,False
WL0022061,C09430,P04350,2022-01-19,True
WL0022062,C06112,P04460,2022-02-16,True
WL0022063,C02414,P03584,2024-03-01,True
WL0022064,C01569,P04232,2023-11-30,False
WL0022065,C03052,P04807,2024-10-22,True
WL0022066,C06623,P00427,2022-08-11,True
WL0022067,C00073,P01311,2024-10-03,False
WL0022068,C02754,P04880,2022-12-17,True
WL0022069,C00284,P02533,2022-03-10,False
WL0022070,C03675,P02063,2024-08-19,False
WL0022071,C08888,P04942,2022-05-03,True
WL0022072,C07791,P03620,2024-12-11,False
WL0022073,C02986,P01044,2023-12-30,False
WL0022074,C06547,P03790,2022-03-02,True
WL0022075,C02182,P01215,2022-01-04,True
WL0022076,C06742,P03152,2022-08-11,False
WL0022077,C02876,P03164,2023-08-11,False
WL0022078,C04319,P00998,2022-07-03,True
WL0022079,C06118,P01322,2022-06-26,False
WL0022080,C09040,P00107,2024-05-08,False
WL0022081,C05080,P03595,2024-11-30,False
WL0022082,C03721,P04599,2023-03-17,True
WL0022083,C06192,P04882,2024-04-03,True
WL0022084,C06408,P01298,2022-10-31,False
WL0022085,C06876,P00070,2022-12-04,False
WL0022086,C04581,P03958,2023-04-20,True
WL0022087,C00182,P03682,2024-11-10,True
WL0022088,C03635,P03428,2024-04-30,False
WL0022089,C06589,P03081,2024-04-05,False
WL0022090,C05953,P00658,2022-02-13,False
WL0022091,C04445,P00985,2023-04-05,True
WL0022092,C09964,P03163,2023-05-05,True
WL0022093,C01557,P00834,2024-02-10,True
WL0022094,C05354,P01381,2024-12-11,False
WL0022095,C09959,P04493,2023-12-29,False
WL0022096,C08727,P01538,2022-11-06,False
WL0022097,C02024,P01176,2024-12-22,True
WL0022098,C07669,P00508,2024-01-23,True
WL0022099,C05116,P01534,2022-07-02,False
WL0022100,C09688,P02390,2023-04-15,False
WL0022101,C06375,P00939,2024-08-20,True
WL0022102,C03006,P01171,2022-04-25,False
WL0022103,C09209,P01005,2022-04-02,True
WL0022104,C04446,P02536,2023-06-28,True
WL0022105,C08816,P00805,2024-10-15,False
WL0022106,C04523,P04368,2023-06-22,True
WL0022107,C07107,P01111,2024-04-15,False
WL0022108,C07407,P01043,2022-04-05,False
WL0022109,C04110,P04307,2024-08-10,True
WL0022110,C05344,P02510,2023-02-05,False
WL0022111,C07372,P01865,2023-03-11,False
WL0022112,C03669,P01910,2024-07-27,False
WL0022113,C08734,P01698,2023-06-05,True
WL0022114,C00380,P02876,2023-09-14,True
WL0022115,C08935,P00534,2022-11-18,False
WL0022116,C05053,P01820,2023-10-06,True
WL0022117,C02320,P04025,2024-07-31,False
WL0022118,C09276,P01957,2022-09-23,False
WL0022119,C07740,P01815,2024-02-18,True
WL0022120,C09632,P04712,2023-01-20,False
WL0022121,C05802,P04467,2022-06-23,False
WL0022122,C07708,P04809,2024-02-23,False
WL0022123,C04524,P02149,2022-07-10,False
